W,CalCOFI1108NH,7/30/2011,16:43,7/30/2011 16:43,8:00:00,7/31/2011 0:43,,,30.18033,-123.83400,DC,KW,G,7,CL,2,250,290,SE,330,6,2,6,,,,330,,,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,
W,CalCOFI1108NH,7/30/2011,17:21,7/30/2011 17:21,8:00:00,7/31/2011 1:21,,,30.26217,-123.88800,DC,KW,G,7,CL,2,250,300,SE,330,6,2,6,30,DC,1,330,342,1.1,,,,,,,32,27,45,ND,DSP,,,,ON,,OFF,2,2,,,,,,,,,,,,
W,CalCOFI1108NH,7/31/2011,5:10,7/31/2011 5:10,8:00:00,7/31/2011 13:10,,,30.87283,-122.94800,DC,KW,E,7,CL,13,,,,265,10,2,3,,,,70,,,,,,,,,,,,,,,,,ON,,OFF,7,,,,,,,,,,,,,"Array deployed, transiting to Oozeki tow position, which is off transect line. Will tow Oszeki into CalCOFI st.90/100."
W,CalCOFI1108NH,7/31/2011,5:42,7/31/2011 5:42,8:00:00,7/31/2011 13:42,,,30.90433,-122.85117,DC,KW,E,7,CL,18,60,85,SE,265,10,2,3,,,,70,,,,,,,,,,,,,,,,,ON,,OFF,7,,,,,,,,,,,,,
W,CalCOFI1108NH,7/31/2011,6:02,7/31/2011 6:02,8:00:00,7/31/2011 14:02,,,30.91976,-122.80396,DC,KW,G,7,CL,15,60,85,SE,265,10,3,3,,,,72,,,,,,,,,,,,,,,,,ON,,OFF,7,,,,,,,,,,,,,
W,CalCOFI1108NH,7/31/2011,11:46,7/31/2011 11:46,8:00:00,7/31/2011 19:46,,,31.06483,-122.60883,DC,DC,G,7,PC,60,,,,255,11,3,3,,,,55,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,"KW deploying array, departed st.90/100."
W,CalCOFI1108NH,7/31/2011,12:41,7/31/2011 12:41,8:00:00,7/31/2011 20:41,,,31.15117,-122.45850,DC,KW,G,7,OV,80,,,,255,11,3,3,,,,55,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,7/31/2011,13:41,7/31/2011 13:41,8:00:00,7/31/2011 21:41,,,31.24967,-122.29817,DC,KW,G,7,OV,80,,,,260,9,3,4,,,,57,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,7/31/2011,14:29,7/31/2011 14:29,8:00:00,7/31/2011 22:29,,,31.32300,-122.16267,DC,KW,G,7,OV,80,,,,280,8,2,4,,,,56,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,7/31/2011,15:31,7/31/2011 15:31,8:00:00,7/31/2011 23:31,,,31.41547,-121.99403,DC,DC,G,7,OV,80,,,,280,7,2,2,,,,63,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/1/2011,5:07,8/1/2011 5:07,8:00:00,8/1/2011 13:07,,,31.89368,-121.05578,KW,KW,G,7,OV,100,,,,295,10,3,5,,,,60,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,"Leaving st.90/80, heading to st.90/70. DC down for array deployment."
W,CalCOFI1108NH,8/1/2011,6:15,8/1/2011 6:15,8:00:00,8/1/2011 14:15,,,31.98583,-120.84933,DC,KW,F,7,OV,100,,,,292,15,4,5,,,,54,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/1/2011,6:57,8/1/2011 6:57,8:00:00,8/1/2011 14:57,,,32.04533,-120.72283,DC,KW,F,7,OV,85,60,100,SE,310,15,4,5,,,,61,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/1/2011,10:17,8/1/2011 10:17,8:00:00,8/1/2011 18:17,,,32.09317,-120.63583,DC,DC,F,7,CL,5,145,149,M,322,16,4,4,,,,63,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,"Departed st.90/70, KW down for array deployment."
W,CalCOFI1108NH,8/1/2011,11:39,8/1/2011 11:39,8:00:00,8/1/2011 19:39,,,32.20933,-120.39533,DC,KW,F,7,CL,0,,,,322,15,4,4,PINN7,KW,3,59,62,2.7,,,,,,,2,1,2,0,UPINN,,,,ON,,ON,,3,,,,,,,,,,,,ZACA or fur seal.
W,CalCOFI1108NH,8/1/2011,12:55,8/1/2011 12:55,8:00:00,8/1/2011 20:55,,,32.31613,-120.17568,DC,KW,P,7,CL,0,,,,310,16,5,5,,,,58,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/1/2011,13:14,8/1/2011 13:14,8:00:00,8/1/2011 21:14,,,32.34122,-120.12199,DC,KW,P,7,CL,7,,,,310,15,5,5,,,,61,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/1/2011,17:04,8/1/2011 17:04,8:00:00,8/2/2011 1:04,,,32.41067,-120.00217,KW,KW,P,7,CL,0,,,,290,20,5,5,,,,58,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,"Departed st.90/60, heading to st.90/53. DC deploying array."
W,CalCOFI1108NH,8/1/2011,18:08,8/1/2011 18:08,8:00:00,8/2/2011 2:08,,,32.49350,-119.82133,KW,DC,P,7,CL,0,,,,290,20,5,5,,,,59,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/2/2011,5:40,8/2/2011 5:40,8:00:00,8/2/2011 13:40,,,32.98583,-118.85200,KW,DC,P,7,PC,48,70,100,SE,290,17,5,5,,,,64,,,,,,,,,,,,,,,,,OFF,7,OFF,7,,,,,,,,,,,,,"Staring mid-transit to Oozeki trawl position (will trawl into st.90/37), array deployed."
W,CalCOFI1108NH,8/2/2011,6:49,8/2/2011 6:49,8:00:00,8/2/2011 14:49,,,33.07650,-118.66083,KW,DC,P,6,PC,40,50,100,SE,290,16,5,5,,,,63,,,,,,,,,,,,,,,,,OFF,7,OFF,7,,,,,,,,,,,,,"Mid-transit to Oozeki trawl position (will trawl into st.90/37), array deployed."
W,CalCOFI1108NH,8/2/2011,7:52,8/2/2011 7:52,8:00:00,8/2/2011 15:52,,,33.10767,-118.46233,KW,DC,P,6,PC,40,50,103,SE,278,14,4,5,,,,88,,,,,,,,,,,,,,,,,OFF,7,OFF,7,,,,,,,,,,,,,"Mid-transit to Oozeki trawl position (will trawl into st.90/37), array deployed."
W,CalCOFI1108NH,8/2/2011,8:36,8/2/2011 8:36,8:00:00,8/2/2011 16:36,,,33.10917,-118.31800,DC,DC,P,6,PC,40,60,122,SE,280,14,4,3,SH7,DC,,91,31,,9656,,,,,,,,,,,,,,OFF,7,OFF,7,,,,,,,,,,,,,"Mid-transit to Oozeki trawl position (will trawl into st.90/37), array deployed."
W,CalCOFI1108NH,8/2/2011,13:14,8/2/2011 13:14,8:00:00,8/2/2011 21:14,,,33.17317,-118.46200,KW,DC,P,6,PC,60,,,,280,20,5,5,,,,73,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"Transiting to st.90/35, no array."
W,CalCOFI1108NH,8/2/2011,14:19,8/2/2011 14:19,8:00:00,8/2/2011 22:19,,,33.23033,-118.29417,KW,DC,P,6,PC,30,,,,260,20,5,6,,,,53,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/2/2011,17:08,8/2/2011 17:08,8:00:00,8/3/2011 1:08,,,33.25167,-118.26950,KW,DC,UX,6,CL,10,,,,260,28,6,6,,,,60,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,Array deployed. Transiting to st.90/30.
W,CalCOFI1108NH,8/2/2011,18:07,8/2/2011 18:07,8:00:00,8/3/2011 2:07,,,33.29533,-118.17483,KW,DC,F,6,CL,15,,,,330,15,4,4,,,,60,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/3/2011,5:01,8/3/2011 5:01,8:00:00,8/3/2011 13:01,,,33.66617,-118.21150,KW,DC,G,6,HZ,15,,,,270,15,3,4,,,,274,,,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,"Starting mid-transit to SCCOOS st.86.7/33.  In-shore non-standard CalCOFI line, no array."
W,CalCOFI1108NH,8/3/2011,5:59,8/3/2011 5:59,8:00:00,8/3/2011 13:59,,,33.70333,-118.38183,KW,DC,P,1,HF,100,,,,285,8,3,5,,,,290,,,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,
W,CalCOFI1108NH,8/3/2011,6:38,8/3/2011 6:38,8:00:00,8/3/2011 14:38,,,33.74583,-118.49950,KW,DC,F,0.5,HF,40,50,85,SE,290,7,3,5,,,,12,,,,,,,,,,,,,,,,,OFF,2B,OFF,2,,,,,,,,,,,,,"Heavy fog, ship heading change."
W,CalCOFI1108NH,8/3/2011,8:24,8/3/2011 8:24,8:00:00,8/3/2011 16:24,,,33.88433,-118.46167,DC,DC,UX,0.3,HF,100,,,,260,8,3,5,,,,283,,,,,,,,,,,,,,,,,OFF,2B,OFF,2,,,,,,,,,,,,,"Departed SCCOOS st.86.8/32.5, no array. Ship speed = 7kt."
W,CalCOFI1108NH,8/3/2011,10:19,8/3/2011 10:19,8:00:00,8/3/2011 18:19,,,33.86050,-118.50483,KW,DC,G,7,CL,15,,,,260,8,3,5,,,,249,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/3/2011,13:20,8/3/2011 13:20,8:00:00,8/3/2011 21:20,,,33.81133,-118.65283,KW,KW,F,7,CL,0,220,300,SE,270,15,4,5,,,,265,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,"Departed st.87/35, heading to st.87/40. DC down for array deployment."
W,CalCOFI1108NH,8/3/2011,14:27,8/3/2011 14:27,8:00:00,8/3/2011 22:27,,,33.71500,-118.85550,KW,DC,P,7,CL,15,200,300,SE,280,12,4,5,,,,242,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/3/2011,17:55,8/3/2011 17:55,8:00:00,8/4/2011 1:55,,,33.62300,-119.03467,DC,DC,P,7,CL,0,260,287,SE,270,20,5,5,,,,234,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,"Departed st.87/40, heading to Oozeki position. KW down to deploy array."
W,CalCOFI1108NH,8/3/2011,18:46,8/3/2011 18:46,8:00:00,8/4/2011 2:46,,,33.52933,-119.16833,KW,DC,P,7,CL,0,280,290,SL,270,20,5,5,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/4/2011,6:54,8/4/2011 6:54,8:00:00,8/4/2011 14:54,,,33.18550,-120.06250,DC,DC,UX,7,OV,100,,,,330,28,6,10,,,,235,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,"Departed st.87/55, KW down for array deployment."
W,CalCOFI1108NH,8/4/2011,8:03,8/4/2011 8:03,8:00:00,8/4/2011 16:03,,,33.06967,-120.23550,KW,DC,UX,7,OV,100,,,,330,28,6,10,,,,235,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/4/2011,14:31,8/4/2011 14:31,8:00:00,8/4/2011 22:31,,,33.12007,-120.54375,DC,DC,UX,7,OV,100,,,,313,29,6,8,,,,225,,,,,,,,,,,,,,,,,OFF,7,ON,,,,,,,,,,,,,,Departed st.87/60. Off effort because KW is down for array deployment and weather conditions UX. 
W,CalCOFI1108NH,8/4/2011,15:32,8/4/2011 15:32,8:00:00,8/4/2011 23:32,,,32.99854,-120.67219,KW,DC,UX,7,OV,100,,,,310,29,6,6,,,,225,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/4/2011,16:33,8/4/2011 16:33,8:00:00,8/5/2011 0:33,,,32.87367,-120.80783,KW,DC,UX,7,OV,100,,,,320,28,6,6,,,,225,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/4/2011,17:30,8/4/2011 17:30,8:00:00,8/5/2011 1:30,,,32.75100,-120.93667,KW,DC,UX,7,OV,95,260,289,SL,320,29,6,6,,,,225,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/5/2011,5:26,8/5/2011 5:26,8:00:00,8/5/2011 13:26,,,32.67867,-120.99083,DC,KW,P,6,OV,100,,,,346,22,5,6,,,,257,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"Starting mid-transit to st.87/90, no array."
W,CalCOFI1108NH,8/5/2011,8:57,8/5/2011 8:57,8:00:00,8/5/2011 16:57,,,32.00747,-122.43045,DC,DC,P,6,OV,100,,,,335,20,5,6,,,,330,,,,,,,,,,,,,,,,,OFF,6,OFF,7,,,,,,,,,,,,,"Departed st.87/90. KW down for array deployment. Ship speed = 4kt and off transect heading into swell, so that oceanographers may perform sampling."
W,CalCOFI1108NH,8/5/2011,10:03,8/5/2011 10:03,8:00:00,8/5/2011 18:03,,,31.99250,-122.54867,DC,KW,P,6,OV,100,,,,340,20,5,6,,,,230,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/5/2011,10:58,8/5/2011 10:58,8:00:00,8/5/2011 18:58,,,31.89283,-122.69667,DC,KW,P,6,OV,100,,,,340,18,5,6,,,,231,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/5/2011,12:01,8/5/2011 12:01,8:00:00,8/5/2011 20:01,,,31.78500,-122.86100,DC,KW,P,6,OV,95,,,,340,18,5,6,,,,234,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/5/2011,12:58,8/5/2011 12:58,8:00:00,8/5/2011 20:58,,,31.68800,-123.01650,DC,DC,P,6,OV,95,,,,340,18,5,6,,,,233,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,KW down to retrieve array.
W,CalCOFI1108NH,8/5/2011,15:24,8/5/2011 15:24,8:00:00,8/5/2011 23:24,,,31.69333,-123.12217,KW,KW,P,6,OV,90,,,,330,22,5,6,,,,232,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,DC down for array deployment. Heading to st.87/110.
W,CalCOFI1108NH,8/5/2011,16:19,8/5/2011 16:19,8:00:00,8/6/2011 0:19,,,31.61833,-123.27117,DC,KW,P,6,OV,90,,,,338,21,5,6,,,,232,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Observers moved into wheel-house for window cleaning.
W,CalCOFI1108NH,8/5/2011,17:43,8/5/2011 17:43,8:00:00,8/6/2011 1:43,,,31.46783,-123.50033,DC,KW,P,6,OV,91,260,310,M,340,21,5,6,,,,237,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Glare is fluctuating on and off.
W,CalCOFI1108NH,8/6/2011,5:21,8/6/2011 5:21,8:00:00,8/6/2011 13:21,,,32.03000,-123.97117,DC,DC,F,6,OV,100,,,,320,15,4,6,,,,60,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,Starting mid-transit to st.83/100. KW down deploying array.
W,CalCOFI1108NH,8/6/2011,6:14,8/6/2011 6:14,8:00:00,8/6/2011 14:14,,,32.09517,-123.82283,DC,KW,F,6,OV,90,52,83,SL,340,14,4,6,,,,60,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Patchy rain clouds.
W,CalCOFI1108NH,8/6/2011,6:47,8/6/2011 6:47,8:00:00,8/6/2011 14:47,,,32.13617,-123.72917,DC,KW,F,6,OV,85,43,106,SE,340,14,4,6,,,,60,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Patchy rain clouds.
W,CalCOFI1108NH,8/6/2011,7:05,8/6/2011 7:05,8:00:00,8/6/2011 15:05,,,32.15883,-123.67717,DC,KW,F,6,LR,85,,,,340,14,4,6,,,,60,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Observers moved into wheel-house until rain passes.
W,CalCOFI1108NH,8/6/2011,7:14,8/6/2011 7:14,8:00:00,8/6/2011 15:14,,,32.16983,-123.65400,DC,KW,F,6,OV,85,69,120,SE,352,15,4,6,,,,58,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Resuming observations from bridge wings.
W,CalCOFI1108NH,8/6/2011,7:52,8/6/2011 7:52,8:00:00,8/6/2011 15:52,,,32.22000,-123.55000,DC,DC,P,4,LF,95,,,,347,18,5,6,,,,58,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,KW down to retrieve array.
W,CalCOFI1108NH,8/6/2011,10:45,8/6/2011 10:45,8:00:00,8/6/2011 18:45,,,32.26333,-123.50283,KW,KW,P,6,OV,95,80,110,M,360,19,5,6,,,,62,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,"Departed st.83/100, DC down deploying array."
W,CalCOFI1108NH,8/6/2011,11:12,8/6/2011 11:12,8:00:00,8/6/2011 19:12,,,32.29283,-123.43417,KW,KW,P,2,LR,100,,,,355,19,5,6,,,,62,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,Lunch break rotation. DC down.
W,CalCOFI1108NH,8/6/2011,11:46,8/6/2011 11:46,8:00:00,8/6/2011 19:46,,,32.33750,-123.33650,DC,DC,P,5,LR,90,,,,355,19,5,6,,,,61,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,KW down to lunch.
W,CalCOFI1108NH,8/6/2011,12:00,8/6/2011 12:00,8:00:00,8/6/2011 20:00,,,32.35698,-123.29630,DC,KW,P,2,LR,100,,,,355,19,5,6,,,,61,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,DC and KW on obs.
W,CalCOFI1108NH,8/6/2011,13:18,8/6/2011 13:18,8:00:00,8/6/2011 21:18,,,32.46345,-123.07178,DC,KW,P,5,OV,85,,,,340,16,5,6,,,,60,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/6/2011,13:20,8/6/2011 13:20,8:00:00,8/6/2011 21:20,,,32.46625,-123.06596,DC,KW,P,6,OV,100,,,,350,16,5,6,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1108NH,8/6/2011,14:18,8/6/2011 14:18,8:00:00,8/6/2011 22:18,,,32.54301,-122.89704,KW,KW,P,6,OV,100,,,,359,16,5,5,,,,61,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,DC down to retrieve array.
W,CalCOFI1108NH,8/6/2011,17:30,8/6/2011 17:30,8:00:00,8/7/2011 1:30,,,32.65117,-122.70217,DC,KW,P,1,LR,100,,,,355,17,5,5,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"Transiting to st.83/80, no array."
