W,CalCOFI0707NH,6/28/07,11:34,6/28/2007 11:34,7:00:00,6/28/2007 18:34,,,32.95850,-117.30183,AH,SY,E,10,CL,10,,,,,,2,2,,,,120,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,LEAVING STATION 93.3/26.7  NEW HORIZON
W,CalCOFI0707NH,6/28/07,11:42,6/28/2007 11:42,7:00:00,6/28/2007 18:42,,,32.95317,-117.28067,AH,SY,E,10,CL,10,,,,,,2,2,,,,120,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,ARRIVING STATION 93.4/26.4
W,CalCOFI0707NH,6/28/07,12:37,6/28/2007 12:37,7:00:00,6/28/2007 19:37,,,32.96783,-117.29117,AH,SY,E,10,CL,10,,,,,,2,2,,,,333,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,LEAVING STATION 93.4/26.4
W,CalCOFI0707NH,6/28/07,13:15,6/28/2007 13:15,7:00:00,6/28/2007 20:15,,,33.05900,-117.34583,AH,SY,E,10,CL,10,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0707NH,6/28/07,13:27,6/28/2007 13:27,7:00:00,6/28/2007 20:27,,,33.08533,-117.36250,AH,SY,E,10,CL,10,,,,,,2,2,5,AH,,333,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0707NH,6/28/07,13:33,6/28/2007 13:33,7:00:00,6/28/2007 20:33,,,33.09800,-117.37033,AH,SY,E,10,CL,10,,,,,,2,2,,,,333,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"LANDING CRAFT PUTTING OFF A LOT OF NOISE +80, 200m, SEY-A-0003-0018"
W,CalCOFI0707NH,6/28/07,14:03,6/28/2007 14:03,7:00:00,6/28/2007 21:03,,,33.16800,-117.41300,AH,SY,E,10,CL,10,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0707NH,6/28/07,14:36,6/28/2007 14:36,7:00:00,6/28/2007 21:36,,,33.24300,-117.46100,AH,SY,E,10,CL,10,,,,,,2,3,,,,333,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,ARRIVING STATION 91.7/26.4
W,CalCOFI0707NH,6/28/07,15:21,6/28/2007 15:21,7:00:00,6/28/2007 22:21,,,33.21767,-117.45733,AH,SY,E,9,CL,20,,,,,,2,2,,,,169,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,LEAVING STATION 91.7/26.4
W,CalCOFI0707NH,6/28/07,16:55,6/28/2007 16:55,7:00:00,6/28/2007 23:55,,,32.95850,-117.40500,SY,SY,E,9,CL,20,,,,,,2,2,,,,167,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,AMH ON BREAK
W,CalCOFI0707NH,6/28/07,17:02,6/28/2007 17:02,7:00:00,6/29/2007 0:02,,,32.93850,-117.39850,AH,SY,E,9,CL,20,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,BOTH OBS ON WATCH
W,CalCOFI0707NH,6/28/07,17:11,6/28/2007 17:11,7:00:00,6/29/2007 0:11,,,32.91200,-117.39250,AH,SY,E,9,CL,20,,,,,,2,2,,,,167,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,ARRIVING STATION 93.3/28
W,CalCOFI0707NH,6/29/07,06:57,6/29/2007 6:57,7:00:00,6/29/2007 13:57,,,32.50467,-118.24983,AH,SY,G,8,OV,90,,,,,,2,3,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,LEAVING STATION 93.3/40
W,CalCOFI0707NH,6/29/07,07:30,6/29/2007 7:30,7:00:00,6/29/2007 14:30,,,32.45817,-118.33617,AH,SY,G,8,OV,90,,,,,,2,3,,,,240,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,SLOWED TO 4.3 KNOTS FOR FISHING
W,CalCOFI0707NH,6/29/07,07:37,6/29/2007 7:37,7:00:00,6/29/2007 14:37,,,32.45283,-118.34533,AH,SY,G,8,OV,90,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,BACK ON OBSERVATIONS
W,CalCOFI0707NH,6/29/07,07:37,6/29/2007 7:37,7:00:00,6/29/2007 14:37,,,32.45283,-118.34533,AH,SY,G,8,OV,90,,,,,,2,4,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0707NH,6/29/07,07:49,6/29/2007 7:49,7:00:00,6/29/2007 14:49,,,32.43567,-118.37633,AH,SY,G,8,OV,90,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0707NH,6/29/07,08:07,6/29/2007 8:07,7:00:00,6/29/2007 15:07,,,32.40750,-118.42417,AH,SY,G,8,OV,90,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0707NH,6/29/07,08:15,6/29/2007 8:15,7:00:00,6/29/2007 15:15,,,32.39633,-118.44367,AH,SY,G,8,OV,90,,,,,,2,4,,,,240,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,SLOWED TO 4.0 KNOTS FOR FISHING
W,CalCOFI0707NH,6/29/07,08:24,6/29/2007 8:24,7:00:00,6/29/2007 15:24,,,32.38983,-118.45417,AH,SY,G,8,OV,90,,,,,,2,4,,,,237,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,BACK ON OBSERVATIONS
