W,CalCOFI1301SH,1/11/2013,9:21,1/11/2013 9:21,8:00:00,1/11/2013 17:21,,,32.63433,-117.22717,KW,LR,G,7,CL,15,0,0,,250,14,3,8,,,,275,,,,,,,,,,,,,,,,,ON,,OFF,7,,,,,,,,,,,,,Begin cruise. Leaving port/SD. Off transect lines. Going to 93/26.
W,CalCOFI1301SH,1/11/2013,9:39,1/11/2013 9:39,8:00:00,1/11/2013 17:39,,,32.62833,-117.27267,KW,LR,F,7,CL,15,0,0,,250,14,3,8,,,,330,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,course change
W,CalCOFI1301SH,1/11/2013,9:54,1/11/2013 9:54,8:00:00,1/11/2013 17:54,,,32.67167,-117.30117,KW,LR,F,7,CL,15,0,0,,250,14,4,8,1,LR,2,340,350,0.5,,,,,,,1,1,1,0,Er,,,,ON,,OFF,7,1,,,Y,KW,40D,1,8,,,,,
W,CalCOFI1301SH,1/11/2013,10:07,1/11/2013 10:07,8:00:00,1/11/2013 18:07,,,32.70883,-117.31600,KW,LR,F,7,CL,15,0,0,,250,14,4,8,2,LR,2,340,3,0.25,,,,,,,1,1,1,0,ULW,,,,ON,,OFF,7,1,,,N,,,,,,,,,
W,CalCOFI1301SH,1/11/2013,10:32,1/11/2013 10:32,8:00:00,1/11/2013 18:32,,,32.78550,-117.34167,KW,LR,F,7,CL,10,0,0,,280,14,4,8,3,KW,3,345,330,,70,,,,,,5,4,7,0,Dsp,,,,ON,,OFF,7,1,5,,Y,KW,40D,9,20,LR,20D,1,6,
W,CalCOFI1301SH,1/11/2013,10:41,1/11/2013 10:41,8:00:00,1/11/2013 18:41,,,32.81350,-117.35367,KW,LR,F,7,CL,10,0,0,,280,14,4,8,4,LR,1,347,60,2.5,,,,,,,18,10,25,ND,Dsp,,,,ON,,OFF,7,1,8,,N,,,,,,,,,
W,CalCOFI1301SH,1/11/2013,10:48,1/11/2013 10:48,8:00:00,1/11/2013 18:48,,,32.83450,-117.36150,KW,LR,F,7,CL,10,0,0,,280,14,4,8,5,KW,2,346,335,0.5,,,,,,,1,1,1,0,Er,,,,ON,,OFF,7,1,,,N,,,,,,,,,
W,CalCOFI1301SH,1/11/2013,10:57,1/11/2013 10:57,8:00:00,1/11/2013 18:57,,,32.86100,-117.35733,KW,LR,F,7,CL,10,0,0,,280,14,4,8,6,KW,2,0,300,0.7,,,,,,,2,2,3,ND,Er,,,,ON,,OFF,7,1,,,N,,,,,,,,,
W,CalCOFI1301SH,1/11/2013,11:04,1/11/2013 11:04,8:00:00,1/11/2013 19:04,,,32.88070,-117.34883,KW,LR,F,7,CL,10,0,0,,280,14,4,8,7,KW,3,325,334,5,,,,,,,14,13,17,ND,Gg,,,,ON,,OFF,7,1,,,Y,KW,40D,32,92,,,,,POSSIBLE JUVENILES IN GROUP
W,CalCOFI1301SH,1/11/2013,11:08,1/11/2013 11:08,8:00:00,1/11/2013 19:08,,,32.90080,-117.33767,KW,LR,F,7,CL,10,0,0,,280,14,4,7,8,KW,3,325,284,,110,,,,,,14,12,18,ND,Gg,,,,ON,,OFF,7,1,,,N,,,,,,,,,
W,CalCOFI1301SH,1/11/2013,11:24,1/11/2013 11:24,8:00:00,1/11/2013 19:24,,,32.93933,-117.31817,KW,LR,F,7,CL,10,0,0,,280,12,3,7,9,KW,2,26,12,0.2,,,,,,,8,7,9,ND,Er,,,,ON,,OFF,7,1,34,,Y,KW,40D,93,133,,,,,TOOK PHOTOS WHILE ON STATION
W,CalCOFI1301SH,1/11/2013,14:48,1/11/2013 14:48,8:00:00,1/11/2013 22:48,,,32.93350,-117.34150,KW,LR,F,7,CL,7,180,265,SE,276,12,3,7,,,,250,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"LEAVING 93/26, GOING TO 93/28"
W,CalCOFI1301SH,1/11/2013,14:54,1/11/2013 14:54,8:00:00,1/11/2013 22:54,,,32.92167,-117.37300,KW,KW,F,7,CL,7,180,265,SE,276,12,3,7,,,,250,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,LR DEPLOYING SONOBUOY
W,CalCOFI1301SH,1/12/2013,7:47,1/12/2013 7:47,8:00:00,1/12/2013 15:47,,,32.36433,-118.57767,KW,KW,P,6,PC,65,0,0,,290,18,5,8,,,,240,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,BEGIN DAY. LEAVING 93/45. GOING TO 93.50. ARRAY DEPLOYED. 1  OBSERVER ON
W,CalCOFI1301SH,1/12/2013,8:18,1/12/2013 8:18,8:00:00,1/12/2013 16:18,,,32.32817,-118.63783,KW,LR,P,6,PC,60,0,0,,290,18,5,8,,,,231,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,OBSERVER BACK
W,CalCOFI1301SH,1/12/2013,8:22,1/12/2013 8:22,8:00:00,1/12/2013 16:22,,,32.32170,-118.64717,KW,LR,P,6,PC,60,0,0,,290,18,5,8,10,KW,3,231,280,,65,,,,,,6,5,8,1,Dsp,,,,ON,,ON,,1,5,,N,,,,,,,,,
W,CalCOFI1301SH,1/12/2013,8:35,1/12/2013 8:35,8:00:00,1/12/2013 16:35,,,32.29983,-118.68300,KW,LR,P,6,PC,60,0,0,,290,18,5,8,SH1,,,238,211,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,LARGE MILITARY VESSEL
W,CalCOFI1301SH,1/12/2013,9:35,1/12/2013 9:35,8:00:00,1/12/2013 17:35,,,32.21433,-118.82517,KW,KW,P,6,PC,50,0,0,,290,17,4,7,,,,240,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,LR RETRIEVING ARRAY. 2 SONOBUOYS DEPLOYED
W,CalCOFI1301SH,1/12/2013,11:59,1/12/2013 11:59,8:00:00,1/12/2013 19:59,,,32.18383,-118.92483,KW,KW,F,7,PC,30,140,230,SE,295,9,3,7,,,,240,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,ARRAYED DEPLOYED. LEAVING 93/50. GOING TO 93/55. ONE OBSERVER ON
W,CalCOFI1301SH,1/12/2013,12:18,1/12/2013 12:18,8:00:00,1/12/2013 20:18,,,32.16067,-118.96533,KW,LR,F,7,PC,30,140,230,SE,295,9,3,7,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1301SH,1/12/2013,13:01,1/12/2013 13:01,8:00:00,1/12/2013 21:01,,,32.08833,-119.09600,KW,LR,F,7,PC,30,140,230,SE,295,8,3,6,11,KW,2,240,163,0.5,,,,,,,2,2,3,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,V-SHAPED BLOW. LIKELY MN.
W,CalCOFI1301SH,1/12/2013,13:26,1/12/2013 13:26,8:00:00,1/12/2013 21:26,,,32.04967,-119.16250,KW,KW,F,7,PC,45,160,240,SE,295,7,3,6,,,,240,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,LR RETRIEVING ARRAY. 2 BUOYS DEPLOYED. ONE OBSERVER ON.
W,CalCOFI1301SH,1/12/2013,16:02,1/12/2013 16:02,8:00:00,1/13/2013 0:02,,,32.02083,-119.25767,KW,LR,P,7,CL,8,200,265,SE,326,15,4,7,,,,245,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,LEAVING 93/55 TO 93/60. NO ARRAY.
W,CalCOFI1301SH,1/12/2013,16:47,1/12/2013 16:47,8:00:00,1/13/2013 0:47,,,31.95533,-119.37950,KW,LR,P,7,CL,8,236,242,SE,326,15,4,7,SH1,,,238,295,0,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,TANKER
W,CalCOFI1301SH,1/13/2013,8:07,1/13/2013 8:07,8:00:00,1/13/2013 16:07,,,31.16567,-120.98067,KW,KW,P,6,OV,55,0,0,,310,20,5,8,,,,240,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,BEGIN DAY. LEAVE STATION 93/80 TO 93/90. ARRAY DEPLOYED
W,CalCOFI1301SH,1/13/2013,8:15,1/13/2013 8:15,8:00:00,1/13/2013 16:15,,,31.15400,-121.00333,KW,LR,P,6,OV,55,0,0,,310,20,5,8,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,LR DEPLOYED ARRAY. 2 OBSERVERS ON
W,CalCOFI1301SH,1/13/2013,9:15,1/13/2013 9:15,8:00:00,1/13/2013 17:15,,,31.06067,-121.17267,KW,LR,P,6,OV,40,140,165,SE,320,20,5,6,,,,239,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1301SH,1/13/2013,10:20,1/13/2013 10:20,8:00:00,1/13/2013 18:20,,,30.95817,-121.36000,KW,LR,P,6,OV,40,145,175,SE,320,20,5,7,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1301SH,1/13/2013,11:03,1/13/2013 11:03,8:00:00,1/13/2013 19:03,,,30.89650,-121.48383,KW,KW,P,6,OV,40,145,175,SE,320,20,5,7,,,,240,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,LR DEPLOYING ARRAY. ONE OBSERVER ON.
W,CalCOFI1301SH,1/13/2013,13:31,1/13/2013 13:31,8:00:00,1/13/2013 21:31,,,30.87383,-121.57650,KW,KW,P,6,OV,70,200,230,M,320,20,5,7,,,,240,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,LEAVING 93/90 TO 93/100. ARRAY DEPLOYED. ONE OBSERVER ON.
W,CalCOFI1301SH,1/13/2013,13:48,1/13/2013 13:48,8:00:00,1/13/2013 21:48,,,30.84917,-121.61767,KW,LR,P,6,OV,70,200,230,M,320,20,5,7,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,LR BACK. 2 OBS ON.
W,CalCOFI1301SH,1/13/2013,14:52,1/13/2013 14:52,8:00:00,1/13/2013 22:52,,,30.75567,-121.79617,KW,LR,P,6,OV,40,205,250,SE,322,20,5,7,,,,242,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1301SH,1/13/2013,15:58,1/13/2013 15:58,8:00:00,1/13/2013 23:58,,,30.65817,-121.97183,KW,LR,P,6,OV,65,210,260,SE,325,20,5,7,,,,241,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1301SH,1/13/2013,16:18,1/13/2013 16:18,8:00:00,1/14/2013 0:18,,,30.62200,-122.04283,KW,LR,P,6,OV,70,210,265,SE,325,20,5,7,12,KW,1,244,172,,310,,,,,,3,3,6,0,Dsp,,,,ON,,ON,,2,5,8,Y,KW,40D,151,162,,,,,
