W,CalCOFI0907M2,7/20/2009 9:05:00,,7/20/2009 9:05,8:00:00,7/20/2009 17:05,,,33.05345154,-118.7259598,KPM,AMH,E,5,OV,90,,,SL,,,1.0,1,,,,54,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/20/2009 9:29:00,,7/20/2009 9:29,8:00:00,7/20/2009 17:29,,,33.09437943,-118.6653671,KPM,AMH,E,5,LF,60,,,M,,,1.0,1,,,,55,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/20/2009 9:42:00,,7/20/2009 9:42,8:00:00,7/20/2009 17:42,,,33.11100006,-118.6220856,KPM,AMH,G,4,LF,30,,,M,,,2.0,1,,,,55,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/20/2009 10:01:00,,7/20/2009 10:01,8:00:00,7/20/2009 18:01,,,33.12942123,-118.5605621,KPM,AMH,E,5,OV,80,,,SL,,,1.0,1,,,,73,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/20/2009 17:27:00,,7/20/2009 17:27,8:00:00,7/21/2009 1:27,,,33.30941391,-118.1260071,KPM,AMH,G,5,CL,20,,,NG,,,2.0,1,,,,55,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/21/2009 6:33:00,,7/21/2009 6:33,8:00:00,7/21/2009 14:33,,,33.83469772,-118.4735641,AMH,KPM,P,2,LF,100,,,SL,,,0.0,1,,,,26,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/21/2009 13:53:00,,7/21/2009 13:53,8:00:00,7/21/2009 21:53,,,33.96430588,-118.7945328,AMH,KPM,F,5,CL,20,,,M,,,4.0,1,,,,319,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/21/2009 15:31:00,,7/21/2009 15:31,8:00:00,7/21/2009 23:31,,,33.92583847,-118.8712387,KPM,AMH,F,5,CL,20,,,SL,,,3.0,1,,,,177,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/21/2009 16:36:00,,7/21/2009 16:36,8:00:00,7/22/2009 0:36,,,33.73976135,-118.8767395,KPM,AMH,F,5,CL,20,,,SE,,,2.0,1,,,,177,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/22/2009 6:11:00,,7/22/2009 6:11,8:00:00,7/22/2009 14:11,,,33.56948471,-119.9304352,KPM,AMH,F,5,CL,20,,,NG,,,4.0,6,,,,334,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/22/2009 6:59:00,,7/22/2009 6:59,8:00:00,7/22/2009 14:59,,,33.6810379,-120.0047226,KPM,AMH,F,5,CL,10,,,NG,,,5.0,6,,,,332,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/24/2009 6:04:00,,7/24/2009 6:04,8:00:00,7/24/2009 14:04,,,31.40037918,-123.589386,AMH,KPM,P,3.5,OV,100,,,NG,,,5.0,6,,,,237,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/25/2009 8:47:00,,7/25/2009 8:47,8:00:00,7/25/2009 16:47,,,32.77793121,-122.4176559,KPM,AMH,P,5,OV,90,,,SL,,,5.0,8,,,,59,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/25/2009 8:55:00,,7/25/2009 8:55,8:00:00,7/25/2009 16:55,,,32.7880249,-122.3942413,KPM,AMH,P,5,PC,60,,,SE,,,5.0,8,,,,54,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/25/2009 10:09:00,,7/25/2009 10:09,8:00:00,7/25/2009 18:09,,,32.88070297,-122.1936874,KPM,AMH,P,4,LF,100,,,NG,,,5.0,8,,,,48,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/26/2009 7:32:00,,7/26/2009 7:32,8:00:00,7/26/2009 15:32,,,33.84758759,-120.0326996,AMH,KPM,G,3.5,LF,100,,,NG,,,2.0,3,,,,74,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/26/2009 8:23:00,,7/26/2009 8:23,8:00:00,7/26/2009 16:23,,,33.88542938,-119.8772278,AMH,KPM,F,3.5,OV,100,,,NG,,,3.0,3,,,,74,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/26/2009 8:33:00,,7/26/2009 8:33,8:00:00,7/26/2009 16:33,,,33.89317703,-119.846077,AMH,KPM,G,3.5,OV,100,,,NG,,,2.0,3,,,,74,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/26/2009 8:52:00,,7/26/2009 8:52,8:00:00,7/26/2009 16:52,,,33.90816498,-119.7836227,AMH,KPM,G,3.5,OV,100,,,NG,,,1.0,3,,,,74,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/28/2009 11:59:00,,7/28/2009 11:59,8:00:00,7/28/2009 19:59,,,32.99808121,-123.545639,KPM,AMH,F,3.5,OV,100,,,NG,,,4.0,6,,,,236,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/28/2009 12:51:00,,7/28/2009 12:51,8:00:00,7/28/2009 20:51,,,32.92335892,-123.6882629,KPM,AMH,F,3.5,OV,100,,,NG,,,4.0,6,,,,239,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/28/2009 17:24:00,,7/28/2009 17:24,8:00:00,7/29/2009 1:24,,,32.92711258,-123.9958191,KPM,AMH,F,3.5,OV,100,,,NG,,,3.0,9,,,,329,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/29/2009 7:50:00,,7/29/2009 7:50,8:00:00,7/29/2009 15:50,,,33.85045624,-123.3803253,AMH,KPM,P,5,OV,100,,,NG,,,5.0,4,,,,65,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/29/2009 9:26:00,,7/29/2009 9:26,8:00:00,7/29/2009 17:26,,,33.97554398,-123.1074219,AMH,KPM,F,5,OV,100,,,NG,,,4.0,4,,,,65,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/30/2009 6:16:00,,7/30/2009 6:16,8:00:00,7/30/2009 14:16,,,34.9625206,-121.0472488,AMH,KPM,P,2,LF,100,,,NG,,,2.0,1,,,,63,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
