W,CalCOFI1101NH,1/12/2011,,1/12/2011 13:24,8:00:00,1/12/2011 21:24,,,32.6955,-117.2323,KW,DC,G,6,CL,0,185,220,SE,310,4,1,1,,,,,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,Orange text = text added by AJD to fill in missing data.  Extrapolated from nearby times.
W,CalCOFI1101NH,1/12/2011,,1/12/2011 13:36,8:00:00,1/12/2011 21:36,,,32.6735,-117.2290,KW,DC,G,6,CL,0,185,220,SE,310,7,3,1,,,,,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/12/2011,,1/12/2011 14:01,8:00:00,1/12/2011 22:01,,,32.6332,-117.2580,KW,DC,G,6,CL,0,185,220,SE,310,13,3,1,,,,,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/12/2011,,1/12/2011 14:40,8:00:00,1/12/2011 22:40,,,32.6805,-117.3495,KW,DC,G,6,CL,0,,,,310,13,3,1,,,,,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/13/2011,,1/13/2011 5:00,8:00:00,1/13/2011 13:00,,,32.3915,-117.4067,DC,DC,F,7,CL,15,235,250,SE,290,15,3,3,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/13/2011,,1/13/2011 6:53,8:00:00,1/13/2011 14:53,,,32.8362,-117.6017,DC,DC,G,6,HZ,15,,,,80,14,2,2,,,,,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/13/2011,,1/13/2011 15:56,8:00:00,1/13/2011 23:56,,,32.5097,-118.2427,KW,DC,G,6,CL,15,210,250,SE,290,15,3,3,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/14/2011,,1/14/2011 6:57,8:00:00,1/14/2011 14:57,,,31.9420,-119.4312,DC,KW,P,5,HZ,30,,,,320,23,5,9,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/14/2011,,1/14/2011 12:21,8:00:00,1/14/2011 20:21,,,31.8423,-119.5990,DC,KW,P,5,CL,0,170,210,SE,330,17,5,9,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/14/2011,,1/14/2011 13:22,8:00:00,1/14/2011 21:22,,,31.7553,-119.7927,DC,KW,P,5,CL,0,170,230,SE,330,17,5,9,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/14/2011,,1/14/2011 14:25,8:00:00,1/14/2011 22:25,,,31.6532,-119.9485,DC,KW,P,5,CL,0,170,250,SE,320,17,5,10,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/14/2011,,1/14/2011 15:24,8:00:00,1/14/2011 23:24,,,31.6475,-119.9580,DC,KW,P,5,CL,0,185,255,SE,330,18,5,10,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/15/2011,,1/15/2011 9:40,8:00:00,1/15/2011 17:40,,,30.8232,-121.6143,KW,DC,G,7,CL,0,,,,310,7,3,5,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/15/2011,,1/15/2011 10:57,8:00:00,1/15/2011 18:57,,,30.7048,-121.8178,KW,DC,G,7,CL,0,165,190,M,310,7,3,5,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/15/2011,,1/15/2011 12:47,8:00:00,1/15/2011 20:47,,,30.5803,-122.0893,DC,KW,G,7,CL,0,160,220,SE,310,12,4,5,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/15/2011,,1/15/2011 15:50,8:00:00,1/15/2011 23:50,,,30.5217,-122.2568,KW,DC,G,7,CL,0,220,247,SE,310,12,3,5,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/15/2011,,1/15/2011 16:59,8:00:00,1/16/2011 0:59,,,30.4193,-122.4453,DC,KW,G,7,CL,0,225,256,SE,310,12,3,5,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/16/2011,,1/16/2011 7:06,8:00:00,1/16/2011 15:06,,,30.2162,-123.8605,DC,KW,F,6,HZ,13,,,,15,10,3,5,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/16/2011,,1/16/2011 8:04,8:00:00,1/16/2011 16:04,,,30.3468,-123.9463,DC,KW,F,6,CL,0,,,,17,10,4,7,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/16/2011,,1/16/2011 9:55,8:00:00,1/16/2011 17:55,,,30.4635,-124.0015,KW,DC,P,6,PC,70,,,,340,21,5,8,,,,,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/16/2011,,1/16/2011 13:58,8:00:00,1/16/2011 21:58,,,30.5852,-123.6833,KW,DC,P,6,PC,40,,,,340,20,5,8,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/17/2011,,1/17/2011 13:39,8:00:00,1/17/2011 21:39,,,31.4892,-121.9377,KW,DC,P,6,CL,0,,,,0,22,5,12,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/17/2011,,1/17/2011 15:20,8:00:00,1/17/2011 23:20,,,31.6033,-121.6553,KW,DC,P,6,CL,0,,,,0,19,5,11,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1101NH,1/17/2011,,1/17/2011 16:29,8:00:00,1/18/2011 0:29,,,31.6777,-121.4743,KW,DC,P,6,CL,0,,,,0,17,5,11,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
