W,CalCOFI1404OS,3/28/2014,15:40,3/28/2014 15:40,8:00:00,3/28/2014 23:40,,,32.70750,-117.22600,KW,AD,G,6,OV,80,230,280,M,260,6,2,1,,,,195,,,,,,,,,,,,,,,,,on,,off,1,,,,,,,,,,,,," Begin cruise.  Leaving port San Diego.  Heading toward line 93, station 26.7.  No array."
W,CalCOFI1404OS,3/28/2014,16:20,3/28/2014 16:20,8:00:00,3/29/2014 0:20,,,32.62517,-117.24083,KW,AD,G,6,OV,77,230,275,SE,275,8,3,3,,,,258,,,,,,,,,,,,,,,,,on,,off,1,,,,,,,,,,,,,
W,CalCOFI1404OS,3/28/2014,16:24,3/28/2014 16:24,8:00:00,3/29/2014 0:24,,,32.62383,-117.25383,KW,AD,G,6,OV,77,230,275,SE,275,8,3,3,1,KW,2,260,215,1.2,,,,,,,3,3,3,ND,Mn,,,,on,,off,1,1,34,,,,,,,,,,,
W,CalCOFI1404OS,3/28/2014,16:57,3/28/2014 16:57,8:00:00,3/29/2014 0:57,,,32.68150,-117.30167,KW,AD,G,6,OV,80,260,280,SE,275,8,3,3,,,,328,,,,,,,,,,,,,,,,,on,,off,1,,,,,,,,,,,,,
W,CalCOFI1404OS,3/28/2014,17:55,3/28/2014 17:55,8:00:00,3/29/2014 1:55,,,32.80167,-117.34283,KW,AD,F,6,OV,80,265,285,SE,290,10,3,3,PINN1,,,330,,,,,,,,,8,8,8,0,ZaCa,,,,on,,off,1,,,,,,,,,,,,,Cummulative near-shore count within 50 miles.
W,CalCOFI1404OS,4/1/2014,13:24,4/1/2014 13:24,8:00:00,4/1/2014 21:24,,,32.68817,-117.23100,KW,AD,F,7,CL,15,200,250,M,225,12,4,4,,,,246,,,,,,,,,,,,,,,,,on,,off,7,,,,,,,,,,,,,"Begin day.  Leaving port San Diego after winch repairs.  Going to line 93, station 28."
W,CalCOFI1404OS,4/1/2014,15:07,4/1/2014 15:07,8:00:00,4/1/2014 23:07,,,32.78200,-117.33667,KW,AD,P,7,CL,8,240,280,SE,276,15,5,4,,,,337,,,,,,,,,,,,,,,,,on,,off,1,,,,,,,,,,,,,
W,CalCOFI1404OS,4/1/2014,15:54,4/1/2014 15:54,8:00:00,4/1/2014 23:54,,,32.88350,-117.38267,KW,AD,P,7,CL,5,245,280,SE,276,13,4,4,,,,337,,,,,,,,,,,,,,,,,off,6,off,1,,,,,,,,,,,,,One observer on.  Deployed 2 buoys.
W,CalCOFI1404OS,4/1/2014,16:06,4/1/2014 16:06,8:00:00,4/2/2014 0:06,,,32.90767,-117.39167,KW,KW,P,7,CL,5,245,280,SE,276,13,4,4,2,KW,3,335,10,1.2,,,,,,,12,6,20,ND,Dspp.,,,,off,6,off,1,8,,,,,,,,,,,,
W,CalCOFI1404OS,4/2/2014,6:45,4/2/2014 6:45,8:00:00,4/2/2014 14:45,,,32.48283,-118.18600,KW,KW,P,6,PC,30,280,300,SL,280,21,5,6,,,,246,,,,,,,,,,,,,,,,,off,6,on,,,,,,,,,,,,,,"Begin day.  Array deployed.  Leaving line 93, station 45.  "
W,CalCOFI1404OS,4/2/2014,7:12,4/2/2014 7:12,8:00:00,4/2/2014 15:12,,,32.46467,-118.23083,KW,KW,P,6,PC,30,,,,280,21,5,6,3,KW,1,246,265,3.1,,,,,,,14,10,20,ND,Gg,,,,off,6,on,,8,1,,,,,,,,,,,
W,CalCOFI1404OS,4/2/2014,7:29,4/2/2014 7:29,8:00:00,4/2/2014 15:29,,,32.44817,-118.27583,KW,KW,P,6,PC,30,,,,280,22,5,6,4,KW,2,246,258,1.2,,,,,,,1,1,2,ND,ULW,,,,off,6,on,,1,,,,,,,,,,,,
W,CalCOFI1404OS,4/2/2014,7:41,4/2/2014 7:41,8:00:00,4/2/2014 15:41,,,32.43667,-118.30800,KW,KW,P,6,PC,30,,,,280,22,5,6,5,KW,2,245,295,0.8,,,,,,,2,1,2,ND,ULW,,,,off,6,on,,1,,,,,,,,,,,,Like Bp or Mn in body size.
W,CalCOFI1404OS,4/2/2014,7:59,4/2/2014 7:59,8:00:00,4/2/2014 15:59,,,32.42150,-118.35083,KW,KW,UX,6,PC,26,,,,275,23,6,6,,,,245,,,,,,,,,,,,,,,,,off,2a,on,,,,,,,,,,,,,,"Weather is UX, Beaufort 6.  One observer on weather watch.  Array still deployed."
W,CalCOFI1404OS,4/2/2014,11:53,4/2/2014 11:53,8:00:00,4/2/2014 19:53,,,32.34417,-118.56400,KW,KW,UX,6,OV,80,160,215,M,285,26,6,5,,,,246,,,,,,,,,,,,,,,,,off,2a,on,,,,,,,,,,,,,,"Deployed array.  One observer on weather watch.  Unacceptable beaufort 6.  Leaving station 93/45, going to station 93/50. "
W,CalCOFI1404OS,4/2/2014,12:50,4/2/2014 12:50,8:00:00,4/2/2014 20:50,,,32.26117,-118.71483,KW,KW,UX,6,PC,45,165,230,SE,285,30,6,5,6,KW,,246,210,,260,,,,,,4,3,7,ND,Gg,,,,off,2a,on,,1,,,,,,,,,,,,
W,CalCOFI1404OS,4/2/2014,17:17,4/2/2014 17:17,8:00:00,4/3/2014 1:17,,,32.08350,-119.07883,KW,KW,UX,6,CL,20,245,290,SE,280,28,6,8,7,KW,,240,275,,350,,,,,,10,8,13,0,Gg,,,,off,2a,on,,1,,,,,,,,,,,,
W,CalCOFI1404OS,4/2/2014,17:26,4/2/2014 17:26,8:00:00,4/3/2014 1:26,,,32.14850,-118.94800,KW,KW,UX,6,CL,12,240,290,SE,280,28,6,7,,,,240,,,,,,,,,,,,,,,,,off,2a,on,,,,,,,,,,,,,,"Leaving station 93/50, going to station 93/55."
W,CalCOFI1404OS,4/3/2014,8:20,4/3/2014 8:20,8:00:00,4/3/2014 16:20,,,31.52983,-120.25583,KW,KW,F,7,OV,90,,,,265,11,3,6,8,KW,1,240,237,5,,,,,,,34,27,39,1,Dd,,,,off,6,on,,1,5,,,,,,,,,,,"Begin day.  Array deployed.  One observer on.  Leaving 93, station 70.  Going to 93, station 80.  "
W,CalCOFI1404OS,4/3/2014,8:27,4/3/2014 8:27,8:00:00,4/3/2014 16:27,,,31.50867,-120.28833,KW,AD,F,7,OV,90,,,,265,11,3,6,,,,240,,,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,Two observers back on.
W,CalCOFI1404OS,4/3/2014,8:36,4/3/2014 8:36,8:00:00,4/3/2014 16:36,,,31.49517,-120.31450,KW,AD,F,7,OV,90,,,,265,11,3,6,9,AD,2,234,258,0.8,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,,,,,,,,,,
W,CalCOFI1404OS,4/3/2014,9:54,4/3/2014 9:54,8:00:00,4/3/2014 17:54,,,31.40283,-120.52767,KW,AD,G,7,PC,60,130,165,SL,265,8,3,5,10,KW,1,228,235,2.5,,,,,,,27,24,38,0,Dd,,,,on,,on,,1,5,,Y,AD,50D,3,13,,,,,Groups of 2-3 continued to show up for over 20 mins.
W,CalCOFI1404OS,4/3/2014,10:17,4/3/2014 10:17,8:00:00,4/3/2014 18:17,,,31.35033,-120.58933,KW,AD,G,7,PC,70,130,170,M,265,8,3,5,10,KW,1,228,235,2.5,,,,,,,27,24,38,0,Dd,,,,on,,on,,1,5,,Y,AD,50D,3,13,,,,,Groups of 2-3 continued to show up for over 20 mins.
W,CalCOFI1404OS,4/3/2014,11:27,4/3/2014 11:27,8:00:00,4/3/2014 19:27,,,31.25283,-120.78067,KW,AD,G,7,OV,94,140,230,M,265,8,3,5,11,AD,1,238,330,1.4,,,,,,,40,25,50,ND,Dspp.,,,,on,,on,,2,,,,,,,,,,,,
W,CalCOFI1404OS,4/3/2014,11:47,4/3/2014 11:47,8:00:00,4/3/2014 19:47,,,31.22817,-120.83150,KW,AD,G,7,OV,98,150,235,M,265,8,3,5,12,AD,1,234,269,,250,,,,,,25,20,35,0,Dd,,,,on,,on,,5,8,,Y,AD,50D,14,33,,,,,
W,CalCOFI1404OS,4/3/2014,12:04,4/3/2014 12:04,8:00:00,4/3/2014 20:04,,,31.20483,-120.87733,KW,KW,G,7,OV,100,,,,265,80,3,5,,,,234,,,,,,,,,,,,,,,,,off,6,on,,,,,,,,,,,,,,One observer on.  Array retrieval.  Two sonobuoys deployed.
W,CalCOFI1404OS,4/3/2014,12:08,4/3/2014 12:08,8:00:00,4/3/2014 20:08,,,31.19783,-120.89000,KW,KW,G,7,OV,100,,,,265,10,3,5,PINN2,KW,3,234,250,,220,,,,,,1,1,1,0,UFS,,,,off,6,on,,3,31,,,,,,,,,,,
W,CalCOFI1404OS,4/3/2014,14:36,4/3/2014 14:36,8:00:00,4/3/2014 22:36,,,31.18150,-120.92183,KW,KW,G,7,PC,35,200,280,SE,260,13,3,5,,,,240,,,,,,,,,,,,,,,,,off,6,on,,,,,,,,,,,,,,Deploy array.  One observer.  Leaving station 93/80.  Going to station 93/90.
W,CalCOFI1404OS,4/3/2014,14:45,4/3/2014 14:45,8:00:00,4/3/2014 22:45,,,31.17017,-120.94517,KW,AD,G,7,PC,40,200,280,SE,260,13,3,5,,,,240,,,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,Two observers back on.
W,CalCOFI1404OS,4/3/2014,14:50,4/3/2014 14:50,8:00:00,4/3/2014 22:50,,,31.16400,-120.95850,KW,AD,G,7,PC,400,200,280,SE,260,13,3,5,13,AD,3,240,285,,180,,,,,,50,40,60,ND,Dd,,,,on,,on,,5,,,Y,AD,50D,34,42,,,,,
W,CalCOFI1404OS,4/3/2014,15:33,4/3/2014 15:33,8:00:00,4/3/2014 23:33,,,31.10517,-121.07450,KW,AD,G,7,OV,90,220,280,M,265,13,3,5,,,,240,,,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,
W,CalCOFI1404OS,4/3/2014,16:31,4/3/2014 16:31,8:00:00,4/4/2014 0:31,,,31.03133,-121.23100,KW,AD,G,7,PC,60,230,275,SE,265,13,3,5,,,,240,,,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,
