W,CalCOFI1311NH,11/9/2013,8:24,11/9/2013 8:24,8:00,11/9/2013 16:24,,,32.67317,-117.22850,KW,AB,G,4.5,LF,15,150,160,SE,190,2,2,1,,,,210,,,,,,,,,,,,,,,,,ON,,OFF,1,,,,,,,,,,,,,"start cruise, leaving port San Diego going to station 93.3 26.7.  Non-standard coastal transect.  No array--near shore."
W,CalCOFI1311NH,11/9/2013,8:48,11/9/2013 8:48,8:00,11/9/2013 16:48,,,32.63600,-117.26467,KW,AB,G,4,LF,20,,,,310,2,2,2,1,AB,1,338,14,,500,,,,,,12,8,15,ND,Dc,,,,ON,,OFF,1,2,5,,N,,,,,,,,,
W,CalCOFI1311NH,11/9/2013,8:53,11/9/2013 8:53,8:00,11/9/2013 16:53,,,32.65050,-117.26917,KW,AB,G,4,LF,20,,,,310,2,2,2,2,AB,1,345,340,,900,,2,14,270,30,252,223,280,NC,Dc,,,,ON,,OFF,1,2,5,,Y,KW,,4178,4202,,,,,dolphins spread for several miles
W,CalCOFI1311NH,11/9/2013,9:06,11/9/2013 9:06,8:00,11/9/2013 17:06,,,32.68717,-117.28233,KW,AB,G,4,LF,15,,,,310,2,2,2,2,AB,1,345,340,,900,,2,14,270,30,252,223,280,ND,Dc,,,,ON,,OFF,1,2,1,"5,8",Y,KW,,4178,4202,,,,,
W,CalCOFI1311NH,11/9/2013,9:31,11/9/2013 9:31,8:00,11/9/2013 17:31,,,32.75950,-117.30217,KW,AB,G,4,LF,15,,,,20,4,2,2,3,AB,1,344,47,2.1,,,,,,,16,13,20,ND,DSP,,,,ON,,OFF,1,4,2,,,,,,,,,,,
W,CalCOFI1311NH,11/9/2013,9:52,11/9/2013 9:52,8:00,11/9/2013 17:52,,,32.80733,-117.31950,KW,AB,G,4,LF,10,,,,20,4,2,2,4,AB,3,348,59,2.9,,,,,,,9,8,13,ND,DSP,,,,ON,,OFF,1,8,2,,,,,,,,,,,
W,CalCOFI1311NH,11/9/2013,9:58,11/9/2013 9:58,8:00,11/9/2013 17:58,,,32.82483,-117.32200,KW,AB,G,4,LF,10,,,,20,4,2,2,5,KW,1,350,320,0.75,,,0.5,14,300,40,1300,1160,1400,34,Dc,,,,ON,,OFF,1,1,8,"2,4,5",,,,,,,,,,very widespread group--over miles for 20 min
W,CalCOFI1311NH,11/9/2013,10:16,11/9/2013 10:16,8:00,11/9/2013 18:16,,,32.87450,-117.31967,KW,AB,G,4,LF,10,,,,22,5,2,2,5,KW,1,358,350,0.7,,,0.5,14,300,40,1300,1160,1400,34,Dc,,,,ON,,OFF,1,1,8,"2,4,5",,,,,,,,,,very widespread group--over miles for 20 min
W,CalCOFI1311NH,11/9/2013,10:24,11/9/2013 10:24,8:00,11/9/2013 18:24,,,32.89833,-117.31600,KW,AB,G,4,LF,10,,,,22,5,2,2,6,AB,1,10,20,3,,,1,12,310,35,400,330,430,7,Dc,,,,ON,,OFF,1,2,1,"5,4",,,,,,,,,,
W,CalCOFI1311NH,11/9/2013,10:36,11/9/2013 10:36,8:00,11/9/2013 18:36,,,32.93167,-117.31283,KW,AB,G,4,LF,10,,,,15,4,2,2,6,AB,1,10,20,3,,,1,12,310,35,400,330,430,7,Dc,,,,ON,,OFF,1,2,1,"5,4",,,,,,,,,,
W,CalCOFI1311NH,11/9/2013,12:21,11/9/2013 12:21,8:00,11/9/2013 20:21,,,32.96600,-117.31333,KW,AB,G,5,HZ,10,170,195,SE,280,5,2,2,,,,122,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,"leaving station 93-26.7, going to SCCOOS station 93-26.4"
W,CalCOFI1311NH,11/9/2013,13:20,11/9/2013 13:20,8:00,11/9/2013 21:20,,,32.96817,-117.29533,KW,AB,E,6,HZ,10,0,0,,325,4,2,2,7,AB,2,327,310,,700,,,,290,10,220,210,240,ND,Dc,,,,ON,,OFF,1,5,2,1,,,,,,,,,,leaving SCCOOS 93-26.4 going to 91.7-26.4.  No array--near shore.
W,CalCOFI1311NH,11/9/2013,13:55,11/9/2013 13:55,8:00,11/9/2013 21:55,,,33.05250,-117.35367,KW,AB,E,6,HZ,10,0,0,,325,4,2,2,8,AB,1,332,17,3.8,,,,,,,12,10,16,ND,DSP,,,,ON,,OFF,1,1,,,,,,,,,,,,
W,CalCOFI1311NH,11/9/2013,14:07,11/9/2013 14:07,8:00,11/9/2013 22:07,,,33.07300,-117.36683,KW,AB,G,6,HZ,12,0,0,,325,4,2,2,9,AB,1,333,16,2.3,,,,,,,68,52,87,ND,DSP,,,,ON,,OFF,1,1,,,,,,,,,,,,
W,CalCOFI1311NH,11/9/2013,14:15,11/9/2013 14:15,8:00,11/9/2013 22:15,,,33.17000,-117.43900,KW,AB,G,6,HZ,15,0,0,,320,4,2,2,10,KW,1,345,300,1,,,0.2,4,270,330,850,750,1000,ND,DSP,,,,ON,,OFF,1,1,8,2,4,,,,,,,,,
W,CalCOFI1311NH,11/10/2013,7:04,11/10/2013 7:04,8:00,11/10/2013 15:04,,,32.51617,-118.24083,KW,AB,G,6,CL,12,0,0,,260,11,3,3,,,,263,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"Begin day.  Leave station 93-40, going to station 93-45.  Array deployed."
W,CalCOFI1311NH,11/10/2013,7:09,11/10/2013 7:09,8:00,11/10/2013 15:09,,,32.50333,-118.26383,KW,AB,G,6,CL,12,0,0,,260,11,3,3,11,AB,2,234,297,1.6,,,,,,,2,2,2,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"Tall blows, probably Bp.  But there was one view where body looked like Mn"
W,CalCOFI1311NH,11/10/2013,8:22,11/10/2013 8:22,8:00,11/10/2013 16:22,,,32.39267,-118.46617,KW,AB,G,6,CL,15,0,0,,20,6,3,3,,,,241,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/10/2013,8:29,11/10/2013 8:29,8:00,11/10/2013 16:29,,,32.38417,-118.48267,KW,AB,G,6,CL,15,0,0,,20,6,3,3,12,KW,1,243,205,0.6,,,,,,,52,41,60,0,Dd,,,,ON,,ON,,2,1,"5,8",Y,KW,,3,36,,,,,
W,CalCOFI1311NH,11/10/2013,11:18,11/10/2013 11:18,8:00,11/10/2013 19:18,,,32.33233,-118.58550,KW,AB,G,6.5,CL,5,160,270,SE,90,13,3,3,,,,243,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Leaving station 93-45.  Going to station 93-50.  Array deployed.
W,CalCOFI1311NH,11/10/2013,12:02,11/10/2013 12:02,8:00,11/10/2013 20:02,,,32.27100,-118.71533,KW,AB,G,6.5,CL,5,160,270,SE,90,8,2,3,13,KW,2,235,163,0.2,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,3,34,,,,,,,,,,,Probable sperm whale--large male--horizontal blow
W,CalCOFI1311NH,11/10/2013,12:14,11/10/2013 12:14,8:00,11/10/2013 20:14,,,32.24617,-118.76617,KW,AB,G,5,LF,15,170,210,SL,90,4,2,3,SH1,,,240,205,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Aircraft carrier
W,CalCOFI1311NH,11/10/2013,12:14,11/10/2013 12:14,8:00,11/10/2013 20:14,,,32.24617,-118.76617,KW,AB,G,5,LF,15,170,210,SL,90,4,2,3,SH2,,,240,231,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Large military ship
W,CalCOFI1311NH,11/10/2013,12:14,11/10/2013 12:14,8:00,11/10/2013 20:14,,,32.24617,-118.76617,KW,AB,G,5,LF,15,170,210,SL,90,4,2,3,SH3,,,240,145,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Large military ship
W,CalCOFI1311NH,11/10/2013,15:11,11/10/2013 15:11,8:00,11/10/2013 23:11,,,32.19550,-118.91833,KW,AB,G,5,PC,60,210,255,SE,315,9,3,3,,,,228,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Leaving station 93-50.  Going to station 93-55.  Array deployed.
W,CalCOFI1311NH,11/10/2013,15:24,11/10/2013 15:24,8:00,11/10/2013 23:24,,,32.17000,-118.95100,KW,AB,G,5,PC,65,210,255,SE,315,9,3,3,14,KW,1,228,145,0.2,,,,,,,55,50,70,ND,UD,,,,ON,,ON,,2,1,8,,,,,,,,,,
W,CalCOFI1311NH,11/10/2013,16:17,11/10/2013 16:17,8:00,11/11/2013 0:17,,,32.08200,-119.08167,KW,AB,G,6,PC,45,180,280,SE,320,9,3,3,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,6:22,11/11/2013 6:22,8:00,11/11/2013 14:22,,,31.41367,-120.47167,KW,AB,G,6,OV,95,0,0,,240,2,1,2,,,,236,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Begin day.  In transit to station 93-80.  Array deployed.
W,CalCOFI1311NH,11/11/2013,6:55,11/11/2013 6:55,8:00,11/11/2013 14:55,,,31.36250,-120.55367,KW,AB,G,6,OV,98,0,0,,240,6,2,2,15,AB,2,235,326,0.4,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,Blue or fin by size of blow
W,CalCOFI1311NH,11/11/2013,7:05,11/11/2013 7:05,8:00,11/11/2013 15:05,,,31.34383,-120.58133,KW,AB,G,6,OV,98,0,0,,240,6,2,2,16,KW,3,236,173,0.5,,,,,,,45,30,60,ND,UD,,,,ON,,ON,,2,8,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,7:13,11/11/2013 7:13,8:00,11/11/2013 15:13,,,31.33017,-120.60067,KW,AB,G,6,OV,98,0,0,,240,6,2,2,17,KW,3,236,230,0.6,,,,,,,6,4,7,ND,DSP,,,,ON,,ON,,1,8,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,7:32,11/11/2013 7:32,8:00,11/11/2013 15:32,,,31.29667,-120.65533,KW,AB,G,6,OV,98,0,0,,240,6,2,2,18,AB,3,238,183,0.4,,,,,,,15,12,18,ND,UD,,,,ON,,ON,,8,2,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,7:41,11/11/2013 7:41,8:00,11/11/2013 15:41,,,31.28383,-120.68033,KW,AB,G,6,OV,98,0,0,,240,6,2,2,19,KW,3,242,164,2.1,,,,,,,4,3,4,0,DSP,,,,ON,,ON,,8,2,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,7:43,11/11/2013 7:43,8:00,11/11/2013 15:43,,,31.28117,-120.68550,KW,AB,G,6,OV,98,0,0,,240,6,2,2,20,AB,3,242,260,0.9,,,0.4,1.3,180,290,107,99,118,ND,Dd,,,,ON,,ON,,1,2,"8,5",Y,KW,,36,56,,,,,
W,CalCOFI1311NH,11/11/2013,8:42,11/11/2013 8:42,8:00,11/11/2013 16:42,,,31.19817,-120.85567,KW,AB,G,6,OV,98,0,0,,240,6,2,2,21,KW,3,248,167,0.5,,,,,,,14,10,20,ND,UD,,,,ON,,ON,,2,8,,,,,,,,,,,
W,CalCOFI1307NH,11/11/2013,11:27,11/11/2013 11:27,8:00,11/11/2013 19:27,,,31.16783,-120.94217,KW,AB,G,6,PC,35,140,180,SL,135,2,1,2,,,,245,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"Array deployed.  Leave station 93-80, going to station 93-90."
W,CalCOFI1311NH,11/11/2013,12:18,11/11/2013 12:18,8:00,11/11/2013 20:18,,,31.09717,-121.08200,KW,AB,G,6.5,CL,5,185,215,M,80,2,2,2,22,AB,3,240,300,1,,,,,,,14,12,16,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,12:48,11/11/2013 12:48,8:00,11/11/2013 20:48,,,31.05600,-121.16500,KW,AB,G,6.5,CL,5,185,215,M,80,2,2,2,23,KW,3,245,190,2,,,,,,,15,12,18,0,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,13:11,11/11/2013 13:11,8:00,11/11/2013 21:11,,,31.02567,-121.22700,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,24,KW,3,245,176,0.6,,,,,,,15,13,18,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,13:17,11/11/2013 13:17,8:00,11/11/2013 21:17,,,31.01633,-121.24567,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,25,KW,3,245,198,0.8,,,,,,,18,15,25,0,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
