W,CalCOFI1311NH,11/11/2013,13:17,11/11/2013 13:17,8:00,11/11/2013 21:17,,,31.01633,-121.24567,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,PINN3,KW,3,245,198,1.2,,,,,,,1,1,1,0,UFS,,,,ON,,ON,,3,,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,13:21,11/11/2013 13:21,8:00,11/11/2013 21:21,,,31.01167,-121.25567,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,26,AB,3,245,322,0.4,,,,,,,12,9,14,ND,DSP,,,,ON,,ON,,1,,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,13:44,11/11/2013 13:44,8:00,11/11/2013 21:44,,,30.97983,-121.32333,KW,AB,E,6.5,CL,5,195,218,M,315,5,2,2,27,AB,1,241,300,0.3,,,,,,,13,11,17,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,13:46,11/11/2013 13:46,8:00,11/11/2013 21:46,,,30.97733,-121.32850,KW,AB,E,6.5,CL,5,195,218,M,315,5,2,2,28,KW,1,241,240,0.2,,,,,,,6,5,11,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
W,CalCOFI1311NH,11/11/2013,14:13,11/11/2013 14:13,8:00,11/11/2013 22:13,,,30.93750,-121.40267,KW,AB,E,6.5,CL,5,195,220,M,315,5,2,2,29,AB,1,242,287,0.9,,,,,,,87,73,95,2,Dd,,,,ON,,ON,,2,8,,Y,KW,,59,108,,,,,
W,CalCOFI1311NH,11/12/2013,6:29,11/12/2013 6:29,8:00,11/12/2013 14:29,,,30.02567,-123.25733,KW,AB,G,6,OV,90,0,0,,320,12,3,3,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Begin day in transit to 93-120 from station 93-110.  Array deployed.
W,CalCOFI1311NH,11/12/2013,7:14,11/12/2013 7:14,8:00,11/12/2013 15:14,,,29.95017,-123.37967,KW,AB,G,6,OV,100,0,0,,325,15,3,3,,,,243,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/12/2013,7:14,11/12/2013 7:14,8:00,11/12/2013 15:14,,,29.95017,-123.37967,KW,AB,G,6,OV,100,0,0,,325,15,3,3,,,,243,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/12/2013,10:34,11/12/2013 10:34,8:00,11/12/2013 18:34,,,29.85117,-123.59367,KW,AB,G,6.5,OV,80,0,0,,25,16,4,4,,,,326,,,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,"Leave station 93-120, going to line 90, station 120.  Non-standard offshore transect.  Array deployed."
W,CalCOFI1311NH,11/12/2013,11:34,11/12/2013 11:34,8:00,11/12/2013 19:34,,,29.99850,-123.69667,KW,AB,G,6.5,OV,80,0,0,,20,15,4,4,,,,327,,,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,
W,CalCOFI1311NH,11/12/2013,12:21,11/12/2013 12:21,8:00,11/12/2013 20:21,,,30.11617,-123.77850,KW,AB,G,6.5,OV,78,0,0,,10,10,3,4,,,,325,,,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,
W,CalCOFI1311NH,11/12/2013,13:21,11/12/2013 13:21,8:00,11/12/2013 21:21,,,30.25317,-123.88200,KW,AB,G,6.5,OV,80,0,0,,10,9,3,4,,,,327,,,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,
W,CalCOFI13011NH,11/13/2013,6:23,11/13/2013 6:23,8:00,11/13/2013 14:23,,,31.19483,-122.49533,AB,KW,P,6,HZ,10,0,0,,350,20,5,6,,,,60,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Begin day.  Array deployed.  In transit to station 90-90 from 90-100.
W,CalCOFI1311NH,11/13/2013,7:30,11/13/2013 7:30,8:00,11/13/2013 15:30,,,31.26950,-122.32550,AB,KW,P,6,HZ,5,90,130,SE,345,19,5,6,,,,55,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/13/2013,8:36,11/13/2013 8:36,8:00,11/13/2013 16:36,,,31.34583,-122.15217,AB,KW,P,6,HZ,10,80,150,SE,335,18,5,6,,,,56,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/13/2013,14:52,11/13/2013 14:52,8:00,11/13/2013 22:52,,,31.42867,-121.99483,AB,,UX,5,HZ,95,0,0,,340,25,6,6,,,,20,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,"Leaving station 90-90, heading towards station 90-80.  Array deployed."
W,CalCOFI1311NH,11/13/2013,15:55,11/13/2013 15:55,8:00,11/13/2013 23:55,,,31.49283,-121.94483,AB,,UX,5,HZ,80,0,0,,340,26,6,6,,,,65,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,Back up to full speed.  First hour going 4.5 knots til sampling finished on CTD
W,CalCOFI1311NH,11/13/2013,16:16,11/13/2013 16:16,8:00,11/14/2013 0:16,,,31.51567,-121.89117,AB,,UX,5,HZ,70,0,0,,345,26,6,7,30,AB,3,62,23,,200,,,,,,9,8,11,0,Dd,,,,OFF,2A,ON,,2,8,5,,,,,,,,,,
W,CalCOFI1311NH,11/13/2013,16:49,11/13/2013 16:49,8:00,11/14/2013 0:49,,,31.55483,-121.80583,AB,,UX,H,HZ,60,0,0,,345,26,6,7,31,AB,3,62,242,,300,,,,,,12,11,15,0,Dd,,,,OFF,2A,ON,,2,8,5,,,,,,,,,,
W,CalCOFI1311NH,11/14/2013,6:31,11/14/2013 6:31,8:00,11/14/2013 14:31,,,32.21933,-120.41917,AB,,UX,5,HZ,10,100,140,SE,320,20,6,6,,,,56,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,Begin day.  Off effort--bft unacceptable.  One observer on weather watch.  No array.  In transit to station 90-60 from station 90-70.
W,CalCOFI1311NH,11/14/2013,9:09,11/14/2013 9:09,8:00,11/14/2013 17:09,,,32.40500,-119.97417,AB,,UX,5,HZ,15,130,160,SE,320,20,6,6,,,,58,,,,,,,,,,,,,,,,,OFF,1,ON,,,,,,,,,,,,,,On station 90-60.  2 buoys deployed.
W,CalCOFI1311NH,11/14/2013,11:55,11/14/2013 11:55,8:00,11/14/2013 19:55,,,32.45900,-119.94833,KW,,UX,5,HZ,20,0,0,,310,21,6,7,,,,58,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,"Array deployed.  One observer on--weather watch.  Leaving station 90-60, going to 90-53."
W,CalCOFI1311NH,11/14/2013,13:03,11/14/2013 13:03,8:00,11/14/2013 21:03,,,32.53600,-119.76917,KW,,UX,5,HZ,20,0,0,,312,21,6,7,,,,60,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/14/2013,14:05,11/14/2013 14:05,8:00,11/14/2013 22:05,,,32.60183,-119.61067,KW,,UX,5,HZ,20,0,0,,308,19,6,6,,,,63,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/15/2013,7:40,11/15/2013 7:40,8:00,11/15/2013 15:40,,,33.24567,-118.22700,AB,KW,G,6,OV,100,0,0,,95,8,2,3,,,,60,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Begin day.  Leave station 90-35 going to station 90-30.  Array deployed.
W,CalCOFI1311NH,11/15/2013,8:11,11/15/2013 8:11,8:00,11/15/2013 16:11,,,33.28383,-118.15150,AB,KW,G,6,OV,98,120,150,M,95,10,3,3,,,,54,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/15/2013,9:09,11/15/2013 9:09,8:00,11/15/2013 17:09,,,33.37217,-117.98983,AB,KW,G,6,OV,100,0,0,,150,14,4,3,,,,57,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/15/2013,12:07,11/15/2013 12:07,8:00,11/15/2013 20:07,,,33.40683,-117.88283,AB,KW,F,4.5,HZ,85,0,0,,140,14,4,3,,,,55,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"Leaving station 90-30, going to station 90-28.  Array on board."
W,CalCOFI1311NH,11/15/2013,14:13,11/15/2013 14:13,8:00,11/15/2013 22:13,,,33.48200,-117.75767,AB,KW,F,4.5,HZ,45,0,0,,140,14,4,3,,,,45,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Leaving station 90-28.  Heading to SCOOS 90-27.7.  
W,CalCOFI1311NH,11/15/2013,14:54,11/15/2013 14:54,8:00,11/15/2013 22:54,,,33.49367,-117.75150,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,,,,300,,,,,,,,,,,,,,,,,ON,,OFF,1,,,,,,,,,,,,,"Leaving SCOOS 90-27.7, going to 88.5-30.1 SCOOS.  Non-standard coastal transect.  No array--too shallow"
W,CalCOFI1311NH,11/15/2013,15:09,11/15/2013 15:09,8:00,11/15/2013 23:09,,,33.51333,-117.79383,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,32,KW,1,310,280,0.4,,,,,,,5,4,8,0,Tt,,,,ON,,OFF,1,1,2,"4, 5",Y,KW,,136,148,,,,,
W,CalCOFI1311NH,11/15/2013,15:09,11/15/2013 15:09,8:00,11/15/2013 23:09,,,33.51333,-117.79383,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,33,AB,3,300,260,0.2,,,,,,,17,16,23,3,Tt,,,,ON,,OFF,1,1,2,"8, 5",Y,KW,,151,201,,,,,
W,CalCOFI1311NH,11/15/2013,15:24,11/15/2013 15:24,8:00,11/15/2013 23:24,,,33.54883,-117.87283,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,34,KW,1,300,10,,900,,,,,,2,2,3,ND,UD,,,,ON,,OFF,1,2,4,,,,,,,,,,,
W,CalCOFI1311NH,11/15/2013,15:40,11/15/2013 15:40,8:00,11/15/2013 23:40,,,33.55717,-117.88983,AB,KW,F,5,HZ,30,220,265,SE,125,9,4,3,35,AB,3,303,236,0.9,,,,,210,350,325,275,360,ND,DSP,,,,ON,,OFF,1,2,8,,,,,,,,,,,
W,CalCOFI1311NH,11/15/2013,15:54,11/15/2013 15:54,8:00,11/15/2013 23:54,,,33.57583,-117.93283,AB,KW,F,5,HZ,30,220,265,SE,125,9,4,3,36,KW,2,295,20,,15,,,,,,2,2,2,0,Tt,,,,ON,,OFF,1,5,8,,Y,KW,,204,223,,,,,
W,CalCOFI1311NH,11/16/2013,6:21,11/16/2013 6:21,8:00,11/16/2013 14:21,,,33.62267,-119.10200,AB,KW,G,6,HZ,35,0,0,,145,12,2,4,,,,236,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Begin day.  No array.  In transit from station 87-40 going to station 87-45.
W,CalCOFI1311NH,11/16/2013,7:15,11/16/2013 7:15,8:00,11/16/2013 15:15,,,33.53333,-119.24400,AB,KW,G,6,HZ,30,0,0,145,12,2,2,5,37,KW,1,225,300,0.4,,,,,,,25,18,38,ND,UD,,,,ON,,ON,,4,8,,,,,,,,,,,
W,CalCOFI1311NH,11/16/2013,7:17,11/16/2013 7:17,8:00,11/16/2013 15:17,,,33.52933,-119.24950,AB,KW,G,6,HZ,30,110,140,SE,120,8,2,5,38,AB,1,225,210,0.5,,,210,275,,,84,68,102,UD,DSP,,,,ON,,ON,,8,2,"4, 1",,,,,,,,,,
W,CalCOFI1311NH,11/16/2013,10:19,11/16/2013 10:19,8:00,11/16/2013 18:19,,,33.48967,-119.32817,AB,KW,G,6,HZ,20,130,190,M,70,5,2,5,,,,235,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"Leaving station 87-45, heading to station 87-50.  Array deployed."
W,CalCOFI1311NH,11/16/2013,10:30,11/16/2013 10:30,8:00,11/16/2013 18:30,,,33.47433,-119.35833,AB,KW,G,6,HZ,20,130,190,M,70,5,2,5,39,KW,1,240,265,0.6,,,,,,,4,2,5,ND,UD,,,,ON,,ON,,8,1,,,,,,,,,,,
W,CalCOFI1311NH,11/16/2013,11:23,11/16/2013 11:23,8:00,11/16/2013 19:23,,,33.40150,-119.50383,AB,KW,G,6,HZ,70,155,185,M,265,7,2,5,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/16/2013,11:50,11/16/2013 11:50,8:00,11/16/2013 19:50,,,33.36567,-119.57683,AB,KW,F,5.5,HZ,70,170,210,M,265,14,4,5,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/16/2013,12:21,11/16/2013 12:21,8:00,11/16/2013 20:21,,,33.32300,-119.65767,AB,KW,F,5.5,HZ,100,0,0,,265,14,4,5,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/16/2013,14:58,11/16/2013 14:58,8:00,11/16/2013 22:58,,,33.30300,-119.65883,KW,AB,P,5,HZ,60,225,240,SE,295,20,5,6,,,,246,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"Leaving station 87-50, going to station 87-55.  Array deployed."
W,CalCOFI1311NH,11/16/2013,15:39,11/16/2013 15:39,8:00,11/16/2013 23:39,,,33.25033,-119.77917,AB,AB,UX,5,HZ,25,250,270,SE,295,25,6,8,,,,248,,,,,,,,,,,,,,,,,OFF,2A,ON,,,,,,,,,,,,,,End 2 observers on--weather watch only.  Unacceptable sea state.  Still in transit to station 87-55.
W,CalCOFI1311NH,11/16/2013,15:56,11/16/2013 15:56,8:00,11/16/2013 23:56,,,33.23067,-119.82600,AB,AB,UX,5,HZ,25,250,270,SE,295,25,6,8,40,AB,1,248,262,1.7,,,,,,,19,17,25,ND,Lo,,,,OFF,2A,ON,,8,2,,Y,KW,,280,312,,,,,
W,CalCOFI1311NH,11/17/2013,6:24,11/17/2013 6:24,8:00,11/17/2013 14:24,,,32.57000,-121.21783,KW,AB,F,5,OV,100,0,0,,310,12,3,6,,,,241,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Begin day. In transt from station 87/70 to station 87/80. Array deployed.
W,CalCOFI1311NH,11/17/2013,7:22,11/17/2013 7:22,8:00,11/17/2013 15:22,,,32.34223,-121.67052,KW,AB,F,6.5,OV,100,0,0,,300,9,3,6,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1311NH,11/17/2013,7:32,11/17/2013 7:32,8:00,11/17/2013 15:32,,,32.48633,-121.39700,KW,AB,F,6.5,OV,100,0,0,,300,9,3,6,41,AB,1,242,300,,900,,,,200,310,126,121,136,3,Dd,,,,ON,,ON,,2,5,8,Y,KW,,1,158,,,,,dispersed over miles. Usually in groups of 4-15.
