W,CalCOFI1203SH,3/25/2012,7:23,3/25/2012 7:23,8:00:00,3/25/2012 15:23,,,32.71350,-117.85350,KW,MB,F,7,PC,68,0,0,0,120,15,4,3,1,MB,2,90,48,1.8,,,,,,,3,3,4,nd,Er,,,,off,1,on,,1,,,n,,,,,,,,,Still on station 93-35.  Two buoys deployed.
W,CalCOFI1203SH,3/25/2012,7:23,3/25/2012 7:23,8:00:00,3/25/2012 15:23,,,32.71350,-117.85350,KW,MB,F,7,PC,68,0,0,0,120,15,4,3,,,,,,,,,,,,,,,,,,,,,off,1,on,,,,,,,,,,,,,,Cruise has begun.  Start observations.  Sunrise at station 93-35.
W,CalCOFI1203SH,3/25/2012,7:49,3/25/2012 7:49,8:00:00,3/25/2012 15:49,,,32.71383,-117.93833,KW,MB,P,7,PC,30,0,0,0,115,16,5,4,,,,230,,,,,,,,,,,,,,,,,off,1,on,,,,,,,,,,,,,,"End on station sighting, Start heading to 93-40.  Array deployed."
W,CalCOFI1203SH,3/25/2012,7:49,3/25/2012 7:49,8:00:00,3/25/2012 15:49,,,32.71383,-117.93833,KW,MB,P,7,PC,30,0,0,0,115,16,5,4,,,,230,,,,,,,,,,,,,,,,,off,1,on,,,,,,,,,,,,,,"End on station sighting, Start heading to 93-40.  Array deployed."
W,CalCOFI1203SH,3/25/2012,8:40,3/25/2012 8:40,8:00:00,3/25/2012 16:40,,,32.62067,-117.99100,KW,MB,P,7,OV,80,0,0,0,115,16,5,4,2,KW,1,239,224,3.8,,,,,,,5,4,6,nd,Pd,,,,on,,on,,2,5,,n,,,,,,,,,near the bow very briefly
W,CalCOFI1203SH,3/25/2012,12:40,3/25/2012 12:40,8:00:00,3/25/2012 20:40,,,32.49833,-118.22183,KW,KW,UX,5,HR,100,0,0,0,170,28,6,6,,,,242,,,,,,,,,,,,,,,,,off,2A,on,,,,,,,,,,,,,,"transitting to station 93-45, no array, confused seas, one observer on watch in one hour increments in bridge"
W,CalCOFI1203SH,3/25/2012,13:12,3/25/2012 13:12,8:00:00,3/25/2012 21:12,,,32.45167,-118.32800,KW,KW,UX,3,HR,100,0,0,0,170,36,7,7,,,,,,,,,,,,,,,,,,,,,off,,on,,,,,,,,,,,,,,Gusts to 47 nts
W,CalCOFI1203SH,3/25/2012,13:35,3/25/2012 13:35,8:00:00,3/25/2012 21:35,,,32.42083,-118.39950,MB,MB,UX,5,LR,98,0,0,0,252,32,7,7,,,,242,,,,,,,,,,,,,,,,,off,2A,on,,,,,,,,,,,,,,
W,CalCOFI1203SH,3/25/2012,13:47,3/25/2012 13:47,8:00:00,3/25/2012 21:47,,,32.40400,-118.43550,MB,MB,UX,2,LR,98,0,0,0,250,31,7,8,,,,242,,,,,,,,,,,,,,,,,off,,on,,,,,,,,,,,,,,Gusts up to 42 kts
W,CalCOFI1203SH,3/25/2012,13:51,3/25/2012 13:51,8:00:00,3/25/2012 21:51,,,32.39700,-118.44967,MB,MB,UX,3,LR,98,0,0,0,249,31,7,8,3,MB,1,240,230,,200,,,,,,12,8,16,nd,Dsp,,,,off,2A,on,,2,,,n,,,,,,,,,Common dolphins raced past bow but did not ride.
W,CalCOFI1203SH,3/25/2012,16:18,3/25/2012 16:18,8:00:00,3/26/2012 0:18,,,32.32267,-118.57717,KW,KW,UX,6,PC,80,0,0,0,228,21,6,8,,,,241,,,,,,,,,,,,,,,,,off,2A,on,,,,,,,,,,,,,,"Transitting to station 93-50, one observer on watch during unacceptable weather, array deployed. "
W,CalCOFI1203SH,3/25/2012,17:07,3/25/2012 17:07,8:00:00,3/26/2012 1:07,,,32.29960,-118.62520,KW,KW,UX,6,PC,60,0,0,0,228,21,6,8,SH2,KW,,245,230,,5149.9,,,,,,,,,,,,,,off,2A,on,,,,,,,,,,,,,,MSE Bilboa Cargo ship large
W,CalCOFI1203SH,3/25/2012,17:07,3/25/2012 17:07,8:00:00,3/26/2012 1:07,,,32.29960,-118.62520,KW,KW,UX,6,PC,60,0,0,0,228,21,6,8,SH1,KW,,245,287,,8046.72,,,,,,,,,,,,,,off,2A,on,,,,,,,,,,,,,,large cargo ship
W,CalCOFI1203SH,3/25/2012,17:07,3/25/2012 17:07,8:00:00,3/26/2012 1:07,,,32.29960,-118.62520,KW,KW,UX,6,PC,60,0,0,0,228,21,6,8,SH3,KW,,245,321,,8207.6544,,,,,,,,,,,,,,off,2A,on,,,,,,,,,,,,,,SPT Vigilance Cargo ship
W,CalCOFI1203SH,3/25/2012,17:59,3/25/2012 17:59,8:00:00,3/26/2012 1:59,,,32.23030,-118.79100,KW,KW,UX,5,LR,100,0,0,0,230,22,6,8,4,KW,1,241,272,,1609.344,,,,,,1,1,1,0,Mn,,,,off,2A,on,,8,,,,,,,,,,,,humpback whale breaching and lob tailing
W,CalCOFI1203SH,3/26/2012,7:00,3/26/2012 7:00,8:00:00,3/26/2012 15:00,,,31.62500,-120.04167,KW,MB,p,7,PC,37,0,0,0,270,17,5,8,5,,,239,,,,,,,,,,,,,,,,,off,2A,on,,,,,,,,,,,,,,"Begin in transit to station 93-70.  No array.  Several hundred Dd first reported by crew, confirmed by observers."
W,CalCOFI1203SH,3/26/2012,10:22,3/26/2012 10:22,8:00:00,3/26/2012 18:22,,,31.50400,-120.30167,KW,MB,P,7,CL,5,120,155,SL,270,13,4,7,,,,240,,,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,"Leaving station 93-70 and transitting to station 93-80, array deployed"
W,CalCOFI1203SH,3/26/2012,11:10,3/26/2012 11:10,8:00:00,3/26/2012 19:10,,,31.44883,-120.45800,KW,MB,F,7,CL,5,130,170,SL,281,11,3,7,,,,241,,,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,
W,CalCOFI1203SH,3/26/2012,11:35,3/26/2012 11:35,8:00:00,3/26/2012 19:35,,,31.41767,-120.53933,KW,MB,G,7,CL,15,145,190,SL,285,12,3,8,6,MB,1,240,180,,500,,,,,,13,9,17,nd,Dsp,,,,on,,on,,2,5,,yes,KW,,1,10,MB,,9626,9635,
W,CalCOFI1203SH,3/26/2012,11:59,3/26/2012 11:59,8:00:00,3/26/2012 19:59,,,31.37817,-120.63083,KW,MB,G,7,CL,12,0,0,0,50,5,2,7,7,MB,1,239,155,2,,,,,,,12,10,15,nd,Dsp,,,,on,,on,,2,8,,yes,KW,,11,31,,,,,
