Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI1304SH,4/6/2013,15:44,41370.66,7:00:00,41370.95,,,32.69867,-117.23150,KW,AD,G,6,CL,5,236,270,M,186,7,2,2,1,AD,1,185,170,,300,,,,,,5,4,6,0,Tt,,,,on,,off,7,,,,,,,,,,,,,"begin cruise, leave port San Diego, going to SCCOOSE station 93/26.4.  Off transect line."
SB,CalCOFI1304SH,4/6/2013,15:44,41370.66,7:00:00,41370.95,,,32.69867,-117.23150,KW,AD,G,6,CL,5,236,270,M,186,7,2,2,1,AD,1,185,170,,300,,,,,,5,4,6,0,Tt,,,,on,,off,7,,,,,,,,,,,,,"begin cruie, leave port San Diego, going to SCCOOSE station 93/26.4.  Off transect line."
SE,CalCOFI1304SH,4/6/2013,15:44,41370.66,7:00:00,41370.95,,,32.69867,-117.23150,KW,AD,G,6,CL,5,236,270,M,186,7,2,2,1,AD,1,185,170,,300,,,,,,5,4,6,0,Tt,,,,on,,off,7,,,,,,,,,,,,,"begin cruie, leave port San Diego, going to SCCOOSE station 93/26.4.  Off transect line."
ST,CalCOFI1304SH,4/6/2013,15:44,41370.66,7:00:00,41370.95,,,32.69867,-117.23150,KW,AD,G,6,CL,5,236,270,M,186,7,2,2,1,AD,1,185,170,,300,,,,,,5,4,6,0,Tt,,,,on,,off,7,,,,,,,,,,,,,"begin cruise, leave port San Diego, going to SCCOOSE station 93/26.4.  Off transect line."
W,CalCOFI1304SH,4/6/2013,15:44,41370.66,7:00:00,41370.95,,,32.69867,-117.23150,KW,AD,G,6,CL,5,236,270,M,186,7,2,2,1,AD,1,185,170,,300,,,,,,5,4,6,0,Tt,,,,on,,off,7,,,,,,,,,,,,,"begin cruie, leave port San Diego, going to SCCOOSE station 93/26.4.  Off transect line."
P,CalCOFI1304SH,4/6/2013,16:13,41370.68,7:00:00,41370.97,,,32.62850,-117.23533,KW,AD,F,6,PC,47,220,270,M,310,14,3,5,1,AD,1,280,170,,300,,,,,,5,4,6,0,Tt,,,,on,,off,7,,,,,,,,,,,,,off transect line
W,CalCOFI1304SH,4/6/2013,16:13,41370.68,7:00:00,41370.97,,,32.62850,-117.23533,KW,AD,F,6,PC,47,220,270,M,310,14,3,5,1,AD,1,280,170,,300,,,,,,5,4,6,0,Tt,,,,on,,off,7,,,,,,,,,,,,,off transect line
P,CalCOFI1304SH,4/6/2013,16:29,41370.69,7:00:00,41370.98,,,32.63333,-117.29217,KW,AD,F,6,OV,96,240,280,M,280,14,3,5,,,,340,,,,,,,,,,,,,,,,,on,,off,7,,,,,,,,,,,,,"position and weather change, off transect line."
W,CalCOFI1304SH,4/6/2013,16:29,41370.69,7:00:00,41370.98,,,32.63333,-117.29217,KW,AD,F,6,OV,96,240,280,M,280,14,3,5,,,,340,,,,,,,,,,,,,,,,,on,,off,7,,,,,,,,,,,,,"position and weather change, off transect line."
SB,CalCOFI1304SH,4/6/2013,16:51,41370.70,7:00:00,41370.99,,,32.69500,-117.31067,KW,AD,F,6,OV,80,240,280,M,348,14,3,5,2,AD,1,0,340,2.6,,,,,,,80,70,110,0,Dd,,,,on,,off,7,2,8,5,Y,KW,40D,25,114,AD,60D,9,25," leave port San Diego, going to SCCOOSE station 93/26.4.  Off transect line"
