Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
SB,CalCOFI0801DSJ,1/8/2008,9:45,1/8/2008 9:45,8:00:00,1/8/2008 17:45,,,32.58317,-118.06167,DLC,GC,,,,,,,,,,,,5,DLC,,243,227,6.5,,,,,,,50,40,60,ND,Dd,,,,On,,On,,1,,,,,,,,,,,,S#4 a subgroup of these animals.
SP,CalCOFI0801DSJ,1/8/2008,9:48,1/8/2008 9:48,8:00:00,1/8/2008 17:48,,,32.58017,-118.06833,DLC,GC,,,,,,,,,,,,5,DLC,,243,212,,20,,,,,,50,40,60,ND,Dd,,,,On,,On,,1,5,,,,,,,,,,,bow rode for a few minutes.
ET,CalCOFI0801DSJ,1/8/2008,10:21,1/8/2008 10:21,8:00:00,1/8/2008 18:21,,,32.54060,-118.15510,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,Ending observations to pull in array.  Arriving st. 93/40
ST,CalCOFI0801DSJ,1/8/2008,13:16,1/8/2008 13:16,8:00:00,1/8/2008 21:16,,,32.49500,-118.27680,DLC,GC,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Departing st.93/40
SB,CalCOFI0801DSJ,1/8/2008,13:22,1/8/2008 13:22,8:00:00,1/8/2008 21:22,,,32.48550,-118.29217,DLC,GC,,,,,,,,,,,,6,GC,,233,234,0.5,,,,,,,1,1,1,0,UNID_CETAC,,,,On,,On,,0,,,,,,,,,,,,"splashes, large columnar blow. BM/BP?"
SP,CalCOFI0801DSJ,1/8/2008,13:35,1/8/2008 13:35,8:00:00,1/8/2008 21:35,,,32.46650,-118.32467,DLC,GC,,,,,,,,,,,,6,DLC,,233,193,2,,,,,,,2,2,2,0,Bp,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0801DSJ,1/8/2008,14:13,1/8/2008 14:13,8:00:00,1/8/2008 22:13,,,32.41333,-118.41767,DLC,GC,,,,,,,,,,,,7,GC,,233,223,0.3,,,,,,,1,1,1,0,UNID_CETAC,,,,On,,On,,0,,,,,,,,,,,,blow
SB,CalCOFI0801DSJ,1/8/2008,14:20,1/8/2008 14:20,8:00:00,1/8/2008 22:20,,,32.39500,-118.45433,DLC,GC,,,,,,,,,,,,8,UNK,,233,180,,120,,,,,,1,1,1,0,UNID_CETAC,,,,Off,,On,,0,,,,,,,,,,,,"single blow, not strong. Small dark whale back, maybe minke or beaked whale? Sighted by birder. **changed 2 May 2008 to on effort sighting--ABD**"
SB,CalCOFI0801DSJ,1/8/2008,14:43,1/8/2008 14:43,8:00:00,1/8/2008 22:43,,,32.37633,-118.49267,DLC,GC,,,,,,,,,,,,9,DLC,,233,224,6,,,,,,,2,2,2,0,Bp,,,,On,,On,,1,,,,,,,,,,,,2 smaller sized animals surfaced in front of ship and moved off slowly.
E,CalCOFI0801DSJ,1/8/2008,14:46,1/8/2008 14:46,8:00:00,1/8/2008 22:46,,,32.55600,-118.50060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,end of obs.
ET,CalCOFI0801DSJ,1/8/2008,14:46,1/8/2008 14:46,8:00:00,1/8/2008 22:46,,,32.55600,-118.50060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"pulling in array, coming into st.93/50. Pulling in array."
B,CalCOFI0801DSJ,1/9/2008,7:40,1/9/2008 7:40,8:00:00,1/9/2008 15:40,,,31.77210,-119.71360,DLC,GC,G,5,MI,100,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
ST,CalCOFI0801DSJ,1/9/2008,7:40,1/9/2008 7:40,8:00:00,1/9/2008 15:40,,,31.77210,-119.71360,DLC,GC,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,started mid-transit from st.93/60
W,CalCOFI0801DSJ,1/9/2008,7:40,1/9/2008 7:40,8:00:00,1/9/2008 15:40,,,31.77210,-119.71360,DLC,GC,G,5,MI,100,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
SB,CalCOFI0801DSJ,1/9/2008,7:47,1/9/2008 7:47,8:00:00,1/9/2008 15:47,,,31.76467,-119.73017,DLC,GC,,,,,,,,,,,,10,GC,,240,160,,1020,,,,,,7,6,8,ND,Pd,,,,On,,On,,2,,,,,,,,,,,,rooster tailing
W,CalCOFI0801DSJ,1/9/2008,8:06,1/9/2008 8:06,8:00:00,1/9/2008 16:06,,,31.74160,-119.78010,DLC,GC,F,3,LF,100,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
W,CalCOFI0801DSJ,1/9/2008,8:13,1/9/2008 8:13,8:00:00,1/9/2008 16:13,,,31.73380,-119.79830,DLC,GC,P,0.5,HF,100,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,heavy patches of fog moving in
XT,CalCOFI0801DSJ,1/9/2008,8:22,1/9/2008 8:22,8:00:00,1/9/2008 16:22,,,31.72400,-119.81960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,bridge switching on fog horn. Breaking obs due to poor visibility
RT,CalCOFI0801DSJ,1/9/2008,8:46,1/9/2008 8:46,8:00:00,1/9/2008 16:46,,,31.69330,-119.88180,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"returning to obs, fog is lifting."
W,CalCOFI0801DSJ,1/9/2008,8:46,1/9/2008 8:46,8:00:00,1/9/2008 16:46,,,31.69330,-119.88180,,,F,4,LF,100,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,
W,CalCOFI0801DSJ,1/9/2008,9:34,1/9/2008 9:34,8:00:00,1/9/2008 17:34,,,31.63300,-120.00400,DLC,GC,G,7,OV,90,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
W,CalCOFI0801DSJ,1/9/2008,10:09,1/9/2008 10:09,8:00:00,1/9/2008 18:09,,,31.58730,-120.09610,DLC,GC,F,7,OV,85,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,glare off port 70 to 90 degrees.
ET,CalCOFI0801DSJ,1/9/2008,10:43,1/9/2008 10:43,8:00:00,1/9/2008 18:43,,,31.54280,-120.18430,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,"pulling in array, arriving st.93/70."
OO,CalCOFI0801DSJ,1/9/2008,13:32,1/9/2008 13:32,8:00:00,1/9/2008 21:32,,,31.51230,-120.28310,DLC,DLC,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"departing st.93/70, array deployed."
ST,CalCOFI0801DSJ,1/9/2008,13:32,1/9/2008 13:32,8:00:00,1/9/2008 21:32,,,31.51230,-120.28310,DLC,DLC,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"departing st.93/70, array deployed."
OB,CalCOFI0801DSJ,1/9/2008,13:40,1/9/2008 13:40,8:00:00,1/9/2008 21:40,,,31.50200,-120.30080,DLC,GC,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
P,CalCOFI0801DSJ,1/9/2008,14:50,1/9/2008 14:50,8:00:00,1/9/2008 22:50,,,31.40310,-120.46980,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
W,CalCOFI0801DSJ,1/9/2008,15:00,1/9/2008 15:00,8:00:00,1/9/2008 23:00,,,31.38980,-120.49580,DLC,GC,P,7,OV,85,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
PINN,CalCOFI0801DSJ,1/9/2008,15:53,1/9/2008 15:53,8:00:00,1/9/2008 23:53,,,31.32517,-120.62450,DLC,GC,,,,,,,,,,,,4,UNK,,240,214,,30,,,,,,1,1,1,0,Cu,,,,Off,,On,,1,,,,,,,,,,,,"sighted by birder, Mike Bentley.  **changed 2 May 2008 to on effort sighting--ABD**"
P,CalCOFI0801DSJ,1/9/2008,16:32,1/9/2008 16:32,8:00:00,1/10/2008 0:32,,,31.27780,-120.72080,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
E,CalCOFI0801DSJ,1/9/2008,17:01,1/9/2008 17:01,8:00:00,1/10/2008 1:01,,,31.24260,-120.79310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,
ET,CalCOFI0801DSJ,1/9/2008,17:01,1/9/2008 17:01,8:00:00,1/10/2008 1:01,,,31.24260,-120.79310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"ending obs for dinner and to pull in array, arriving st.93/80."
B,CalCOFI0801DSJ,1/10/2008,9:36,1/10/2008 9:36,8:00:00,1/10/2008 17:36,,,30.48610,-122.29060,DLC,DLC,F,6,PC,65,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,
OO,CalCOFI0801DSJ,1/10/2008,9:36,1/10/2008 9:36,8:00:00,1/10/2008 17:36,,,30.48610,-122.29060,DLC,DLC,F,6,PC,65,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,
ST,CalCOFI0801DSJ,1/10/2008,9:36,1/10/2008 9:36,8:00:00,1/10/2008 17:36,,,30.48610,-122.29060,DLC,DLC,F,6,PC,65,,,,,,,,,,,241,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"departing st.93/100, glare on port 75 to 90 degrees. GC working on array recording system."
W,CalCOFI0801DSJ,1/10/2008,9:36,1/10/2008 9:36,8:00:00,1/10/2008 17:36,,,30.48610,-122.29060,DLC,DLC,F,6,PC,65,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,
OB,CalCOFI0801DSJ,1/10/2008,9:56,1/10/2008 9:56,8:00:00,1/10/2008 17:56,,,30.46450,-122.34430,DLC,GC,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
OO,CalCOFI0801DSJ,1/10/2008,11:02,1/10/2008 11:02,8:00:00,1/10/2008 19:02,,,30.38430,-122.51450,GC,GC,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,dc down for lunch at 11:03
OO,CalCOFI0801DSJ,1/10/2008,11:24,1/10/2008 11:24,8:00:00,1/10/2008 19:24,,,30.35660,-122.57030,DLC,DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,gc down for lunch.
OB,CalCOFI0801DSJ,1/10/2008,12:01,1/10/2008 12:01,8:00:00,1/10/2008 20:01,,,30.30980,-122.66380,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
P,CalCOFI0801DSJ,1/10/2008,12:55,1/10/2008 12:55,8:00:00,1/10/2008 20:55,,,30.24310,-122.79950,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
W,CalCOFI0801DSJ,1/10/2008,13:16,1/10/2008 13:16,8:00:00,1/10/2008 21:16,,,30.21650,-122.84950,DLC,GC,F,6,PC,30,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
ET,CalCOFI0801DSJ,1/10/2008,13:24,1/10/2008 13:24,8:00:00,1/10/2008 21:24,,,30.20610,-122.86830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"pulling in array, arriving st.93/110."
ST,CalCOFI0801DSJ,1/10/2008,16:05,1/10/2008 16:05,8:00:00,1/11/2008 0:05,,,30.19310,-122.96510,DLC,GC,F,6,CL,10,,,,,,,,,,,233,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,glare 0 to -25 degrees.
W,CalCOFI0801DSJ,1/10/2008,16:05,1/10/2008 16:05,8:00:00,1/11/2008 0:05,,,30.19310,-122.96510,,,F,6,CL,10,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
E,CalCOFI0801DSJ,1/10/2008,17:20,1/10/2008 17:20,8:00:00,1/11/2008 1:20,,,30.08950,-123.13760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"sunset, end of obs."
ET,CalCOFI0801DSJ,1/10/2008,17:20,1/10/2008 17:20,8:00:00,1/11/2008 1:20,,,30.08950,-123.13760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"sunset, end of obs."
B,CalCOFI0801DSJ,1/11/2008,7:39,1/11/2008 7:39,8:00:00,1/11/2008 15:39,,,30.52730,-123.78060,,,P,2,HF,95,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"patchy fog, thru area visibility can range from .5 to 4mi."
ST,CalCOFI0801DSJ,1/11/2008,7:39,1/11/2008 7:39,8:00:00,1/11/2008 15:39,,,30.52730,-123.78060,GC,DLC,P,2,HF,95,,,,,,,,,,,62,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"starting mid transit from st.90/120. Visibility on port reduced in areas due to patchy fog, range is 500m-4mi."
W,CalCOFI0801DSJ,1/11/2008,7:39,1/11/2008 7:39,8:00:00,1/11/2008 15:39,,,30.52730,-123.78060,,,P,2,HF,95,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"patchy fog, thru area visibility can range from .5 to 4mi."
P,CalCOFI0801DSJ,1/11/2008,8:35,1/11/2008 8:35,8:00:00,1/11/2008 16:35,,,30.59600,-123.64100,GC,DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,glare on stbd 60 to 75 degrees.
ET,CalCOFI0801DSJ,1/11/2008,8:48,1/11/2008 8:48,8:00:00,1/11/2008 16:48,,,30.61160,-123.60830,,,P,0.2,HF,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"breaking obs due to heavy fog, fog horn running."
W,CalCOFI0801DSJ,1/11/2008,8:48,1/11/2008 8:48,8:00:00,1/11/2008 16:48,,,30.61160,-123.60830,GC,DLC,P,0.2,HF,95,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
ST,CalCOFI0801DSJ,1/11/2008,13:22,1/11/2008 13:22,8:00:00,1/11/2008 21:22,,,30.76850,-123.34530,GC,DLC,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"cruising with single engine, second engine beig cleaned. Speed=7kts."
W,CalCOFI0801DSJ,1/11/2008,13:36,1/11/2008 13:36,8:00:00,1/11/2008 21:36,,,30.78100,-123.31950,GC,DLC,P,2,HF,95,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,patchy fog reduceing visibility from a a few 100m to ~4mi.
P,CalCOFI0801DSJ,1/11/2008,14:42,1/11/2008 14:42,8:00:00,1/11/2008 22:42,,,30.85930,-123.14880,GC,DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,speed=9kts.
SB,CalCOFI0801DSJ,1/11/2008,15:13,1/11/2008 15:13,8:00:00,1/11/2008 23:13,,,30.89800,-123.05133,GC,DLC,,,,,,,,,,,,11,GC,,63,47,,10,,,,,,8,8,11,0,Dd,,,,On,,On,,1,,,,,,,,,,,,approached bow and moved off.
W,CalCOFI0801DSJ,1/11/2008,15:48,1/11/2008 15:48,8:00:00,1/11/2008 23:48,,,30.93110,-122.96910,GC,DLC,P,2,HF,95,,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,On,,,,,,,,,,,,,,
E,CalCOFI0801DSJ,1/11/2008,16:43,1/11/2008 16:43,8:00:00,1/12/2008 0:43,,,31.00030,-122.82680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,pulling in array before dinner. Ending obs.
ET,CalCOFI0801DSJ,1/11/2008,16:43,1/11/2008 16:43,8:00:00,1/12/2008 0:43,,,31.00030,-122.82680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,pulling in array before dinner. Ending obs.
B,CalCOFI0801DSJ,1/12/2008,10:40,1/12/2008 10:40,8:00:00,1/12/2008 18:40,,,31.75900,-121.29480,DLC,DLC,P,5,CL,20,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,
ST,CalCOFI0801DSJ,1/12/2008,10:40,1/12/2008 10:40,8:00:00,1/12/2008 18:40,,,31.75900,-121.29480,DLC,DLC,P,5,CL,20,,,,,,,,,,,60,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,departing productivity station 90/80. Glare on stbd 60-100 degrees. Current speed=6.5kts.
W,CalCOFI0801DSJ,1/12/2008,10:40,1/12/2008 10:40,8:00:00,1/12/2008 18:40,,,31.75900,-121.29480,DLC,DLC,P,5,CL,20,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,
C,CalCOFI0801DSJ,1/12/2008,10:55,1/12/2008 10:55,8:00:00,1/12/2008 18:55,,,31.77310,-121.26950,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
P,CalCOFI0801DSJ,1/12/2008,11:45,1/12/2008 11:45,8:00:00,1/12/2008 19:45,,,31.83680,-121.14060,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
SB,CalCOFI0801DSJ,1/12/2008,11:49,1/12/2008 11:49,8:00:00,1/12/2008 19:49,,,31.84250,-121.12950,DLC,GC,,,,,,,,,,,,12,GC,,60,58,2,,,,,,,1,1,1,0,UNID_CETAC,,,,On,,On,,0,,,,,,,,,,,,"bushy blow, wind blew it off quickly. Pm?"
XT,CalCOFI0801DSJ,1/12/2008,12:07,1/12/2008 12:07,8:00:00,1/12/2008 20:07,,,31.86400,-121.08860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,breaking obs for lifering demonstartion.
RT,CalCOFI0801DSJ,1/12/2008,12:33,1/12/2008 12:33,8:00:00,1/12/2008 20:33,,,31.88850,-121.01960,GC,DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,returning to obs after demonstration.
W,CalCOFI0801DSJ,1/12/2008,12:56,1/12/2008 12:56,8:00:00,1/12/2008 20:56,,,31.88260,-120.95210,,,X,5,PC,40,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
C,CalCOFI0801DSJ,1/12/2008,14:02,1/12/2008 14:02,8:00:00,1/12/2008 22:02,,,31.97460,-120.80730,GC,DLC,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,course change
E,CalCOFI0801DSJ,1/12/2008,14:55,1/12/2008 14:55,8:00:00,1/12/2008 22:55,,,32.05100,-120.69630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,
ET,CalCOFI0801DSJ,1/12/2008,14:55,1/12/2008 14:55,8:00:00,1/12/2008 22:55,,,32.05100,-120.69630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,"pulling in array, st.90/70."
B,CalCOFI0801DSJ,1/13/2008,7:11,1/13/2008 7:11,8:00:00,1/13/2008 15:11,,,32.76580,-119.27260,DLC,DLC,G,7,HA,0,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,
