Event Code,Cruise,Date (Standard),Time (Standard),Date/Time (Standard),GMT Diff,Date/Time (GMT),Lat,Long,DecLat,DecLong,Port Obs,Stbd Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir T,Wind spd T,Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species 1,Species 2,sp1 Percent,sp2 Percent,Effort (on/off),Off effort code,Transect (on/off),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera 1,First frame 1,Last Frame 1,Photographer (Cam 2),Camera 2,First frame 2,Last Frame 2,Comments
B,CalCOFI0907M2,7/30/2009 5:29:00,,7/30/2009 5:29,8:00:00,7/30/2009 13:29,,,34.91661453,-121.1984177,AMH,KPM,F,3.5,OV,100,,,NG,,,2.0,1,,,,63,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,USE TIME IN LOGGER FOR WEATHER
ST,CalCOFI0907M2,7/30/2009 5:29:00,,7/30/2009 5:29,8:00:00,7/30/2009 13:29,,,34.91661453,-121.1984177,AMH,KPM,F,3.5,OV,100,,,NG,,,2.0,1,,,,63,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,USE TIME IN LOGGER FOR WEATHER
SB,CalCOFI0907M2,7/30/2009 5:34:00,,7/30/2009 5:34,8:00:00,7/30/2009 13:34,,,34.92259216,-121.1828766,AMH,KPM,,,,,,,,,,,,117A,KPM,2,,71,3.5,,,,,,,1,,,0,ULW,,,,OFF,4,ON,,0,,,,,,,,,,,,OFF EFFORT BECAUSE PAST 90 DEGREES
SE,CalCOFI0907M2,7/30/2009 5:34:00,,7/30/2009 5:34,8:00:00,7/30/2009 13:34,,,34.92259216,-121.1828766,AMH,KPM,,,,,,,,,,,,117A,KPM,2,,71,3.5,,,,,,,1,,,0,ULW,,,,OFF,4,ON,,0,,,,,,,,,,,,OFF EFFORT BECAUSE PAST 90 DEGREES
SB,CalCOFI0907M2,7/30/2009 5:35:00,,7/30/2009 5:35,8:00:00,7/30/2009 13:35,,,34.92373276,-121.1797333,AMH,KPM,,,,,,,,,,,,118A,AMH,2,,52,1.3,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/30/2009 5:37:00,,7/30/2009 5:37,8:00:00,7/30/2009 13:37,,,34.92601013,-121.1733704,AMH,KPM,,,,,,,,,,,,118A,AMH,2,,22,1.8,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SP,CalCOFI0907M2,7/30/2009 5:37:00,,7/30/2009 5:37,8:00:00,7/30/2009 13:37,,,34.92601013,-121.1733704,AMH,KPM,,,,,,,,,,,,118A,AMH,2,,22,1.8,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
XT,CalCOFI0907M2,7/30/2009 6:06:00,,7/30/2009 6:06,8:00:00,7/30/2009 14:06,,,34.95285797,-121.0794907,AMH,KPM,UX,0.5,HF,100,,,NG,,,2.0,1,,,,63,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,BREAK DUE TO FOG
XT,CalCOFI0907M2,7/30/2009 6:06:00,,7/30/2009 6:06,8:00:00,7/30/2009 14:06,,,34.95285797,-121.0794907,AMH,KPM,UX,0.5,HF,100,,,NG,,,2.0,1,,,,63,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,BREAK DUE TO FOG. DUPLICATE RECORD FOR MAPPING PURPOSES.
RT,CalCOFI0907M2,7/30/2009 6:09:00,,7/30/2009 6:09,8:00:00,7/30/2009 14:09,,,34.95572281,-121.0697937,AMH,KPM,P,1,HF,100,,,NG,,,2.0,1,,,,63,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/30/2009 6:16:00,,7/30/2009 6:16,8:00:00,7/30/2009 14:16,,,34.9625206,-121.0472488,AMH,KPM,P,2,LF,100,,,NG,,,2.0,1,,,,63,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
OO,CalCOFI0907M2,7/30/2009 6:49:00,,7/30/2009 6:49,8:00:00,7/30/2009 14:49,,,35.00608063,-120.9483109,AMH,AMH,P,2,LF,100,,,NG,,,2.0,1,,,,65,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,KM DEPLOYING SONOBUOY
ET,CalCOFI0907M2,7/30/2009 6:58:00,,7/30/2009 6:58,8:00:00,7/30/2009 14:58,,,35.01866531,-120.9221497,AMH,AMH,P,2,LF,100,,,NG,,,2.0,1,,,,65,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING STATION 77/51
E ,CalCOFI0907M2,7/30/2009 8:52:00,,7/30/2009 8:52,8:00:00,7/30/2009 16:52,,,35.05225754,-120.9483566,AMH,AMH,P,2,LF,100,,,NG,,,2.0,1,,,,65,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,END OF 0907 CalCOFI
