Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI0810NH,10/14/2008,9:33,10/14/2008 9:33,8:00:00,10/14/2008 17:33,,,32.77733,-117.32933,AMH,DLC,F,8,HA,0,76,90,M,,,4,1,,,,10,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,STARTING OFF EFFORT OBSERVATIONS TO FIRST STATION
ST,CalCOFI0810NH,10/14/2008,9:33,10/14/2008 9:33,8:00:00,10/14/2008 17:33,,,32.77733,-117.32933,AMH,DLC,F,8,HA,0,76,90,M,,,4,1,,,,10,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,STARTING OFF EFFORT OBSERVATIONS TO FIRST STATION
P,CalCOFI0810NH,10/14/2008,10:01,10/14/2008 10:01,8:00:00,10/14/2008 18:01,,,32.84583,-117.31667,AMH,DLC,F,8,HA,0,76,90,M,,,4,1,,,,10,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,Orange text = text added by AJD to fill in missing data.  Extrapolated from nearby times.
W,CalCOFI0810NH,10/14/2008,10:11,10/14/2008 10:11,8:00:00,10/14/2008 18:11,,,32.86933,-117.31550,AMH,DLC,G,8,HA,0,76,90,M,,,3,1,,,,10,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,Glare bearings are assumed to be in True degrees. -AJD
P,CalCOFI0810NH,10/14/2008,10:36,10/14/2008 10:36,8:00:00,10/14/2008 18:36,,,32.92783,-117.30250,AMH,DLC,G,8,HA,0,76,90,M,,,3,1,,,,10,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,
E ,CalCOFI0810NH,10/14/2008,10:47,10/14/2008 10:47,8:00:00,10/14/2008 18:47,,,32.95383,-117.29767,AMH,DLC,G,8,HA,0,76,90,M,,,3,1,,,,10,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,END OF DAY
ET,CalCOFI0810NH,10/14/2008,10:47,10/14/2008 10:47,8:00:00,10/14/2008 18:47,,,32.95383,-117.29767,AMH,DLC,G,8,HA,0,76,90,M,,,3,1,,,,10,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,ARRIVING STATION 93/26.7
B,CalCOFI0810NH,10/15/2008,8:26,10/15/2008 8:26,8:00:00,10/15/2008 16:26,,,32.36033,-118.57250,AMH,DLC,G,8,CL,25,130,147,M,,,2,2,,,,184,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,BEGIN OBSERVATIONS FOR THE DAY
SB,CalCOFI0810NH,10/15/2008,8:26,10/15/2008 8:26,8:00:00,10/15/2008 16:26,,,32.36033,-118.57250,AMH,DLC,,,,,,,,,,,,1,DLC,1,,138,2,,,20m,25m,,,15,13,28,ND,DSP,,,,ON,,ON,,1,,,,,,,,,,,,"ANIMALS IN MODERATE GLARE, SEEN ON STATION 93/45"
SE,CalCOFI0810NH,10/15/2008,8:26,10/15/2008 8:26,8:00:00,10/15/2008 16:26,,,32.36033,-118.57250,AMH,DLC,,,,,,,,,,,,1,DLC,,,,,,,,,,,15,13,28,ND,DSP,,,,ON,,ON,,1,,,,,,,,,,,,
