Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI0504NH,4/15/2005,11:48,4/15/2005 11:48,8:00:00,4/15/2005 19:48,,,32.93956,-117.33034,DLC,SMC,G,10,HZ,20,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Departing station 93/26.7  Sarting with inshore stations.
ST,CalCOFI0504NH,4/15/2005,11:48,4/15/2005 11:48,8:00:00,4/15/2005 19:48,,,32.93956,-117.33034,DLC,SMC,G,10,HZ,20,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Departing station 93/26.7  Sarting with inshore stations.
W,CalCOFI0504NH,4/15/2005,11:48,4/15/2005 11:48,8:00:00,4/15/2005 19:48,,,32.93956,-117.33034,DLC,SMC,G,10,HZ,20,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Departing station 93/26.7  Sarting with inshore stations.
P,CalCOFI0504NH,4/15/2005,12:08,4/15/2005 12:08,8:00:00,4/15/2005 20:08,,,32.95189,-117.28443,DLC,SMC,G,10,HZ,35,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,Station 93.4/26.4
C,CalCOFI0504NH,4/15/2005,12:08,4/15/2005 12:08,8:00:00,4/15/2005 20:08,,,32.95189,-117.28443,DLC,SMC,G,10,HZ,35,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,Station 93.4/26.4
W,CalCOFI0504NH,4/15/2005,12:08,4/15/2005 12:08,8:00:00,4/15/2005 20:08,,,32.95189,-117.28443,DLC,SMC,G,10,HZ,35,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,Station 93.4/26.4
ST,CalCOFI0504NH,4/15/2005,12:58,4/15/2005 12:58,8:00:00,4/15/2005 20:58,,,32.94700,-117.29783,DLC,SMC,G,10,HZ,35,,,,,,1,5,,,,319,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Heading=319 degrees
W,CalCOFI0504NH,4/15/2005,12:58,4/15/2005 12:58,8:00:00,4/15/2005 20:58,,,32.94700,-117.29783,DLC,SMC,G,10,HZ,35,,,,,,1,5,,,,319,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Heading=319 degrees
Pinn,CalCOFI0504NH,4/15/2005,13:18,4/15/2005 13:18,8:00:00,4/15/2005 21:18,,,33.00117,-117.32967,DLC,SMC,,,,,,,,,,,,PINN1,DLC,,335,245,6,,,,,,,2,,,0,ZaCa,,,,On,,Off,,1,,,,,,,,,,,,
Pinn,CalCOFI0504NH,4/15/2005,13:21,4/15/2005 13:21,8:00:00,4/15/2005 21:21,,,33.00633,-117.33250,DLC,SMC,,,,,,,,,,,,PINN2,SMC,,335,297,9.6,,,,,,,1,,,0,ZaCa,,,,On,,Off,,1,,,,,,,,,,,,
Pinn,CalCOFI0504NH,4/15/2005,13:29,4/15/2005 13:29,8:00:00,4/15/2005 21:29,,,33.02633,-117.34317,DLC,SMC,,,,,,,,,,,,PINN3,,,335,290,8,,,,,,,1,,,0,ZaCa,,,,On,,Off,,1,,,,,,,,,,,,
Pinn,CalCOFI0504NH,4/15/2005,13:50,4/15/2005 13:50,8:00:00,4/15/2005 21:50,,,33.08217,-117.37300,DLC,SMC,,,,,,,,,,,,PINN4,SMC,,335,300,2,,,,,,,1,,,0,ZaCa,,,,On,,Off,,3,,,,,,,,,,,,
SB,CalCOFI0504NH,4/15/2005,13:55,4/15/2005 13:55,8:00:00,4/15/2005 21:55,,,33.09283,-117.38000,DLC,SMC,,,,,,,,,,,,1,SMC,,335,270,2,,,,,,,8,6,10,ND,Dsp,,,,On,,Off,,1,,,,,,,,,,,,orignal estimate was 8
SP,CalCOFI0504NH,4/15/2005,13:57,4/15/2005 13:57,8:00:00,4/15/2005 21:57,,,33.09850,-117.38350,DLC,SMC,,,,,,,,,,,,1,SMC,,335,232,1.6,,,,,,,15,10,20,ND,Dsp,,,,On,,Off,,1,,,,,,,,,,,,Group is spread out.
