Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI0711NH,11/3/2007,6:58,11/3/2007 6:58,8:00:00,11/3/2007 14:58,,,32.89383,-117.43000,GC,DC,G,4,OV,95,,,,,,1,2,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Departing CalCOFI station 93/28
ST,CalCOFI0711NH,11/3/2007,6:58,11/3/2007 6:58,8:00:00,11/3/2007 14:58,,,32.89383,-117.43000,GC,DC,G,4,OV,95,,,,,,1,2,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Departing CalCOFI station 93/28
W,CalCOFI0711NH,11/3/2007,6:58,11/3/2007 6:58,8:00:00,11/3/2007 14:58,,,32.89383,-117.43000,GC,DC,G,4,OV,95,,,,,,1,2,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI0711NH,11/3/2007,7:09,11/3/2007 7:09,8:00:00,11/3/2007 15:09,,,32.88017,-117.45700,GC,DC,,,,,,,,,,,,1,DC,,240,322,1.8,773,,,,,,7,5,10,0,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,Moving away from ship
ET,CalCOFI0711NH,11/3/2007,7:29,11/3/2007 7:29,8:00:00,11/3/2007 15:29,,,32.85267,-117.51350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,"Speed dropped to 1.1kts to approach PRODO station 93/30.  Off effort, ending obs."
ST,CalCOFI0711NH,11/3/2007,10:41,11/3/2007 10:41,8:00:00,11/3/2007 18:41,,,32.83550,-117.57517,DC,DC,,6,PC,70,,,,,,0,0,,,,233,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,Array being deployed.  Departing station 93/30
OO,CalCOFI0711NH,11/3/2007,10:41,11/3/2007 10:41,8:00:00,11/3/2007 18:41,,,32.83550,-117.57517,DC,DC,,6,PC,70,,,,,,0,0,,,,233,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,Array being deployed.  Departing station 93/30
W,CalCOFI0711NH,11/3/2007,10:41,11/3/2007 10:41,8:00:00,11/3/2007 18:41,,,32.83550,-117.57517,DC,DC,,6,PC,70,,,,,,0,0,,,,233,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,
OB,CalCOFI0711NH,11/3/2007,11:15,11/3/2007 11:15,8:00:00,11/3/2007 19:15,,,32.78383,-117.66150,LJM,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Both DLC and LM on obs.
W,CalCOFI0711NH,11/3/2007,11:19,11/3/2007 11:19,8:00:00,11/3/2007 19:19,,,32.77783,-117.67333,LJM,DC,,5,OV,80,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
