Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI0803JD,3/24/2008,17:40,3/24/2008 17:40,8:00:00,3/25/2008 1:40,,,32.6931,-117.2863,DLC,DLC,G,5,HA,15,,,,,,,,,,,335,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,"Beginning cruise, In route to SCCOOS station.  Off effort observations, no acoustics."
W,CalCOFI0803JD,3/24/2008,17:40,3/24/2008 17:40,8:00:00,3/25/2008 1:40,,,32.6931,-117.2863,DLC,DLC,G,5,HA,15,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,"Beginning cruise, In route to SCCOOS station.  Off effort observations, no acoustics."
P,CalCOFI0803JD,3/24/2008,18:39,3/24/2008 18:39,8:00:00,3/25/2008 2:39,,,32.8283,-117.3145,DLC,DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,Position update
E,CalCOFI0803JD,3/24/2008,18:55,3/24/2008 18:55,8:00:00,3/25/2008 2:55,,,32.8611,-117.3150,DLC,DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,"Ending, sunset"
B,CalCOFI0803JD,3/25/2008,8:43,3/25/2008 8:43,8:00:00,3/25/2008 16:43,,,32.8346,-117.5713,DLC,DLC,G,3,HA,85,,,,,,,,,,,239,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,"Departing st.93/30, array deployed."
OO,CalCOFI0803JD,3/25/2008,8:43,3/25/2008 8:43,8:00:00,3/25/2008 16:43,,,32.8346,-117.5713,DLC,DLC,G,3,HA,85,,,,,,,,,,,239,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,"Departing st.93/30, array deployed."
ST,CalCOFI0803JD,3/25/2008,8:43,3/25/2008 8:43,8:00:00,3/25/2008 16:43,,,32.8346,-117.5713,DLC,DLC,G,3,HA,85,,,,,,,,,,,239,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,"Departing st.93/30, array deployed."
W,CalCOFI0803JD,3/25/2008,8:43,3/25/2008 8:43,8:00:00,3/25/2008 16:43,,,32.8346,-117.5713,DLC,DLC,G,3,HA,85,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,"Departing st.93/30, array deployed."
SB,CalCOFI0803JD,3/25/2008,8:53,3/25/2008 8:53,8:00:00,3/25/2008 16:53,,,32.8222,-117.5958,DLC,DLC,,,,,,,,,,,,1,DLC,,239,271,0.8,,,,,,,275,200,350,ND,Dsp,,,,Off,,On,,Milling,,,,,,,,,,,,Head slapping and lunging. Size envelope 300m wide 20m depth.
SP,CalCOFI0803JD,3/25/2008,9:04,3/25/2008 9:04,8:00:00,3/25/2008 17:04,,,32.8067,-117.6253,DLC,DLC,,,,,,,,,,,,1,DLC,,239,356,0.5,,,,,,,275,200,350,ND,Dsp,,,,Off,,On,,Milling,,,,,,,,,,,,
