Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI1507OC,7/8/2015,9:12,7/8/2015 9:12,7:00:00,7/8/2015 16:12,,,32.63302,-117.26551,KW,AD,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,Off,7,Off,1,,,,,,,,,,,,,"Visual Observers = Katherine Whitaker & Amanda Debich.  Begin cruise.  Leaving Port San Diego.  Heading on inshore, non-standard transect.  Observations off, working on observation platform set-up.  Transiting toward station 93/26.7.  Note that ship is transiting at ~ 11 knots, which is much faster than most other cruises."
C,CalCOFI1507OC,7/8/2015,9:12,7/8/2015 9:12,7:00:00,7/8/2015 16:12,,,32.63302,-117.26551,KW,AD,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,Off,7,Off,1,,,,,,,,,,,,,"Visual Observers = Katherine Whitaker & Amanda Debich.  Begin cruise.  Leaving Port San Diego.  Heading on inshore, non-standard transect.  Observations off, working on observation platform set-up.  Transiting toward station 93/26.7.  Note that ship is transiting at ~ 11 knots, which is much faster than most other cruises."
ST,CalCOFI1507OC,7/8/2015,9:12,7/8/2015 9:12,7:00:00,7/8/2015 16:12,,,32.63302,-117.26551,KW,AD,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,Off,7,Off,1,,,,,,,,,,,,,"Visual Observers = Katherine Whitaker & Amanda Debich.  Begin cruise.  Leaving Port San Diego.  Heading on inshore, non-standard transect.  Observations off, working on observation platform set-up.  Transiting toward station 93/26.7.  Note that ship is transiting at ~ 11 knots, which is much faster than most other cruises."
C,CalCOFI1507OC,7/8/2015,11:00,7/8/2015 11:00,7:00:00,7/8/2015 18:00,,,32.95582,-117.30589,KW,AD,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Off,1,Off,1,,,,,,,,,,,,,On SCOOS 93/26.7 from Port San Diego.  Starting observations after this station.  
ET,CalCOFI1507OC,7/8/2015,11:00,7/8/2015 11:00,7:00:00,7/8/2015 18:00,,,32.95582,-117.30589,KW,AD,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Off,1,Off,1,,,,,,,,,,,,,On SCOOS 93/26.7 from Port San Diego.  Starting observations after this station.  
SB,CalCOFI1507OC,7/8/2015,12:08,7/8/2015 12:08,7:00:00,7/8/2015 19:08,,,32.95592,-117.30588,KW,AD,F,7,OV,80,0,0,0,250,11,3,3,1,AD,1,250,267,1.2,,,,,,,60,45,70,ND,UD,,,,On,,On,,2,,,,,,,,,,,,From 93/26.7 going to 93.4/26.4.  No array.  
SE,CalCOFI1507OC,7/8/2015,12:08,7/8/2015 12:08,7:00:00,7/8/2015 19:08,,,32.95592,-117.30588,KW,AD,F,7,OV,80,0,0,0,250,11,3,3,1,AD,1,250,267,1.2,,,,,,,60,45,70,ND,UD,,,,On,,On,,2,,,,,,,,,,,,From 93/26.7 going to 93.4/26.4.  No array.  
ST,CalCOFI1507OC,7/8/2015,12:08,7/8/2015 12:08,7:00:00,7/8/2015 19:08,,,32.95592,-117.30588,KW,AD,F,7,OV,80,0,0,0,250,11,3,3,1,AD,1,250,267,1.2,,,,,,,60,45,70,ND,UD,,,,On,,On,,2,,,,,,,,,,,,From 93/26.7 going to 93.4/26.4.  No array.  
W,CalCOFI1507OC,7/8/2015,12:08,7/8/2015 12:08,7:00:00,7/8/2015 19:08,,,32.95592,-117.30588,KW,AD,F,7,OV,80,0,0,0,250,11,3,3,1,AD,1,250,267,1.2,,,,,,,60,45,70,ND,UD,,,,On,,On,,2,,,,,,,,,,,,From 93/26.7 going to 93.4/26.4.  No array.  
ET,CalCOFI1507OC,7/8/2015,12:51,7/8/2015 12:51,7:00:00,7/8/2015 19:51,,,32.93902,-117.30991,KW,AD,F,7,PC,30,210,310,SL,230,14,4,3,,,,220,,,,,,,,,,,,,,,,,Off,1,Off,1,,,,,,,,,,,,,On SCOOS 93.4/26.4.
ST,CalCOFI1507OC,7/8/2015,14:01,7/8/2015 14:01,7:00:00,7/8/2015 21:01,,,32.95447,-117.29092,KW,AD,F,7,PC,30,210,300,SL,230,14,4,3,,,,220,,,,,,,,,,,,,,,,,On,,Off,1,,,,,,,,,,,,,"Leaving SCOOS 93.4/26.4, going to SCOOS 91.7/26.4.  Non-standard coastal transect.  No array."
W,CalCOFI1507OC,7/8/2015,14:01,7/8/2015 14:01,7:00:00,7/8/2015 21:01,,,32.95447,-117.29092,KW,AD,F,7,PC,30,210,300,SL,230,14,4,3,,,,220,,,,,,,,,,,,,,,,,On,,Off,1,,,,,,,,,,,,,"Leaving SCOOS 93.4/26.4, going to SCOOS 91.7/26.4.  Non-standard coastal transect.  No array."
SB,CalCOFI1507OC,7/8/2015,14:07,7/8/2015 14:07,7:00:00,7/8/2015 21:07,,,32.96942,-117.29983,KW,AD,F,7,PC,30,210,300,SL,320,14,4,3,2,KW,2,270,270,0.7,,,,,,,1,1,1,0,Mn,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CalCOFI1507OC,7/8/2015,14:07,7/8/2015 14:07,7:00:00,7/8/2015 21:07,,,32.96942,-117.29983,KW,AD,F,7,PC,30,210,300,SL,320,14,4,3,2,KW,2,270,270,0.7,,,,,,,1,1,1,0,Mn,,,,On,,Off,1,1,,,,,,,,,,,,
W,CalCOFI1507OC,7/8/2015,14:07,7/8/2015 14:07,7:00:00,7/8/2015 21:07,,,32.96942,-117.29983,KW,AD,F,7,PC,30,210,300,SL,320,14,4,3,2,KW,2,270,270,0.7,,,,,,,1,1,1,0,Mn,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CalCOFI1507OC,7/8/2015,14:33,7/8/2015 14:33,7:00:00,7/8/2015 21:33,,,33.04385,-117.33847,KW,AD,F,7,PC,60,210,300,M,230,14,4,3,3,KW,3,330,280,0.3,,,,,,,30,20,45,ND,UD,,,,On,,Off,1,8,,,,,,,,,,,,
SE,CalCOFI1507OC,7/8/2015,14:33,7/8/2015 14:33,7:00:00,7/8/2015 21:33,,,33.04385,-117.33847,KW,AD,F,7,PC,60,210,300,M,230,14,4,3,3,KW,3,330,280,0.3,,,,,,,30,20,45,ND,UD,,,,On,,Off,1,8,,,,,,,,,,,,
W,CalCOFI1507OC,7/8/2015,14:33,7/8/2015 14:33,7:00:00,7/8/2015 21:33,,,33.04385,-117.33847,KW,AD,F,7,PC,60,210,300,M,230,14,4,3,3,KW,3,330,280,0.3,,,,,,,30,20,45,ND,UD,,,,On,,Off,1,8,,,,,,,,,,,,
