Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI1011NH,10/28/2010,,10/28/2010 10:45,8:00:00,10/28/2010 18:45,,,32.95833,-117.30867,KW,KW,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Bridge wings closed due to wet paint. Transiting to SCCOOS STATION. Off effort. On transect.
SB,CalCOFI1011NH,10/28/2010,,10/28/2010 10:45,8:00:00,10/28/2010 18:45,,,32.95833,-117.30867,KW,KW,,,,,,,,,,,,1,KW,1,326,276,5,,,2.0,12.0,0.0,360.0,350,300,450,17,DSP,,,,OFF,5,ON,,2,8,,Y,KW,DIG,1,17,,,,,ANIMALS SURROUNDING SHIP. PHOTOS MAY REVEAL SPP ID.
SE,CalCOFI1011NH,10/28/2010,,10/28/2010 10:45,8:00:00,10/28/2010 18:45,,,32.95833,-117.30867,KW,KW,,,,,,,,,,,,1,KW,1,326,276,5,,,2.0,12.0,0.0,360.0,350,300,450,17,DSP,,,,OFF,5,ON,,2,8,,Y,KW,DIG,1,17,,,,,ANIMALS SURROUNDING SHIP. PHOTOS MAY REVEAL SPP ID.
W,CalCOFI1011NH,10/28/2010,,10/28/2010 12:27,8:00:00,10/28/2010 20:27,,,32.95500,-117.28317,KW,KW,G,7,CL,0,,,,,4,2,3,,,,,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,
ST,CalCOFI1011NH,10/28/2010,,10/28/2010 12:31,8:00:00,10/28/2010 20:31,,,32.95500,-117.26983,KW,DC,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"Leaving SCCOOS station, line 91. Observing from wheel house because of wet paint on bridge wings."
SB,CalCOFI1011NH,10/28/2010,,10/28/2010 13:19,8:00:00,10/28/2010 21:19,,,33.02233,-117.37267,KW,DC,,,,,,,,,,,,2,KW,1,310,230,0.3,,,,,,,30,25,60,ND,UD,,,,ON,,ON,,8,2,,,,,,,,,,,SMALL DOLPHIN
SE,CalCOFI1011NH,10/28/2010,,10/28/2010 13:19,8:00:00,10/28/2010 21:19,,,33.02233,-117.37267,KW,DC,,,,,,,,,,,,2,KW,1,310,230,0.3,,,,,,,30,25,60,ND,UD,,,,ON,,ON,,8,2,,,,,,,,,,,SMALL DOLPHIN
SB,CalCOFI1011NH,10/28/2010,,10/28/2010 13:27,8:00:00,10/28/2010 21:27,,,33.07333,-117.38133,KW,DC,,,,,,,,,,,,3,KW,1,337,270,0.2,,,,,,,80,68,100,ND,UD,,,,ON,,ON,,2,8,,,,,,,,,,,PROBABLY DSP.
SE,CalCOFI1011NH,10/28/2010,,10/28/2010 13:27,8:00:00,10/28/2010 21:27,,,33.07333,-117.38133,KW,DC,,,,,,,,,,,,3,KW,1,337,270,0.2,,,,,,,80,68,100,ND,UD,,,,ON,,ON,,2,8,,,,,,,,,,,PROBABLY DSP.
SB,CalCOFI1011NH,10/28/2010,,10/28/2010 13:53,8:00:00,10/28/2010 21:53,,,33.14167,-117.48250,KW,DC,,,,,,,,,,,,4,KW,1,333,265,0.3,,,,,,,25,18,40,ND,UD,,,,ON,,ON,,8,2,,,,,,,,,,,PROBABLY DSP.
