Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI0903JD,3/7/2009,,3/7/2009 15:44,8:00:00,3/7/2009 23:44,,,32.68066667,-117.2876667,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,,,,346,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,DEPARTED SAN DIEGO AND HEADING NORTH TO SCCOOS STATION
ST,CalCOFI0903JD,3/7/2009,,3/7/2009 15:44,8:00:00,3/7/2009 23:44,,,32.68066667,-117.2876667,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,,,,346,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,DEPARTED SAN DIEGO AND HEADING NORTH TO SCCOOS STATION
P,CalCOFI0903JD,3/7/2009,,3/7/2009 16:19,8:00:00,3/8/2009 0:19,,,32.77,-117.3078333,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,,,,346,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,
SB,CalCOFI0903JD,3/7/2009,,3/7/2009 16:22,8:00:00,3/8/2009 0:22,,,32.77866667,-117.311,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,1,AMH,2,,273,0.6,,,,,,,1,,,0,ULW,,,,ON,,OFF,,0,,,,,,,,,,,,"LOW BUSHY BLOW, NO BODY SEEN. "
SE,CalCOFI0903JD,3/7/2009,,3/7/2009 16:22,8:00:00,3/8/2009 0:22,,,32.77866667,-117.311,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,1,AMH,2,,273,0.6,,,,,,,1,,,0,ULW,,,,ON,,OFF,,0,,,,,,,,,,,,"LOW BUSHY BLOW, NO BODY SEEN. "
SB,CalCOFI0903JD,3/7/2009,,3/7/2009 16:28,8:00:00,3/8/2009 0:28,,,32.79316667,-117.3145,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,2,DLC,2,,62,,500,,,,,,1,,,0,ULW,,,,ON,,OFF,,9,,,,,,,,,,,,PROBABLE ER.
SE,CalCOFI0903JD,3/7/2009,,3/7/2009 16:30,8:00:00,3/8/2009 0:30,,,32.79933333,-117.3151667,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,2,DLC,2,,100,,500,,,,,,1,,,0,ULW,,,,ON,,OFF,,9,,,,,,,,,,,,
P,CalCOFI0903JD,3/7/2009,,3/7/2009 16:44,8:00:00,3/8/2009 0:44,,,32.83416667,-117.3151667,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,,,,346,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,
SB,CalCOFI0903JD,3/7/2009,,3/7/2009 16:54,8:00:00,3/8/2009 0:54,,,32.8585,-117.3136667,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,3,AMH,4,,332,,175,,,,,,2,,,0,UD,,,,ON,,OFF,,1,,,,,,,,,,,,LO? PART OF A LARGER HIDDEN GROUP?
SE,CalCOFI0903JD,3/7/2009,,3/7/2009 16:54,8:00:00,3/8/2009 0:54,,,32.8585,-117.3136667,AMH,DLC,G,7,CL,10,216,243,SE,,,2,2,3,AMH,4,,332,,175,,,,,,2,,,0,UD,,,,ON,,OFF,,1,,,,,,,,,,,,LO? PART OF A LARGER HIDDEN GROUP?
