Event Code,Cruise,Date (DST),Time (DST),Date/Time (DST),GMT Diff,Date/Time (GMT),Lat,Long,DecLat,DecLong,PortObs,StbdObs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir T,Wind spd T,Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru, Reticle,Distance (m),Sighting Method,Reticle (far)           ,Reticle (near),Envelope bearing Left,Envelope Bearing Right,Best,Min,Max,Calf,Species 1,Species 2,sp1 percent,sp2 percent,Effort (on/off),Off Effort Code,Transect (on/off),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera 1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera 2,First Frame 2,Last Frame 2,Comments
W,CC1601RL,1/9/2016,14:29,1/9/2016 14:29,8:00:00,1/9/2016 22:29,31 05.05,121 06.62,31.08416667,-121.1103333,KW,JT,G,7,OV,90,180,220,SL,220,14,3,4,,,,243,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
W,CC1601RL,1/9/2016,15:46,1/9/2016 15:46,8:00:00,1/9/2016 23:46,30 59.99,121 18.86,30.99983333,-121.3143333,KW,JT,G,7,OV,90,200,250,M,220,14,3,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
ET,CC1601RL,1/9/2016,17:03,1/9/2016 17:03,8:00:00,1/10/2016 1:03,30 52.90,121 31.11,30.88166667,-121.5185,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,7,On,,,,,,,,,,,,,,Array retrieved. Sunset. Still in transit to stn 93/90. End of day.
E,CC1601RL,1/9/2016,17:03,1/9/2016 17:03,8:00:00,1/10/2016 1:03,30 52.90,121 31.11,30.88166667,-121.5185,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,7,On,,,,,,,,,,,,,,Array retrieved. Sunset. Still in transit to stn 93/90. End of day.
B,CC1601RL,1/10/2016,7:34,1/10/2016 7:34,8:00:00,1/10/2016 15:34,30 09.66,122 56.80,30.161,-122.9466667,KW,JT,G,7,PC,74,0,0,0,280,8,3,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leaving stn 93/110, going to 93/120. Array deployed."
ST,CC1601RL,1/10/2016,7:34,1/10/2016 7:34,8:00:00,1/10/2016 15:34,30 09.66,122 56.80,30.161,-122.9466667,KW,JT,G,7,PC,74,0,0,0,280,8,3,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leaving stn 93/110, going to 93/120. Array deployed."
W,CC1601RL,1/10/2016,7:34,1/10/2016 7:34,8:00:00,1/10/2016 15:34,30 09.66,122 56.80,30.161,-122.9466667,KW,JT,G,7,PC,74,0,0,0,280,8,3,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leaving stn 93/110, going to 93/120. Array deployed."
W,CC1601RL,1/10/2016,8:47,1/10/2016 8:47,8:00:00,1/10/2016 16:47,30 03.96,123 08.85,30.066,-123.1475,KW,JT,G,7,PC,70,0,0,0,280,7,2,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
SB,CC1601RL,1/10/2016,9:31,1/10/2016 9:31,8:00:00,1/10/2016 17:31,30 00.35,123 16.05,30.00583333,-123.2675,KW,JT,G,7,OV,85,0,0,0,280,8,3,4,18,JT,3,238,265,,250,,,,,,1,1,1,0,BP,,,,On,,On,,2,,,yes,JT,60D,24,31,KW,50D,23,34,
SE,CC1601RL,1/10/2016,9:31,1/10/2016 9:31,8:00:00,1/10/2016 17:31,30 00.35,123 16.05,30.00583333,-123.2675,KW,JT,G,7,OV,85,0,0,0,280,8,3,4,18,JT,3,238,265,,250,,,,,,1,1,1,0,BP,,,,On,,On,,2,,,yes,JT,60D,24,31,KW,50D,23,34,
W,CC1601RL,1/10/2016,9:31,1/10/2016 9:31,8:00:00,1/10/2016 17:31,30 00.35,123 16.05,30.00583333,-123.2675,KW,JT,G,7,OV,85,0,0,0,280,8,3,4,18,JT,3,238,265,,250,,,,,,1,1,1,0,BP,,,,On,,On,,2,,,yes,JT,60D,24,31,KW,50D,23,34,
SB,CC1601RL,1/10/2016,9:54,1/10/2016 9:54,8:00:00,1/10/2016 17:54,29 58.45,123 17.87,29.97416667,-123.2978333,KW,JT,G,7,OV,95,0,0,0,280,10,3,4,19,KW,1,240,185,6,,,,,,,27,25,38,1,DD,,,,On,,On,,2,8,5,yes,JT,60D,33,42,KW,50D,35,49,
SE,CC1601RL,1/10/2016,9:54,1/10/2016 9:54,8:00:00,1/10/2016 17:54,29 58.45,123 17.87,29.97416667,-123.2978333,KW,JT,G,7,OV,95,0,0,0,280,10,3,4,19,KW,1,240,185,6,,,,,,,27,25,38,1,DD,,,,On,,On,,2,8,5,yes,JT,60D,33,42,KW,50D,35,49,
W,CC1601RL,1/10/2016,9:54,1/10/2016 9:54,8:00:00,1/10/2016 17:54,29 58.45,123 17.87,29.97416667,-123.2978333,KW,JT,G,7,OV,95,0,0,0,280,10,3,4,19,KW,1,240,185,6,,,,,,,27,25,38,1,DD,,,,On,,On,,2,8,5,yes,JT,60D,33,42,KW,50D,35,49,
OO,CC1601RL,1/10/2016,11:06,1/10/2016 11:06,8:00:00,1/10/2016 19:06,29 52.45,123 31.62,29.87416667,-123.527,KW,,F,6,OV,95,0,0,0,280,12,3,4,,,,238,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/10/2016,11:06,1/10/2016 11:06,8:00:00,1/10/2016 19:06,29 52.45,123 31.62,29.87416667,-123.527,KW,,F,6,OV,95,0,0,0,280,12,3,4,,,,238,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/10/2016,11:22,1/10/2016 11:22,8:00:00,1/10/2016 19:22,29 51.22,123 34.28,29.85366667,-123.5713333,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 93/120. Two buoys deployed.
ST,CC1601RL,1/10/2016,13:36,1/10/2016 13:36,8:00:00,1/10/2016 21:36,29 51.60,123 36.13,29.86,-123.6021667,KW,JT,G,7,OV,90,0,0,0,270,6,3,4,,,,320,,,,,,,,,,,,,,,,,On,,Off,2,,,,,,,,,,,,,"Leaving stn 93/120, going north to 90/120. Non-standard offshore transect."
W,CC1601RL,1/10/2016,13:36,1/10/2016 13:36,8:00:00,1/10/2016 21:36,29 51.60,123 36.13,29.86,-123.6021667,KW,JT,G,7,OV,90,0,0,0,270,6,3,4,,,,320,,,,,,,,,,,,,,,,,On,,Off,2,,,,,,,,,,,,,"Leaving stn 93/120, going north to 90/120. Non-standard offshore transect."
W,CC1601RL,1/10/2016,14:55,1/10/2016 14:55,8:00:00,1/10/2016 22:55,30 02.64,123 43.73,30.044,-123.7288333,KW,JT,G,7,PC,30,210,265,SE,270,10,3,4,,,,320,,,,,,,,,,,,,,,,,On,,Off,2,,,,,,,,,,,,,
SB,CC1601RL,1/10/2016,15:04,1/10/2016 15:04,8:00:00,1/10/2016 23:04,30 04.17,123 44.66,30.0695,-123.7443333,KW,JT,G,7,PC,30,210,265,SE,270,10,3,4,20,KW,1,320,5,4,,,,,,,11,10,14,0,DD,,,,On,,Off,2,5,8,,,,,,,,,,,
SE,CC1601RL,1/10/2016,15:04,1/10/2016 15:04,8:00:00,1/10/2016 23:04,30 04.17,123 44.66,30.0695,-123.7443333,KW,JT,G,7,PC,30,210,265,SE,270,10,3,4,20,KW,1,320,5,4,,,,,,,11,10,14,0,DD,,,,On,,Off,2,5,8,,,,,,,,,,,
W,CC1601RL,1/10/2016,15:04,1/10/2016 15:04,8:00:00,1/10/2016 23:04,30 04.17,123 44.66,30.0695,-123.7443333,KW,JT,G,7,PC,30,210,265,SE,270,10,3,4,20,KW,1,320,5,4,,,,,,,11,10,14,0,DD,,,,On,,Off,2,5,8,,,,,,,,,,,
SB,CC1601RL,1/10/2016,15:40,1/10/2016 15:40,8:00:00,1/10/2016 23:40,30 09.03,123 48.51,30.1505,-123.8085,KW,JT,G,7,PC,30,208,245,SE,270,10,3,4,21,JT,3,320,10,4,,,,,,,14,13,17,ND,DD,,,,On,,Off,2,8,2,,yes,JT,60D,44,47,,,,,
SE,CC1601RL,1/10/2016,15:40,1/10/2016 15:40,8:00:00,1/10/2016 23:40,30 09.03,123 48.51,30.1505,-123.8085,KW,JT,G,7,PC,30,208,245,SE,270,10,3,4,21,JT,3,320,10,4,,,,,,,14,13,17,ND,DD,,,,On,,Off,2,8,2,,yes,JT,60D,44,47,,,,,
W,CC1601RL,1/10/2016,15:40,1/10/2016 15:40,8:00:00,1/10/2016 23:40,30 09.03,123 48.51,30.1505,-123.8085,KW,JT,G,7,PC,30,208,245,SE,270,10,3,4,21,JT,3,320,10,4,,,,,,,14,13,17,ND,DD,,,,On,,Off,2,8,2,,yes,JT,60D,44,47,,,,,
OO,CC1601RL,1/10/2016,16:45,1/10/2016 16:45,8:00:00,1/11/2016 0:45,30 18.48,123 55.14,30.308,-123.919,KW,,G,6,PC,65,0,0,0,270,5,2,3,,,,320,,,,,,,,,,,,,,,,,Off,6,Off,2,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/10/2016,16:45,1/10/2016 16:45,8:00:00,1/11/2016 0:45,30 18.48,123 55.14,30.308,-123.919,KW,,G,6,PC,65,0,0,0,270,5,2,3,,,,320,,,,,,,,,,,,,,,,,Off,6,Off,2,,,,,,,,,,,,,One observer on. Array retrieval.
OB,CC1601RL,1/10/2016,17:05,1/10/2016 17:05,8:00:00,1/11/2016 1:05,30 21.32,123 57.21,30.35533333,-123.9535,KW,JT,G,6,OV,80,0,0,0,270,5,2,3,,,,320,,,,,,,,,,,,,,,,,On,,Off,2,,,,,,,,,,,,,Two observers back on.
W,CC1601RL,1/10/2016,17:05,1/10/2016 17:05,8:00:00,1/11/2016 1:05,30 21.32,123 57.21,30.35533333,-123.9535,KW,JT,G,6,OV,80,0,0,0,270,5,2,3,,,,320,,,,,,,,,,,,,,,,,On,,Off,2,,,,,,,,,,,,,Two observers back on.
ET,CC1601RL,1/10/2016,17:25,1/10/2016 17:25,8:00:00,1/11/2016 1:25,30 23.93,123 59.10,30.39883333,-123.985,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,7,Off,2,,,,,,,,,,,,,End in transit to 90/120. Sunset. Two buoys deployed. 
E,CC1601RL,1/10/2016,17:25,1/10/2016 17:25,8:00:00,1/11/2016 1:25,30 23.93,123 59.10,30.39883333,-123.985,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,7,Off,2,,,,,,,,,,,,,End in transit to 90/120. Sunset. Two buoys deployed. 
B,CC1601RL,1/11/2016,8:55,1/11/2016 8:55,8:00:00,1/11/2016 16:55,31 04.57,122 39.78,31.07616667,-122.663,KW,JT,G,5,PC,70,110,150,SE,250,3,2,4,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Array deployed. Leaving stn 90/100, going to 90/90."
ST,CC1601RL,1/11/2016,8:55,1/11/2016 8:55,8:00:00,1/11/2016 16:55,31 04.57,122 39.78,31.07616667,-122.663,KW,JT,G,5,PC,70,110,150,SE,250,3,2,4,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Array deployed. Leaving stn 90/100, going to 90/90."
W,CC1601RL,1/11/2016,8:55,1/11/2016 8:55,8:00:00,1/11/2016 16:55,31 04.57,122 39.78,31.07616667,-122.663,KW,JT,G,5,PC,70,110,150,SE,250,3,2,4,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Array deployed. Leaving stn 90/100, going to 90/90."
SB,CC1601RL,1/11/2016,9:35,1/11/2016 9:35,8:00:00,1/11/2016 17:35,31 07.86,122 38.37,31.131,-122.6395,KW,JT,G,5,PC,70,110,150,SE,250,3,2,4,22,JT,3,48,135,5,,,4,14,10,140,47,45,50,1,DD,,,,On,,On,,5,8,,yes,JT,60D,49,122,KW,50D,53,141,
SE,CC1601RL,1/11/2016,9:35,1/11/2016 9:35,8:00:00,1/11/2016 17:35,31 07.86,122 38.37,31.131,-122.6395,KW,JT,G,5,PC,70,110,150,SE,250,3,2,4,22,JT,3,48,135,5,,,4,14,10,140,47,45,50,1,DD,,,,On,,On,,5,8,,yes,JT,60D,49,122,KW,50D,53,141,
W,CC1601RL,1/11/2016,9:35,1/11/2016 9:35,8:00:00,1/11/2016 17:35,31 07.86,122 38.37,31.131,-122.6395,KW,JT,G,5,PC,70,110,150,SE,250,3,2,4,22,JT,3,48,135,5,,,4,14,10,140,47,45,50,1,DD,,,,On,,On,,5,8,,yes,JT,60D,49,122,KW,50D,53,141,
SB,CC1601RL,1/11/2016,10:23,1/11/2016 10:23,8:00:00,1/11/2016 18:23,31 12.07,122 25.37,31.20116667,-122.4228333,KW,JT,G,5,PC,30,110,150,M,250,3,2,4,23,KW,3,58,40,1.6,,,,,,,10,7,11,0,DD,,,,On,,On,,5,8,,yes,JT,60D,124,133,KW,50D,143,152,
SE,CC1601RL,1/11/2016,10:23,1/11/2016 10:23,8:00:00,1/11/2016 18:23,31 12.07,122 25.37,31.20116667,-122.4228333,KW,JT,G,5,PC,30,110,150,M,250,3,2,4,23,KW,3,58,40,1.6,,,,,,,10,7,11,0,DD,,,,On,,On,,5,8,,yes,JT,60D,124,133,KW,50D,143,152,
W,CC1601RL,1/11/2016,10:23,1/11/2016 10:23,8:00:00,1/11/2016 18:23,31 12.07,122 25.37,31.20116667,-122.4228333,KW,JT,G,5,PC,30,110,150,M,250,3,2,4,23,KW,3,58,40,1.6,,,,,,,10,7,11,0,DD,,,,On,,On,,5,8,,yes,JT,60D,124,133,KW,50D,143,152,
SB,CC1601RL,1/11/2016,10:45,1/11/2016 10:45,8:00:00,1/11/2016 18:45,31 13.98,122 21.88,31.233,-122.3646667,KW,JT,G,5,PC,30,115,160,M,280,3,2,4,24,KW,1,58,25,1,,,,,,,57,50,65,ND,DSP,,,,On,,On,,1,8,,,,,,,,,,,
SE,CC1601RL,1/11/2016,10:45,1/11/2016 10:45,8:00:00,1/11/2016 18:45,31 13.98,122 21.88,31.233,-122.3646667,KW,JT,G,5,PC,30,115,160,M,280,3,2,4,24,KW,1,58,25,1,,,,,,,57,50,65,ND,DSP,,,,On,,On,,1,8,,,,,,,,,,,
W,CC1601RL,1/11/2016,10:45,1/11/2016 10:45,8:00:00,1/11/2016 18:45,31 13.98,122 21.88,31.233,-122.3646667,KW,JT,G,5,PC,30,115,160,M,280,3,2,4,24,KW,1,58,25,1,,,,,,,57,50,65,ND,DSP,,,,On,,On,,1,8,,,,,,,,,,,
OO,CC1601RL,1/11/2016,12:36,1/11/2016 12:36,8:00:00,1/11/2016 20:36,31 22.92,122 03.75,31.382,-122.0625,KW,,G,6,PC,30,115,170,M,250,2,1,4,,,,53,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/11/2016,12:36,1/11/2016 12:36,8:00:00,1/11/2016 20:36,31 22.92,122 03.75,31.382,-122.0625,KW,,G,6,PC,30,115,170,M,250,2,1,4,,,,53,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
Pinn,CC1601RL,1/11/2016,12:58,1/11/2016 12:58,8:00:00,1/11/2016 20:58,31 24.76,121 59.93,31.41266667,-121.9988333,KW,,G,6,PC,30,115,170,M,250,2,1,4,Pinn1,KW,1,53,33,3,,,,,,,1,1,1,0,UFS,,,,Off,6,On,,1,,,,,,,,,,,,
W,CC1601RL,1/11/2016,12:58,1/11/2016 12:58,8:00:00,1/11/2016 20:58,31 24.76,121 59.93,31.41266667,-121.9988333,KW,,G,6,PC,30,115,170,M,250,2,1,4,Pinn1,KW,1,53,33,3,,,,,,,1,1,1,0,UFS,,,,Off,6,On,,1,,,,,,,,,,,,
ET,CC1601RL,1/11/2016,13:01,1/11/2016 13:01,8:00:00,1/11/2016 21:01,31 24.98,121 59.55,31.41633333,-121.9925,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 90/90. Two buoys deployed.
ST,CC1601RL,1/11/2016,15:39,1/11/2016 15:39,8:00:00,1/11/2016 23:39,31 26.23,122 02.20,31.43716667,-122.0366667,KW,JT,G,7,PC,70,0,0,0,340,5,2,4,,,,64,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 90/90, going to 90/80. Array deployed."
W,CC1601RL,1/11/2016,15:39,1/11/2016 15:39,8:00:00,1/11/2016 23:39,31 26.23,122 02.20,31.43716667,-122.0366667,KW,JT,G,7,PC,70,0,0,0,340,5,2,4,,,,64,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 90/90, going to 90/80. Array deployed."
SB,CC1601RL,1/11/2016,16:06,1/11/2016 16:06,8:00:00,1/12/2016 0:06,31 27.87,121 57.27,31.4645,-121.9545,KW,JT,G,7,PC,70,0,0,0,340,5,2,4,25,JT,3,64,115,3,,,,,,,40,35,48,0,DD,,,,On,,On,,1,2,"8,5",yes,JT,60D,136,163,,,,,
SE,CC1601RL,1/11/2016,16:06,1/11/2016 16:06,8:00:00,1/12/2016 0:06,31 27.87,121 57.27,31.4645,-121.9545,KW,JT,G,7,PC,70,0,0,0,340,5,2,4,25,JT,3,64,115,3,,,,,,,40,35,48,0,DD,,,,On,,On,,1,2,"8,5",yes,JT,60D,136,163,,,,,
W,CC1601RL,1/11/2016,16:06,1/11/2016 16:06,8:00:00,1/12/2016 0:06,31 27.87,121 57.27,31.4645,-121.9545,KW,JT,G,7,PC,70,0,0,0,340,5,2,4,25,JT,3,64,115,3,,,,,,,40,35,48,0,DD,,,,On,,On,,1,2,"8,5",yes,JT,60D,136,163,,,,,
SB,CC1601RL,1/11/2016,16:36,1/11/2016 16:36,8:00:00,1/12/2016 0:36,31 29.50,121 51.82,31.49166667,-121.8636667,KW,JT,G,7,PC,70,0,0,0,340,5,2,4,26,JT,3,65,130,4,,,,,,,12,10,16,ND,DD,,,,On,,On,,,,,,,,,,,,,,
SE,CC1601RL,1/11/2016,16:36,1/11/2016 16:36,8:00:00,1/12/2016 0:36,31 29.50,121 51.82,31.49166667,-121.8636667,KW,JT,G,7,PC,70,0,0,0,340,5,2,4,26,JT,3,65,130,4,,,,,,,12,10,16,ND,DD,,,,On,,On,,,,,,,,,,,,,,
W,CC1601RL,1/11/2016,16:36,1/11/2016 16:36,8:00:00,1/12/2016 0:36,31 29.50,121 51.82,31.49166667,-121.8636667,KW,JT,G,7,PC,70,0,0,0,340,5,2,4,26,JT,3,65,130,4,,,,,,,12,10,16,ND,DD,,,,On,,On,,,,,,,,,,,,,,
SB,CC1601RL,1/11/2016,16:51,1/11/2016 16:51,8:00:00,1/12/2016 0:51,31 30.38,121 49.22,31.50633333,-121.8203333,KW,JT,G,7,OV,90,0,0,0,340,5,2,4,27,KW,3,62,50,,300,,,,,,7,6,10,0,DD,,,,On,,On,,1,2,,yes,JT,60D,167,167,,,,,
SE,CC1601RL,1/11/2016,16:51,1/11/2016 16:51,8:00:00,1/12/2016 0:51,31 30.38,121 49.22,31.50633333,-121.8203333,KW,JT,G,7,OV,90,0,0,0,340,5,2,4,27,KW,3,62,50,,300,,,,,,7,6,10,0,DD,,,,On,,On,,1,2,,yes,JT,60D,167,167,,,,,
W,CC1601RL,1/11/2016,16:51,1/11/2016 16:51,8:00:00,1/12/2016 0:51,31 30.38,121 49.22,31.50633333,-121.8203333,KW,JT,G,7,OV,90,0,0,0,340,5,2,4,27,KW,3,62,50,,300,,,,,,7,6,10,0,DD,,,,On,,On,,1,2,,yes,JT,60D,167,167,,,,,
ET,CC1601RL,1/11/2016,17:16,1/11/2016 17:16,8:00:00,1/12/2016 1:16,31 32.23,121 44.78,31.53716667,-121.7463333,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,7,On,,,,,,,,,,,,,,"End day at sunset in transit to 90/80. No buoys deployed, array retrieved."
E,CC1601RL,1/11/2016,17:16,1/11/2016 17:16,8:00:00,1/12/2016 1:16,31 32.23,121 44.78,31.53716667,-121.7463333,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,7,On,,,,,,,,,,,,,,"End day at sunset in transit to 90/80. No buoys deployed, array retrieved."
B,CC1601RL,1/12/2016,7:02,1/12/2016 7:02,8:00:00,1/12/2016 15:02,32 15.99,120 16.99,32.2665,-120.2831667,KW,JT,G,7,CL,10,100,180,M,280,5,2,4,,,,50,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Begin day in transit to 90/60. Array deployed.
W,CC1601RL,1/12/2016,7:02,1/12/2016 7:02,8:00:00,1/12/2016 15:02,32 15.99,120 16.99,32.2665,-120.2831667,KW,JT,G,7,CL,10,100,180,M,280,5,2,4,,,,50,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Begin day in transit to 90/60. Array deployed.
SB,CC1601RL,1/12/2016,7:32,1/12/2016 7:32,8:00:00,1/12/2016 15:32,32 18.57,120 10.93,32.3095,-120.1821667,KW,JT,G,7,CL,10,100,130,SE,280,5,3,4,28,KW,1,55,335,0.2,,,,,,,2,2,2,ND,MN,,,,On,,On,,8,,,,,,,,,,,,
SE,CC1601RL,1/12/2016,7:32,1/12/2016 7:32,8:00:00,1/12/2016 15:32,32 18.57,120 10.93,32.3095,-120.1821667,KW,JT,G,7,CL,10,100,130,SE,280,5,3,4,28,KW,1,55,335,0.2,,,,,,,2,2,2,ND,MN,,,,On,,On,,8,,,,,,,,,,,,
W,CC1601RL,1/12/2016,7:32,1/12/2016 7:32,8:00:00,1/12/2016 15:32,32 18.57,120 10.93,32.3095,-120.1821667,KW,JT,G,7,CL,10,100,130,SE,280,5,3,4,28,KW,1,55,335,0.2,,,,,,,2,2,2,ND,MN,,,,On,,On,,8,,,,,,,,,,,,
SB,CC1601RL,1/12/2016,7:43,1/12/2016 7:43,8:00:00,1/12/2016 15:43,32 19.51,120 09.00,32.32516667,-120.15,KW,JT,F,7,CL,10,100,130,SE,280,5,3,4,29,KW,1,55,325,0.1,,,,,,,20,15,50,ND,UD,,,,On,,On,,2,8,,,,,,,,,,,
SE,CC1601RL,1/12/2016,7:43,1/12/2016 7:43,8:00:00,1/12/2016 15:43,32 19.51,120 09.00,32.32516667,-120.15,KW,JT,F,7,CL,10,100,130,SE,280,5,3,4,29,KW,1,55,325,0.1,,,,,,,20,15,50,ND,UD,,,,On,,On,,2,8,,,,,,,,,,,
W,CC1601RL,1/12/2016,7:43,1/12/2016 7:43,8:00:00,1/12/2016 15:43,32 19.51,120 09.00,32.32516667,-120.15,KW,JT,F,7,CL,10,100,130,SE,280,5,3,4,29,KW,1,55,325,0.1,,,,,,,20,15,50,ND,UD,,,,On,,On,,2,8,,,,,,,,,,,
OO,CC1601RL,1/12/2016,8:36,1/12/2016 8:36,8:00:00,1/12/2016 16:36,32 23.52,120 00.71,32.392,-120.0118333,KW,,F,7,CL,0,110,140,SE,280,8,3,4,,,,55,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/12/2016,8:36,1/12/2016 8:36,8:00:00,1/12/2016 16:36,32 23.52,120 00.71,32.392,-120.0118333,KW,,F,7,CL,0,110,140,SE,280,8,3,4,,,,55,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/12/2016,8:52,1/12/2016 8:52,8:00:00,1/12/2016 16:52,32 24.49,119 58.82,32.40816667,-119.9803333,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 90/60. Two buoys deployed.
ST,CC1601RL,1/12/2016,11:53,1/12/2016 11:53,8:00:00,1/12/2016 19:53,32 29.69,119 56.49,32.49483333,-119.9415,KW,JT,G,7,CL,0,0,0,0,280,5,3,4,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 90/60, going to 90/53. Array deployed."
W,CC1601RL,1/12/2016,11:53,1/12/2016 11:53,8:00:00,1/12/2016 19:53,32 29.69,119 56.49,32.49483333,-119.9415,KW,JT,G,7,CL,0,0,0,0,280,5,3,4,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 90/60, going to 90/53. Array deployed."
OO,CC1601RL,1/12/2016,14:02,1/12/2016 14:02,8:00:00,1/12/2016 22:02,32 36.68,119 33.84,32.61133333,-119.564,KW,,G,7,CL,5,0,0,0,290,7,3,4,,,,62,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/12/2016,14:02,1/12/2016 14:02,8:00:00,1/12/2016 22:02,32 36.68,119 33.84,32.61133333,-119.564,KW,,G,7,CL,5,0,0,0,290,7,3,4,,,,62,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/12/2016,14:28,1/12/2016 14:28,8:00:00,1/12/2016 22:28,32 38.81,119 29.38,32.64683333,-119.4896667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 90/53. Two buoys deployed.
E,CC1601RL,1/12/2016,14:28,1/12/2016 14:28,8:00:00,1/12/2016 22:28,32 38.81,119 29.38,32.64683333,-119.4896667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,End day on stn 90/53.
B,CC1601RL,1/13/2016,6:57,1/13/2016 6:57,8:00:00,1/13/2016 14:57,33 16.12,118 13.48,33.26866667,-118.2246667,KW,JT,F,7,PC,40,105,125,SE,310,5,2,3,30,KW,3,60,325,,15,,,,,,40,35,50,ND,DC,,,,On,,On,,8,5,,yes,JT,60D,169,205,,,,,Begin day in transit to 90/30. Array deployed.
ST,CC1601RL,1/13/2016,6:57,1/13/2016 6:57,8:00:00,1/13/2016 14:57,33 16.12,118 13.48,33.26866667,-118.2246667,KW,JT,F,7,PC,40,105,125,SE,310,5,2,3,30,KW,3,60,325,,15,,,,,,40,35,50,ND,DC,,,,On,,On,,8,5,,yes,JT,60D,169,205,,,,,Begin day in transit to 90/30. Array deployed.
W,CC1601RL,1/13/2016,6:57,1/13/2016 6:57,8:00:00,1/13/2016 14:57,33 16.12,118 13.48,33.26866667,-118.2246667,KW,JT,F,7,PC,40,105,125,SE,310,5,2,3,30,KW,3,60,325,,15,,,,,,40,35,50,ND,DC,,,,On,,On,,8,5,,yes,JT,60D,169,205,,,,,Begin day in transit to 90/30. Array deployed.
SB,CC1601RL,1/13/2016,6:57,1/13/2016 6:57,8:00:00,1/13/2016 14:57,33 16.12,118 13.48,33.26866667,-118.2246667,KW,JT,F,7,PC,40,105,125,SE,310,5,2,3,30,KW,3,60,325,,15,,,,,,40,35,50,ND,DC,,,,On,,On,,8,5,,yes,JT,60D,169,205,,,,,Begin day in transit to 90/30. Array deployed.
