Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI0911NH,,,11/6/2009 10:48,8:00:00,11/6/2009 18:48,,,32.92807,-117.31129,JK,KW,G,5,PC,75,,,NG,,,2,2,,,,330,,,,,,,,,,,,,,,,,ON,,OFF,3,,,,,,,,,,,,,"Going to SCCOOS station #1.  Orange text = text added by AJD to fill in missing data.  Extrapolated from nearby times. Environmental data transcribed from paper data sheets by AJD for all sightings.
Original lat/lon from visual obs sheets match poorly to GPS tracklines, suspect confusion on lat/lon format.  BJT matching times of visual obs events to GPS trackline from underway data"
ST,CalCOFI0911NH,,,11/6/2009 10:48,8:00:00,11/6/2009 18:48,,,32.92807,-117.31129,JK,KW,G,5,PC,75,,,NG,,,2,2,,,,330,,,,,,,,,,,,,,,,,ON,,OFF,3,,,,,,,,,,,,,Going to SCCOOS station #1.  
ET,CalCOFI0911NH,,,11/6/2009 11:00,8:00:00,11/6/2009 19:00,,,32.95429,-117.30545,JK,KW,G,5,PC,75,,,NG,,,2,2,,,,330,,,,,,,,,,,,,,,,,OFF,1,OFF,,,,,,,,,,,,,,At first site
C,CalCOFI0911NH,,,11/6/2009 11:20,8:00:00,11/6/2009 19:20,,,32.95565,-117.30644,JK,KW,G,5,PC,75,,,NG,,,2,2,,,,330,,,,,,,,,,,,,,,,,OFF,1,OFF,,,,,,,,,,,,,,"Julie on Lunch, then Katherine on Lunch"
ST,CalCOFI0911NH,,,11/6/2009 12:40,8:00:00,11/6/2009 20:40,,,32.96302,-117.31413,JK,KW,G,5,PC,45,,,NG,,,2,2,,,,330,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,"Short transit to SCCOOS #2, 20m depth"
ET,CalCOFI0911NH,,,11/6/2009 12:58,8:00:00,11/6/2009 20:58,,,32.95380,-117.28859,JK,KW,G,5,PC,45,,,NG,,,2,2,,,,330,,,,,,,,,,,,,,,,,OFF,1,OFF,,,,,,,,,,,,,,On SCCOOS station #2
ST,CalCOFI0911NH,,,11/6/2009 13:36,8:00:00,11/6/2009 21:36,,,32.96012,-117.28320,JK,KW,G,5,PC,45,,,NG,,,2,2,,,,330,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/6/2009 13:55,8:00:00,11/6/2009 21:55,,,32.99191,-117.30401,JK,KW,G,5,PC,45,,,SL,,,2,2,1,KW,1,310,330,,175,,,,,,3,3,4,0,Tt,,,,ON,,OFF,,4,,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/6/2009 13:55,8:00:00,11/6/2009 21:55,,,32.99191,-117.30401,JK,KW,G,5,PC,45,,,SL,,,2,2,1,KW,1,310,,,175,,,,,,3,3,4,0,Tt,,,,ON,,OFF,,4,,,,,,,,,,,,
W,CalCOFI0911NH,,,11/6/2009 14:47,8:00:00,11/6/2009 22:47,,,33.11775,-117.38177,JK,KW,G,5,PC,45,,,SL,,,3,3,,,,170,,,,,,,,,,,,,,,,,ON,,OFF,,,,,,,,,,,,,,Port side is now a beaufort 3
