Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI1511OC,10/25/2015,8:13,10/25/2015 8:13,8:00:00,10/25/2015 16:13,,,44.62683,-124.04683,,,UX,1,LR,100,0,0,0,195,22,5,6,,,,252,,,,,,,,,,,,,,,,,Off,7,Off,7,,,,,,,,,,,,,"Begin cruise. Leaving port Newport, Oregon. Going south on a 3-day transit. No marine mammal observations on. Array deployed"
C,CalCOFI1511OC,10/25/2015,8:13,10/25/2015 8:13,8:00:00,10/25/2015 16:13,,,44.62683,-124.04683,,,UX,1,LR,100,0,0,0,195,22,5,6,,,,252,,,,,,,,,,,,,,,,,Off,7,Off,7,,,,,,,,,,,,,"Begin cruise. Leaving port Newport, Oregon. Going south on a 3-day transit. No marine mammal observations on. Array deployed"
W,CalCOFI1511OC,10/25/2015,8:13,10/25/2015 8:13,8:00:00,10/25/2015 16:13,,,44.62683,-124.04683,,,UX,1,LR,100,0,0,0,195,22,5,6,,,,252,,,,,,,,,,,,,,,,,Off,7,Off,7,,,,,,,,,,,,,"Begin cruise. Leaving port Newport, Oregon. Going south on a 3-day transit. No marine mammal observations on. Array deployed"
ST,CalCOFI1511OC,10/25/2015,8:52,10/25/2015 8:52,8:00:00,10/25/2015 16:52,,,44.59983,-124.12717,KW,JT,UX,0.5,LR,100,0,0,0,195,22,5,6,,,,192,,,,,,,,,,,,,,,,,Off,7,Off,7,,,,,,,,,,,,,Two observers on weather watch. 
C,CalCOFI1511OC,10/25/2015,8:52,10/25/2015 8:52,8:00:00,10/25/2015 16:52,,,44.59983,-124.12717,KW,JT,UX,0.5,LR,100,0,0,0,195,22,5,6,,,,192,,,,,,,,,,,,,,,,,Off,7,Off,7,,,,,,,,,,,,,Two observers on weather watch. 
W,CalCOFI1511OC,10/25/2015,8:52,10/25/2015 8:52,8:00:00,10/25/2015 16:52,,,44.59983,-124.12717,KW,JT,UX,0.5,LR,100,0,0,0,195,22,5,6,,,,192,,,,,,,,,,,,,,,,,Off,7,Off,7,,,,,,,,,,,,,"Two observers on weather watch. Rain and sea state are UX, waves breaking over wheelhouse. Observers in wheelhouse."
SB,CalCOFI1511OC,10/25/2015,10:03,10/25/2015 10:03,8:00:00,10/25/2015 18:03,,,44.41283,-124.18900,KW,JT,UX,0.75,LR,100,0,0,0,210,32,6,8,1,KW,2,196,180,,800,,,,,,1,1,2,0,ULW,,,,On,,Off,7,1,,,,,,,,,,,,Most likely blue whale by blow size.
SE,CalCOFI1511OC,10/25/2015,10:03,10/25/2015 10:03,8:00:00,10/25/2015 18:03,,,44.41283,-124.18900,KW,JT,UX,0.75,LR,100,0,0,0,210,32,6,8,1,KW,2,196,180,,800,,,,,,1,1,2,0,ULW,,,,On,,Off,7,1,,,,,,,,,,,,Most likely blue whale by blow size.
W,CalCOFI1511OC,10/25/2015,10:03,10/25/2015 10:03,8:00:00,10/25/2015 18:03,,,44.41283,-124.18900,KW,JT,UX,0.75,LR,100,0,0,0,210,32,6,8,1,KW,2,196,180,,800,,,,,,1,1,2,0,ULW,,,,On,,Off,7,1,,,,,,,,,,,,Most likely blue whale by blow size.
OC,CalCOFI1511OC,10/25/2015,10:37,10/25/2015 10:37,8:00:00,10/25/2015 18:37,,,44.31617,-124.22183,KW,KW,UX,0.75,LR,100,0,0,0,210,32,6,9,,,,196,,,,,,,,,,,,,,,,,On,,Off,7,,,,,,,,,,,,,"One observer on weather watch. Beaufort 6, light rain with visibility 0.75 and 7-9 foot swells."
