Event Code,Cruise,Date         (Local),Time     (Local),Date/Time         (Local),GMT Diff,Date/Time          (GMT),Lat,Long,DecLat,DecLong,Port     Obs,Stbd     Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir (T),Wind spd (T),Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino    Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species       1,Species       2,sp1 percent,sp2 percent,Effort (ON/OFF),Off Effort Code,Transect (ON/OFF),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera             1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera    2,First Frame 2,Last Frame 2,Comments
B,CalCOFI0704JD,3/28/2007,6:05,3/28/2007 6:05,8:00:00,3/28/2007 14:05,,,32.89550,-117.44633,GSC,SMC,G,5,CL,5,,,,,,3,7,,,,235,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Fairly large swell from previous days storm. Array deployed. Lvg. Station 90.28
W,CalCOFI0704JD,3/28/2007,6:05,3/28/2007 6:05,8:00:00,3/28/2007 14:05,,,32.89550,-117.44633,GSC,SMC,G,5,CL,5,,,,,,3,7,,,,235,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Fairly large swell from previous days storm. Array deployed. Lvg. Station 90.28
ST,CalCOFI0704JD,3/28/2007,6:08,3/28/2007 6:08,8:00:00,3/28/2007 14:08,,,32.89183,-117.45200,GSC,SMC,G,5,CL,5,,,,,,3,7,,,,235,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Winds 10-15 knts. Out of North. Ship speed: 8.5 knts.
W,CalCOFI0704JD,3/28/2007,6:08,3/28/2007 6:08,8:00:00,3/28/2007 14:08,,,32.89183,-117.45200,GSC,SMC,G,5,CL,5,,,,,,3,7,,,,235,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Winds 10-15 knts. Out of North. Ship speed: 8.5 knts.
ET,CalCOFI0704JD,3/28/2007,6:16,3/28/2007 6:16,8:00:00,3/28/2007 14:16,,,32.87967,-117.47267,GSC,SMC,G,5,CL,0,,,,,,3,7,,,,235,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,Pulling array. Arriving station: 93.30
W,CalCOFI0704JD,3/28/2007,6:16,3/28/2007 6:16,8:00:00,3/28/2007 14:16,,,32.87967,-117.47267,GSC,SMC,G,5,CL,0,,,,,,3,7,,,,235,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,Pulling array. Arriving station: 93.30
ST,CalCOFI0704JD,3/28/2007,9:18,3/28/2007 9:18,8:00:00,3/28/2007 17:18,,,32.82683,-117.55900,GSC,SMC,G,5,CL,0,,,,,,3,4,,,,237,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Lvg. Station: 93.30. Array deployed. Wind: 10-15 knts. Ship speed: 8.5 knts.
W,CalCOFI0704JD,3/28/2007,9:18,3/28/2007 9:18,8:00:00,3/28/2007 17:18,,,32.82683,-117.55900,GSC,SMC,G,5,CL,0,,,,,,3,4,,,,237,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Lvg. Station: 93.30. Array deployed. Wind: 10-15 knts. Ship speed: 8.5 knts.
W,CalCOFI0704JD,3/28/2007,9:41,3/28/2007 9:41,8:00:00,3/28/2007 17:41,,,32.80133,-117.61650,GSC,SMC,G,5,CL,0,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Win:15-20 knts.
W,CalCOFI0704JD,3/28/2007,10:01,3/28/2007 10:01,8:00:00,3/28/2007 18:01,,,32.78267,-117.66433,GSC,SMC,G,5,CL,0,,,,,,4,5,,,,237,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,Fire drill.
XT,CalCOFI0704JD,3/28/2007,10:01,3/28/2007 10:01,8:00:00,3/28/2007 18:01,,,32.78267,-117.66433,GSC,SMC,G,5,CL,0,,,,,,4,5,,,,237,,,,,,,,,,,,,,,,,Off,,Off,,,,,,,,,,,,,,Fire drill.
RT,CalCOFI0704JD,3/28/2007,10:14,3/28/2007 10:14,8:00:00,3/28/2007 18:14,,,32.76833,-117.69550,GSC,SMC,G,5,CL,0,,,,,,4,5,,,,239,,,,,,,,,,,,,,,,,On,,Off,,,,,,,,,,,,,,Excused from drills by chief scientist.
