SB,CalCOFI1304SH,4/9/2013,16:58,41373.71,7:00:00,41374.00,,,33.48933,-117.77867,KW,AD,F,6,CL,0,0,0,,270,8,3,4,8,AD,2,58,176,2.2,,,,,,,1,1,2,1,Bm,,,,off,1,on,,1,34,,,,,,,,,,,"blue whale with fluke tips bent up (aka ""Cadillac"" per John Calambokidis).Begin day, leaving Avalon Beach, Catalina Island for bad weather.  Off transect line, going to line 90/35  "
SE,CalCOFI1304SH,4/9/2013,16:58,41373.71,7:00:00,41374.00,,,33.48933,-117.77867,KW,AD,F,6,CL,0,0,0,,270,8,3,4,8,AD,2,58,176,2.2,,,,,,,1,1,2,1,Bm,,,,off,1,on,,1,34,,,,,,,,,,,"blue whale with fluke tips bent up (aka ""Cadillac"" per John Calambokidis).  "
SB,CalCOFI1304SH,4/9/2013,18:00,41373.75,7:00:00,41374.04,,,33.49367,-117.77700,KW,AD,G,6,CL,0,250,290,SE,270,8,3,4,9,AD,2,285,311,0.3,,,,,,,1,1,1,0,ULW,,,,on,,off,1,1,,,Y,KW,40D,119,154,AD,60D,28,41,"most likely blue whale or fin whale. Begin day, leaving Avalon Beach, Catalina Island for bad weather.  Off transect line, going to line 90/35"
SE,CalCOFI1304SH,4/9/2013,18:31,41373.77,7:00:00,41374.06,,,33.52717,-117.86333,KW,AD,G,6,CL,0,260,280,SE,270,8,3,4,9,AD,2,300,24,,1448,,,,,,1,1,1,0,ULW,,,,on,,off,1,1,,,Y,KW,40D,119,154,AD,60D,28,41,most likely blue whale or fin whale
SB,CalCOFI1304SH,4/10/2013,8:59,41374.37,7:00:00,41374.67,,,33.63983,-119.02550,KW,AD,G,7,CL,0,0,0,,350,8,2,4,10,KW,1,238,164,0.7,,,,,,,118,110,130,ND,UD,,,,on,,on,,2,8,,,,,,,,,,,"Two observers on.  Leaving station 87/40, going to station 87/45. "
SE,CalCOFI1304SH,4/10/2013,8:59,41374.37,7:00:00,41374.67,,,33.63983,-119.02550,KW,AD,G,7,CL,0,0,0,,350,8,2,4,10,KW,1,238,164,0.7,,,,,,,118,110,130,ND,UD,,,,on,,on,,2,8,,,,,,,,,,,Two observers on.
SB,CalCOFI1304SH,4/10/2013,9:09,41374.38,7:00:00,41374.67,,,33.62350,-119.05900,KW,AD,G,7,CL,0,0,0,,350,8,3,5,11,KW,1,238,284,1,,,,,,,2,2,3,ND,ULW,,,,on,,on,,1,,,,,,,,,,,,"Large whale.  Blue, fin, or humpback whale.   Leaving station 87/40, going to station 87/45. "
SE,CalCOFI1304SH,4/10/2013,9:09,41374.38,7:00:00,41374.67,,,33.62350,-119.05900,KW,AD,G,7,CL,0,0,0,,350,8,3,5,11,KW,1,238,284,1,,,,,,,2,2,3,ND,ULW,,,,on,,on,,1,,,,,,,,,,,,"Large whale.  Blue, fin, or humpback whale."
SB,CalCOFI1304SH,4/10/2013,9:42,41374.40,7:00:00,41374.70,,,33.57200,-119.15550,KW,AD,G,7,CL,0,0,0,,350,8,2,5,12,KW,1,238,184,0.4,,,,,,,2,2,2,0,Er,,,,on,,on,,1,34,,,,,,,,,,,"Heart-shaped blow.   Leaving station 87/40, going to station 87/45. "
SE,CalCOFI1304SH,4/10/2013,9:50,41374.41,7:00:00,41374.70,,,33.56133,-119.17567,KW,AD,G,7,CL,0,0,0,,350,8,2,5,12,KW,1,238,156,1,,,,,,,2,2,2,0,Er,,,,on,,on,,1,,,,,,,,,,,,
SB,CalCOFI1304SH,4/10/2013,13:36,41374.57,7:00:00,41374.86,,,33.41333,-119.24767,KW,AD,G,7,CL,0,0,0,,290,7,3,4,13,KW,3,125,97,3.7,,,,,,,8,7,9,0,Gg,,,,on,,off,7,1,,,Yes,KW,40D,156,247,AD,60D,42,68,"Off transect line, going south to line 90/45. "
SE,CalCOFI1304SH,4/10/2013,13:36,41374.57,7:00:00,41374.86,,,33.41333,-119.24767,KW,AD,G,7,CL,0,0,0,,290,7,3,4,13,KW,3,125,97,3.7,,,,,,,8,7,9,0,Gg,,,,on,,off,7,1,,,Yes,KW,40D,156,247,AD,60D,42,68,
SB,CalCOFI1304SH,4/10/2013,13:58,41374.58,7:00:00,41374.87,,,33.37633,-119.17783,KW,AD,G,7,CL,0,0,0,,290,7,3,4,14,AD,1,120,173,3.4,,,,,,,1,1,1,0,Bp,,,,on,,off,7,2,,,Yes,KW,40D,248,256,,,,,"Off transect line, going south to line 90/45. "
SE,CalCOFI1304SH,4/10/2013,13:58,41374.58,7:00:00,41374.87,,,33.37633,-119.17783,KW,AD,G,7,CL,0,0,0,,290,7,3,4,14,AD,1,120,173,3.4,,,,,,,1,1,1,0,Bp,,,,on,,off,7,2,,,Yes,KW,40D,248,256,,,,,
SB,CalCOFI1304SH,4/10/2013,14:18,41374.60,7:00:00,41374.89,,,33.34550,-119.13317,KW,AD,G,7,CL,0,0,0,,290,7,3,4,15,KW,1,121,115,0.7,,,,,,,41,38,53,ND,Dsp,,,,on,,off,7,2,4,,Yes,,,,,AD,60D,72,78,"Off transect line, going south to line 90/45. "
SE,CalCOFI1304SH,4/10/2013,14:18,41374.60,7:00:00,41374.89,,,33.34550,-119.13317,KW,AD,G,7,CL,0,0,0,,290,7,3,4,15,KW,1,121,115,0.7,,,,,,,41,38,53,ND,Dsp,,,,on,,off,7,2,4,,Yes,,,,,AD,60D,72,78,
SB,CalCOFI1304SH,4/10/2013,15:00,41374.63,7:00:00,41374.92,,,33.28167,-118.98767,KW,AD,G,7,CL,0,0,0,,295,7,3,4,16,KW,1,120,65,0.5,,,,,,,39,30,45,ND,Dsp,,,,on,,off,7,2,4,,,,,,,,,,,"Off transect line, going south to line 90/45. "
SE,CalCOFI1304SH,4/10/2013,15:00,41374.63,7:00:00,41374.92,,,33.28167,-118.98767,KW,AD,G,7,CL,0,0,0,,295,7,3,4,16,KW,1,120,65,0.5,,,,,,,39,30,45,ND,Dsp,,,,on,,off,7,2,4,,,,,,,,,,,
SB,CalCOFI1304SH,4/10/2013,15:03,41374.63,7:00:00,41374.92,,,33.27667,-118.97717,KW,AD,G,7,CL,0,0,0,,295,6,3,4,17,KW,2,120,207,0.4,,,,,,,1,1,1,0,Bp,,,,on,,off,7,1,,,,,,,,,,,,"Off transect line, going south to line 90/45. "
SE,CalCOFI1304SH,4/10/2013,15:03,41374.63,7:00:00,41374.92,,,33.27667,-118.97717,KW,AD,G,7,CL,0,0,0,,295,6,3,4,17,KW,2,120,207,0.4,,,,,,,1,1,1,0,Bp,,,,on,,off,7,1,,,,,,,,,,,,
SB,CalCOFI1304SH,4/10/2013,17:20,41374.72,7:00:00,41375.01,,,33.04767,-118.67217,KW,AD,G,7,CL,0,240,290,SE,320,10,3,5,18,KW,3,240,280,,340,,,,,,25,18,27,0,Dsp,,,,on,,on,,2,4,,,,,,,,,,,"Off transect line, going south to line 90/45. "
SE,CalCOFI1304SH,4/10/2013,17:20,41374.72,7:00:00,41375.01,,,33.04767,-118.67217,KW,AD,G,7,CL,0,240,290,SE,320,10,3,5,18,KW,3,240,280,,340,,,,,,25,18,27,0,Dsp,,,,on,,on,,2,4,,,,,,,,,,,
SB,CalCOFI1304SH,4/11/2013,12:58,41375.54,7:00:00,41375.83,,,31.58917,-120.17733,KW,AD,P,6,HZ,10,120,180,SE,280,26,5,8,19,AD,3,258,331,,100,,,,,,23,15,35,2,Dd,,,,on,,on,,1,5,,Yes,,,,,AD,60D,115,147,"Line 93, near station 70."
SE,CalCOFI1304SH,4/11/2013,13:28,41375.56,7:00:00,41375.85,,,31.56033,-120.23117,KW,KW,P,6,HZ,10,125,195,SE,280,26,5,8,19,AD,3,200,331,,100,,,,,,23,15,35,2,Dd,,,,on,,on,,1,5,,Yes,,,,,AD,60D,115,147,"Change course, one observer on, array retrieval. "
SB,CalCOFI1304SH,4/11/2013,16:43,41375.70,7:00:00,41375.99,,,31.54717,-120.39817,KW,KW,UX,5,PC,60,230,280,SE,294,30,6,11,20,KW,3,290,330,,340,,,,,,11,9,24,0,Dd,,,,off,2a,on,,8,2,5,,,,,,,,,,"Line 93, between station 79-80."
SE,CalCOFI1304SH,4/11/2013,16:43,41375.70,7:00:00,41375.99,,,31.54717,-120.39817,KW,KW,UX,5,PC,60,230,280,SE,294,30,6,11,20,KW,3,290,330,,340,,,,,,11,9,24,0,Dd,,,,off,2a,on,,8,2,5,,,,,,,,,,"Line 93, between station 79-80."
SB,CalCOFI1304SH,4/13/2013,9:04,41377.38,7:00:00,41377.67,,,31.07633,-122.83000,KW,AD,P,6,PC,68,70,130,SE,340,16,4,6,21,AD,3,80,40,6,,,2,14,40,150,140,125,164,0,Dd,,,,on,,on,,2,8,5,Yes,KW,40D,301,403,AD,60D,148,218,"Line 90, near station 100."
SE,CalCOFI1304SH,4/13/2013,9:21,41377.39,7:00:00,41377.68,,,31.07617,-122.77683,KW,AD,P,6,PC,68,60,135,SE,340,16,4,6,21,AD,3,80,40,14,,,,,,,140,125,164,0,Dd,,,,on,,on,,2,8,5,Yes,KW,40D,301,403,AD,60D,148,218,"Line 90, near station 100."
SB,CalCOFI1304SH,4/14/2013,8:39,41378.36,7:00:00,41378.65,,,32.12517,-120.67000,KW,AD,P,6,OV,98,0,0,,332,21,5,6,22,AD,2,10,48,0.7,,,,,,,2,2,2,1,ULW,,,,on,,on,,,,,Yes,KW,40D,404,412,AD,60D,222,227,"Most likely fin, blue, or humbpack whale.  Line 90, east of station 70.  GPS position taken from AcousticLogger GPSData."
SE,CalCOFI1304SH,4/14/2013,8:39,41378.36,7:00:00,41378.65,,,32.12517,-120.67000,KW,AD,P,6,OV,98,0,0,,332,21,5,6,22,AD,2,10,48,0.7,,,,,,,2,2,2,1,ULW,,,,on,,on,,,,,Yes,KW,40D,404,412,AD,60D,222,227,"Most likely fin, blue, or humbpack whale.  Line 90, east of station 70.  GPS position taken from AcousticLogger GPSData."
SB,CalCOFI1304SH,4/14/2013,9:00,41378.38,7:00:00,41378.67,,,32.18083,-120.62500,KW,AD,P,6,OV,98,0,0,,332,21,5,6,23,AD,2,10,341,0.8,,,,,,,1,1,2,ND,ULW,,,,on,,on,,,,,,,,,,,,,,"Most likely fin, blue, or humbpack whale.  Line 90, east of station 70.  GPS position taken from AcousticLogger GPSData."
SE,CalCOFI1304SH,4/14/2013,9:00,41378.38,7:00:00,41378.67,,,32.18083,-120.62500,KW,AD,P,6,OV,98,0,0,,332,21,5,6,23,AD,2,10,341,0.8,,,,,,,1,1,2,ND,ULW,,,,on,,on,,,,,,,,,,,,,,"Most likely fin, blue, or humbpack whale.  Line 90, east of station 70.  GPS position taken from AcousticLogger GPSData."
SH,CalCOFI1304SH,4/14/2013,10:48,41378.45,7:00:00,41378.74,,,32.29550,-120.34083,KW,AD,P,6,OV,100,0,0,,327,22,5,6,SH1,,,107,80,0.1,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,Large tanker.
SB,CalCOFI1304SH,4/14/2013,16:42,41378.70,7:00:00,41378.99,,,32.50950,-119.94300,KW,AD,P,6,OV,100,0,0,,305,21,5,6,24,AD,2,34,67,1.9,,,,,,,1,1,2,ND,ULW,,,,on,,on,,1,,,,,,,,,,,,"Most likely fin, blue, or humbpack whale.  Line 90."
SE,CalCOFI1304SH,4/14/2013,16:42,41378.70,7:00:00,41378.99,,,32.50950,-119.94300,KW,AD,P,6,OV,100,0,0,,305,21,5,6,24,AD,2,34,67,1.9,,,,,,,1,1,2,ND,ULW,,,,on,,on,,1,,,,,,,,,,,,"Most likely fin, blue, or humbpack whale.  Line 90."
SB,CalCOFI1304SH,4/14/2013,16:53,41378.70,7:00:00,41379.00,,,32.51750,-119.91267,KW,AD,P,6,OV,100,0,0,,305,21,5,6,25,KW,2,90,115,4,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,Yes,,,,,AD,60D,273,276,"Blow.  Most likely fin, blue, or humpback whale.  Line 90."
SE,CalCOFI1304SH,4/14/2013,16:53,41378.70,7:00:00,41379.00,,,32.51750,-119.91267,KW,AD,P,6,OV,100,0,0,,305,21,5,6,25,KW,2,90,115,4,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,Yes,,,,,AD,60D,273,276,"Blow.  Most likely fin, blue, or humpback whale.  Line 90."
SB,CalCOFI1304SH,4/14/2013,17:16,41378.72,7:00:00,41379.01,,,32.51750,-119.83017,KW,AD,P,6,OV,100,0,0,,305,21,5,6,26,KW,3,90,90,1.6,,,,,,,350,280,380,ND,Lb,,,,on,,on,,2,8,5,Yes,,,,,AD,60D,270,290,Line 90.
SE,CalCOFI1304SH,4/14/2013,17:16,41378.72,7:00:00,41379.01,,,32.51750,-119.83017,KW,AD,P,6,OV,100,0,0,,305,21,5,6,26,KW,3,90,90,1.6,,,,,,,350,280,380,ND,Lb,,,,on,,on,,2,8,5,Yes,,,,,AD,60D,270,290,Line 90.
SB,CalCOFI1304SH,4/14/2013,17:39,41378.74,7:00:00,41379.03,,,32.51633,-119.74817,KW,AD,P,6,PC,60,0,0,,305,20,5,6,27,KW,3,90,80,2,,,,,90,56,680,580,780,13,Lb,,,,on,,on,,2,8,5,Yes,,,,,AD,60D,291,339,Line 90.
SE,CalCOFI1304SH,4/14/2013,17:39,41378.74,7:00:00,41379.03,,,32.51633,-119.74817,KW,AD,P,6,PC,60,0,0,,305,20,5,6,27,KW,3,90,80,2,,,,,90,56,680,580,780,13,Lb,,,,92,,on,,2,8,5,Yes,,,,,AD,60D,291,339,Line 90.
SB,CalCOFI1304SH,4/15/2013,8:52,41379.37,7:00:00,41379.66,,,33.18567,-119.99583,KW,AD,P,6,OV,80,0,0,,320,28,5,7,28,KW,2,200,200,0.5,,,,,,,2,2,2,1,Mn,,,,on,,on,,21,34,"22, 32",Yes,KW,40D,416,988,AD,60D,402,492,"These animals sighted at distance but were close to boat as we began station CTD operations.  2 humpback whales, circling ship within 20 feet while on station 87/50.  Trumpeting, surfacing towards vessel, looking back at ship.  Most activity positioned starboard side, by CTD platform.  Larger of 2 animals had 3/4 white pec fins, all black fluke.  Smaller whale had 3/4 white fluke.  Humpbacks around the ship for 1 hour 40 mins, ranging within 20-200 meters of the ship.  Line 87, station 55."
SE,CalCOFI1304SH,4/15/2013,10:40,41379.44,7:00:00,41379.74,,,33.18567,-119.99583,KW,AD,P,6,OV,80,0,0,,320,28,5,7,28,KW,2,200,200,0.5,,,,,,,2,2,2,1,Mn,,,,on,,on,,21,34,"22, 32",Yes,,,416,988,AD,60D,402,492,"These animals sighted at distance but were close to boat as we began station CTD operations.  2 humpback whales, circling ship within 20 feet while on station 87/50.  Trumpeting, surfacing towards vessel, looking back at ship.  Most activity positioned starboard side, by CTD platform.  Larger of 2 animals had 3/4 white pec fins, all black fluke.  Smaller whale had 3/4 white fluke.  Humpbacks around the ship for 1 hour 40 mins, ranging within 20-200 meters of the ship.  "
SB,CalCOFI1304SH,4/15/2013,11:57,41379.50,7:00:00,41379.79,,,33.21950,-120.07033,KW,AD,P,6,PC,65,0,0,,205,19,5,7,29,KW,3,0,350,,230,,,,,,3,3,4,0,Pd,,,,on,,off,7,1,,,,,,,,,,,,Travel towards stern and parallel to the array.
SE,CalCOFI1304SH,4/15/2013,11:57,41379.50,7:00:00,41379.79,,,33.21950,-120.07033,KW,AD,P,6,PC,65,0,0,,205,19,5,7,29,KW,3,0,350,,230,,,,,,3,3,4,0,Pd,,,,on,,off,7,1,,,,,,,,,,,,Travel towards stern and parallel to the array.
SH,CalCOFI1304SH,4/15/2013,12:15,41379.51,7:00:00,41379.80,,,33.27567,-120.07500,KW,AD,P,6,PC,68,0,0,,205,25,5,7,SH2,,,0,12,0.1,,,,,,,,,,,,,,,on,,off,7,,,,,,,,,,,,,One large cargo ship.
SB,CalCOFI1304SH,4/16/2013,9:29,41380.40,7:00:00,41380.69,,,34.27917,-120.00167,KW,KW,UX,6,HZ,10,0,0,,320,27,6,5,30,KW,2,260,290,3.5,,,,,,,2,2,2,ND,Mn,,,,off,2a,off,1,,,,,,,,,,,,,"Sighted whale on weather watch, off effort.  Near station 82/47."
SE,CalCOFI1304SH,4/16/2013,9:29,41380.40,7:00:00,41380.69,,,34.27917,-120.00167,KW,KW,UX,6,HZ,10,0,0,,320,27,6,5,30,KW,2,260,290,3.5,,,,,,,2,2,2,ND,Mn,,,,off,2a,off,1,,,,,,,,,,,,,"Sighted whale on weather watch, off effort.  Near station 82/47."
SB,CalCOFI1304SH,4/16/2013,9:49,41380.41,7:00:00,41380.70,,,34.27600,-120.01233,KW,KW,UX,6,HZ,10,0,0,,320,27,6,5,31,KW,2,260,230,0.7,,,,,,,1,1,1,0,ULW,,,,off,2a,off,1,,,,,,,,,,,,,"Sighted whale on weather watch, off effort.  Near station 82/47."
SE,CalCOFI1304SH,4/16/2013,9:49,41380.41,7:00:00,41380.70,,,34.27600,-120.01233,KW,KW,UX,6,HZ,10,0,0,,320,27,6,5,31,KW,2,260,230,0.7,,,,,,,1,1,1,0,ULW,,,,off,2a,off,1,,,,,,,,,,,,,"Sighted whale on weather watch, off effort.  Near station 82/47."
SB,CalCOFI1304SH,4/16/2013,11:35,41380.48,7:00:00,41380.77,,,34.27833,-120.06483,KW,KW,UX,6,HZ,10,0,0,,275,28,6,5,32,KW,1,282,4,,400,,,,,,7,5,8,0,Pd,,,,off,2a,off,7,2,,,,KW,40D,989,994,,,,,
SE,CalCOFI1304SH,4/16/2013,11:35,41380.48,7:00:00,41380.77,,,34.27833,-120.06483,KW,KW,UX,6,HZ,10,0,0,,275,28,6,5,32,KW,1,282,4,,400,,,,,,7,5,8,0,Pd,,,,off,2a,off,7,2,,,,KW,40D,989,994,,,,,
SB,CalCOFI1304SH,4/16/2013,11:40,41380.49,7:00:00,41380.78,,,34.28000,-120.06600,KW,AD,UX,6,HZ,10,0,0,,275,28,6,5,33,KW,2,282,30,,805,,,,,,3,3,3,0,Mn,,,,off,2a,off,7,2,4,"34, 21, 22, 23, 12, 7",Yes,KW,40D,995,1642,AD,60D,494,558,
SE,CalCOFI1304SH,4/16/2013,13:10,41380.55,7:00:00,41380.84,,,34.28000,-120.06600,KW,AD,UX,6,HZ,10,0,0,,235,28,6,5,33,KW,2,282,30,,10,,,,,,3,3,3,0,Mn,,,,off,2a,off,7,21,22,"23, 12, 34, 7",Yes,KW,40D,995,1642,AD,60D,494,558,
SB,CalCOFI1304SH,4/18/2013,17:02,41382.71,7:00:00,41383.00,,,32.47033,-123.07850,KW,AD,P,6,CL,60,0,0,,350,20,5,8,34,KW,3,60,,,,,,,,,6,5,7,0,Dd,,,,on,,on,,2,5,,Yes,KW,40D,1643,1655,,,,,Line 83.
SE,CalCOFI1304SH,4/18/2013,17:02,41382.71,7:00:00,41383.00,,,32.47033,-123.07850,KW,AD,P,6,CL,60,0,0,,350,20,5,8,34,KW,3,60,,,,,,,,,6,5,7,0,Dd,,,,on,,on,,2,5,,Yes,KW,40D,1643,1655,,,,,Line 83.
SH,CalCOFI1304SH,4/19/2013,14:59,41383.62,7:00:00,41383.92,,,33.57700,-120.80583,KW,AD,P,6,HZ,20,0,0,,305,19,5,5,SH3,,,59,27,0.1,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,Two observers on.  Large cargo ship.
SB,CalCOFI1304SH,4/19/2013,16:25,41383.68,7:00:00,41383.98,,,33.68067,-120.54950,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,35,KW,2,65,20,1.5,,,,,,,1,1,2,ND,Mn,,,,on,,on,,1,34,,,,,,,,,,,
SE,CalCOFI1304SH,4/19/2013,16:25,41383.68,7:00:00,41383.98,,,33.68067,-120.54950,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,35,KW,2,65,20,1.5,,,,,,,1,1,2,ND,Mn,,,,on,,on,,1,34,,,,,,,,,,,
SB,CalCOFI1304SH,4/19/2013,16:39,41383.69,7:00:00,41383.99,,,33.69867,-120.50717,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,36,KW,2,64,25,1,,,,,,,1,1,1,0,ULW,,,,on,,on,,0,,,,,,,,,,,,More like fin or humpback-sized blow.
SE,CalCOFI1304SH,4/19/2013,16:39,41383.69,7:00:00,41383.99,,,33.69867,-120.50717,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,36,KW,2,64,25,1,,,,,,,1,1,1,0,ULW,,,,on,,on,,0,,,,,,,,,,,,More like fin or humpback-sized blow.
SB,CalCOFI1304SH,4/19/2013,16:44,41383.70,7:00:00,41383.99,,,33.70417,-120.49500,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,37,AD,2,69,85,0.5,,,,,,,1,1,1,0,ULW,,,,on,,on,,0,,,,,,,,,,,,More like humpback whale blow.
SE,CalCOFI1304SH,4/19/2013,16:44,41383.70,7:00:00,41383.99,,,33.70417,-120.49500,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,37,AD,2,69,85,0.5,,,,,,,1,1,1,0,ULW,,,,on,,on,,0,,,,,,,,,,,,More like humpback whale blow.
SB,CalCOFI1304SH,4/19/2013,16:52,41383.70,7:00:00,41383.99,,,33.72183,-120.45717,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,38,KW,2,64,350,1.3,,,,,,,2,2,2,0,ULW,,,,on,,on,,1,,,,,,,,,,,,Blowand time between breaths.  Most like fin or humpback whale.
SE,CalCOFI1304SH,4/19/2013,16:52,41383.70,7:00:00,41383.99,,,33.72183,-120.45717,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,38,KW,2,64,350,1.3,,,,,,,2,2,2,0,ULW,,,,on,,on,,1,,,,,,,,,,,,Blowand time between breaths.  Most like fin or humpback whale.
SB,CalCOFI1304SH,4/19/2013,17:01,41383.71,7:00:00,41384.00,,,33.72417,-120.45283,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,39,KW,2,64,320,0.4,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,,,,,,,,,,Blowand time between breaths.  Most like fin or humpback whale.
SE,CalCOFI1304SH,4/19/2013,17:01,41383.71,7:00:00,41384.00,,,33.72417,-120.45283,KW,AD,P,6,HZ,15,0,0,,305,17,4,5,39,KW,2,64,320,0.4,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,,,,,,,,,,Blowand time between breaths.  Most like fin or humpback whale.
SB,CalCOFI1304SH,4/19/2013,17:13,41383.72,7:00:00,41384.01,,,33.73750,-120.42467,KW,KW,P,6,HZ,15,0,0,,305,17,4,5,40,KW,2,64,340,,350,,,,,,1,1,1,0,Mn,,,,off,6,on,,1,,,,,,,,,,,,Smelled it first.
SE,CalCOFI1304SH,4/19/2013,17:13,41383.72,7:00:00,41384.01,,,33.73750,-120.42467,KW,KW,P,6,HZ,15,0,0,,305,17,4,5,40,KW,2,64,340,,350,,,,,,1,1,1,0,Mn,,,,off,6,on,,1,,,,,,,,,,,,Smelled it first.
SH,CalCOFI1304SH,4/20/2013,10:41,41384.45,7:00:00,41384.74,,,34.17617,-121.19750,KW,KW,UX,6,HZ,7,180,120,M,332,25,6,6,SH4,,,220,170,0.3,,,,,,,,,,,,,,,off,6,on,,,,,,,,,,,,,,"Leaving station 80/60, in transit to 80/70.  One observer on.  One large tanker."
