SB,CalCOFI1203SH,3/29/2012,12:58,3/29/2012 12:58,8:00:00,3/29/2012 20:58,,,32.88200,-119.01117,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,39,KW,2,61,5,0.7,,,,,,,1,1,2,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale due to blow and size
SE,CalCOFI1203SH,3/29/2012,12:58,3/29/2012 12:58,8:00:00,3/29/2012 20:58,,,32.88200,-119.01117,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,39,KW,2,61,5,0.7,,,,,,,1,1,2,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale due to blow and size
SB,CalCOFI1203SH,3/29/2012,12:59,3/29/2012 12:59,8:00:00,3/29/2012 20:59,,,32.88700,-119.00183,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,41,KW,2,61,87,1.2,,,,,,,1,1,1,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale due to blow and size
SE,CalCOFI1203SH,3/29/2012,12:59,3/29/2012 12:59,8:00:00,3/29/2012 20:59,,,32.88700,-119.00183,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,41,KW,2,61,87,1.2,,,,,,,1,1,1,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale due to blow and size
SB,CalCOFI1203SH,3/29/2012,13:03,3/29/2012 13:03,8:00:00,3/29/2012 21:03,,,32.89350,-118.98850,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,42,KW,2,61,10,0.5,,,,,,,3,3,4,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale due to blow and size
SE,CalCOFI1203SH,3/29/2012,13:03,3/29/2012 13:03,8:00:00,3/29/2012 21:03,,,32.89350,-118.98850,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,42,KW,2,61,10,0.5,,,,,,,3,3,4,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale due to blow and size
SB,CalCOFI1203SH,3/29/2012,15:54,3/29/2012 15:54,8:00:00,3/29/2012 23:54,,,32.96783,-118.83250,KW,MB,P,7,OV,90,0,0,0,290,23,5,5,43,MB,2,62,68,,500,,,,,,1,1,1,0,Bp,,,,on,,on,1,33,,,yes,KW,,823,843,MB,,9917,9939,
SE,CalCOFI1203SH,3/29/2012,15:54,3/29/2012 15:54,8:00:00,3/29/2012 23:54,,,32.96783,-118.83250,KW,MB,P,7,OV,90,0,0,0,290,23,5,5,43,MB,2,62,68,,500,,,,,,1,1,1,0,Bp,,,,on,,on,1,33,,,yes,KW,,823,843,MB,,9917,9939,
SB,CalCOFI1203SH,3/29/2012,16:10,3/29/2012 16:10,8:00:00,3/30/2012 0:10,,,32.98883,-118.78883,KW,MB,P,7,OV,90,0,0,0,290,23,5,5,44,KW,2,62,332,2.4,,,,,,,1,1,1,0,Bp,,,,on,,on,1,,,,,,,,,,,,,
SE,CalCOFI1203SH,3/29/2012,16:10,3/29/2012 16:10,8:00:00,3/30/2012 0:10,,,32.98883,-118.78883,KW,MB,P,7,OV,90,0,0,0,290,23,5,5,44,KW,2,62,332,2.4,,,,,,,1,1,1,0,Bp,,,,on,,on,1,,,,,,,,,,,,,
SB,CalCOFI1203SH,3/29/2012,17:24,3/29/2012 17:24,8:00:00,3/30/2012 1:24,,,33.12133,-118.51867,KW,MB,P,6,OV,95,0,0,0,290,205,5,5,45,KW,2,60,44,1.3,,,,,,,1,1,1,0,Er,,,,on,,on,1,,,,,,,,,,,,,
SE,CalCOFI1203SH,3/29/2012,17:24,3/29/2012 17:24,8:00:00,3/30/2012 1:24,,,33.12133,-118.51867,KW,MB,P,6,OV,95,0,0,0,290,205,5,5,45,KW,2,60,44,1.3,,,,,,,1,1,1,0,Er,,,,on,,on,1,,,,,,,,,,,,,
SB,CalCOFI1203SH,3/30/2012,6:37,3/30/2012 6:37,8:00:00,3/30/2012 14:37,,,33.54500,-118.16450,KW,MB,G,5,LF,100,0,0,0,271,4,2,2,46,UNK,3,279,354,,480,,,,,,1,1,1,0,Ba,,,,off,,off,1,,,,,,,,,,,,,Dawn Breese (birder) sighted
SE,CalCOFI1203SH,3/30/2012,6:37,3/30/2012 6:37,8:00:00,3/30/2012 14:37,,,33.54500,-118.16450,KW,MB,G,5,LF,100,0,0,0,271,4,2,2,46,UNK,3,279,354,,480,,,,,,1,1,1,0,Ba,,,,off,,off,1,,,,,,,,,,,,,Dawn Breese (birder) sighted
SB,CalCOFI1203SH,3/30/2012,6:44,3/30/2012 6:44,8:00:00,3/30/2012 14:44,,,33.54750,-118.19100,KW,MB,G,5,LF,100,0,0,0,271,4,2,2,47,MB,5,279,287,1.3,,,,,280,350,15,12,21,nd,Dsp,,,,on,,off,1,2,1,,yes,,,,,MB,,9980,9981,approached bow then slowed
SE,CalCOFI1203SH,3/30/2012,6:44,3/30/2012 6:44,8:00:00,3/30/2012 14:44,,,33.54750,-118.19100,KW,MB,G,5,LF,100,0,0,0,271,4,2,2,47,MB,5,279,287,1.3,,,,,280,350,15,12,21,nd,Dsp,,,,on,,off,1,2,1,,yes,,,,,MB,,9980,9981,approached bow then slowed
SB,CalCOFI1203SH,3/30/2012,7:04,3/30/2012 7:04,8:00:00,3/30/2012 15:04,,,33.55270,-118.25170,KW,MB,G,5,LF,100,0,0,0,271,4,2,2,48,MB,3,279,0,1,,,,,,,31,24,52,nd,Dsp,,,,on,,off,1,1,9,,,,,,,,,,,
SE,CalCOFI1203SH,3/30/2012,7:04,3/30/2012 7:04,8:00:00,3/30/2012 15:04,,,33.55270,-118.25170,KW,MB,G,5,LF,100,0,0,0,271,4,2,2,48,MB,3,279,0,1,,,,,,,31,24,52,nd,Dsp,,,,on,,off,1,1,9,,,,,,,,,,,
SB,CalCOFI1203SH,3/30/2012,7:21,3/30/2012 7:21,8:00:00,3/30/2012 15:21,,,33.55990,-118.31900,KW,MB,G,5,LF,100,0,0,0,271,4,2,5,49,KW,3,279,202,5,,,,,,,6,5,7,1,Tt,,,,on,,off,1,1,,,,,,,,,,,,
SE,CalCOFI1203SH,3/30/2012,7:21,3/30/2012 7:21,8:00:00,3/30/2012 15:21,,,33.55990,-118.31900,KW,MB,G,5,LF,100,0,0,0,271,4,2,5,49,KW,3,279,202,5,,,,,,,6,5,7,1,Tt,,,,on,,off,1,1,,,,,,,,,,,,
SB,CalCOFI1203SH,3/30/2012,7:45,3/30/2012 7:45,8:00:00,3/30/2012 15:45,,,33.56483,-118.40683,KW,MB,G,6,LF,100,0,0,0,271,4,2,5,50,MB,3,279,235,2.2,,,,,,,23,17,28,6,Tt,,,,on,,off,1,1,,,,,,,,,,,,
SE,CalCOFI1203SH,3/30/2012,7:45,3/30/2012 7:45,8:00:00,3/30/2012 15:45,,,33.56483,-118.40683,KW,MB,G,6,LF,100,0,0,0,271,4,2,5,50,MB,3,279,235,2.2,,,,,,,23,17,28,6,Tt,,,,on,,off,1,1,,,,,,,,,,,,
SB,CalCOFI1203SH,3/30/2012,7:57,3/30/2012 7:57,8:00:00,3/30/2012 15:57,,,33.57267,-118.45683,KW,MB,G,6,LF,100,0,0,0,271,4,2,5,51,KW,3,279,213,2.1,,,,,,,4,3,4,0,Tt,,,,on,,off,1,1,,,,,,,,,,,,species ID changed from Ty to Tt
SE,CalCOFI1203SH,3/30/2012,7:57,3/30/2012 7:57,8:00:00,3/30/2012 15:57,,,33.57267,-118.45683,KW,MB,G,6,LF,100,0,0,0,271,4,2,5,51,KW,3,279,213,2.1,,,,,,,4,3,4,0,Tt,,,,on,,off,1,1,,,,,,,,,,,,species ID changed from Ty to Tt
SB,CalCOFI1203SH,3/30/2012,8:29,3/30/2012 8:29,8:00:00,3/30/2012 16:29,,,33.58867,-118.56450,KW,MB,G,6,OV,100,0,0,0,270,4,2,5,52,KW,3,279,232,6,,,,,,,2,2,2,nd,UD,,,,on,,off,1,9,,,,,,,,,,,,resting
SE,CalCOFI1203SH,3/30/2012,8:29,3/30/2012 8:29,8:00:00,3/30/2012 16:29,,,33.58867,-118.56450,KW,MB,G,6,OV,100,0,0,0,270,4,2,5,52,KW,3,279,232,6,,,,,,,2,2,2,nd,UD,,,,on,,off,1,9,,,,,,,,,,,,resting
SB,CalCOFI1203SH,3/30/2012,8:56,3/30/2012 8:56,8:00:00,3/30/2012 16:56,,,33.60960,-118.68540,KW,MB,G,6,OV,100,0,0,0,270,5,2,6,53,MB,3,279,222,5,,,,,,,1,1,1,0,ULW,,,,on,,off,1,1,,,,,,,,,,,,"likely fin whale due to dorsal fin,  but was headed away"
SE,CalCOFI1203SH,3/30/2012,8:56,3/30/2012 8:56,8:00:00,3/30/2012 16:56,,,33.60960,-118.68540,KW,MB,G,6,OV,100,0,0,0,270,5,2,6,53,MB,3,279,222,5,,,,,,,1,1,1,0,ULW,,,,on,,off,1,1,,,,,,,,,,,,"likely fin whale due to dorsal fin,  but was headed away"
SH,CalCOFI1203SH,3/30/2012,8:56,3/30/2012 8:56,8:00:00,3/30/2012 16:56,,,33.60960,-118.68540,KW,MB,G,6,OV,100,0,0,0,275,6,2,6,SH5,,,280,270,0.2,,,,,,,,,,,,,,,on,,off,1,,,,,,,,,,,,,large cargo ship
SB,CalCOFI1203SH,3/30/2012,9:10,3/30/2012 9:10,8:00:00,3/30/2012 17:10,,,33.61220,-118.74060,KW,MB,G,6,OV,100,0,0,0,270,6,2,6,54,MB,1,280,0,0.5,,,,,,,6,5,6,nd,Gg,,,,on,,off,1,1,8,,,,,,,,,,,"slow, resting swim"
SE,CalCOFI1203SH,3/30/2012,9:10,3/30/2012 9:10,8:00:00,3/30/2012 17:10,,,33.61220,-118.74060,KW,MB,G,6,OV,100,0,0,0,270,6,2,6,54,MB,1,280,0,0.5,,,,,,,6,5,6,nd,Gg,,,,on,,off,1,1,8,,,,,,,,,,,"slow, resting swim"
SB,CalCOFI1203SH,3/30/2012,9:23,3/30/2012 9:23,8:00:00,3/30/2012 17:23,,,33.61433,-118.79067,KW,MB,G,6,OV,100,0,0,0,273,6,2,6,55,MB,3,287,10,2,,,,,,,14,12,20,2,Gg,Tt,93,7,on,,off,1,1,5,,,,,,,,,,,"Tt observed with Gg, Ggcalves splashing display (Gg Best/Min/Max = 13/11/15, 2 calves.  Tt Best/Min/Max = 1/1/5, nd calves"
SE,CalCOFI1203SH,3/30/2012,9:23,3/30/2012 9:23,8:00:00,3/30/2012 17:23,,,33.61433,-118.79067,KW,MB,G,6,OV,100,0,0,0,273,6,2,6,55,MB,3,287,10,2,,,,,,,14,12,20,2,Gg,Tt,93,7,on,,off,1,1,5,,,,,,,,,,,
SB,CalCOFI1203SH,3/30/2012,9:45,3/30/2012 9:45,8:00:00,3/30/2012 17:45,,,33.63300,-118.87883,KW,MB,G,6,OV,100,0,0,0,273,5,2,6,56,KW,6,287,201,0.6,,,,,,,15,8,21,nd,UD,,,,on,,off,1,4,2,,,,,,,,,,,"Unidentified dolphin, likely D.sp, cue is diving birds"
SE,CalCOFI1203SH,3/30/2012,9:45,3/30/2012 9:45,8:00:00,3/30/2012 17:45,,,33.63300,-118.87883,KW,MB,G,6,OV,100,0,0,0,273,5,2,6,56,KW,6,287,201,0.6,,,,,,,15,8,21,nd,UD,,,,on,,off,1,4,2,,,,,,,,,,,"Unidentified dolphin, likely D.sp, cue is diving birds"
SB,CalCOFI1203SH,3/30/2012,13:50,3/30/2012 13:50,8:00:00,3/30/2012 21:50,,,33.54250,-119.22667,KW,MB,G,6,OV,100,0,0,0,320,6,3,6,57,MB,2,238,265,0.8,,,,,,,1,1,2,nd,ULW,,,,on,,on,,1,,,,,,,,,,,,large blow
SE,CalCOFI1203SH,3/30/2012,13:50,3/30/2012 13:50,8:00:00,3/30/2012 21:50,,,33.54250,-119.22667,KW,MB,G,6,OV,100,0,0,0,320,6,3,6,57,MB,2,238,265,0.8,,,,,,,1,1,2,nd,ULW,,,,on,,on,,1,,,,,,,,,,,,large blow
SB,CalCOFI1203SH,3/30/2012,14:00,3/30/2012 14:00,8:00:00,3/30/2012 22:00,,,33.52217,-119.25883,KW,MB,G,6,OV,100,0,0,0,320,10,3,6,58,KW,2,238,268,0.75,,,,,,,2,1,2,nd,ULW,,,,on,,on,,1,,,,,,,,,,,,"little blow, somewhat bushy, inverted ""T"" similar to Bryde's whale.  We think either fin, Bryde's, or Sei"
SE,CalCOFI1203SH,3/30/2012,14:00,3/30/2012 14:00,8:00:00,3/30/2012 22:00,,,33.52217,-119.25883,KW,MB,G,6,OV,100,0,0,0,320,10,3,6,58,KW,2,238,268,0.75,,,,,,,2,1,2,nd,ULW,,,,on,,on,,1,,,,,,,,,,,,"little blow, somewhat bushy, inverted ""T"" similar to Bryde's whale.  We think either fin, Bryde's, or Sei"
SB,CalCOFI1203SH,3/30/2012,14:16,3/30/2012 14:16,8:00:00,3/30/2012 22:16,,,33.49583,-119.30800,KW,MB,G,6,OV,100,0,0,0,320,10,3,6,59,MB,2,240,284,,804.672,,,,,,2,2,2,nd,Bp,,,,on,,on,,1,,,yes,KW,,19,57,,,,,
SE,CalCOFI1203SH,3/30/2012,14:16,3/30/2012 14:16,8:00:00,3/30/2012 22:16,,,33.49583,-119.30800,KW,MB,G,6,OV,100,0,0,0,320,10,3,6,59,MB,2,240,284,,804.672,,,,,,2,2,2,nd,Bp,,,,on,,on,,1,,,yes,KW,,19,57,,,,,
SB,CalCOFI1203SH,3/30/2012,14:18,3/30/2012 14:18,8:00:00,3/30/2012 22:18,,,33.49583,-119.30800,KW,MB,G,6,OV,100,0,0,0,310,10,3,6,60,MB,2,240,276,0.5,,,,,,,2,2,2,nd,Bp,,,,on,,on,,1,,,no,,,,,,,,,ID upgraded to Bp after animals became closer when we were on station (stopped). 
SE,CalCOFI1203SH,3/30/2012,14:18,3/30/2012 14:18,8:00:00,3/30/2012 22:18,,,33.49583,-119.30800,KW,MB,G,6,OV,100,0,0,0,310,10,3,6,60,MB,2,240,276,0.5,,,,,,,2,2,2,nd,Bp,,,,on,,on,,1,,,no,,,,,,,,,ID upgraded to Bp after animals became closer when we were on station (stopped). 
SB,CalCOFI1203SH,3/30/2012,14:39,3/30/2012 14:39,8:00:00,3/30/2012 22:39,,,33.49017,-119.31600,KW,MB,G,6,OV,100,0,0,0,310,10,3,6,61,MB,3,240,110,,240,,,,,,448,320,590,nd,Lb,,,,off,1,on,,2,8,16,yes,KW,,60,500,MB,,9995,405,"Sighted after we stopped at station.  School was very widespread - ending up surrounding boat in some directions out to 3 reticles.  Some subgroups were tight in configuation and others dispersed. They were swimming around fin whales, very closely, as well as hanging around the ship especially in the thruster wash.  They were leaping, flipping, slow milling and fast running.  It appeared that they were energetically positioning themselves around and over the fin whales as the fin whales surfaced."
SE,CalCOFI1203SH,3/30/2012,14:39,3/30/2012 14:39,8:00:00,3/30/2012 22:39,,,33.49017,-119.31600,KW,MB,G,6,OV,100,0,0,0,310,10,3,6,61,MB,3,240,110,,240,,,,,,448,320,590,nd,Lb,,,,off,1,on,,2,8,16,yes,KW,,60,500,MB,,9995,405,"Sighted after we stopped at station.  School was very widespread - ending up surrounding boat in some directions out to 3 reticles.  Some subgroups were tight in configuation and others dispersed. They were swimming around fin whales, very closely, as well as hanging around the ship especially in the thruster wash.  They were leaping, flipping, slow milling and fast running.  It appeared that they were energetically positioning themselves around and over the fin whales as the fin whales surfaced."
SB,CalCOFI1203SH,3/30/2012,17:08,3/30/2012 17:08,8:00:00,3/31/2012 1:08,,,33.42700,-119.44600,KW,MB,G,5,LF,35,265,277,SE,320,11,3,3,62,UNK,3,240,180,4.5,,,,,,,5,4,5,nd,Unid_Cetac,,,,off,3,on,,,,,,,,,,,,,,"Dawn B found and spoke up about unid small Odontecete, beaked whale-sized animals =USO"
SE,CalCOFI1203SH,3/30/2012,17:08,3/30/2012 17:08,8:00:00,3/31/2012 1:08,,,33.42700,-119.44600,KW,MB,G,5,LF,35,265,277,SE,320,11,3,3,62,UNK,3,240,180,4.5,,,,,,,5,4,5,nd,Unid_Cetac,,,,off,3,on,,,,,,,,,,,,,,"Dawn B found and spoke up about unid small Odentecete, beaked whale-sized animals=USO"
SB,CalCOFI1203SH,3/31/2012,9:09,3/31/2012 9:09,8:00:00,3/31/2012 17:09,,,32.74767,-121.11167,KW,MB,G,7,OV,98,0,0,0,210,10,3,8,63,KW,1,326,309,,180,,,,,,5,5,5,0,Pd,,,,on,,off,7,2,5,,yes,KW,,501,518,,,,,
SE,CalCOFI1203SH,3/31/2012,9:11,3/31/2012 9:11,8:00:00,3/31/2012 17:11,,,32.75267,-121.11517,KW,MB,G,7,OV,98,0,0,0,210,10,3,7,63,KW,1,326,160,,360,,,,,,5,5,5,0,Pd,,,,on,,off,7,2,5,,yes,KW,,501,518,,,,,
SB,CalCOFI1203SH,3/31/2012,9:49,3/31/2012 9:49,8:00:00,3/31/2012 17:49,,,32.85630,-121.18530,KW,MB,G,7,PC,20,0,0,0,210,11,3,7,64,KW,1,326,328,1,,,,,,,7,7,13,nd,Pd,,,,on,,off,7,2,1,,no,,,,,,,,,
SP,CalCOFI1203SH,3/31/2012,9:51,3/31/2012 9:51,8:00:00,3/31/2012 17:51,,,32.86480,-121.19070,KW,MB,G,7,PC,20,0,0,0,210,10,3,7,64,KW,1,326,309,2,,,,,,,7,7,13,nd,Pd,,,,on,,off,7,1,,,,,,,,,,,,slow swim
SP,CalCOFI1203SH,3/31/2012,9:53,3/31/2012 9:53,8:00:00,3/31/2012 17:53,,,32.87060,-121.19440,KW,MB,G,7,PC,20,0,0,0,210,10,3,7,64,KW,1,326,298,1.3,,,,,,,5,5,7,nd,Pd,,,,on,,off,7,1,,,,,,,,,,,,
SE,CalCOFI1203SH,3/31/2012,9:57,3/31/2012 9:57,8:00:00,3/31/2012 17:57,,,32.87910,-121.19990,KW,MB,G,7,PC,20,0,0,0,210,10,3,7,64,KW,1,326,26,,320,,,,,,4,4,5,nd,Pd,,,,on,,off,7,2,,,,,,,,,,,,"fast swim originally, group may have split, half to port, half to starboard."
SB,CalCOFI1203SH,3/31/2012,10:15,3/31/2012 10:15,8:00:00,3/31/2012 18:15,,,32.93020,-121.23240,KW,MB,G,7,CL,12,0,0,0,177,14,4,7,65,KW,1,326,354,4.8,,,,,,,4,4,6,nd,Pd,,,,on,,off,7,2,1,,,,,,,,,,,started running to come in then stopped
SE,CalCOFI1203SH,3/31/2012,10:15,3/31/2012 10:15,8:00:00,3/31/2012 18:15,,,32.93020,-121.23240,KW,MB,G,7,CL,12,0,0,0,177,14,4,7,65,KW,1,326,354,4.8,,,,,,,4,4,6,nd,Pd,,,,on,,off,7,2,1,,,,,,,,,,,started running to come in then stopped
SB,CalCOFI1203SH,3/31/2012,15:13,3/31/2012 15:13,8:00:00,3/31/2012 23:13,,,33.44567,-121.01683,KW,MB,F,7,OV,94,0,0,0,290,10,4,6,66,KW,2,60,56,2,,,,,,,3,3,3,nd,Pd,,,,on,,on,,2,,,yes,,,,,MB,,452,465,Dall's tarted coming toward port side of ship then continued back down toward array
SE,CalCOFI1203SH,3/31/2012,15:16,3/31/2012 15:16,8:00:00,3/31/2012 23:16,,,33.45117,-121.01850,KW,MB,F,7,OV,94,0,0,0,290,10,4,6,66,KW,2,60,165,,320,,,,,,6,6,8,nd,Pd,,,,on,,on,,2,,,yes,,,,,MB,,452,465,They stayed about 80 meters or ore from array
SB,CalCOFI1203SH,3/31/2012,17:09,3/31/2012 17:09,8:00:00,4/1/2012 1:09,,,33.53850,-120.83950,KW,MB,F,7,OV,94,0,0,0,290,10,4,6,67,KW,2,60,41,1,,,,,,,17,14,24,nd,Pd,,,,on,,on,,2,1,,no,,,,,,,,,ran fast away from ship toward the ENE (east north east)
SE,CalCOFI1203SH,3/31/2012,17:09,3/31/2012 17:09,8:00:00,4/1/2012 1:09,,,33.53850,-120.83950,KW,MB,F,7,OV,94,0,0,0,290,10,4,6,67,KW,2,60,41,1,,,,,,,17,14,24,nd,Pd,,,,on,,on,,2,1,,no,,,,,,,,,ran fast away from ship toward the ENE (east north east)
SH,CalCOFI1203SH,3/31/2012,17:23,3/31/2012 17:23,8:00:00,4/1/2012 1:23,,,33.56017,-120.79250,KW,MB,G,7,PC,80,0,0,0,290,10,4,6,SH6,,,60,135,0,,,,,,,,,,,,,,,on,,on,,on,,,,,,,,,,,,large cargo ship 
SB,CalCOFI1203SH,3/31/2012,18:00,3/31/2012 18:00,8:00:00,4/1/2012 2:00,,,33.57483,-120.76017,KW,MB,G,7,PC,80,0,0,0,290,10,4,6,68,UNK,3,280,10,,5,,,,,,6,5,6,n,Pd,,,,off,1,on,,2,1,5,yes,,,,,MB,,474,516,Dall's swimming around CTD and thruster wakes near ship
SE,CalCOFI1203SH,3/31/2012,18:00,3/31/2012 18:00,8:00:00,4/1/2012 2:00,,,33.57483,-120.76017,KW,MB,G,7,PC,80,0,0,0,290,10,4,6,68,UNK,3,280,10,,5,,,,,,6,5,6,n,Pd,,,,off,1,on,,2,1,5,yes,,,,,MB,,474,516,Dall's swimming around CTD and thruster wakes near ship
SH,CalCOFI1203SH,4/1/2012,6:31,4/1/2012 6:31,8:00:00,4/1/2012 14:31,,,33.83617,-118.96317,MB,MB,UX,5,CL,10,85,100,SE,301,30,6,7,SH7,MB,,95,25,1.2,,,,,,,,,,,,,,,off,2A,off,7,,,,,,,,,,,,,large container ship (Maersk?)
SB,CalCOFI1203SH,4/1/2012,6:31,4/1/2012 6:31,8:00:00,4/1/2012 14:31,,,33.83617,-118.96317,MB,MB,UX,5,CL,10,85,100,SE,301,30,6,7,69,MB,2,95,132,1.4,,,,,,,1,1,1,nd,ULW,,,,off,2A,off,7,0,,,no,,,,,,,,,Tall columnar blow most like a fin whale
SE,CalCOFI1203SH,4/1/2012,6:31,4/1/2012 6:31,8:00:00,4/1/2012 14:31,,,33.83617,-118.96317,MB,MB,UX,5,CL,10,85,100,SE,301,30,6,7,69,MB,2,95,132,1.4,,,,,,,1,1,1,nd,ULW,,,,off,2A,off,7,0,,,no,,,,,,,,,Tall columnar blow most like a fin whale
SH,CalCOFI1203SH,4/1/2012,7:14,4/1/2012 7:14,8:00:00,4/1/2012 15:14,,,33.81600,-118.79233,MB,MB,UX,5,CL,10,80,98,SE,301,30,6,7,SH8,,,95,90,0.2,,,,,,,,,,,,,,,off,2A,off,7,,,,,,,,,,,,,large container ship (NYKLine)
SB,CalCOFI1203SH,4/1/2012,7:38,4/1/2012 7:38,8:00:00,4/1/2012 15:38,,,33.81783,-118.69550,KW,MB,P,6,CL,5,86,126,SE,300,16,5,5,70,MB,1,81,45,,150,,,,,,28,24,38,nd,Dsp,,,,on,,off,7,2,9,,,,,,,,,,,"moving on a reciprocal course to us, milling when passing by us"
SE,CalCOFI1203SH,4/1/2012,7:38,4/1/2012 7:38,8:00:00,4/1/2012 15:38,,,33.81783,-118.69550,KW,MB,P,6,CL,5,86,126,SE,300,16,5,5,70,MB,1,81,45,,150,,,,,,28,24,38,nd,Dsp,,,,on,,off,7,2,9,,,,,,,,,,,"moving on a reciprocal course to us, milling when passing by us"
SH,CalCOFI1203SH,4/1/2012,7:55,4/1/2012 7:55,8:00:00,4/1/2012 15:55,,,33.82250,-118.63000,KW,MB,P,6,CL,5,86,126,SE,300,16,5,5,SH9,,,80,145,0.2,,,,,,,,,,,,,,,on,,off,7,,,,,,,,,,,,,large container ship
SB,CalCOFI1203SH,4/1/2012,12:55,4/1/2012 12:55,8:00:00,4/1/2012 20:55,,,33.90400,-118.59683,KW,MB,UX,7,PC,5,180,270,SE,270,24,6,8,71,MB,2,290,20,1.2,,,,,,,1,1,1,0,ULW,,,,off,2A,off,7,0,,,,,,,,,,,,single blow seen once
SE,CalCOFI1203SH,4/1/2012,12:55,4/1/2012 12:55,8:00:00,4/1/2012 20:55,,,33.90400,-118.59683,KW,MB,UX,7,PC,5,180,270,SE,270,24,6,8,71,MB,2,290,20,1.2,,,,,,,1,1,1,0,ULW,,,,off,2A,off,7,0,,,,,,,,,,,,single blow seen once
SB,CalCOFI1203SH,4/1/2012,15:39,4/1/2012 15:39,8:00:00,4/1/2012 23:39,,,33.96650,-119.13333,KW,MB,UX,7,CL,5,195,285,SE,283,26,6,8,72,MB,2,280,25,1.8,,,,,,,1,1,2,0,ULW,,,,off,2A,off,7,0,,,,,,,,,,,,"large, slightly bushy blow, likely gray humpback or fin"
SE,CalCOFI1203SH,4/1/2012,15:39,4/1/2012 15:39,8:00:00,4/1/2012 23:39,,,33.96650,-119.13333,KW,MB,UX,7,CL,5,195,285,SE,283,26,6,8,72,MB,2,280,25,1.8,,,,,,,1,1,2,0,ULW,,,,off,2A,off,7,0,,,,,,,,,,,,"large, slightly bushy blow, likely gray humpback or fin"
SB,CalCOFI1203SH,4/1/2012,16:35,4/1/2012 16:35,8:00:00,4/2/2012 0:35,,,33.98317,-119.35217,KW,MB,UX,7,HZ,12,270,310,SE,283,26,6,5,73,KW,5,280,218,2.6,,,,,,,6,5,18,nd,UD,,,,off,2A,off,7,8,,,,,,,,,,,,"large splash, leaping"
SE,CalCOFI1203SH,4/1/2012,16:35,4/1/2012 16:35,8:00:00,4/2/2012 0:35,,,33.98317,-119.35217,KW,MB,UX,7,HZ,12,270,310,SE,283,26,6,5,73,KW,5,280,218,2.6,,,,,,,6,5,18,nd,UD,,,,off,2A,off,7,8,,,,,,,,,,,,"large splash, leaping"
SB,CalCOFI1203SH,4/1/2012,17:08,4/1/2012 17:08,8:00:00,4/2/2012 1:08,,,34.00600,-119.48483,KW,MB,UX,6,HZ,15,270,310,SE,283,26,6,5,74,KW,2,290,240,0.6,,,,,,,1,1,1,nd,ULW,,,,off,2A,off,7,0,,,,,,,,,,,,
SE,CalCOFI1203SH,4/1/2012,17:08,4/1/2012 17:08,8:00:00,4/2/2012 1:08,,,34.00600,-119.48483,KW,MB,UX,6,HZ,15,270,310,SE,283,26,6,5,74,KW,2,290,240,0.6,,,,,,,1,1,1,nd,ULW,,,,off,2A,off,7,0,,,,,,,,,,,,
SB,CalCOFI1203SH,4/1/2012,17:12,4/1/2012 17:12,8:00:00,4/2/2012 1:12,,,34.00917,-119.49617,KW,MB,UX,6,HZ,15,270,310,SE,283,26,6,5,75,MB,2,290,284,,300,,,,,,1,1,1,0,ULW,,,,off,2A,off,7,0,,,,,,,,,,,,single blow and back
SE,CalCOFI1203SH,4/1/2012,17:12,4/1/2012 17:12,8:00:00,4/2/2012 1:12,,,34.00917,-119.49617,KW,MB,UX,6,HZ,15,270,310,SE,283,26,6,5,75,MB,2,290,284,,300,,,,,,1,1,1,0,ULW,,,,off,2A,off,7,0,,,,,,,,,,,,single blow and back
SB,CalCOFI1203SH,4/1/2012,17:46,4/1/2012 17:46,8:00:00,4/2/2012 1:46,,,33.99533,-119.50583,MB,MB,UX,6,HZ,15,275,285,M,283,20,6,5,76,MB,2,30,145,1.7,,,,,,,3,3,4,nd,ULW,,,,off,2A,off,7,1,35,,yes,,,,,MB,,577,591,"low bushy but strong blows, black body, blowing four to six times then not seen again, possible sperm whales?"
SE,CalCOFI1203SH,4/1/2012,17:46,4/1/2012 17:46,8:00:00,4/2/2012 1:46,,,33.99533,-119.50583,MB,MB,UX,6,HZ,15,275,285,M,283,20,6,5,76,MB,2,30,145,1.7,,,,,,,3,3,4,nd,ULW,,,,off,2A,off,7,1,35,,yes,,,,,MB,,577,591,"low bushy but strong blows, black body, blowing four to six times then not seen again, possible sperm whales?"
SB,CalCOFI1203SH,4/2/2012,6:00,4/2/2012 6:00,8:00:00,4/2/2012 14:00,,,34.36217,-120.27050,KW,MB,P,6,CL,0,0,0,0,232,17,5,6,77,MB,2,295,240,,500,,,,,,2,2,2,0,Mn,,,,on,,off,1,2,,,,,,,,,,,,
