SB,CalCOFI1203SH,3/26/2012,13:08,3/26/2012 13:08,8:00:00,3/26/2012 21:08,,,31.23933,-120.83317,KW,MB,G,7,PC,68,0,0,0,50,5,2,7,10,MB,3,240,272,,150,,,,,,19,15,24,6,Dsp,,,,on,,on,,2,8,5,yes,KW,,40,51,,,,,"widespread small groups kept coming toward us, not really riding though"
SE,CalCOFI1203SH,3/26/2012,13:15,3/26/2012 13:15,8:00:00,3/26/2012 21:15,,,31.22550,-120.85350,KW,MB,G,7,PC,68,0,0,0,50,5,2,7,10,MB,3,241,220,2.2,,,,,,,19,15,24,6,Dsp,,,,on,,on,,2,8,5,yes,KW,,40,51,,,,,
SB,CalCOFI1203SH,3/26/2012,16:50,3/26/2012 16:50,8:00:00,3/27/2012 0:50,,,31.12100,-121.03980,KW,MB,G,6,OV,90,240,271,M,278,6,2,7,11,KW,1,241,245,,3,,,,,,14,12,19,3,Dd,,,,on,,on,,2,8,5,yes,KW,,54,61,,,,,
SE,CalCOFI1203SH,3/26/2012,16:50,3/26/2012 16:50,8:00:00,3/27/2012 0:50,,,31.12100,-121.03980,KW,MB,G,6,OV,90,240,271,M,278,6,2,7,11,KW,1,241,245,,3,,,,,,14,12,19,3,Dd,,,,on,,on,,2,8,5,yes,KW,,54,61,,,,,
SB,CalCOFI1203SH,3/26/2012,17:08,3/26/2012 17:08,8:00:00,3/27/2012 1:08,,,31.08917,-121.09683,KW,MB,G,6,OV,95,240,270,M,280,6,2,7,12,MB,3,240,210,3.6,,,3.5,14,255,335,368,337,422,37,Dd,,,,on,,on,,2,5,8,yes,KW,,62,348,MB,,9643,9754,Dds observed in small groups (n= 8-30) and at least three large groups (n=30-80) over 45 minutes. Ship speed = 12kts.  Groups size estimate is for total period.
SP,CalCOFI1203SH,3/26/2012,17:34,3/26/2012 17:34,8:00:00,3/27/2012 1:34,,,31.05067,-121.17417,KW,MB,G,6,OV,95,255,270,SL,280,6,2,7,12,MB,3,240,225,3.4,,,,,,,240,225,283,32,Dd,,,,on,,on,,2,5,8,yes,KW,,62,348,,,,,this is a cummulative count over the first half hour. 
SE,CalCOFI1203SH,3/26/2012,17:45,3/26/2012 17:45,8:00:00,3/27/2012 1:45,,,31.03400,-121.20883,KW,MB,G,5,OV,95,0,0,0,280,6,2,7,12,MB,3,240,261,3.8,,,3.5,14,255,335,368,337,422,37,Dd,,,,off,,on,,2,5,8,yes,KW,,,,,,,,
SB,CalCOFI1203SH,3/27/2012,14:06,3/27/2012 14:06,8:00:00,3/27/2012 22:06,,,29.82667,-123.56450,KW,MB,G,7,CL,20,230,255,SL,230,7,2,5,13,KW,2,322,50,2.3,,,,,,,2,2,2,0,Mn,,,,on,,off,2,1,34,,no,,,,,,,,,
SE,CalCOFI1203SH,3/27/2012,14:06,3/27/2012 14:06,8:00:00,3/27/2012 22:06,,,29.82667,-123.56450,KW,MB,G,7,CL,20,230,255,SL,230,7,2,5,13,KW,2,322,50,2.3,,,,,,,2,2,2,0,Mn,,,,on,,off,2,1,34,,no,,,,,,,,,
SB,CalCOFI1203SH,3/27/2012,14:19,3/27/2012 14:19,8:00:00,3/27/2012 22:19,,,29.85667,-123.59083,KW,MB,G,7,CL,20,230,255,SL,230,7,2,5,14,KW,1,322,308,0.5,,,,,,,103,87,120,nd,Dd,,,,on,,off,2,2,5,8,yes,KW,,1,29,MB,,9755,9768,
SE,CalCOFI1203SH,3/27/2012,14:19,3/27/2012 14:19,8:00:00,3/27/2012 22:19,,,29.85667,-123.59083,KW,MB,G,7,CL,20,230,255,SL,230,7,2,5,14,KW,1,322,308,0.5,,,,,,,103,87,120,nd,Dd,,,,on,,off,2,2,5,8,yes,KW,,1,29,MB,,9755,9768,
SB,CalCOFI1203SH,3/27/2012,17:07,3/27/2012 17:07,8:00:00,3/28/2012 1:07,,,30.31500,-123.92450,KW,MB,G,7,CL,20,245,273,SE,230,11,3,5,15,KW,1,327,236,0.6,,,,,,,30,18,49,nd,UD,,,,on,,off,2,8,2,,no,,,,,,,,,
SE,CalCOFI1203SH,3/27/2012,17:07,3/27/2012 17:07,8:00:00,3/28/2012 1:07,,,30.31500,-123.92450,KW,MB,G,7,CL,20,245,273,SE,230,11,3,5,15,KW,1,327,236,0.6,,,,,,,30,18,49,nd,UD,,,,on,,off,2,8,2,,no,,,,,,,,,
SB,CalCOFI1203SH,3/28/2012,7:57,3/28/2012 7:57,8:00:00,3/28/2012 15:57,,,31.23533,-122.34783,KW,MB,G,7,PC,30,90,120,SE,270,5,3,5,16,MB,5,60,140,3.5,,,,,,,62,55,78,nd,Dsp,,,,on,,on,2,8,5,,yes,KW,,351,445,MB,,,,"running toward us, then slowing.  Three subgroups"
SE,CalCOFI1203SH,3/28/2012,7:57,3/28/2012 7:57,8:00:00,3/28/2012 15:57,,,31.23533,-122.34783,KW,MB,G,7,PC,30,90,120,SE,270,5,3,5,16,MB,5,60,140,3.5,,,,,,,62,55,78,nd,Dsp,,,,on,,on,2,8,5,,yes,KW,,351,445,MB,,,,"running toward us, then slowing.  Three subgroups"
SB,CalCOFI1203SH,3/28/2012,8:15,3/28/2012 8:15,8:00:00,3/28/2012 16:15,,,31.27200,-122.28000,KW,MB,G,7,PC,35,90,118,SE,270,5,3,5,17,MB,1,60,73,1.1,,,,,,,287,210,395,1,Dsp,,,,on,,on,2,8,5,,yes,KW,,446,566,MB,,9769,9808,
SE,CalCOFI1203SH,3/28/2012,8:15,3/28/2012 8:15,8:00:00,3/28/2012 16:15,,,31.27200,-122.28000,KW,MB,G,7,PC,35,90,118,SE,270,5,3,5,17,MB,1,60,73,1.1,,,,,,,287,210,395,1,Dsp,,,,on,,on,2,8,5,,yes,KW,,446,566,MB,,9769,9808,
SH,CalCOFI1203SH,3/28/2012,9:16,3/28/2012 9:16,8:00:00,3/28/2012 17:16,,,31.37350,-122.08117,KW,MB,G,7,PC,43,95,130,SE,281,5,3,5,SH4,,,61,30,0.1,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,large ship
SB,CalCOFI1203SH,3/28/2012,9:33,3/28/2012 9:33,8:00:00,3/28/2012 17:33,,,31.40550,-122.02033,KW,MB,G,7,PC,50,95,130,M,281,5,2,5,18,KW,1,61,37,0.7,,,,,,,298,267,330,nd,Dsp,,,,on,,on,2,8,5,,yes,KW,,567,639,,,,,
SE,CalCOFI1203SH,3/28/2012,9:33,3/28/2012 9:33,8:00:00,3/28/2012 17:33,,,31.40550,-122.02033,KW,MB,G,7,PC,50,95,130,M,281,5,2,5,18,KW,1,61,37,0.7,,,,,,,298,267,330,nd,Dsp,,,,on,,on,2,8,5,,yes,KW,,567,639,,,,,
SB,CalCOFI1203SH,3/28/2012,14:52,3/28/2012 14:52,8:00:00,3/28/2012 22:52,,,31.68650,-121.44833,KW,MB,G,7,OV,90,0,0,0,270,8,3,7,19,MB,1,61,51,4.5,,,,,,,11,9,13,nd,Dsp,,,,on,,on,1,9,,,yes,KW,,662,674,,,,,stealthy
SE,CalCOFI1203SH,3/28/2012,14:52,3/28/2012 14:52,8:00:00,3/28/2012 22:52,,,31.68650,-121.44833,KW,MB,G,7,OV,90,0,0,0,270,8,3,7,19,MB,1,61,51,4.5,,,,,,,11,9,13,nd,Dsp,,,,on,,on,1,9,,,yes,KW,,662,674,,,,,stealthy
SB,CalCOFI1203SH,3/28/2012,14:59,3/28/2012 14:59,8:00:00,3/28/2012 22:59,,,31.69767,-121.42600,KW,MB,G,7,OV,90,0,0,0,270,8,3,7,20,KW,1,61,350,3.5,,,,,,,15,13,17,nd,Dsp,,,,on,,on,2,8,,,yes,KW,,675,697,MB,,9824,9834,
SE,CalCOFI1203SH,3/28/2012,14:59,3/28/2012 14:59,8:00:00,3/28/2012 22:59,,,31.69767,-121.42600,KW,MB,G,7,OV,90,0,0,0,270,8,3,7,20,KW,1,61,350,3.5,,,,,,,15,13,17,nd,Dsp,,,,on,,on,2,8,,,yes,KW,,675,697,MB,,9824,9834,
SB,CalCOFI1203SH,3/29/2012,6:00,3/29/2012 6:00,8:00:00,3/29/2012 14:00,,,32.49550,-119.83733,KW,MB,P,7,PC,75,0,0,0,318,20,5,5,21,MB,2,64,7,2.4,,,,,,,2,2,3,nd,ULW,,,,on,,on,1,,,,yes,,,,,MB,,9844,9852,"most likely Mn or Er because of split, bushy blow"
SE,CalCOFI1203SH,3/29/2012,6:00,3/29/2012 6:00,8:00:00,3/29/2012 14:00,,,32.49550,-119.83733,KW,MB,P,7,PC,75,0,0,0,318,20,5,5,21,MB,2,64,7,2.4,,,,,,,2,2,3,nd,ULW,,,,on,,on,1,,,,yes,,,,,MB,,9844,9852,"most likely Mn or Er because of split, bushy blow"
SB,CalCOFI1203SH,3/29/2012,11:07,3/29/2012 11:07,8:00:00,3/29/2012 19:07,,,32.74517,-119.35750,KW,MB,P,7,OV,90,0,0,0,308,19,5,5,22,KW,3,62,58,7.7,,,,,,,1,1,1,nd,UD,,,,on,,on,0,,,,no,,,,,,,,,medium sized dolphin
SE,CalCOFI1203SH,3/29/2012,11:07,3/29/2012 11:07,8:00:00,3/29/2012 19:07,,,32.74517,-119.35750,KW,MB,P,7,OV,90,0,0,0,308,19,5,5,22,KW,3,62,58,7.7,,,,,,,1,1,1,nd,UD,,,,on,,on,0,,,,no,,,,,,,,,medium sized dolphin
SB,CalCOFI1203SH,3/29/2012,11:19,3/29/2012 11:19,8:00:00,3/29/2012 19:19,,,32.72867,-119.32017,KW,MB,P,7,OV,90,0,0,0,308,19,5,5,23,MB,2,62,61,0.4,,,,,,,2,2,3,nd,ULW,,,,on,,on,1,,,,yes,KW,,700,741,,,,,"most likely fin whale - pointy tip of dorsal, gray/black color and blows consistent with Bp blows"
SE,CalCOFI1203SH,3/29/2012,11:19,3/29/2012 11:19,8:00:00,3/29/2012 19:19,,,32.72867,-119.32017,KW,MB,P,7,OV,90,0,0,0,308,19,5,5,23,MB,2,62,61,0.4,,,,,,,2,2,3,nd,ULW,,,,on,,on,1,,,,yes,KW,,700,741,,,,,"most likely fin whale - pointy tip of dorsal, gray/black color and blows consistent with Bp blows"
SB,CalCOFI1203SH,3/29/2012,11:40,3/29/2012 11:40,8:00:00,3/29/2012 19:40,,,32.76117,-119.25133,KW,MB,P,7,OV,90,0,0,0,308,17,5,5,24,KW,2,62,94,,100,,,,,,20,14,28,0,Dc,,,,on,,on,4,5,1,,yes,KW,,742,765,,,,,
SE,CalCOFI1203SH,3/29/2012,11:40,3/29/2012 11:40,8:00:00,3/29/2012 19:40,,,32.76117,-119.25133,KW,MB,P,7,OV,90,0,0,0,308,17,5,5,24,KW,2,62,94,,100,,,,,,20,14,28,0,Dc,,,,on,,on,4,5,1,,yes,KW,,742,765,,,,,
SB,CalCOFI1203SH,3/29/2012,11:57,3/29/2012 11:57,8:00:00,3/29/2012 19:57,,,32.78233,-119.20367,KW,MB,P,7,OV,100,0,0,0,310,16,5,5,25,MB,2,62,75,0.4,,,,,,,2,2,3,0,Bp,,,,on,,on,1,9,,,yes,KW,,766,819,MB,,9875,9905,"rolled on side, fluke exposed, one other whale present"
SE,CalCOFI1203SH,3/29/2012,11:57,3/29/2012 11:57,8:00:00,3/29/2012 19:57,,,32.78233,-119.20367,KW,MB,P,7,OV,100,0,0,0,310,16,5,5,25,MB,2,62,75,0.4,,,,,,,2,2,3,0,Bp,,,,on,,on,1,9,,,yes,KW,,766,819,MB,,9875,9905,"rolled on side, fluke exposed, one other whale present"
SB,CalCOFI1203SH,3/29/2012,12:15,3/29/2012 12:15,8:00:00,3/29/2012 20:15,,,32.80983,-119.14783,KW,MB,P,7,OV,100,0,0,0,310,13,5,5,26,KW,2,62,30,0.6,,,,,,,1,1,2,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SE,CalCOFI1203SH,3/29/2012,12:15,3/29/2012 12:15,8:00:00,3/29/2012 20:15,,,32.80983,-119.14783,KW,MB,P,7,OV,100,0,0,0,310,13,5,5,26,KW,2,62,30,0.6,,,,,,,1,1,2,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SB,CalCOFI1203SH,3/29/2012,12:21,3/29/2012 12:21,8:00:00,3/29/2012 20:21,,,32.81933,-119.12700,KW,MB,P,7,OV,100,0,0,0,310,13,5,5,27,MB,2,62,110,2.5,,,,,,,3,3,4,nd,ULW,,,,on,,on,1,9,,,yes,,,,,MB,,9906,9916,"listed as ULW, but likely fin whale"
SE,CalCOFI1203SH,3/29/2012,12:21,3/29/2012 12:21,8:00:00,3/29/2012 20:21,,,32.81933,-119.12700,KW,MB,P,7,OV,100,0,0,0,310,13,5,5,27,MB,2,62,110,2.5,,,,,,,3,3,4,nd,ULW,,,,on,,on,1,9,,,yes,,,,,MB,,9906,9916,"listed as ULW, but likely fin whale"
SB,CalCOFI1203SH,3/29/2012,12:21,3/29/2012 12:21,8:00:00,3/29/2012 20:21,,,32.81933,-119.12700,KW,MB,P,7,OV,100,0,0,0,310,13,5,5,28,KW,2,61,358,0.2,,,,,,,3,3,4,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,"two rushing whales, heads rising out and splashing, occurred four times"
SE,CalCOFI1203SH,3/29/2012,12:21,3/29/2012 12:21,8:00:00,3/29/2012 20:21,,,32.81933,-119.12700,KW,MB,P,7,OV,100,0,0,0,310,13,5,5,28,KW,2,61,358,0.2,,,,,,,3,3,4,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,"two rushing whales, heads rising out and splashing, occurred four times"
SB,CalCOFI1203SH,3/29/2012,12:27,3/29/2012 12:27,8:00:00,3/29/2012 20:27,,,32.83083,-119.10783,KW,MB,F,7,OV,100,0,0,0,310,10,4,5,29,KW,2,61,324,0.7,,,,,,,1,1,1,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale
SE,CalCOFI1203SH,3/29/2012,12:27,3/29/2012 12:27,8:00:00,3/29/2012 20:27,,,32.83083,-119.10783,KW,MB,F,7,OV,100,0,0,0,310,10,4,5,29,KW,2,61,324,0.7,,,,,,,1,1,1,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale
SB,CalCOFI1203SH,3/29/2012,12:32,3/29/2012 12:32,8:00:00,3/29/2012 20:32,,,32.83967,-119.09100,KW,MB,F,7,OV,100,0,0,0,310,10,4,5,30,KW,2,61,104,0.8,,,,,,,1,1,1,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SE,CalCOFI1203SH,3/29/2012,12:32,3/29/2012 12:32,8:00:00,3/29/2012 20:32,,,32.83967,-119.09100,KW,MB,F,7,OV,100,0,0,0,310,10,4,5,30,KW,2,61,104,0.8,,,,,,,1,1,1,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SB,CalCOFI1203SH,3/29/2012,12:32,3/29/2012 12:32,8:00:00,3/29/2012 20:32,,,32.83967,-119.09100,KW,MB,F,7,OV,100,0,0,0,310,10,4,5,31,MB,2,61,145,0.3,,,,,,,3,2,3,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale by size and blow
SE,CalCOFI1203SH,3/29/2012,12:32,3/29/2012 12:32,8:00:00,3/29/2012 20:32,,,32.83967,-119.09100,KW,MB,F,7,OV,100,0,0,0,310,10,4,5,31,MB,2,61,145,0.3,,,,,,,3,2,3,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale by size and blow
SB,CalCOFI1203SH,3/29/2012,12:41,3/29/2012 12:41,8:00:00,3/29/2012 20:41,,,32.85450,-119.06283,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,32,MB,2,61,47,0.8,,,,,,,1,1,1,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SE,CalCOFI1203SH,3/29/2012,12:41,3/29/2012 12:41,8:00:00,3/29/2012 20:41,,,32.85450,-119.06283,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,32,MB,2,61,47,0.8,,,,,,,1,1,1,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SB,CalCOFI1203SH,3/29/2012,12:41,3/29/2012 12:41,8:00:00,3/29/2012 20:41,,,32.85450,-119.06283,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,33,KW,2,61,354,0.6,,,,,,,1,1,1,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale
SE,CalCOFI1203SH,3/29/2012,12:41,3/29/2012 12:41,8:00:00,3/29/2012 20:41,,,32.85450,-119.06283,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,33,KW,2,61,354,0.6,,,,,,,1,1,1,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale
SB,CalCOFI1203SH,3/29/2012,12:43,3/29/2012 12:43,8:00:00,3/29/2012 20:43,,,32.85750,-119.05750,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,34,KW,2,61,94,0.75,,,,,,,2,2,2,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale
SE,CalCOFI1203SH,3/29/2012,12:43,3/29/2012 12:43,8:00:00,3/29/2012 20:43,,,32.85750,-119.05750,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,34,KW,2,61,94,0.75,,,,,,,2,2,2,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale
SB,CalCOFI1203SH,3/29/2012,12:46,3/29/2012 12:46,8:00:00,3/29/2012 20:46,,,32.86300,-119.04700,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,35,KW,2,61,344,0.6,,,,,,,1,1,1,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale by size and blow
SE,CalCOFI1203SH,3/29/2012,12:46,3/29/2012 12:46,8:00:00,3/29/2012 20:46,,,32.86300,-119.04700,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,35,KW,2,61,344,0.6,,,,,,,1,1,1,nd,ULW,,,,on,,on,1,,,,no,,,,,,,,,most likely fin whale by size and blow
SB,CalCOFI1203SH,3/29/2012,12:47,3/29/2012 12:47,8:00:00,3/29/2012 20:47,,,32.86533,-119.04083,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,36,MB,3,61,0,2.3,,,,,,,5,4,7,nd,Lb,,,,on,,on,2,8,,,yes,,,,,,,,,"Fast travel on a reciprocal course to ours, then approached but did not come in to bowride.  Lots of porpoising."
SE,CalCOFI1203SH,3/29/2012,12:47,3/29/2012 12:47,8:00:00,3/29/2012 20:47,,,32.86533,-119.04083,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,36,MB,3,61,0,2.3,,,,,,,5,4,7,nd,Lb,,,,on,,on,2,8,,,yes,,,,,,,,,"Fast travel on a reciprocal course to ours, then approached but did not come in to bowride.  Lots of porpoising."
SB,CalCOFI1203SH,3/29/2012,12:51,3/29/2012 12:51,8:00:00,3/29/2012 20:51,,,32.87350,-119.02750,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,37,MB,2,61,85,7,,,,,,,1,1,2,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SE,CalCOFI1203SH,3/29/2012,12:51,3/29/2012 12:51,8:00:00,3/29/2012 20:51,,,32.87350,-119.02750,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,37,MB,2,61,85,7,,,,,,,1,1,2,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SB,CalCOFI1203SH,3/29/2012,12:51,3/29/2012 12:51,8:00:00,3/29/2012 20:51,,,32.87350,-119.02750,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,38,KW,2,61,354,0.2,,,,,,,1,1,1,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SE,CalCOFI1203SH,3/29/2012,12:51,3/29/2012 12:51,8:00:00,3/29/2012 20:51,,,32.87350,-119.02750,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,38,KW,2,61,354,0.2,,,,,,,1,1,1,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SB,CalCOFI1203SH,3/29/2012,12:58,3/29/2012 12:58,8:00:00,3/29/2012 20:58,,,32.88200,-119.01117,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,40,KW,2,61,300,2.8,,,,,,,1,1,1,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
SE,CalCOFI1203SH,3/29/2012,12:58,3/29/2012 12:58,8:00:00,3/29/2012 20:58,,,32.88200,-119.01117,KW,MB,G,7,OV,100,0,0,0,310,9,3,5,40,KW,2,61,300,2.8,,,,,,,1,1,1,nd,Bp,,,,on,,on,1,,,,no,,,,,,,,,
