SB,CalCOFI1402SH,2/1/2014,8:40,2/1/2014 8:40,8:00:00,2/1/2014 16:40,,,30.54817,-123.75833,KW,AD,P,6,HZ,10,115,150,SE,360,20,5,6,19,KW,1,61,25,4.5,,,,,30,110,318,270,335,10,Dd,,,,on,,on,,2,5,8,Y,KW,40D,105,142,,,,,"Groups of dolphins numbering  5-11, continue to come ride the bow for more than 35 minutes."
SE,CalCOFI1402SH,2/1/2014,9:14,2/1/2014 9:14,8:00:00,2/1/2014 17:14,,,30.58567,-123.66967,KW,AD,P,6,HZ,5,115,155,SE,360,20,5,6,19,KW,1,61,25,4.5,,,,,30,110,318,270,335,10,Dd,,,,on,,on,,2,5,8,Y,KW,40D,105,142,,,,,
SB,CalCOFI1402SH,2/1/2014,9:19,2/1/2014 9:19,8:00:00,2/1/2014 17:19,,,30.59033,-123.65517,KW,AD,P,6,HZ,5,115,155,SE,355,18,5,6,20,KW,3,63,30,,180,,,,,,43,35,50,0,Dd,,,,on,,on,,2,5,,,,,,,,,,,
SE,CalCOFI1402SH,2/1/2014,9:19,2/1/2014 9:19,8:00:00,2/1/2014 17:19,,,30.59033,-123.65517,KW,AD,P,6,HZ,5,115,155,SE,355,18,5,6,20,KW,3,63,30,,180,,,,,,43,35,50,0,Dd,,,,on,,on,,2,5,,,,,,,,,,,
SB,CalCOFI1402SH,2/2/2014,7:30,2/2/2014 7:30,8:00:00,2/2/2014 15:30,,,31.74783,-121.31067,KW,KW,G,7,PC,45,0,0,0,300,8,3,4,21,KW,2,270,320,9,,,5,14,220,350,11,9,13,2,Bp,,,,off,1,on,,1,9,,Y,KW,40D,143,536,AD,50D,2804,2820,"Fin whales all around the boat, on both sides.  Present for 2 hours.  "
SE,CalCOFI1402SH,2/2/2014,7:30,2/2/2014 7:30,8:00:00,2/2/2014 15:30,,,31.74783,-121.31067,KW,KW,G,7,PC,45,0,0,0,300,8,3,4,21,KW,2,270,320,9,,,5,14,220,350,11,9,13,2,Bp,,,,off,1,on,,1,9,,Y,KW,40D,143,536,AD,50D,2804,2820,"Fin whales all around the boat, on both sides.  Present for 2 hours.  "
SP,CalCOFI1402SH,2/2/2014,9:37,2/2/2014 9:37,8:00:00,2/2/2014 17:37,,,31.75433,-121.30883,KW,KW,G,7,OV,75,0,0,0,320,5,3,4,21,,,62,,,,,,,,,11,9,13,2,Bp,,,,off,6,on,,,,,,,,,,,,,,One observer on.  Leaving station 90/80.  Going to station 90/70.  Array deployed.  Fin whales still present.  11 animals sighted.
SB,CalCOFI1402SH,2/2/2014,12:52,2/2/2014 12:52,8:00:00,2/2/2014 20:52,,,32.03067,-120.74783,KW,AD,G,7,PC,65,0,0,0,305,8,3,4,22,KW,1,60,26,7,,,,,,,2,2,3,0,Pd,,,,on,,on,,2,,,,,,,,,,,,
SE,CalCOFI1402SH,2/2/2014,12:52,2/2/2014 12:52,8:00:00,2/2/2014 20:52,,,32.03067,-120.74783,KW,AD,G,7,PC,65,0,0,0,305,8,3,4,22,KW,1,60,26,7,,,,,,,2,2,3,0,Pd,,,,on,,on,,2,,,,,,,,,,,,
SB,CalCOFI1402SH,2/3/2014,8:00,2/3/2014 8:00,8:00:00,2/3/2014 16:00,,,32.90917,-118.86567,KW,KW,G,7,CL,18,90,140,SE,305,11,3,3,23,KW,2,62,100,2.5,,,,,,,8,7,11,ND,UNID_CETAC,,,,off,6,off,6,3,,,Y,KW,40D,534,554,,,,,
SE,CalCOFI1402SH,2/3/2014,8:00,2/3/2014 8:00,8:00:00,2/3/2014 16:00,,,32.90917,-118.86567,KW,KW,G,7,CL,18,90,140,SE,305,11,3,3,23,KW,2,62,100,2.5,,,,,,,8,7,11,ND,UNID_CETAC,,,,off,6,off,6,3,,,Y,KW,40D,534,554,,,,,
SB,CalCOFI1402SH,2/3/2014,8:49,2/3/2014 8:49,8:00:00,2/3/2014 16:49,,,32.97700,-118.72767,KW,AD,G,7,CL,10,95,140,SE,0,8,3,3,24,AD,1,62,71,0.7,,,,,100,121,44,33,54,ND,Dsp,,,,on,,off,6,4,,,,,,,,,,,,
SE,CalCOFI1402SH,2/3/2014,9:11,2/3/2014 9:11,8:00:00,2/3/2014 17:11,,,33.02250,-118.67733,KW,AD,G,7,CL,15,100,140,SE,280,7,3,3,24,AD,1,42,71,0.7,,,,,100,121,44,33,54,ND,Dsp,,,,on,,off,6,4,,,,,,,,,,,,
SB,CalCOFI1402SH,2/3/2014,9:24,2/3/2014 9:24,8:00:00,2/3/2014 17:24,,,33.05550,-118.66367,KW,AD,G,7,CL,18,110,150,SE,280,6,2,3,25,AD,1,20,58,0.9,,,,,10,130,75,68,90,6,Dd,,,,on,,off,6,1,2,"5, 8",Y,AD,50D,2,7,,,,,
SE,CalCOFI1402SH,2/3/2014,9:24,2/3/2014 9:24,8:00:00,2/3/2014 17:24,,,33.05550,-118.66367,KW,AD,G,7,CL,18,110,150,SE,280,6,2,3,25,AD,1,20,58,0.9,,,,,10,130,75,68,90,6,Dd,,,,on,,off,6,1,2,"5, 8",Y,AD,50D,2,7,,,,,
SB,CalCOFI1402SH,2/3/2014,10:00,2/3/2014 10:00,8:00:00,2/3/2014 18:00,,,33.10567,-118.56433,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,26,KW,2,100,15,0.3,,,,,,,1,1,1,0,ULW,,,,on,,off,6,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/3/2014,10:00,2/3/2014 10:00,8:00:00,2/3/2014 18:00,,,33.10567,-118.56433,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,26,KW,2,100,15,0.3,,,,,,,1,1,1,0,ULW,,,,on,,off,6,1,,,,,,,,,,,,
SB,CalCOFI1402SH,2/3/2014,10:05,2/3/2014 10:05,8:00:00,2/3/2014 18:05,,,33.10400,-118.55050,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,27,AD,1,100,100,0.9,,,,,,,13,8,20,ND,Dd,,,,on,,off,6,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/3/2014,10:05,2/3/2014 10:05,8:00:00,2/3/2014 18:05,,,33.10400,-118.55050,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,27,AD,1,100,100,0.9,,,,,,,13,8,20,ND,Dd,,,,on,,off,6,1,,,,,,,,,,,,
SB,CalCOFI1402SH,2/3/2014,10:21,2/3/2014 10:21,8:00:00,2/3/2014 18:21,,,33.07800,-118.50900,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,28,KW,3,145,130,,210,,,,,,2,2,2,0,Tt,,,,on,,off,6,1,,,Y,AD,50D,8,11,,,,,Sighted in area but not side by side with Gg.
SE,CalCOFI1402SH,2/3/2014,10:21,2/3/2014 10:21,8:00:00,2/3/2014 18:21,,,33.07800,-118.50900,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,28,KW,3,145,130,,210,,,,,,2,2,2,0,Tt,,,,on,,off,6,1,,,Y,AD,50D,8,11,,,,,Sighted in area but not side by side with Gg.
SB,CalCOFI1402SH,2/3/2014,10:22,2/3/2014 10:22,8:00:00,2/3/2014 18:22,,,33.07467,-118.50700,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,29,AD,1,150,193,,500,,0.5,10,100,275,170,155,200,ND,Gg,,,,on,,off,6,1,2,,Y,AD,50D,18,28,,,,,Sighted for 40 minutes.  Widespread in loose groups.  
SE,CalCOFI1402SH,2/3/2014,10:22,2/3/2014 10:22,8:00:00,2/3/2014 18:22,,,33.07467,-118.50700,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,29,AD,1,150,193,,500,,0.5,10,100,275,170,155,200,ND,Gg,,,,on,,off,6,1,2,,Y,AD,50D,18,28,,,,,Sighted for 40 minutes.  Widespread in loose groups.  
SB,CalCOFI1402SH,2/3/2014,10:22,2/3/2014 10:22,8:00:00,2/3/2014 18:22,,,33.07467,-118.50700,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,30,KW,3,140,125,,320,,,,,,7,6,8,0,Gg,,,,on,,off,6,1,2,,Y,KW,40D,555,562,,,,,
SE,CalCOFI1402SH,2/3/2014,10:22,2/3/2014 10:22,8:00:00,2/3/2014 18:22,,,33.07467,-118.50700,KW,AD,G,7,CL,20,130,170,SE,50,6,2,3,30,KW,3,140,125,,320,,,,,,7,6,8,0,Gg,,,,on,,off,6,1,2,,Y,KW,40D,555,562,,,,,
SB,CalCOFI1402SH,2/3/2014,10:41,2/3/2014 10:41,8:00:00,2/3/2014 18:41,,,33.02550,-118.48950,KW,AD,G,7,CL,20,130,180,SE,90,4,2,3,31,KW,3,170,165,,2,,,,,,1,1,1,0,Tt,,,,on,,off,6,1,5,,,,,,,,,,,
SE,CalCOFI1402SH,2/3/2014,10:41,2/3/2014 10:41,8:00:00,2/3/2014 18:41,,,33.02550,-118.48950,KW,AD,G,7,CL,20,130,180,SE,90,4,2,3,31,KW,3,170,165,,2,,,,,,1,1,1,0,Tt,,,,on,,off,6,1,5,,,,,,,,,,,
SB,CalCOFI1402SH,2/3/2014,10:44,2/3/2014 10:44,8:00:00,2/3/2014 18:44,,,33.01917,-118.48833,KW,AD,G,7,CL,15,130,180,SE,90,4,2,3,32,AD,3,170,272,,700,,,,,,26,15,40,0,Dd,,,,on,,off,6,8,,,,,,,,,,,,
SE,CalCOFI1402SH,2/3/2014,10:44,2/3/2014 10:44,8:00:00,2/3/2014 18:44,,,33.01917,-118.48833,KW,AD,G,7,CL,15,130,180,SE,90,4,2,3,32,AD,3,170,272,,700,,,,,,26,15,40,0,Dd,,,,on,,off,6,8,,,,,,,,,,,,
SB,CalCOFI1402SH,2/3/2014,11:12,2/3/2014 11:12,8:00:00,2/3/2014 19:12,,,32.95650,-118.50200,KW,AD,G,7,CL,18,130,180,SE,80,3,2,2,33,KW,3,188,195,,800,,,,,,118,105,130,15,Dd,,,,off,6,off,6,5,8,"1, 2",Y,KW,40D,565,581,,,,,
SE,CalCOFI1402SH,2/3/2014,11:12,2/3/2014 11:12,8:00:00,2/3/2014 19:12,,,32.95650,-118.50200,KW,AD,G,7,CL,18,130,180,SE,80,3,2,2,33,KW,3,188,195,,800,,,,,,118,105,130,15,Dd,,,,off,6,off,6,5,8,"1, 2",Y,KW,40D,565,581,,,,,
SB,CalCOFI1402SH,2/3/2014,15:20,2/3/2014 15:20,8:00:00,2/3/2014 23:20,,,32.91917,-118.46254,KW,AD,P,6,CL,8,0,0,0,320,18,5,3,34,AD,2,210,340,,800,,,,,,1,1,1,0,ULW,,,,on,,off,6,0,,,,,,,,,,,,
SE,CalCOFI1402SH,2/3/2014,15:20,2/3/2014 15:20,8:00:00,2/3/2014 23:20,,,32.91917,-118.46254,KW,AD,P,6,CL,8,0,0,0,320,18,5,3,34,AD,2,210,340,,800,,,,,,1,1,1,0,ULW,,,,on,,off,6,0,,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,7:27,2/4/2014 7:27,8:00:00,2/4/2014 15:27,,,33.63433,-118.08383,KW,AD,G,6,HZ,15,0,0,0,140,7,2,3,35,KW,1,0,335,,200,,,,,,1,1,1,0,Lo,,,,on,,off,1,1,5,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,7:27,2/4/2014 7:27,8:00:00,2/4/2014 15:27,,,33.63433,-118.08383,KW,AD,G,6,HZ,15,0,0,0,140,7,2,3,35,KW,1,0,335,,200,,,,,,1,1,1,0,Lo,,,,on,,off,1,1,5,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,8:39,2/4/2014 8:39,8:00:00,2/4/2014 16:39,,,33.65150,-118.18933,KW,AD,G,6,PC,40,0,0,0,150,6,2,4,36,KW,2,260,205,0.5,,,,,,,2,2,2,1,Er,,,,on,,off,1,2,,,,,,,,,,,,Possibly Risso's near and breaching near the gray whale mom and calf.
SE,CalCOFI1402SH,2/4/2014,8:39,2/4/2014 8:39,8:00:00,2/4/2014 16:39,,,33.65150,-118.18933,KW,AD,G,6,PC,40,0,0,0,150,6,2,4,36,KW,2,260,205,0.5,,,,,,,2,2,2,1,Er,,,,on,,off,1,2,,,,,,,,,,,,Possibly Risso's near and breaching near the gray whale mom and calf.
SB,CalCOFI1402SH,2/4/2014,8:51,2/4/2014 8:51,8:00:00,2/4/2014 16:51,,,33.64650,-118.22450,KW,AD,G,6,PC,60,0,0,0,155,6,2,5,37,KW,2,260,200,5,,,,,,,1,1,1,0,Er,,,,on,,off,1,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,8:51,2/4/2014 8:51,8:00:00,2/4/2014 16:51,,,33.64650,-118.22450,KW,AD,G,6,PC,60,0,0,0,155,6,2,5,37,KW,2,260,200,5,,,,,,,1,1,1,0,Er,,,,on,,off,1,1,,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,8:58,2/4/2014 8:58,8:00:00,2/4/2014 16:58,,,33.64400,-118.24650,KW,AD,G,6,PC,37,0,0,0,155,5,2,4,38,AD,2,268,276,0.6,,,,,,,2,2,2,0,Er,,,,on,,off,1,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,8:58,2/4/2014 8:58,8:00:00,2/4/2014 16:58,,,33.64400,-118.24650,KW,AD,G,6,PC,37,0,0,0,155,5,2,4,38,AD,2,268,276,0.6,,,,,,,2,2,2,0,Er,,,,on,,off,1,1,,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,9:03,2/4/2014 9:03,8:00:00,2/4/2014 17:03,,,33.64767,-118.26350,KW,AD,G,6,PC,37,0,0,0,155,5,2,4,39,KW,1,268,220,3.5,,,0.5,14,200,340,97,83,110,ND,Tt,,,,on,,off,1,1,2,"5, 8",AD,50D,31,73,,KW,40D,619,670,Spread wide for 20 minutes.
SB,CalCOFI1402SH,2/4/2014,9:03,2/4/2014 9:03,8:00:00,2/4/2014 17:03,,,33.64767,-118.26350,KW,AD,G,6,PC,37,0,0,0,150,5,2,4,40,KW,1,268,235,1,,,0.5,3,205,250,60,40,85,ND,Dsp,,,,on,,off,1,2,8,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,9:03,2/4/2014 9:03,8:00:00,2/4/2014 17:03,,,33.64767,-118.26350,KW,AD,G,6,PC,37,0,0,0,150,5,2,4,40,KW,1,268,235,1,,,0.5,3,205,250,60,40,85,ND,Dsp,,,,on,,off,1,2,8,,,,,,,,,,,
SB,CalCOFI1402SH,2/4/2014,9:07,2/4/2014 9:07,8:00:00,2/4/2014 17:07,,,33.65133,-118.27650,KW,AD,G,6,PC,45,0,0,0,200,5,3,4,41,AD,2,268,258,0.9,,,,,,,1,1,1,0,Er,,,,on,,off,1,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,9:07,2/4/2014 9:07,8:00:00,2/4/2014 17:07,,,33.65133,-118.27650,KW,AD,G,6,PC,45,0,0,0,200,5,3,4,41,AD,2,268,258,0.9,,,,,,,1,1,1,0,Er,,,,on,,off,1,1,,,,,,,,,,,,
SE,CalCOFI1402SH,2/4/2014,9:15,2/4/2014 9:15,8:00:00,2/4/2014 17:15,,,33.65883,-118.30383,KW,AD,G,6,PC,45,0,0,0,220,5,3,4,39,KW,3,268,358,0.9,,,0.5,14,200,340,97,83,110,ND,Tt,,,,on,,off,1,8,5,"1,2",Y,AD,50D,31,73,KW,40D,619,670,Spread wide for 20 minutes.
SB,CalCOFI1402SH,2/4/2014,9:52,2/4/2014 9:52,8:00:00,2/4/2014 17:52,,,33.70550,-118.40583,KW,AD,G,6,HZ,20,0,0,0,240,7,3,4,42,KW,3,300,285,0.3,,,0.3,14,235,335,685,640,730,4,Dc,,,,on,,off,1,1,2,"5, 8",Y,AD,50D,74,93,KW,40D,619,670,
