SP,CalCOFI0707NH,7/2/07,19:20,7/2/2007 19:20,7:00:00,7/3/2007 2:20,,,31.58083,-121.67117,AH,SY,,,,,,,,,,,,21,UNK,,60,60,,10,,,,,,5,,,0,Dd,,,,OFF,,OFF,,5,,,,,,,,,,,,"5 ANIMALS BOWRIDING WITH SHIP **changed May 1 2008 to ""OFF transect"" effort due to Beaufort--ABD"
SB,CalCOFI0707NH,7/3/07,14:25,7/3/2007 14:25,7:00:00,7/3/2007 21:25,,,32.42650,-119.85033,AH,SY,,,,,,,,,,,,22,AH,,69,41,4,378,,,,,,5,4,5,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,"BUSHY BLOW, TALL DORSAL, DARK BODY, PROBABLY 20-30 FT ANIMAL"
SB,CalCOFI0707NH,7/3/07,16:13,7/3/2007 16:13,7:00:00,7/3/2007 23:13,,,32.61317,-119.54350,,,,,,,,,,,,,,23,AH,,69,41,0.8,1485,,,,,,2,,,0,UNID_CETAC,,,,OFF,,OFF,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0707NH,7/3/07,17:23,7/3/2007 17:23,7:00:00,7/4/2007 0:23,,,32.65200,-119.48533,,,,,,,,,,,,,,24,SY,,265,45,1.4,955,,,,,,1,,,0,UNID_CETAC,,,,OFF,,OFF,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0707NH,7/3/07,18:40,7/3/2007 18:40,7:00:00,7/4/2007 1:40,,,32.65633,-119.50733,,,,,,,,,,,,,,25,AH,,285,125,0.6,1827,,,,,,1,,,ND,UNID_CETAC,,,,OFF,,OFF,,1,,,,,,,,,,,,BUSHY BLOW
SB,CalCOFI0707NH,7/3/07,18:40,7/3/2007 18:40,7:00:00,7/4/2007 1:40,,,32.65633,-119.50733,,,,,,,,,,,,,,26,UNK,,285,195,0.5,2067,,,,,,1,,,ND,UNID_CETAC,,,,OFF,,OFF,,1,,,,,,,,,,,,BUSHY BLOW
SB,CalCOFI0707NH,7/3/07,18:40,7/3/2007 18:40,7:00:00,7/4/2007 1:40,,,32.65633,-119.50733,,,,,,,,,,,,,,27,UNK,,285,240,1.4,955,,,,,,2,,,1,Mn,,,,OFF,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0707NH,7/3/07,18:40,7/3/2007 18:40,7:00:00,7/4/2007 1:40,,,32.65633,-119.50733,,,,,,,,,,,,,,28,UNK,,285,240,,300,,,,,,1,,,0,Bp,,,,OFF,,OFF,,1,,,,,,,,,,,,BUSHY BLOW
SB,CalCOFI0707NH,7/3/07,18:40,7/3/2007 18:40,7:00:00,7/4/2007 1:40,,,32.65633,-119.50733,,,,,,,,,,,,,,29,UNK,,285,60,0.3,2828,,,,,,2,,,0,UNID_CETAC,,,,OFF,,OFF,,1,,,,,,,,,,,,BUSHY BLOW
SB,CalCOFI0707NH,7/3/07,18:40,7/3/2007 18:40,7:00:00,7/4/2007 1:40,,,32.65633,-119.50733,,,,,,,,,,,,,,30,UNK,,285,155,2.5,580,,,,,,1,,,0,Bp,,,,OFF,,OFF,,1,,,,,,,,,,,,MOVING 170 DEGREES RELATIVE TO SHIP
SB,CalCOFI0707NH,7/3/07,18:40,7/3/2007 18:40,7:00:00,7/4/2007 1:40,,,32.65633,-119.50733,,,,,,,,,,,,,,31,UNK,,285,165,2,706,,,,,,1,,,ND,UNID_CETAC,,,,OFF,,OFF,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0707NH,7/3/07,19:11,7/3/2007 19:11,7:00:00,7/4/2007 2:11,,,32.67167,-119.48533,AH,SY,,,,,,,,,,,,32,AH,,61,38,1.2,1084,,,,,,1,,,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0707NH,7/3/07,19:16,7/3/2007 19:16,7:00:00,7/4/2007 2:16,,,32.67733,-119.47067,AH,SY,,,,,,,,,,,,33,SY,,61,106,0.8,1485,,,,,,1,,,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0707NH,7/3/07,19:16,7/3/2007 19:16,7:00:00,7/4/2007 2:16,,,32.67733,-119.47067,AH,SY,,,,,,,,,,,,34,SY,,61,86,0.4,2385,,,,,,1,,,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0707NH,7/3/07,19:16,7/3/2007 19:16,7:00:00,7/4/2007 2:16,,,32.67733,-119.47067,AH,SY,,,,,,,,,,,,35,AH,,61,331,1.1,1162,,,,,,1,,,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0707NH,7/3/07,19:20,7/3/2007 19:20,7:00:00,7/4/2007 2:20,,,32.68217,-119.45850,AH,SY,,,,,,,,,,,,36,UNK,,61,61,,250,,,,,,1,,,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,Unid large whale
SB,CalCOFI0707NH,7/4/07,6:59,7/4/2007 6:59,7:00:00,7/4/2007 13:59,,,33.20783,-118.33550,AH,SY,,,,,,,,,,,,37,SY,,58,73,0.6,1827,,,,,,12,8,30,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,POSSIBLE LAGS
SB,CalCOFI0707NH,7/4/07,7:04,7/4/2007 7:04,7:00:00,7/4/2007 14:04,,,33.21700,-118.32050,AH,SY,,,,,,,,,,,,38,SY,,58,78,0.4,2385,,,,,,65,45,90,1,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SP,CalCOFI0707NH,7/4/07,7:11,7/4/2007 7:11,7:00:00,7/4/2007 14:11,,,33.22700,-118.30250,AH,SY,,,,,,,,,,,,38,SY,,58,178,1.8,773,,,,,,0,,,,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,CHANGING DIRECTION BUT DID NOT APPROACH SHIP; POSSIBLY ZALOPHUS MIXED IN
SB,CalCOFI0707NH,7/4/07,10:06,7/4/2007 10:06,7:00:00,7/4/2007 17:06,,,33.32367,-118.10867,SY,SY,,,,,,,,,,,,39,SY,,61,46,0.7,1638,,,,,,11,8,15,1?,Gg,,,,OFF,,ON,,1,,,,,,,,,,,,
SP,CalCOFI0707NH,7/4/07,10:12,7/4/2007 10:12,7:00:00,7/4/2007 17:12,,,33.33167,-118.09083,AH,SY,,,,,,,,,,,,39,AH,,62,342,,100,,,,,,0,,,,Gg,,,,ON,,ON,,1,,,,SEY,A,70,92,AMH,B,19,34,
SB,CalCOFI0707NH,7/4/07,10:48,7/4/2007 10:48,7:00:00,7/4/2007 17:48,,,33.37933,-117.98017,AH,SY,,,,,,,,,,,,40,SY,,60,90,0.2,3500,,,,,,100,15,200,ND,UD,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0707NH,7/4/07,13:36,7/4/2007 13:36,7:00:00,7/4/2007 20:36,,,33.42050,-117.88083,,,,,,,,,,,,,,41,SY,,79,249,1,1253,,,,,,52,41,60,ND,Dsp,,,,OFF,,ON,,1,"7,8",,,,,,,,,,,
SB,CalCOFI0707NH,7/4/07,14:04,7/4/2007 14:04,7:00:00,7/4/2007 21:04,,,33.46400,-117.81033,AH,SY,,,,,,,,,,,,42,SY,,60,140,2.5,580,,,,,,1,,,0,Bm,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0707NH,7/4/07,14:15,7/4/2007 14:15,7:00:00,7/4/2007 21:15,,,33.47933,-117.77900,AH,SY,,,,,,,,,,,,43,AH,,59,41,,1000,,,,,,100,75,150,1,DSP,,,,ON,,ON,,2,,,,SEY,A,99,107,AMH,B,35,49,"WIDELY DISTRIBUTED, SCATTERED"
SB,CalCOFI0707NH,7/4/07,15:42,7/4/2007 15:42,7:00:00,7/4/2007 22:42,,,33.48550,-117.76400,,,,,,,,,,,,,,44,AH,,340,213,0.7,1638,,,,,,17,12,22,ND,Gg,,,,OFF,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0707NH,7/4/07,16:39,7/4/2007 16:39,7:00:00,7/4/2007 23:39,,,33.50300,-117.76400,AH,SY,,,,,,,,,,,,45,SY,,294,304,1.2,1084,,,,,,130,100,170,2,Dc,,,,ON,,OFF,,2,,,,,,,,AMH,B,50,83,SPREAD OVER WIDE AREA
SP,CalCOFI0707NH,7/4/07,16:43,7/4/2007 16:43,7:00:00,7/4/2007 23:43,,,33.50783,-117.77583,AH,SY,,,,,,,,,,,,45,AH,,294,251,2.4,601,,,,,,0,,,,Dc,,,,ON,,OFF,,2,,,,,,,,,,,,
SP,CalCOFI0707NH,7/4/07,16:48,7/4/2007 16:48,7:00:00,7/4/2007 23:48,,,33.51433,-117.79267,AH,SY,,,,,,,,,,,,45,AH,,294,214,,200,,,,,,0,,,,Dc,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0707NH,7/4/07,16:54,7/4/2007 16:54,7:00:00,7/4/2007 23:54,,,33.52250,-117.80833,AH,SY,,,,,,,,,,,,46,AH,,300,263,3.2,464,,,,,,35,27,47,5,Dc,,,,ON,,OFF,,2,,,,,,,,,,,,
SB,CalCOFI0707NH,7/4/07,16:59,7/4/2007 16:59,7:00:00,7/4/2007 23:59,,,33.52833,-117.82450,AH,SY,,,,,,,,,,,,47,AH,,290,268,1.8,773,,,,,,7,5,10,0,Gg,,,,ON,,OFF,,2,,,,,,,,AMH,B,84,96,BREACHING
SB,CalCOFI0707NH,7/4/07,17:03,7/4/2007 17:03,7:00:00,7/5/2007 0:03,,,33.53150,-117.83533,AH,SY,,,,,,,,,,,,48,SY,,290,300,1.6,854,,,,,,13,11,17,0,Gg,,,,ON,,OFF,,2,,,,SEY,A,108,130,,,,,BREACHING
SB,CalCOFI0707NH,7/4/07,17:09,7/4/2007 17:09,7:00:00,7/5/2007 0:09,,,33.53733,-117.85367,AH,SY,,,,,,,,,,,,49,SY,,294,324,,50,,,,,,100,80,175,2,DSP,,,,ON,,OFF,,2,,,,SEY,A,131,135,,,,,WIDELY SPREAD GROUP; APPROACHED BOAT
SB,CalCOFI0707NH,7/4/07,17:19,7/4/2007 17:19,7:00:00,7/5/2007 0:19,,,33.54917,-117.88467,AH,AH,,,,,,,,,,,,50,AH,,294,261,1.1,1162,,,,,,32,20,45,ND,Dsp,,,,OFF,,OFF,,2,,,,,,,,AMH,B,97,100,BIRDS ASSOCIATED
SB,CalCOFI0707NH,7/4/07,17:27,7/4/2007 17:27,7:00:00,7/5/2007 0:27,,,33.55767,-117.90817,AH,AH,,,,,,,,,,,,51,AH,,294,314,1.2,1084,,,,,,32,22,38,1,Gg,,,,OFF,,OFF,,1,,,,SEY,A,134,143,AMH,B,101,116,
SB,CalCOFI0707NH,7/5/07,8:39,7/5/2007 8:39,7:00:00,7/5/2007 15:39,,,33.61833,-119.04883,AH,SY,,,,,,,,,,,,52,SY,,239,309,1.1,1162,,,,,,25,18,50,ND,UD,,,,ON,,ON,,2,,,,,,,,,,,,
SP,CalCOFI0707NH,7/5/07,8:46,7/5/2007 8:46,7:00:00,7/5/2007 15:46,,,33.60900,-119.06883,AH,SY,,,,,,,,,,,,52,SY,,240,350,1.9,738,,,,,,0,,,,UD,,,,ON,,ON,,,,,,,,,,,,,,PALE BLAZE ON FLANK; DELPHINUS/LAG?
SB,CalCOFI0707NH,7/5/07,8:48,7/5/2007 8:48,7:00:00,7/5/2007 15:48,,,33.60667,-119.07367,AH,SY,,,,,,,,,,,,53,SY,,239,284,,200,,,,,,25,16,40,2,DSP,,,,ON,,ON,,2,5,,,,,,,AMH,B,117,119,APPRAOCH SHIP
SB,CalCOFI0707NH,7/5/07,8:52,7/5/2007 8:52,7:00:00,7/5/2007 15:52,,,33.60117,-119.08567,AH,SY,,,,,,,,,,,,54,AH,,239,204,1.2,1084,,,,,,25,21,32,ND,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0707NH,7/5/07,8:57,7/5/2007 8:57,7:00:00,7/5/2007 15:57,,,33.61167,-119.09900,AH,SY,,,,,,,,,,,,55,AH,,239,183,0.8,1485,,,,,,150,80,175,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,WIDELY SCATTERED; BIRDS ASSOCIATED; JUST TIPS OF DORSALS SEEN
SB,CalCOFI0707NH,7/5/07,9:03,7/5/2007 9:03,7:00:00,7/5/2007 16:03,,,33.58617,-119.11833,AH,SY,,,,,,,,,,,,56,AH,,240,230,1.6,854,,,,,,15,8,22,0,Dc,,,,ON,,ON,,2,5,,,,,,,AMH,B,120,122,
SB,CalCOFI0707NH,7/5/07,12:56,7/5/2007 12:56,7:00:00,7/5/2007 19:56,,,33.49383,-119.33600,AH,SY,,,,,,,,,,,,57,SY,,239,274,0.6,1827,,,,,,30,20,60,ND,UD,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0707NH,7/5/07,13:05,7/5/2007 13:05,7:00:00,7/5/2007 20:05,,,33.48233,-119.36133,AH,SY,,,,,,,,,,,,58,AH,,239,203,1.3,1015,,,,,,1,,,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,"SPLASING WITH A SHORT, BUSHY BLOW"
SB,CalCOFI0707NH,7/5/07,17:20,7/5/2007 17:20,7:00:00,7/6/2007 0:20,,,33.28300,-119.72600,AH,SY,P,8,OV,100,,,,,,6,7,59,AH,,252,167,0.3,2828,,,,,,1,,,0,UNID_CETAC,,,,OFF,2a,ON,,1,,,,,,,,,,,,"TALL BLOW **changed May 1 2008 to ""OFF transect"" effort due to Beaufort--ABD"
SB,CalCOFI0707NH,7/5/07,17:20,7/5/2007 17:20,7:00:00,7/6/2007 0:20,,,33.28300,-119.72600,AH,SY,P,8,OV,100,,,,,,6,7,60,AH,,252,167,0.5,2067,,,,,,1,,,0,UNID_CETAC,,,,OFF,2a,ON,,1,,,,,,,,,,,,"TALL BLOW **changed May 1 2008 to ""OFF transect"" effort due to Beaufort--ABD"
SB,CalCOFI0707NH,7/5/07,17:21,7/5/2007 17:21,7:00:00,7/6/2007 0:21,,,33.28100,-119.73050,AH,SY,,,,,,,,,,,,61,SY,,252,277,1,1253,,,,,,1,,,0,UNID_CETAC,,,,OFF,2a,ON,,1,,,,,,,,,,,,"TALL BLOW **changed May 1 2008 to ""OFF transect"" effort due to Beaufort--ABD"
SB,CalCOFI0707NH,7/5/07,17:21,7/5/2007 17:21,7:00:00,7/6/2007 0:21,,,33.28100,-119.73050,AH,SY,,,,,,,,,,,,62,SY,,252,297,0.6,1827,,,,,,1,,,0,UNID_CETAC,,,,OFF,2a,ON,,1,,,,,,,,,,,,"Unid large whale  **changed May 1 2008 to ""OFF transect"" effort due to Beaufort--ABD"
SB,CalCOFI0707NH,7/5/07,17:25,7/5/2007 17:25,7:00:00,7/6/2007 0:25,,,33.27733,-119.73900,AH,SY,,,,,,,,,,,,63,AH,,252,227,1.7,812,,,,,,1,,,0,UNID_CETAC,,,,OFF,2a,ON,,1,,,,,,,,,,,,"Unid large whale  **changed May 1 2008 to ""OFF transect"" effort due to Beaufort--ABD"
SB,CalCOFI0707NH,7/5/07,17:55,7/5/2007 17:55,7:00:00,7/6/2007 0:55,,,33.24100,-119.82417,AH,SY,,,,,,,,,,,,64,AH,,252,219,0.4,2385,,,,,,1,,,0,UNID_CETAC,,,,OFF,2a,ON,,1,,,,,,,,,,,,"Unid large whale  **changed May 1 2008 to ""OFF transect"" effort due to Beaufort--ABD"
SB,CalCOFI0707NH,7/6/07,17:00,7/6/2007 17:00,7:00:00,7/7/2007 0:00,,,32.12533,-122.10417,AH,SY,,,,,,,,,,,,65,AH,,242,227,,100,,,,,,7,5,10,1,Dd,,,,ON,,ON,,5,,,,,,,,AMH,B,123,146,
SB,CalCOFI0707NH,7/9/07,11:31,7/9/2007 11:31,7:00:00,7/9/2007 18:31,,,33.89500,-120.04667,SY,SY,,,,,,,,,,,,66,SY,,100,145,1.6,854,,,,,,22,18,25,1,DSP,,,,OFF,,OFF,,3,4?,,,,,,,,,,,**Error made in data position**
SB,CalCOFI0707NH,7/9/07,11:31,7/9/2007 11:31,7:00:00,7/9/2007 18:31,,,33.89500,-120.04667,SY,SY,,,,,,,,,,,,67,SY,,100,190,0.1,4701,,,,,,55,10,120,ND,UD,,,,OFF,,OFF,,3,,,,,,,,,,,,BIRDS ASSOCIATED **Error made in data position**
SB,CalCOFI0707NH,7/9/07,13:21,7/9/2007 13:21,7:00:00,7/9/2007 20:21,,,33.92067,-119.84450,AH,SY,,,,,,,,,,,,68,AH,,81,75,0.2,3500,,,,,,135,126,142,2,Dc,,,,ON,,OFF,,2,,,,SEY,A,145,165,AMH,B,147,165,SEVERAL SUBGROUPS AND ONE APPROACHED THE BOW
SB,CalCOFI0707NH,7/9/07,13:25,7/9/2007 13:25,7:00:00,7/9/2007 20:25,,,33.92183,-119.83517,AH,SY,,,,,,,,,,,,69,AH,,84,29,,400,,,,,,27,18,32,ND,Dsp,,,,ON,,OFF,,2,,,,,,,,,,,,POSSIBLE CAPENSIS
SP,CalCOFI0707NH,7/9/07,13:28,7/9/2007 13:28,7:00:00,7/9/2007 20:28,,,33.92283,-119.82633,AH,SY,,,,,,,,,,,,68,AH,,83,51,,300,,,,,,0,,,,Dc,,,,ON,,OFF,,2,,,,,,,,,,,,
SB,CalCOFI0707NH,7/9/07,13:37,7/9/2007 13:37,7:00:00,7/9/2007 20:37,,,33.92033,-119.79700,AH,SY,,,,,,,,,,,,70,SY,,96,116,2,706,,,,,,34,26,47,ND,Dsp,,,,ON,,OFF,,2,,,,,,,,,,,,
SB,CalCOFI0707NH,7/9/07,14:03,7/9/2007 14:03,7:00:00,7/9/2007 21:03,,,33.92850,-119.71800,AH,SY,G,10,CL,10,,,,,,3,1,71,AH,,76,346,,100,,,,,,1,,,ND,Dsp,,,,ON,,OFF,,,,,,,,,,,,,,"ONLY 1 DOLPHIN SEEN AS AMH COMING UP STAIRS **changed May 2008 to ""on Effort"" for database--ABD"
SB,CalCOFI0707NH,7/9/07,14:41,7/9/2007 14:41,7:00:00,7/9/2007 21:41,,,33.95150,-119.59967,AH,SY,,,,,,,,,,,,72,AH,,75,53,0.2,3500,,,,,,154,135,172,ND,Dc,,,,ON,,OFF,,1,5,,,SEY,A,166,173,,,,,"SPREAD FROM -38 TO -52; POSSIBLE MIXED GROUP, SEE PHOTO: 20070709-SEY-0166"
SB,CalCOFI0707NH,7/9/07,14:52,7/9/2007 14:52,7:00:00,7/9/2007 21:52,,,33.95850,-119.56333,AH,SY,,,,,,,,,,,,73,SY,,77,142,0.6,1827,,,,,,8,4,30,ND,UD,,,,ON,,OFF,,1,,,,,,,,,,,,"SPLASHING; DORSAL FINS, POSSIBLE GG"
SP,CalCOFI0707NH,7/9/07,14:52,7/9/2007 14:52,7:00:00,7/9/2007 21:52,,,33.95850,-119.56333,AH,SY,,,,,,,,,,,,72,AH,,77,32,1,1253,,,,,,15,,,,Dc,,,,ON,,OFF,,1,5,,,,,,,,,,,TIGHTLY PACKED; TAIL SLAPPING; SMALL SUBGROUP ABOUT 15 APPROACHED BOAT; PHOTOS OF SUBGROUP; NOT SURFACING HIG
SB,CalCOFI0707NH,7/9/07,17:49,7/9/2007 17:49,7:00:00,7/10/2007 0:49,,,34.24400,-119.35667,AH,SY,,,,,,,,,,,,74,AH,,245,218,0.2,3500,,,,,,35,22,55,ND,Dd,,,,ON,,ON,,2,,,,,,,,,,,,ABOUT 10 APPROACHED BOAT
SP,CalCOFI0707NH,7/9/07,17:57,7/9/2007 17:57,7:00:00,7/10/2007 0:57,,,34.23433,-119.37983,AH,SY,,,,,,,,,,,,74,AH,,247,192,1,1253,,,,,,0,,,,Dd,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0707NH,7/9/07,19:07,7/9/2007 19:07,7:00:00,7/10/2007 2:07,,,34.22433,-119.40700,AH,SY,G,10,CL,15,,,,,,3,1,75,SY,,255,265,0.1,4701,,,,,,12,8,16,ND,UD,,,,ON,,OFF,,2,,,,,,,,,,,,
