SB,CalCOFI1110NH,10/17/2011,14:52,10/17/2011 14:52,8:00:00,10/17/2011 22:52,,,32.53767,-118.37033,TK,KW,F,6,OV,100,0,0,0,260,14,4,4,8,TK,3,240,265,3.5,,,,,,,64,55,77,ND,Dc,,,,ON,,ON,,2,8,5,Y,KW,20D,33,,,,,,
SE,CalCOFI1110NH,10/17/2011,14:52,10/17/2011 14:52,8:00:00,10/17/2011 22:52,,,32.53767,-118.37033,TK,KW,F,6,OV,100,0,0,0,260,14,4,4,8,TK,3,240,265,3.5,,,,,,,64,55,77,ND,Dc,,,,ON,,ON,,2,8,5,Y,KW,20D,33,,,,,,
SB,CalCOFI1110NH,10/18/2011,6:47,10/18/2011 6:47,8:00:00,10/18/2011 14:47,,,31.80433,-119.65833,TK,KW,P,6,OV,100,0,0,0,285,19,5,4,9,KW,2,242,245,1.2,,,,,,,6,6,7,2,Pm,,,,ON,,ON,,1,2,31,Y,KW,20D,35,110,,,,,SPERM WHALES SWAM FASTER TO AVOID SHIP CROSSING THEIR PATH
SE,CalCOFI1110NH,10/18/2011,6:47,10/18/2011 6:47,8:00:00,10/18/2011 14:47,,,31.80433,-119.65833,TK,KW,P,6,OV,100,0,0,0,285,19,5,4,9,KW,2,242,245,1.2,,,,,,,6,6,7,2,Pm,,,,ON,,ON,,1,2,31,Y,KW,20D,35,110,,,,,
SB,CalCOFI1110NH,10/18/2011,8:20,10/18/2011 8:20,8:00:00,10/18/2011 16:20,,,31.67817,-119.91400,TK,KW,P,6,OV,100,0,0,0,290,19,5,4,10,KW,3,240,320,2.1,,,,,,,58,50,76,1,Dd,,,,ON,,ON,,2,8,5,Y,KW,20D,111,146,TK,7D,14,41,
SE,CalCOFI1110NH,10/18/2011,8:20,10/18/2011 8:20,8:00:00,10/18/2011 16:20,,,31.67817,-119.91400,TK,KW,P,6,OV,100,0,0,0,290,19,5,4,10,KW,3,240,320,2.1,,,,,,,58,50,76,1,Dd,,,,ON,,ON,,2,8,5,Y,KW,20D,111,146,TK,7D,14,41,
SB,CalCOFI1110NH,10/18/2011,16:26,10/18/2011 16:26,8:00:00,10/19/2011 0:26,,,31.50217,-120.49050,TK,KW,P,6,OV,100,0,0,0,330,20,5,4,11,KW,3,231,240,2.2,,,2,14,260,330,340,315,450,15,Dd,,,,ON,,ON,,2,8,5,Y,KW,20D,149,197,TK,7D,333,428,
SE,CalCOFI1110NH,10/18/2011,16:36,10/18/2011 16:36,8:00:00,10/19/2011 0:36,,,31.36659,-120.67260,TK,KW,P,6,OV,100,0,0,0,330,20,5,4,11,KW,3,231,240,2.2,,,2,14,260,330,340,315,450,15,Dd,,,,ON,,ON,,2,8,5,Y,KW,20D,149,197,TK,7D,333,428,
SH,CalCOFI1110NH,10/19/2011,9:58,10/19/2011 9:58,8:00:00,10/19/2011 17:58,,,30.34610,-122.60146,TK,KW,P,7,OV,95,0,0,0,330,16,4,4,SH3,,,240,185,0,,,,,,,,,,,,,,,ON,,ON,,,,,,,20D,,,,,,,
SH,CalCOFI1110NH,10/19/2011,16:40,10/19/2011 16:40,8:00:00,10/20/2011 0:40,,,29.92433,-123.43950,TK,KW,P,7,OV,95,,,,330,18,4,3,SH4,,,240,230,0,,,,,,,,,,,,,,,ON,,ON,,,,,,,20D,,,,,,,LARGE TANKER
SB,CalCOFI1110NH,10/20/2011,11:52,10/20/2011 11:52,8:00:00,10/20/2011 19:52,,,30.90283,-123.04983,KW,TK,P,7,OV,100,0,0,0,318,17,5,5,12,KW,2,55,58,0.6,,,,,30,70,15,12,18,1,Pm,,,,ON,,ON,,1,3,,Y,KW,20D,202,207,TK,7D,431,481,3 GROUPINGS. 
SE,CalCOFI1110NH,10/20/2011,12:02,10/20/2011 12:02,8:00:00,10/20/2011 20:02,,,30.91567,-123.00550,KW,TK,P,7,OV,100,0,0,0,318,17,5,5,12,KW,2,55,360,2.2,,,,,290,330,15,12,18,1,Pm,,,,ON,,ON,,1,3,,Y,KW,20D,202,207,TK,7D,431,481,3 GROUPINGS. 
SB,CalCOFI1110NH,10/21/2011,12:07,10/21/2011 12:07,8:00:00,10/21/2011 20:07,,,32.02167,-120.77833,KW,TK,P,5,OV,100,0,0,0,330,20,5,6,13,KW,3,62,100,,250,,,,,,8,7,10,ND,Gg,,,,ON,,ON,,1,31,,,,,,,,,,,
SE,CalCOFI1110NH,10/21/2011,12:07,10/21/2011 12:07,8:00:00,10/21/2011 20:07,,,32.02167,-120.77833,KW,TK,P,5,OV,100,0,0,0,330,20,5,6,13,KW,3,62,100,,250,,,,,,8,7,10,ND,Gg,,,,ON,,ON,,1,31,,,,,,,,,,,
SB,CalCOFI1110NH,10/22/2011,11:20,10/22/2011 11:20,8:00:00,10/22/2011 19:20,,,32.94176,-118.87840,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,14,KW,3,60,320,5,,,,,,,3,3,4,1,Tt,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1110NH,10/22/2011,11:20,10/22/2011 11:20,8:00:00,10/22/2011 19:20,,,32.94176,-118.87840,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,14,KW,3,60,320,5,,,,,,,3,3,4,1,Tt,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1110NH,10/22/2011,11:29,10/22/2011 11:29,8:00:00,10/22/2011 19:29,,,32.95609,-118.85080,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,15,TK,3,60,30,5,,,4,5,20,140,10,6,10,ND,Lo,,,,ON,,ON,,1,31,,,,,,,,,,,2 GROUPS OF LAGS
SE,CalCOFI1110NH,10/22/2011,11:29,10/22/2011 11:29,8:00:00,10/22/2011 19:29,,,32.95609,-118.85080,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,15,TK,3,60,30,5,,,4,5,20,140,10,6,10,ND,Lo,,,,ON,,ON,,1,31,,,,,,,,,,,2 GROUPS OF LAGS
SB,CalCOFI1110NH,10/22/2011,11:35,10/22/2011 11:35,8:00:00,10/22/2011 19:35,,,32.96538,-118.83245,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,16,TK,3,60,75,1.5,,,,,,,12,10,14,0,DSP,,,,ON,,ON,,1,8,,,,,,,,,,,
SE,CalCOFI1110NH,10/22/2011,11:39,10/22/2011 11:39,8:00:00,10/22/2011 19:39,,,32.97200,-118.81950,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,16,TK,3,60,0,4,,,,,,,12,10,14,0,DSP,,,,ON,,ON,,1,8,,,,,,,,,,,
SB,CalCOFI1110NH,10/22/2011,12:25,10/22/2011 12:25,8:00:00,10/22/2011 20:25,,,33.04500,-118.68000,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,17,KW,1,60,20,0.3,,,,,,,20,18,40,UD,UD,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1110NH,10/22/2011,12:25,10/22/2011 12:25,8:00:00,10/22/2011 20:25,,,33.04500,-118.68000,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,17,KW,1,60,20,0.3,,,,,,,20,18,40,UD,UD,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1110NH,10/22/2011,12:29,10/22/2011 12:29,8:00:00,10/22/2011 20:29,,,33.05383,-118.66417,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,18,KW,1,60,35,0.7,,,,,35,75,160,140,190,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1110NH,10/22/2011,12:35,10/22/2011 12:35,8:00:00,10/22/2011 20:35,,,33.05650,-118.65033,KW,TK,G,5,HZ,100,0,0,0,310,5,2,2,18,KW,1,60,305,0.2,,,,,,,160,140,190,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1110NH,10/22/2011,12:41,10/22/2011 12:41,8:00:00,10/22/2011 20:41,,,33.07117,-118.63000,KW,TK,G,5,HZ,100,0,0,0,290,5,2,2,19,TK,3,60,75,1.5,,,,,70,90,62,50,70,ND,DSP,,,,ON,,ON,,2,5,8,Y,KW,20D,219,223,TK,7D,482,486,
SB,CalCOFI1110NH,10/22/2011,12:41,10/22/2011 12:41,8:00:00,10/22/2011 20:41,,,33.07117,-118.63000,KW,TK,G,5,HZ,100,0,0,0,290,5,2,2,20,KW,3,60,65,3,,,,,,,5,4,5,ND,Tt,,,,ON,,ON,,2,,,,,,,,,,,,TT ON OUTSIDE OF DSP
SE,CalCOFI1110NH,10/22/2011,12:41,10/22/2011 12:41,8:00:00,10/22/2011 20:41,,,33.07117,-118.63000,KW,TK,G,5,HZ,100,0,0,0,290,5,2,2,19,TK,3,60,75,1.5,,,,,70,90,62,50,70,ND,DSP,,,,ON,,ON,,2,5,8,Y,KW,20D,219,223,TK,7D,482,486,
SE,CalCOFI1110NH,10/22/2011,12:41,10/22/2011 12:41,8:00:00,10/22/2011 20:41,,,33.07117,-118.63000,KW,TK,G,5,HZ,100,0,0,0,290,5,2,2,20,KW,3,60,65,3,,,,,,,5,4,5,ND,Tt,,,,ON,,ON,,2,,,,,,,,,,,,TT ON OUTSIDE OF DSP
SB,CalCOFI1110NH,10/23/2011,9:02,10/23/2011 9:02,8:00:00,10/23/2011 17:02,,,33.79825,-118.47366,KW,TK,UX,0.186,HF,100,0,0,0,230,6,2,2,21,KW,1,355,305,,280,,,,,,1,1,1,0,Ba,,,,OFF,2B,OFF,1,2,4,,,,,,,,,,,LUNGING OUT OF WATER WHILE FAST SWIM
SE,CalCOFI1110NH,10/23/2011,9:02,10/23/2011 9:02,8:00:00,10/23/2011 17:02,,,33.79825,-118.47366,KW,TK,UX,0.186,HF,100,0,0,0,230,6,2,2,21,KW,1,355,305,,280,,,,,,1,1,1,0,Ba,,,,OFF,2B,OFF,1,2,4,,,,,,,,,,,LUNGING OUT OF WATER WHILE FAST SWIM
SB,CalCOFI1110NH,10/23/2011,11:21,10/23/2011 11:21,8:00:00,10/23/2011 19:21,,,33.87709,-118.48307,KW,TK,P,1,HF,100,0,0,0,250,3,2,2,22,KW,2,120,100,,1207,,,,,,1,1,1,0,Ba,,,,OFF,,OFF,3,1,,,,,,,,,,,,
SE,CalCOFI1110NH,10/23/2011,11:21,10/23/2011 11:21,8:00:00,10/23/2011 19:21,,,33.87709,-118.48307,KW,TK,P,1,HF,100,0,0,0,250,3,2,2,22,KW,2,120,100,,1207,,,,,,1,1,1,0,Ba,,,,OFF,,OFF,3,1,,,,,,,,,,,,
SB,CalCOFI1110NH,10/23/2011,11:27,10/23/2011 11:27,8:00:00,10/23/2011 19:27,,,33.88264,-118.46356,KW,TK,P,1,HF,100,0,0,0,250,3,2,2,23,KW,3,70,130,,1287.475,,,,,,4,4,7,ND,Tt,,,,OFF,,OFF,3,8,,,,,,,,,,,,
SE,CalCOFI1110NH,10/23/2011,11:27,10/23/2011 11:27,8:00:00,10/23/2011 19:27,,,33.88264,-118.46356,KW,TK,P,1,HF,100,0,0,0,250,3,2,2,23,KW,3,70,130,,1287.475,,,,,,4,4,7,ND,Tt,,,,OFF,,OFF,3,8,,,,,,,,,,,,
SB,CalCOFI1110NH,10/23/2011,14:07,10/23/2011 14:07,8:00:00,10/23/2011 22:07,,,33.98879,-118.80163,KW,TK,F,5,LF,100,0,0,0,270,7,3,2,24,KW,3,290,285,0.3,,,2,14,250,320,780,740,1000,35,Dc,,,,ON,,OFF,3,4,2,8,Y,KW,20D,241,368,TK,7D,586,598,ALSO BEH 1 = SLOW TRAVEL. DC SPREAD OVER 10 MIN. FOR MORE THAN 1 MILE WITH A DEPTH OF RETICLE 2 TO THE BOW
SE,CalCOFI1110NH,10/23/2011,14:27,10/23/2011 14:27,8:00:00,10/23/2011 22:27,,,34.01196,-118.83142,KW,TK,F,5,LF,100,0,0,0,270,7,3,2,24,KW,3,290,290,7,,,2,14,160,30,780,740,1000,35,Dc,,,,ON,,OFF,3,4,2,8,Y,KW,20D,241,368,TK,7D,586,598,ALSO BEH 1 = SLOW TRAVEL. DC SPREAD OVER 10 MIN. FOR MORE THAN 1 MILE WITH A DEPTH OF RETICLE 2 TO THE BOW
SB,CalCOFI1110NH,10/24/2011,13:29,10/24/2011 13:29,8:00:00,10/24/2011 21:29,,,33.13350,-120.06433,TK,KW,G,7,PC,40,210,235,M,280,3,2,1,25,TK,1,240,220,0.5,,,,,200,230,360,320,480,ND,DSP,,,,ON,,ON,,2,8,4,,,,,,,,,,
SE,CalCOFI1110NH,10/24/2011,13:29,10/24/2011 13:29,8:00:00,10/24/2011 21:29,,,33.13350,-120.06433,TK,KW,G,7,PC,40,210,235,M,280,3,2,1,25,TK,1,240,220,0.5,,,,,200,230,360,320,480,ND,DSP,,,,ON,,ON,,2,8,4,,,,,,,,,,
SB,CalCOFI1110NH,10/24/2011,14:22,10/24/2011 14:22,8:00:00,10/24/2011 22:22,,,33.05100,-120.21983,TK,KW,G,7,PC,55,210,235,SE,360,6,2,3,26,TK,2,240,220,0.3,,,,,,,1,1,1,0,Bp,,,,ON,,ON,,1,4,35,,,,,,,,,,JIAN'S DEPTH SOUNDER DATA SHOWED KRILL EVIDENCE AT SAME LOCATION. PLOT INCLUDED IN REPORT
SE,CalCOFI1110NH,10/24/2011,14:38,10/24/2011 14:38,8:00:00,10/24/2011 22:38,,,33.03483,-120.26333,TK,KW,G,7,PC,50,210,235,SE,360,6,2,3,26,TK,2,240,140,1.5,,,,,,,1,1,1,0,Bp,,,,ON,,ON,,1,4,35,,,,,,,,,,
SB,CalCOFI1110NH,10/24/2011,16:21,10/24/2011 16:21,8:00:00,10/25/2011 0:21,,,32.99150,-120.34917,KW,KW,G,7,CL,20,240,260,SE,360,6,2,4,27,KW,2,240,280,0.75,,,,,,,1,1,1,0,Bp,,,,OFF,1,ON,,1,,,,,,,,,,,,SIGHTING WHILE ON STATION 87-60.
SE,CalCOFI1110NH,10/24/2011,16:21,10/24/2011 16:21,8:00:00,10/25/2011 0:21,,,32.99150,-120.34917,KW,KW,G,7,CL,20,240,260,SE,360,6,2,4,27,KW,2,240,280,0.75,,,,,,,1,1,1,0,Bp,,,,OFF,1,ON,,1,,,,,,,,,,,,SIGHTING WHILE ON STATION 87-60.
SB,CalCOFI1110NH,10/25/2011,6:58,10/25/2011 6:58,8:00:00,10/25/2011 14:58,,,32.33000,-121.78917,TK,KW,G,7,CL,10,0,0,0,335,8,3,7,71,KW,2,235,310,0.3,,,,,310,326,8,7,12,1,Pm,,,,ON,,ON,,7,9,,,,,,,,,,,2 sighting number 27 so this one is 27.5
SE,CalCOFI1110NH,10/25/2011,6:58,10/25/2011 6:58,8:00:00,10/25/2011 14:58,,,32.33000,-121.78917,TK,KW,G,7,CL,10,0,0,0,335,8,3,7,71,KW,2,235,310,0.3,,,,,310,326,8,7,12,1,Pm,,,,ON,,ON,,7,9,,,,,,,,,,,
SB,CalCOFI1110NH,10/25/2011,8:18,10/25/2011 8:18,8:00:00,10/25/2011 16:18,,,32.19283,-122.03783,TK,KW,G,7,CL,10,0,0,0,335,8,3,7,28,KW,2,235,200,1,,,,,,,2,2,2,ND,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1110NH,10/25/2011,8:18,10/25/2011 8:18,8:00:00,10/25/2011 16:18,,,32.19283,-122.03783,TK,KW,G,7,CL,10,0,0,0,335,8,3,7,28,KW,2,235,200,1,,,,,,,2,2,2,ND,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1110NH,10/25/2011,8:48,10/25/2011 8:48,8:00:00,10/25/2011 16:48,,,32.14600,-122.08783,TK,KW,G,7,CL,10,0,0,0,235,8,3,7,29,KW,1,235,245,0.1,,,,,230,270,46,42,60,ND,Dd,,,,ON,,ON,,2,5,8,Y,KW,20D,413,434,TK,7D,599,685,"ALSO, BEH 4. SPLIT GROUP WENT DOWN BOTH SIDES OF SHIP."
SB,CalCOFI1110NH,10/25/2011,8:49,10/25/2011 8:49,8:00:00,10/25/2011 16:49,,,32.14600,-122.08783,TK,KW,G,7,CL,10,0,0,0,235,8,3,7,30,TK,3,235,230,0.2,,,,,230,270,1,1,1,0,Bp,,,,ON,,ON,,2,5,8,Y,KW,20D,383,401,,,,,
SE,CalCOFI1110NH,10/25/2011,8:49,10/25/2011 8:49,8:00:00,10/25/2011 16:49,,,32.14600,-122.08783,TK,KW,G,7,CL,10,0,0,0,235,8,3,7,30,TK,3,235,230,0.2,,,,,230,270,1,1,1,0,Bp,,,,ON,,ON,,2,5,8,Y,KW,20D,383,401,,,,,
SE,CalCOFI1110NH,10/25/2011,9:02,10/25/2011 9:02,8:00:00,10/25/2011 17:02,,,32.12433,-122.12850,TK,KW,G,7,CL,10,0,0,0,235,8,3,7,29,KW,1,235,,14,,,1,14,160,320,46,42,60,ND,Dd,,,,ON,,ON,,2,5,8,Y,KW,20D,413,434,TK,7D,599,685,
SB,CalCOFI1110NH,10/25/2011,15:48,10/25/2011 15:48,8:00:00,10/25/2011 23:48,,,31.93017,-122.69567,TK,KW,P,7,OV,100,0,0,0,235,19,5,9,31,TK,2,230,150,1.5,,,,,,,1,1,1,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1110NH,10/25/2011,15:48,10/25/2011 15:48,8:00:00,10/25/2011 23:48,,,31.93017,-122.69567,TK,KW,P,7,OV,100,0,0,0,235,19,5,9,31,TK,2,230,150,1.5,,,,,,,1,1,1,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1110NH,10/27/2011,6:29,10/27/2011 6:29,8:00:00,10/27/2011 14:29,,,32.98239,-122.02703,TK,KW,F,6,CL,10,0,0,0,315,13,3,7,32,KW,2,65,220,1,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"WHALE IS POSSIBLY HUMPBACK, FIN OR BLUE."
SE,CalCOFI1110NH,10/27/2011,6:29,10/27/2011 6:29,8:00:00,10/27/2011 14:29,,,32.98239,-122.02703,TK,KW,F,6,CL,10,0,0,0,315,13,3,7,32,KW,2,65,220,1,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"WHALE IS POSSIBLY HUMPBACK, FIN OR BLUE."
SB,CalCOFI1110NH,10/27/2011,7:30,10/27/2011 7:30,8:00:00,10/27/2011 15:30,,,33.05767,-121.85200,TK,KW,F,7,PC,30,110,135,SE,315,12,4,6,33,KW,2,65,135,0.8,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"WHALE IS POSSIBLY HUMPBACK, FIN OR BLUE."
SE,CalCOFI1110NH,10/27/2011,7:30,10/27/2011 7:30,8:00:00,10/27/2011 15:30,,,33.05767,-121.85200,TK,KW,F,7,PC,30,110,135,SE,315,12,4,6,33,KW,2,65,135,0.8,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"WHALE IS POSSIBLY HUMPBACK, FIN OR BLUE."
SB,CalCOFI1110NH,10/27/2011,7:46,10/27/2011 7:46,8:00:00,10/27/2011 15:46,,,33.07867,-121.80967,TK,KW,F,7,PC,20,110,135,SE,315,12,4,6,34,KW,2,65,90,0.75,,,,,,,1,1,1,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1110NH,10/27/2011,7:46,10/27/2011 7:46,8:00:00,10/27/2011 15:46,,,33.07867,-121.80967,TK,KW,F,7,PC,20,110,135,SE,315,12,4,6,34,KW,2,65,90,0.75,,,,,,,1,1,1,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1110NH,10/27/2011,15:02,10/27/2011 15:02,8:00:00,10/27/2011 23:02,,,33.43983,-121.04300,TK,KW,G,6,CL,0,,,,300,5,3,6,35,KW,2,58,130,0.75,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,HUMPBACK OR FIN? GOOD SIZE BLOW
SE,CalCOFI1110NH,10/27/2011,15:02,10/27/2011 15:02,8:00:00,10/27/2011 23:02,,,33.43983,-121.04300,TK,KW,G,6,CL,0,,,,300,5,3,6,35,KW,2,58,130,0.75,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,HUMPBACK OR FIN? GOOD SIZE BLOW
SB,CalCOFI1110NH,10/28/2011,6:00,10/28/2011 6:00,8:00:00,10/28/2011 14:00,,,33.94583,-119.66267,KW,TK,G,6,CL,0,,,,105,2,2,1,36,KW,3,80,90,1.5,,,1.5,14,80,200,140,120,160,ND,DSP,,,,ON,,ON,,1,2,4,Y,KW,20D,18,23,,,,,ALSO BEH 5 CODE. 4 GROUPS SPREAD WIDE
SE,CalCOFI1110NH,10/28/2011,6:09,10/28/2011 6:09,8:00:00,10/28/2011 14:09,,,33.94967,-119.63483,KW,TK,G,6,CL,0,,,,105,2,2,1,36,KW,3,80,140,1.5,,,1.5,14,80,200,140,120,160,ND,DSP,,,,ON,,ON,,1,2,4,Y,KW,20D,18,23,,,,,ALSO BEH 5 CODE. 4 GROUPS SPREAD WIDE
SB,CalCOFI1110NH,10/28/2011,6:10,10/28/2011 6:10,8:00:00,10/28/2011 14:10,,,33.96217,-119.60717,KW,TK,G,6,CL,0,100,110,M,80,3,2,1,37,TK,3,80,96,0.4,,,,,160,180,42,35,65,ND,DSP,,,,ON,,ON,,2,4,8,,,,,,,,,,PROBABLY SUB-GROUP OF SIGHTING 36
SE,CalCOFI1110NH,10/28/2011,6:10,10/28/2011 6:10,8:00:00,10/28/2011 14:10,,,33.96217,-119.60717,KW,TK,G,6,CL,0,100,110,M,80,3,2,1,37,TK,3,80,96,0.4,,,,,160,180,42,35,65,ND,DSP,,,,ON,,ON,,2,4,8,,,,,,,,,,PROBABLY SUB-GROUP OF SIGHTING 36
SB,CalCOFI1110NH,10/28/2011,6:51,10/28/2011 6:51,8:00:00,10/28/2011 14:51,,,34.00717,-119.51433,KW,TK,G,6,CL,0,100,130,M,80,4,2,1,38,KW,1,56,55,0.5,,,,,65,90,50,30,70,2,DSP,,,,ON,,ON,,2,4,8,,,,,,,,,,COURSE CHANGE AROUND ISLAND
SE,CalCOFI1110NH,10/28/2011,6:51,10/28/2011 6:51,8:00:00,10/28/2011 14:51,,,34.00717,-119.51433,KW,TK,G,6,CL,0,100,130,M,80,4,2,1,38,KW,1,56,55,0.5,,,,,65,90,50,30,70,2,DSP,,,,ON,,ON,,2,4,8,,,,,,,,,,COURSE CHANGE AROUND ISLAND
