SP,CalCOFI0808NH,8/16/2008,13:05,8/16/2008 13:05,8:00:00,8/16/2008 21:05,,,31.32567,-120.62350,DLC,AMH,,,,,,,,,,,,16,AMH,5,,315,2.4,,,2.4,1.6,280,340,12,8,23,0,Dsp,,,,ON,,ON,,9,,,,,,,,,,,,"NOW NOT RISING OUT OF WATER MUCH, LIGHT SPLASHING AND CIRCLING EACHOTHER."
SE,CalCOFI0808NH,8/16/2008,13:08,8/16/2008 13:08,8:00:00,8/16/2008 21:08,,,31.32150,-120.63183,DLC,AMH,,,,,,,,,,,,16,AMH,5,,350,0.7,,,0.7,0.5,340,0,12,8,23,0,Dsp,,,,ON,,ON,,9,,,,,,,,,,,,BEHIND VESSEL.
SB,CalCOFI0808NH,8/16/2008,14:15,8/16/2008 14:15,8:00:00,8/16/2008 22:15,,,31.23583,-120.80600,DLC,AMH,,,,,,,,,,,,17,AMH,2,,320,0.2,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,"LARGE WHALE, SAW BLOW ONE TIME"
SE,CalCOFI0808NH,8/16/2008,14:18,8/16/2008 14:18,8:00:00,8/16/2008 22:18,,,31.23217,-120.81367,DLC,AMH,,,,,,,,,,,,17,AMH,,,,,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,,,,,,,,,,,,,LOST ANIMAL AFTER SIGHTING INITIAL BLOW
SB,CalCOFI0808NH,8/17/2008,15:40,8/17/2008 15:40,8:00:00,8/17/2008 23:40,,,29.92650,-123.42467,DLC,AMH,,,,,,,,,,,,18,DLC,2,,268,0.1,,,,,,,2,1,4,ND,ULW,,,,ON,,ON,,9,,,,,,,,,,,,"SURFACED, MULTIPLE BLOWS SEEN IN SHORT PERIOD OF TIME; TALL, COLUMNAR BLOWS: BM/BP?"
SE,CalCOFI0808NH,8/17/2008,16:03,8/17/2008 16:03,8:00:00,8/18/2008 0:03,,,29.89400,-123.48600,DLC,AMH,,,,,,,,,,,,18,DLC,,,,,,,,,,,2,1,4,ND,ULW,,,,ON,,ON,,,,,,,,,,,,,,"WENT UP TO FLYING BRIDGE TO TRY TO ID WITH BID EYES, BUT NEVER SAW ANIMALS RESURFACE"
SB,CalCOFI0808NH,8/17/2008,17:35,8/17/2008 17:35,8:00:00,8/18/2008 1:35,,,29.85383,-123.57817,DLC,AMH,,,,,,,,,,,,19,LMM,4,,320,,3000,,,,,,2,2,3,0,Pm,,,,OFF,,ON,,9,,,,,,,,,,,,SLOW SURFACING AND BACK DOWN AGAIN; ACOUSTICS SIGHTED AT 01:35
SE,CalCOFI0808NH,8/17/2008,17:35,8/17/2008 17:35,8:00:00,8/18/2008 1:35,,,29.85383,-123.57817,DLC,AMH,,,,,,,,,,,,19,LMM,4,,320,,,,,,,,2,2,3,0,Pm,,,,OFF,,ON,,9,,,,,,,,,,,,
SB,CalCOFI0808NH,8/17/2008,17:35,8/17/2008 17:35,8:00:00,8/18/2008 1:35,,,29.85383,-123.57817,DLC,AMH,,,,,,,,,,,,20,LMM,1,,320,,3000,,,,,,16,10,20,ND,UD,,,,OFF,,ON,,9,,,,,,,,,,,,DSP? LOTS O FSPLASHING AND ACROBATICS; NOT TRAVELING TOO MUCH
SE,CalCOFI0808NH,8/17/2008,18:37,8/17/2008 18:37,8:00:00,8/18/2008 2:37,,,29.86483,-123.57817,DLC,AMH,,,,,,,,,,,,20,LMM,1,,,0.2,,,,,,,16,10,20,ND,UD,,,,OFF,,ON,,9,,,,,,,,,,,,
SH,CalCOFI0808NH,8/18/2008,8:15,8/18/2008 8:15,8:00:00,8/18/2008 16:15,,,30.78033,-123.35500,DLC,AMH,,,,,,,,,,,,SH3,AMH,,,168,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO SHIP ON HORIZON
SH,CalCOFI0808NH,8/18/2008,8:45,8/18/2008 8:45,8:00:00,8/18/2008 16:45,,,30.81350,-123.28017,DLC,AMH,,,,,,,,,,,,SH3,AMH,,,155,,9600,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,SAME CARGO SHIP AS LAST COMMENT ON HORIZON
SH,CalCOFI0808NH,8/18/2008,16:41,8/18/2008 16:41,8:00:00,8/19/2008 0:41,,,31.23867,-122.34217,DLC,AMH,,,,,,,,,,,,SH4,DLC,,,22,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO SHIP ON HORIZON
SH,CalCOFI0808NH,8/18/2008,16:51,8/18/2008 16:51,8:00:00,8/19/2008 0:51,,,31.25117,-122.31133,DLC,AMH,,,,,,,,,,,,SH4,DLC,,,351,0.1,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,CARGO SHIP UPDATE ON ITS POSITION
SB,CalCOFI0808NH,8/18/2008,18:38,8/18/2008 18:38,8:00:00,8/19/2008 2:38,,,31.40267,-122.01283,DLC,AMH,,,,,,,,,,,,21,UNK,5,,,,300,,,,,,15,10,26,0,Dd,,,,OFF,,ON,,2,5,,,,,,,,,,,CHIEF SCIENTIST MADE INITIAL SIGHTING WHILE WE WERE PULLING IN ARRAY
SE,CalCOFI0808NH,8/18/2008,18:38,8/18/2008 18:38,8:00:00,8/19/2008 2:38,,,31.40267,-122.01283,DLC,AMH,,,,,,,,,,,,21,UNK,,,,,,,,,,,15,10,26,0,Dd,,,,OFF,,ON,,2,5,,,,,,,,,,,
SB,CalCOFI0808NH,8/19/2008,6:15,8/19/2008 6:15,8:00:00,8/19/2008 14:15,,,31.93750,-120.94050,AMH,DLC,,,,,,,,,,,,22,DLC,2,,62,0.6,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,LOW BUSHY BLOW
SE,CalCOFI0808NH,8/19/2008,6:23,8/19/2008 6:23,8:00:00,8/19/2008 14:23,,,31.94817,-120.91833,AMH,DLC,,,,,,,,,,,,22,DLC,,,,,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,,,,,,,,,,,,,DID NOT RESIGHT ANIMAL
SB,CalCOFI0808NH,8/19/2008,12:31,8/19/2008 12:31,8:00:00,8/19/2008 20:31,,,32.19033,-120.45117,AMH,DLC,,,,,,,,,,,,23,AMH,2,,60,1,,,,,,,2,2,3,0,Bp,,,,ON,,ON,,9,,,,,,,,,,,,"SIDE LUNGE; TWO ANIMALS SURFACING FAST ON THEIR SIDES, HALF A FLUKE STICKING OUT OF THE WATER"
SP,CalCOFI0808NH,8/19/2008,12:35,8/19/2008 12:35,8:00:00,8/19/2008 20:35,,,32.19483,-120.44083,AMH,DLC,,,,,,,,,,,,23,AMH,2,,60,2.3,,,,,,,2,2,3,0,Bp,,,,ON,,ON,,9,,,,,,,,,,,,
SE,CalCOFI0808NH,8/19/2008,12:38,8/19/2008 12:38,8:00:00,8/19/2008 20:38,,,32.19817,-120.43283,AMH,DLC,,,,,,,,,,,,23,AMH,2,,250,1.8,,,,,,,2,2,3,0,Bp,,,,ON,,ON,,9,,,,,,,,,,,,BEHIND VESSEL
SH,CalCOFI0808NH,8/19/2008,13:27,8/19/2008 13:27,8:00:00,8/19/2008 21:27,,,32.25617,-120.29733,AMH,DLC,,,,,,,,,,,,SH5,AMH,,,15,,9600,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,SHIP ON THE HORIZON
SB,CalCOFI0808NH,8/19/2008,13:53,8/19/2008 13:53,8:00:00,8/19/2008 21:53,,,32.28787,-120.22677,AMH,DLC,,,,,,,,,,,,24,AMH,5,,28,,100,,,,,,5,3,7,0,Dd,,,,ON,,ON,,1,5,,,,,,,,,,,SAW TWO ANIMALS SWIMMING UNDERNEATH WATER TOWARDS BOAT
SE,CalCOFI0808NH,8/19/2008,14:00,8/19/2008 14:00,8:00:00,8/19/2008 22:00,,,32.29688,-120.20716,AMH,DLC,,,,,,,,,,,,24,AMH,5,,,,500,,,,,,5,3,7,0,Dd,,,,ON,,ON,,1,,,,,,,,,,,,
SH,CalCOFI0808NH,8/19/2008,14:19,8/19/2008 14:19,8:00:00,8/19/2008 22:19,,,32.32054,-120.15414,AMH,DLC,,,,,,,,,,,,SH6,DLC,,,84,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"CARGO SHIP, NO CARGO ABOARD, AT THE HORIZON"
SB,CalCOFI0808NH,8/19/2008,14:40,8/19/2008 14:40,8:00:00,8/19/2008 22:40,,,32.35083,-120.08817,AMH,DLC,,,,,,,,,,,,25,DLC,5,,55,,50,,,,,,5,5,7,0,Dd,,,,OFF,,ON,,1,5,,,,,,,,,,,
SE,CalCOFI0808NH,8/19/2008,14:46,8/19/2008 14:46,8:00:00,8/19/2008 22:46,,,32.35550,-120.07800,AMH,DLC,,,,,,,,,,,,25,DLC,,,,,,,,,,,5,5,7,0,Dd,,,,OFF,,ON,,1,,,,,,,,,,,,"LOST ANIMALS, MOVED AWAY FROM SHIP"
SB,CalCOFI0808NH,8/19/2008,14:52,8/19/2008 14:52,8:00:00,8/19/2008 22:52,,,32.36483,-120.05817,AMH,DLC,,,,,,,,,,,,26,DLC,2,,156,0.8,,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,3,,,,,,,,,,,,"BP? BRIDGE TOLD DLC ABOUT WHALES, WHALE APPEARED TO BE RESTING"
SE,CalCOFI0808NH,8/19/2008,14:56,8/19/2008 14:56,8:00:00,8/19/2008 22:56,,,32.36867,-120.05033,AMH,DLC,,,,,,,,,,,,26,DLC,,,,,,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,,,,,,,,,,,,,DID NOT RESIGHT ANIMAL
SB,CalCOFI0808NH,8/19/2008,19:01,8/19/2008 19:01,8:00:00,8/20/2008 3:01,,,32.51850,-119.74900,AMH,DLC,,,,,,,,,,,,27,AMH,2,,233,0.4,,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0808NH,8/19/2008,19:01,8/19/2008 19:01,8:00:00,8/20/2008 3:01,,,32.51850,-119.74900,AMH,DLC,,,,,,,,,,,,27,AMH,,,,,,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0808NH,8/20/2008,7:08,8/20/2008 7:08,8:00:00,8/20/2008 15:08,,,33.11300,-118.58867,DLC,AMH,,,,,,,,,,,,28,AMH,2,,95,0.8,,,,,,,1,1,1,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0808NH,8/20/2008,7:19,8/20/2008 7:19,8:00:00,8/20/2008 15:19,,,33.12733,-118.55500,DLC,AMH,,,,,,,,,,,,28,AMH,,,,,,,,,,,1,1,1,0,Bp,,,,OFF,6,ON,,,,,,,,,,,,,,HAVEN'T SEEN ANIMAL SINCE INITIAL SIGHTING
SB,CalCOFI0808NH,8/20/2008,7:31,8/20/2008 7:31,8:00:00,8/20/2008 15:31,,,33.14167,-118.51817,DLC,AMH,,,,,,,,,,,,29,AMH,5,,350,0.4,,,,,,,2,2,2,0,Bp,,,,OFF,6,ON,,3,,,,,,,,,,,,"POTENTIALLY SAME SIGHTING AS 28 MEETING UP WITH NEW ANIMAL; RESTING ON SURFACE, NO VISIBLE BLOW BUT BLOW MAY HAVE BELNDED INTO FOG BEHIND ANIMAL"
SE,CalCOFI0808NH,8/20/2008,7:37,8/20/2008 7:37,8:00:00,8/20/2008 15:37,,,33.14983,-118.49700,DLC,AMH,,,,,,,,,,,,29,AMH,,,,,,,,,,,2,2,2,0,Bp,,,,OFF,6,ON,,,,,,,,,,,,,,LOST ANIMALS BEHIND SHIP
SB,CalCOFI0808NH,8/20/2008,7:42,8/20/2008 7:42,8:00:00,8/20/2008 15:42,,,33.15500,-118.48383,DLC,AMH,,,,,,,,,,,,30,DLC,5,,46,,600,,200m,,38,56,6,5,10,0,Tt,,,,OFF,6,ON,,1,,,,,,,,,,,,LEAPT OUT OF WATER
SE,CalCOFI0808NH,8/20/2008,7:56,8/20/2008 7:56,8:00:00,8/20/2008 15:56,,,33.17333,-118.43667,DLC,AMH,,,,,,,,,,,,30,DLC,5,,320,,300,,,,,,10,6,12,0,Tt,,,,OFF,6,ON,,1,5,,,DLC,DIGITAL,121,128,,,,,"ONE ANIMAL CAME TO BOWRIDE, SCATTERED GROUP, NO TIGHT COHESION"
SB,CalCOFI0808NH,8/20/2008,8:10,8/20/2008 8:10,8:00:00,8/20/2008 16:10,,,33.19083,-118.39000,DLC,AMH,,,,,,,,,,,,31,AMH,4,,125,0.4,,,0.4,0.3,155,165,11,8,16,ND,Dsp,,,,ON,,ON,,1,,,,,,,,,,,,"LEAPING, GULLS ASSOCIATED"
SE,CalCOFI0808NH,8/20/2008,8:15,8/20/2008 8:15,8:00:00,8/20/2008 16:15,,,33.19583,-118.37550,DLC,AMH,,,,,,,,,,,,31,AMH,4,,185,2.5,,,2.5,0.8,175,200,11,8,16,ND,Dsp,,,,ON,,ON,,1,4?,,,,,,,,,,,"FISH SEEN JUMPING OUT OF WATER, FEEDING?"
SB,CalCOFI0808NH,8/20/2008,8:21,8/20/2008 8:21,8:00:00,8/20/2008 16:21,,,33.20283,-118.35633,DLC,AMH,,,,,,,,,,,,32,AMH,,,115,1,,,1.0,0.8,100,130,9,7,15,ND,Dsp,,,,ON,,ON,,9,,,,,,,,,,,,SIGHTING CUE NOT RECORDED
SE,CalCOFI0808NH,8/20/2008,8:26,8/20/2008 8:26,8:00:00,8/20/2008 16:26,,,33.20900,-118.33800,DLC,AMH,,,,,,,,,,,,32,AMH,,,160,0.8,,,0.8,0.3,160,170,9,7,15,ND,Dsp,,,,ON,,ON,,9,,,,,,,,,,,,SIGHTING CUE NOT RECORDED
SB,CalCOFI0808NH,8/20/2008,8:31,8/20/2008 8:31,8:00:00,8/20/2008 16:31,,,33.21467,-118.32000,DLC,AMH,,,,,,,,,,,,33,DLC,4,,351,,500,,500m,700m,328,4,8,5,13,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,"ASSOCIATED WITH BIRDS, POSSIBLY DELPHINUS, CUES ARE DORSAL FIN AND BODY"
SE,CalCOFI0808NH,8/20/2008,8:35,8/20/2008 8:35,8:00:00,8/20/2008 16:35,,,33.21867,-118.30750,DLC,AMH,,,,,,,,,,,,33,DLC,4,,305,0.8,,,,,,,8,5,13,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,"ASSOCIATED WITH BIRDS, POSSIBLY DELPHINUS, CUES ARE DORSAL FIN AND BODY"
SB,CalCOFI0808NH,8/20/2008,8:38,8/20/2008 8:38,8:00:00,8/20/2008 16:38,,,33.22217,-118.29667,DLC,AMH,,,,,,,,,,,,34,DLC,5,,293,3.8,,,,,,,3,2,5,0,Tt,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY SUBGROUP OF SIGHTING #33
SE,CalCOFI0808NH,8/20/2008,8:38,8/20/2008 8:38,8:00:00,8/20/2008 16:38,,,33.22217,-118.29667,DLC,AMH,,,,,,,,,,,,34,DLC,,,,,,,,,,,3,2,5,0,Tt,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY SUBGROUP OF SIGHTING #33
SH,CalCOFI0808NH,8/20/2008,8:53,8/20/2008 8:53,8:00:00,8/20/2008 16:53,,,33.23783,-118.24750,DLC,AMH,,,,,,,,,,,,SH7,DLC,,,81,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO SHIP
