SB,CalCOFI1311NH,11/9/2013,13:55,11/9/2013 13:55,8:00,11/9/2013 21:55,,,33.05250,-117.35367,KW,AB,E,6,HZ,10,0,0,,325,4,2,2,8,AB,1,332,17,3.8,,,,,,,12,10,16,ND,DSP,,,,ON,,OFF,1,1,,,,,,,,,,,,
SE,CalCOFI1311NH,11/9/2013,13:55,11/9/2013 13:55,8:00,11/9/2013 21:55,,,33.05250,-117.35367,KW,AB,E,6,HZ,10,0,0,,325,4,2,2,8,AB,1,332,17,3.8,,,,,,,12,10,16,ND,DSP,,,,ON,,OFF,1,1,,,,,,,,,,,,
SB,CalCOFI1311NH,11/9/2013,14:07,11/9/2013 14:07,8:00,11/9/2013 22:07,,,33.07300,-117.36683,KW,AB,G,6,HZ,12,0,0,,325,4,2,2,9,AB,1,333,16,2.3,,,,,,,68,52,87,ND,DSP,,,,ON,,OFF,1,1,,,,,,,,,,,,
SE,CalCOFI1311NH,11/9/2013,14:07,11/9/2013 14:07,8:00,11/9/2013 22:07,,,33.07300,-117.36683,KW,AB,G,6,HZ,12,0,0,,325,4,2,2,9,AB,1,333,16,2.3,,,,,,,68,52,87,ND,DSP,,,,ON,,OFF,1,1,,,,,,,,,,,,
SB,CalCOFI1311NH,11/9/2013,14:15,11/9/2013 14:15,8:00,11/9/2013 22:15,,,33.17000,-117.43900,KW,AB,G,6,HZ,15,0,0,,320,4,2,2,10,KW,1,345,300,1,,,0.2,4,270,330,850,750,1000,ND,DSP,,,,ON,,OFF,1,1,8,2,4,,,,,,,,,
SE,CalCOFI1311NH,11/9/2013,14:15,11/9/2013 14:15,8:00,11/9/2013 22:15,,,33.17000,-117.43900,KW,AB,G,6,HZ,15,0,0,,320,4,2,2,10,KW,1,345,300,1,,,0.2,4,270,330,850,750,1000,ND,DSP,,,,ON,,OFF,1,1,8,2,4,,,,,,,,,
SB,CalCOFI1311NH,11/10/2013,7:09,11/10/2013 7:09,8:00,11/10/2013 15:09,,,32.50333,-118.26383,KW,AB,G,6,CL,12,0,0,,260,11,3,3,11,AB,2,234,297,1.6,,,,,,,2,2,2,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"Tall blows, probably Bp.  But there was one view where body looked like Mn"
SE,CalCOFI1311NH,11/10/2013,7:09,11/10/2013 7:09,8:00,11/10/2013 15:09,,,32.50333,-118.26383,KW,AB,G,6,CL,12,0,0,,260,11,3,3,11,AB,2,234,297,1.6,,,,,,,2,2,2,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"Tall blows, probably Bp.  But there was one view where body looked like Mn"
SB,CalCOFI1311NH,11/10/2013,8:29,11/10/2013 8:29,8:00,11/10/2013 16:29,,,32.38417,-118.48267,KW,AB,G,6,CL,15,0,0,,20,6,3,3,12,KW,1,243,205,0.6,,,,,,,52,41,60,0,Dd,,,,ON,,ON,,2,1,"5,8",Y,KW,,3,36,,,,,
SE,CalCOFI1311NH,11/10/2013,8:29,11/10/2013 8:29,8:00,11/10/2013 16:29,,,32.38417,-118.48267,KW,AB,G,6,CL,15,0,0,,20,6,3,3,12,KW,1,243,205,0.6,,,,,,,52,41,60,0,Dd,,,,ON,,ON,,2,1,"5,8",Y,KW,,3,36,,,,,
SB,CalCOFI1311NH,11/10/2013,12:02,11/10/2013 12:02,8:00,11/10/2013 20:02,,,32.27100,-118.71533,KW,AB,G,6.5,CL,5,160,270,SE,90,8,2,3,13,KW,2,235,163,0.2,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,3,34,,,,,,,,,,,Probable sperm whale--large male--horizontal blow
SE,CalCOFI1311NH,11/10/2013,12:02,11/10/2013 12:02,8:00,11/10/2013 20:02,,,32.27100,-118.71533,KW,AB,G,6.5,CL,5,160,270,SE,90,8,2,3,13,KW,2,235,163,0.2,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,3,34,,,,,,,,,,,Probable sperm whale--large male--horizontal blow
SH,CalCOFI1311NH,11/10/2013,12:14,11/10/2013 12:14,8:00,11/10/2013 20:14,,,32.24617,-118.76617,KW,AB,G,5,LF,15,170,210,SL,90,4,2,3,SH1,,,240,205,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Aircraft carrier
SH,CalCOFI1311NH,11/10/2013,12:14,11/10/2013 12:14,8:00,11/10/2013 20:14,,,32.24617,-118.76617,KW,AB,G,5,LF,15,170,210,SL,90,4,2,3,SH2,,,240,231,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Large military ship
SH,CalCOFI1311NH,11/10/2013,12:14,11/10/2013 12:14,8:00,11/10/2013 20:14,,,32.24617,-118.76617,KW,AB,G,5,LF,15,170,210,SL,90,4,2,3,SH3,,,240,145,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Large military ship
SB,CalCOFI1311NH,11/10/2013,15:24,11/10/2013 15:24,8:00,11/10/2013 23:24,,,32.17000,-118.95100,KW,AB,G,5,PC,65,210,255,SE,315,9,3,3,14,KW,1,228,145,0.2,,,,,,,55,50,70,ND,UD,,,,ON,,ON,,2,1,8,,,,,,,,,,
SE,CalCOFI1311NH,11/10/2013,15:24,11/10/2013 15:24,8:00,11/10/2013 23:24,,,32.17000,-118.95100,KW,AB,G,5,PC,65,210,255,SE,315,9,3,3,14,KW,1,228,145,0.2,,,,,,,55,50,70,ND,UD,,,,ON,,ON,,2,1,8,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,6:55,11/11/2013 6:55,8:00,11/11/2013 14:55,,,31.36250,-120.55367,KW,AB,G,6,OV,98,0,0,,240,6,2,2,15,AB,2,235,326,0.4,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,Blue or fin by size of blow
SE,CalCOFI1311NH,11/11/2013,6:55,11/11/2013 6:55,8:00,11/11/2013 14:55,,,31.36250,-120.55367,KW,AB,G,6,OV,98,0,0,,240,6,2,2,15,AB,2,235,326,0.4,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,Blue or fin by size of blow
SB,CalCOFI1311NH,11/11/2013,7:05,11/11/2013 7:05,8:00,11/11/2013 15:05,,,31.34383,-120.58133,KW,AB,G,6,OV,98,0,0,,240,6,2,2,16,KW,3,236,173,0.5,,,,,,,45,30,60,ND,UD,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,7:05,11/11/2013 7:05,8:00,11/11/2013 15:05,,,31.34383,-120.58133,KW,AB,G,6,OV,98,0,0,,240,6,2,2,16,KW,3,236,173,0.5,,,,,,,45,30,60,ND,UD,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,7:13,11/11/2013 7:13,8:00,11/11/2013 15:13,,,31.33017,-120.60067,KW,AB,G,6,OV,98,0,0,,240,6,2,2,17,KW,3,236,230,0.6,,,,,,,6,4,7,ND,DSP,,,,ON,,ON,,1,8,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,7:13,11/11/2013 7:13,8:00,11/11/2013 15:13,,,31.33017,-120.60067,KW,AB,G,6,OV,98,0,0,,240,6,2,2,17,KW,3,236,230,0.6,,,,,,,6,4,7,ND,DSP,,,,ON,,ON,,1,8,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,7:32,11/11/2013 7:32,8:00,11/11/2013 15:32,,,31.29667,-120.65533,KW,AB,G,6,OV,98,0,0,,240,6,2,2,18,AB,3,238,183,0.4,,,,,,,15,12,18,ND,UD,,,,ON,,ON,,8,2,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,7:32,11/11/2013 7:32,8:00,11/11/2013 15:32,,,31.29667,-120.65533,KW,AB,G,6,OV,98,0,0,,240,6,2,2,18,AB,3,238,183,0.4,,,,,,,15,12,18,ND,UD,,,,ON,,ON,,8,2,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,7:41,11/11/2013 7:41,8:00,11/11/2013 15:41,,,31.28383,-120.68033,KW,AB,G,6,OV,98,0,0,,240,6,2,2,19,KW,3,242,164,2.1,,,,,,,4,3,4,0,DSP,,,,ON,,ON,,8,2,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,7:41,11/11/2013 7:41,8:00,11/11/2013 15:41,,,31.28383,-120.68033,KW,AB,G,6,OV,98,0,0,,240,6,2,2,19,KW,3,242,164,2.1,,,,,,,4,3,4,0,DSP,,,,ON,,ON,,8,2,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,7:43,11/11/2013 7:43,8:00,11/11/2013 15:43,,,31.28117,-120.68550,KW,AB,G,6,OV,98,0,0,,240,6,2,2,20,AB,3,242,260,0.9,,,0.4,1.3,180,290,107,99,118,ND,Dd,,,,ON,,ON,,1,2,"8,5",Y,KW,,36,56,,,,,
SE,CalCOFI1311NH,11/11/2013,7:43,11/11/2013 7:43,8:00,11/11/2013 15:43,,,31.28117,-120.68550,KW,AB,G,6,OV,98,0,0,,240,6,2,2,20,AB,3,242,260,0.9,,,0.4,1.3,180,290,107,99,118,ND,Dd,,,,ON,,ON,,1,2,"8,5",Y,KW,,36,56,,,,,
SB,CalCOFI1311NH,11/11/2013,8:42,11/11/2013 8:42,8:00,11/11/2013 16:42,,,31.19817,-120.85567,KW,AB,G,6,OV,98,0,0,,240,6,2,2,21,KW,3,248,167,0.5,,,,,,,14,10,20,ND,UD,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,8:42,11/11/2013 8:42,8:00,11/11/2013 16:42,,,31.19817,-120.85567,KW,AB,G,6,OV,98,0,0,,240,6,2,2,21,KW,3,248,167,0.5,,,,,,,14,10,20,ND,UD,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,12:18,11/11/2013 12:18,8:00,11/11/2013 20:18,,,31.09717,-121.08200,KW,AB,G,6.5,CL,5,185,215,M,80,2,2,2,22,AB,3,240,300,1,,,,,,,14,12,16,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,12:18,11/11/2013 12:18,8:00,11/11/2013 20:18,,,31.09717,-121.08200,KW,AB,G,6.5,CL,5,185,215,M,80,2,2,2,22,AB,3,240,300,1,,,,,,,14,12,16,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,12:48,11/11/2013 12:48,8:00,11/11/2013 20:48,,,31.05600,-121.16500,KW,AB,G,6.5,CL,5,185,215,M,80,2,2,2,23,KW,3,245,190,2,,,,,,,15,12,18,0,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,12:48,11/11/2013 12:48,8:00,11/11/2013 20:48,,,31.05600,-121.16500,KW,AB,G,6.5,CL,5,185,215,M,80,2,2,2,23,KW,3,245,190,2,,,,,,,15,12,18,0,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,13:11,11/11/2013 13:11,8:00,11/11/2013 21:11,,,31.02567,-121.22700,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,24,KW,3,245,176,0.6,,,,,,,15,13,18,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,13:11,11/11/2013 13:11,8:00,11/11/2013 21:11,,,31.02567,-121.22700,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,24,KW,3,245,176,0.6,,,,,,,15,13,18,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,13:17,11/11/2013 13:17,8:00,11/11/2013 21:17,,,31.01633,-121.24567,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,25,KW,3,245,198,0.8,,,,,,,18,15,25,0,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,13:17,11/11/2013 13:17,8:00,11/11/2013 21:17,,,31.01633,-121.24567,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,25,KW,3,245,198,0.8,,,,,,,18,15,25,0,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,13:21,11/11/2013 13:21,8:00,11/11/2013 21:21,,,31.01167,-121.25567,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,26,AB,3,245,322,0.4,,,,,,,12,9,14,ND,DSP,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,13:21,11/11/2013 13:21,8:00,11/11/2013 21:21,,,31.01167,-121.25567,KW,AB,G,6.5,CL,5,191,210,SL,300,2,2,2,26,AB,3,245,322,0.4,,,,,,,12,9,14,ND,DSP,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,13:44,11/11/2013 13:44,8:00,11/11/2013 21:44,,,30.97983,-121.32333,KW,AB,E,6.5,CL,5,195,218,M,315,5,2,2,27,AB,1,241,300,0.3,,,,,,,13,11,17,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,13:44,11/11/2013 13:44,8:00,11/11/2013 21:44,,,30.97983,-121.32333,KW,AB,E,6.5,CL,5,195,218,M,315,5,2,2,27,AB,1,241,300,0.3,,,,,,,13,11,17,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,13:46,11/11/2013 13:46,8:00,11/11/2013 21:46,,,30.97733,-121.32850,KW,AB,E,6.5,CL,5,195,218,M,315,5,2,2,28,KW,1,241,240,0.2,,,,,,,6,5,11,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1311NH,11/11/2013,13:46,11/11/2013 13:46,8:00,11/11/2013 21:46,,,30.97733,-121.32850,KW,AB,E,6.5,CL,5,195,218,M,315,5,2,2,28,KW,1,241,240,0.2,,,,,,,6,5,11,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1311NH,11/11/2013,14:13,11/11/2013 14:13,8:00,11/11/2013 22:13,,,30.93750,-121.40267,KW,AB,E,6.5,CL,5,195,220,M,315,5,2,2,29,AB,1,242,287,0.9,,,,,,,87,73,95,2,Dd,,,,ON,,ON,,2,8,,Y,KW,,59,108,,,,,
SE,CalCOFI1311NH,11/11/2013,14:13,11/11/2013 14:13,8:00,11/11/2013 22:13,,,30.93750,-121.40267,KW,AB,E,6.5,CL,5,195,220,M,315,5,2,2,29,AB,1,242,287,0.9,,,,,,,87,73,95,2,Dd,,,,ON,,ON,,2,8,,Y,KW,,59,108,,,,,
SB,CalCOFI1311NH,11/13/2013,16:16,11/13/2013 16:16,8:00,11/14/2013 0:16,,,31.51567,-121.89117,AB,,UX,5,HZ,70,0,0,,345,26,6,7,30,AB,3,62,23,,200,,,,,,9,8,11,0,Dd,,,,OFF,2A,ON,,2,8,5,,,,,,,,,,
SE,CalCOFI1311NH,11/13/2013,16:16,11/13/2013 16:16,8:00,11/14/2013 0:16,,,31.51567,-121.89117,AB,,UX,5,HZ,70,0,0,,345,26,6,7,30,AB,3,62,23,,200,,,,,,9,8,11,0,Dd,,,,OFF,2A,ON,,2,8,5,,,,,,,,,,
SB,CalCOFI1311NH,11/13/2013,16:49,11/13/2013 16:49,8:00,11/14/2013 0:49,,,31.55483,-121.80583,AB,,UX,H,HZ,60,0,0,,345,26,6,7,31,AB,3,62,242,,300,,,,,,12,11,15,0,Dd,,,,OFF,2A,ON,,2,8,5,,,,,,,,,,
SE,CalCOFI1311NH,11/13/2013,16:49,11/13/2013 16:49,8:00,11/14/2013 0:49,,,31.55483,-121.80583,AB,,UX,H,HZ,60,0,0,,345,26,6,7,31,AB,3,62,242,,300,,,,,,12,11,15,0,Dd,,,,OFF,2A,ON,,2,8,5,,,,,,,,,,
SB,CalCOFI1311NH,11/15/2013,15:09,11/15/2013 15:09,8:00,11/15/2013 23:09,,,33.51333,-117.79383,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,32,KW,1,310,280,0.4,,,,,,,5,4,8,0,Tt,,,,ON,,OFF,1,1,2,"4, 5",Y,KW,,136,148,,,,,
SE,CalCOFI1311NH,11/15/2013,15:09,11/15/2013 15:09,8:00,11/15/2013 23:09,,,33.51333,-117.79383,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,32,KW,1,310,280,0.4,,,,,,,5,4,8,0,Tt,,,,ON,,OFF,1,1,2,"4, 5",Y,KW,,136,148,,,,,
SB,CalCOFI1311NH,11/15/2013,15:09,11/15/2013 15:09,8:00,11/15/2013 23:09,,,33.51333,-117.79383,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,33,AB,3,300,260,0.2,,,,,,,17,16,23,3,Tt,,,,ON,,OFF,1,1,2,"8, 5",Y,KW,,151,201,,,,,
SE,CalCOFI1311NH,11/15/2013,15:09,11/15/2013 15:09,8:00,11/15/2013 23:09,,,33.51333,-117.79383,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,33,AB,3,300,260,0.2,,,,,,,17,16,23,3,Tt,,,,ON,,OFF,1,1,2,"8, 5",Y,KW,,151,201,,,,,
SB,CalCOFI1311NH,11/15/2013,15:24,11/15/2013 15:24,8:00,11/15/2013 23:24,,,33.54883,-117.87283,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,34,KW,1,300,10,,900,,,,,,2,2,3,ND,UD,,,,ON,,OFF,1,2,4,,,,,,,,,,,
SE,CalCOFI1311NH,11/15/2013,15:24,11/15/2013 15:24,8:00,11/15/2013 23:24,,,33.54883,-117.87283,AB,KW,F,5,HZ,40,240,260,SE,125,9,4,3,34,KW,1,300,10,,900,,,,,,2,2,3,ND,UD,,,,ON,,OFF,1,2,4,,,,,,,,,,,
SB,CalCOFI1311NH,11/15/2013,15:40,11/15/2013 15:40,8:00,11/15/2013 23:40,,,33.55717,-117.88983,AB,KW,F,5,HZ,30,220,265,SE,125,9,4,3,35,AB,3,303,236,0.9,,,,,210,350,325,275,360,ND,DSP,,,,ON,,OFF,1,2,8,,,,,,,,,,,
SE,CalCOFI1311NH,11/15/2013,15:40,11/15/2013 15:40,8:00,11/15/2013 23:40,,,33.55717,-117.88983,AB,KW,F,5,HZ,30,220,265,SE,125,9,4,3,35,AB,3,303,236,0.9,,,,,210,350,325,275,360,ND,DSP,,,,ON,,OFF,1,2,8,,,,,,,,,,,
SB,CalCOFI1311NH,11/15/2013,15:54,11/15/2013 15:54,8:00,11/15/2013 23:54,,,33.57583,-117.93283,AB,KW,F,5,HZ,30,220,265,SE,125,9,4,3,36,KW,2,295,20,,15,,,,,,2,2,2,0,Tt,,,,ON,,OFF,1,5,8,,Y,KW,,204,223,,,,,
SE,CalCOFI1311NH,11/15/2013,15:54,11/15/2013 15:54,8:00,11/15/2013 23:54,,,33.57583,-117.93283,AB,KW,F,5,HZ,30,220,265,SE,125,9,4,3,36,KW,2,295,20,,15,,,,,,2,2,2,0,Tt,,,,ON,,OFF,1,5,8,,Y,KW,,204,223,,,,,
SB,CalCOFI1311NH,11/16/2013,7:15,11/16/2013 7:15,8:00,11/16/2013 15:15,,,33.53333,-119.24400,AB,KW,G,6,HZ,30,0,0,145,12,2,2,5,37,KW,1,225,300,0.4,,,,,,,25,18,38,ND,UD,,,,ON,,ON,,4,8,,,,,,,,,,,
SE,CalCOFI1311NH,11/16/2013,7:15,11/16/2013 7:15,8:00,11/16/2013 15:15,,,33.53333,-119.24400,AB,KW,G,6,HZ,30,0,0,145,12,2,2,5,37,KW,1,225,300,0.4,,,,,,,25,18,38,ND,UD,,,,ON,,ON,,4,8,,,,,,,,,,,
SB,CalCOFI1311NH,11/16/2013,7:17,11/16/2013 7:17,8:00,11/16/2013 15:17,,,33.52933,-119.24950,AB,KW,G,6,HZ,30,110,140,SE,120,8,2,5,38,AB,1,225,210,0.5,,,210,275,,,84,68,102,UD,DSP,,,,ON,,ON,,8,2,"4, 1",,,,,,,,,,
SE,CalCOFI1311NH,11/16/2013,7:17,11/16/2013 7:17,8:00,11/16/2013 15:17,,,33.52933,-119.24950,AB,KW,G,6,HZ,30,110,140,SE,120,8,2,5,38,AB,1,225,210,0.5,,,210,275,,,84,68,102,UD,DSP,,,,ON,,ON,,8,2,"4, 1",,,,,,,,,,
SB,CalCOFI1311NH,11/16/2013,10:30,11/16/2013 10:30,8:00,11/16/2013 18:30,,,33.47433,-119.35833,AB,KW,G,6,HZ,20,130,190,M,70,5,2,5,39,KW,1,240,265,0.6,,,,,,,4,2,5,ND,UD,,,,ON,,ON,,8,1,,,,,,,,,,,
SE,CalCOFI1311NH,11/16/2013,10:30,11/16/2013 10:30,8:00,11/16/2013 18:30,,,33.47433,-119.35833,AB,KW,G,6,HZ,20,130,190,M,70,5,2,5,39,KW,1,240,265,0.6,,,,,,,4,2,5,ND,UD,,,,ON,,ON,,8,1,,,,,,,,,,,
SB,CalCOFI1311NH,11/16/2013,15:56,11/16/2013 15:56,8:00,11/16/2013 23:56,,,33.23067,-119.82600,AB,AB,UX,5,HZ,25,250,270,SE,295,25,6,8,40,AB,1,248,262,1.7,,,,,,,19,17,25,ND,Lo,,,,OFF,2A,ON,,8,2,,Y,KW,,280,312,,,,,
SE,CalCOFI1311NH,11/16/2013,15:56,11/16/2013 15:56,8:00,11/16/2013 23:56,,,33.23067,-119.82600,AB,AB,UX,5,HZ,25,250,270,SE,295,25,6,8,40,AB,1,248,262,1.7,,,,,,,19,17,25,ND,Lo,,,,OFF,2A,ON,,8,2,,Y,KW,,280,312,,,,,
SB,CalCOFI1311NH,11/17/2013,7:32,11/17/2013 7:32,8:00,11/17/2013 15:32,,,32.48633,-121.39700,KW,AB,F,6.5,OV,100,0,0,,300,9,3,6,41,AB,1,242,300,,900,,,,200,310,126,121,136,3,Dd,,,,ON,,ON,,2,5,8,Y,KW,,1,158,,,,,dispersed over miles. Usually in groups of 4-15.
SE,CalCOFI1311NH,11/17/2013,8:18,11/17/2013 8:18,8:00,11/17/2013 16:18,,,32.42033,-121.52667,KW,AB,F,6.5,OV,100,0,0,,300,9,3,6,41,AB,1,242,300,,50,,,,200,310,126,121,136,3,Dd,,,,ON,,ON,,2,5,8,Y,KW,,1,158,,,,,
SB,CalCOFI1311NH,11/17/2013,8:47,11/17/2013 8:47,8:00,11/17/2013 16:47,,,32.37500,-121.60883,KW,AB,F,6.5,OV,100,0,0,,290,10,3,6,42,KW,2,235,270,1.7,,,,,,,2,1,2,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like fin whale blows
SE,CalCOFI1311NH,11/17/2013,8:47,11/17/2013 8:47,8:00,11/17/2013 16:47,,,32.37500,-121.60883,KW,AB,F,6.5,OV,100,0,0,,290,10,3,6,42,KW,2,235,270,1.7,,,,,,,2,1,2,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like fin whale blows
SB,CalCOFI1311NH,11/17/2013,9:14,11/17/2013 9:14,8:00,11/17/2013 17:14,,,32.33700,-121.68000,KW,AB,F,6.5,OV,100,0,0,,290,10,3,6,43,KW,1,238,196,2.1,,,,,,,6,5,7,0,Dd,,,,ON,,ON,,2,8,5,,,,,,,,,,
