SB,CalCOFI0803JD,3/31/2008,12:19,3/31/2008 12:19,8:00:00,3/31/2008 20:19,,,33.3147,-118.0328,DLC,GC,,,,,,,,,,,,21,DLC,,45,63,1.7,,,,,,,1,1,1,0,Bp,,,,On,,On,,Slow Travel,Avoidance of boat,,,,,,,,,,,"Dove, ship avoidance strategy."
SP,CalCOFI0803JD,3/31/2008,12:25,3/31/2008 12:25,8:00:00,3/31/2008 20:25,,,33.3258,-118.0185,DLC,GC,,,,,,,,,,,,21,DLC,,45,255,1.2,,,,,,,1,1,1,0,Bp,,,,On,,On,,Slow Travel,,,,,,,,,,,,Surfaced behind ship.
SB,CalCOFI0803JD,3/31/2008,13:08,3/31/2008 13:08,8:00:00,3/31/2008 21:08,,,33.4080,-117.9208,DLC,DLC,,,,,,,,,,,,22,DLC,,45,315,0.6,,,,,,,1,1,1,0,Bp,,,,Off,,On,,Unknown,,,,,,,,,,,,"Surfaced and sighted a few blows, then lost anmal."
SB,CalCOFI0803JD,4/1/2008,7:18,4/1/2008 7:18,8:00:00,4/1/2008 15:18,,,33.6652,-118.9742,DLC,DLC,,,,,,,,,,,,23,DLC,,180,261,,,,,,,,10,8,13,0,Dd,,,,Off,,Off,,Milling,Slow Travel,,,,,,,,,,,"Sighted on st.87/40, milling around ship."
SP,CalCOFI0803JD,4/1/2008,8:11,4/1/2008 8:11,8:00:00,4/1/2008 16:11,,,33.6667,-118.9825,DLC,DLC,,,,,,,,,,,,23,DLC,,146,207,,,,,,,,10,8,13,0,Dd,,,,Off,,On,,Milling,Slow Travel,,,,,,,,,,,
SB,CalCOFI0803JD,4/1/2008,9:51,4/1/2008 9:51,8:00:00,4/1/2008 17:51,,,33.5845,-119.1372,DLC,GC,,,,,,,,,,,,24,DLC,,236,160,,,,,,,,1,1,1,0,UNID_CETAC,,,,On,,On,,Unknown,,,,,,,,,,,,Blows seen. No body.
SB,CalCOFI0803JD,4/1/2008,14:09,4/1/2008 14:09,8:00:00,4/1/2008 22:09,,,33.4047,-119.4983,DLC,GC,,,,,,,,,,,,25,GC,,239,274,0.3,,,,,,,1,1,1,0,UNID_CETAC,,,,On,,On,,Unknown,,,,,,,,,,,,"Sighted by blows, bushy.  Mn?"
SP,CalCOFI0803JD,4/1/2008,14:16,4/1/2008 14:16,8:00:00,4/1/2008 22:16,,,33.3958,-119.5183,DLC,GC,,,,,,,,,,,,25,GC,,239,260,0.4,,,,,,,6,6,8,0,Mn,,,,On,,On,,Slow Travel,,,,,,,,,,,,Fluke up dives seen.
SP,CalCOFI0803JD,4/1/2008,14:22,4/1/2008 14:22,8:00:00,4/1/2008 22:22,,,33.3888,-119.5347,DLC,GC,,,,,,,,,,,,25,GC,,239,282,1,,,,,,,6,6,8,0,Mn,,,,On,,On,,Slow Travel,,,,,,,,,,,,More blow seen and fluke up diving.
SP,CalCOFI0803JD,4/1/2008,14:25,4/1/2008 14:25,8:00:00,4/1/2008 22:25,,,33.3847,-119.5440,DLC,GC,,,,,,,,,,,,25,GC,,239,314,2,,,,,,,6,6,8,0,Mn,,,,On,,On,,Slow Travel,,,,,,,,,,,,"End of sighting, animals getting too far behind ship."
SB,CalCOFI0803JD,4/1/2008,14:41,4/1/2008 14:41,8:00:00,4/1/2008 22:41,,,33.3630,-119.5870,DLC,GC,,,,,,,,,,,,26,GC,,239,219,1,,,,,,,2,2,2,0,Mn,,,,On,,On,,Slow Travel,Avoidance of boat,,,,,,,,,,,"Sighted by blows, fluke up dives. Ship avoidance."
SP,CalCOFI0803JD,4/1/2008,14:49,4/1/2008 14:49,8:00:00,4/1/2008 22:49,,,33.3510,-119.6082,DLC,GC,,,,,,,,,,,,26,GC,,239,111,2,,,,,,,2,2,2,0,Mn,,,,On,,On,,Avoidance of boat,,,,,,,,,,,,Surfaced behind ship. Sighted by blows.
SB,CalCOFI0803JD,4/1/2008,18:08,4/1/2008 18:08,8:00:00,4/2/2008 2:08,,,33.1922,-119.9057,,,,,,,,,,,,,,27,UNK,,249,162,,,,,,,,6,5,7,0,Pd,,,,Off,,On,,,,,,,,,,,,,,Sighted while down to retrieve array. **changed May 2 2008 to off transect--ABD**
SB,CalCOFI0803JD,4/2/2008,8:07,4/2/2008 8:07,8:00:00,4/2/2008 16:07,,,32.5685,-121.1853,DLC,GC,,,,,,,,,,,,28,DLC,,242,191,8,,,,,,,5,4,6,0,Pd,,,,On,,On,,Fast Travel,Close Approach,,,,,,,,,,,Sighted by rooster tailing.  Approached vessel.
SP,CalCOFI0803JD,4/2/2008,8:09,4/2/2008 8:09,8:00:00,4/2/2008 16:09,,,32.5665,-121.1905,DLC,GC,,,,,,,,,,,,28,DLC,,242,112,,,,,,,,5,4,6,0,Pd,,,,On,,On,,Fast Travel,,,,,,,,,,,,"Went to stern of vessel, end of sighting."
SB,CalCOFI0803JD,4/2/2008,15:24,4/2/2008 15:24,8:00:00,4/2/2008 23:24,,,32.1985,-121.9630,DLC,GC,,,,,,,,,,,,29,UNK,,244,194,,,,,,,,2,2,2,0,Pd,,,,Off,,On,,Bowriding,,,,DC,DLC_20080402,431,432,,,,,**changed May 2 2008 to on effort---ABD**
SP,CalCOFI0803JD,4/2/2008,15:32,4/2/2008 15:32,8:00:00,4/2/2008 23:32,,,32.1915,-121.9806,DLC,GC,F,6,PC,40,,,,,,,,29,UNK,,244,206,,,,,,,,2,2,2,0,Pd,,,,Off,,On,,Fast Travel,,,,,,,,,,,,"Rooster tailing, moving away from ship. End of sighting."
SB,CalCOFI0803JD,4/2/2008,16:06,4/2/2008 16:06,8:00:00,4/3/2008 0:06,,,32.1532,-122.0602,DLC,GC,,,,,,,,,,,,30,UNK,,244,164,13,,,,,,,11,10,12,0,Lo,,,,Off,,On,,Slow Travel,,,,DC,DLC_20080402,433,434,,,,,"Slow rolling, went to sternn of ship. End of sighting.** changed May 2 2008 to on effort--ABD**"
SB,CalCOFI0803JD,4/2/2008,16:07,4/2/2008 16:07,8:00:00,4/3/2008 0:07,,,32.1528,-122.0608,DLC,GC,,,,,,,,,,,,31,UNK,,244,334,4,,,,,,,9,8,10,0,Pd,,,,Off,,On,,Fast Travel,,,,,,,,,,,,"Rooster tailing, heading opposite direction of ship. End of sighting."
SB,CalCOFI0803JD,4/2/2008,17:25,4/2/2008 17:25,8:00:00,4/3/2008 1:25,,,32.0627,-122.2430,DLC,DLC,,,,,,,,,,,,32,DLC,,244,171,3,,,,,,,4,3,6,ND,Pd,,,,Off,,On,,Fast Travel,,,,,,,,,,,,"Rooster tailing, never approached vessel,heading opposite direction. End of sighting."
SB,CalCOFI0803JD,4/2/2008,17:36,4/2/2008 17:36,8:00:00,4/3/2008 1:36,,,32.0507,-122.2677,DLC,DLC,,,,,,,,,,,,33,UNK,,244,154,3,,,,,,,3,2,4,0,Lo,,,,Off,,On,,Fast Travel,,,,,,,,,,,,Birder sighted LO at -90. **changed May 2 2008 to on effort--ABD**
SB,CalCOFI0803JD,4/3/2008,10:22,4/3/2008 10:22,8:00:00,4/3/2008 18:22,,,31.3927,-123.7935,DLC,GC,,,,,,,,,,,,34,GC,,325,6,,,,,,,,2,2,2,0,UnSmWhale,,,,On,,Off,,Slow Travel,,,,DC,DLC_20080403,435,437,Mike Bentley,,2061,2076,"Surfaced relatively close to ship heading in opposite direction. Surfaced a couple of times and then were lost. Dark brown body, no head seen, falcate dorsal fin. Cuvier's beaked whale?----------from exhaustive examination of photos determined to be Unidentified balaenopteridae--ABD"
SB,CalCOFI0803JD,4/3/2008,13:19,4/3/2008 13:19,8:00:00,4/3/2008 21:19,,,31.7735,-124.0708,DLC,GC,,,,,,,,,,,,35,GC,,325,314,3,,,,,,,40,30,53,1,Dd,,,,On,,Off,,Fast Travel,Close Approach,,,DC,DLC_20080403,440,468,,,,,"Sighted by splashes sme individuals leaping out of water, fast traveling towards ship."
SP,CalCOFI0803JD,4/3/2008,13:27,4/3/2008 13:27,8:00:00,4/3/2008 21:27,,,31.7893,-124.0827,DLC,GC,,,,,,,,,,,,35,GC,,325,279,,,,,,,,40,30,53,1,Dd,,,,On,,Off,,Bowriding,,,,,,,,,,,,
SP,CalCOFI0803JD,4/3/2008,13:31,4/3/2008 13:31,8:00:00,4/3/2008 21:31,,,31.7983,-124.0897,DLC,GC,,,,,,,,,,,,35,DLC,,325,348,4.3,,,,,,,55,42,70,1,Dd,,,,On,,Off,,Fast Travel,Bowriding,,,,,,,,,,,Smaller subgroup joined .  Assuming animals were previously associated based time/distance.
SB,CalCOFI0803JD,4/3/2008,15:14,4/3/2008 15:14,8:00:00,4/3/2008 23:14,,,31.9125,-124.1687,,,,,,,,,,,,,,36,GC,,243,198,,,,,,,,18,16,20,1,Dd,,,,Off,,On,,Close Approach,,,,,,,,,,,,"Possibly animals from S#35, a few approached vessel and swam at the bow while on st.83/110."
SB,CalCOFI0803JD,4/4/2008,7:01,4/4/2008 7:01,8:00:00,4/4/2008 15:01,,,32.7070,-122.5470,DLC,GC,,,,,,,,,,,,37,DLC,,62,23,6,,,,,,,15,10,19,ND,Lb,,,,On,,On,,Fast Travel,,,,,,,,,,,,"Sighted by splashes.  One animal leaped out of water, whole body visable. Not ship attracted moving opposite direction of vessel."
SE,CalCOFI0803JD,4/4/2008,7:03,4/4/2008 7:03,8:00:00,4/4/2008 15:03,,,32.7091,-122.5428,DLC,GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"End of S#37, animals did not approach lost at stern"
SB,CalCOFI0803JD,4/4/2008,14:03,4/4/2008 14:03,8:00:00,4/4/2008 22:03,,,32.9908,-121.9638,DLC,GC,,,,,,,,,,,,38,GC,,59,92,,,,,,,,4,4,5,0,Lo,,,,On,,On,,Slow Travel,Bowriding,,,DC,DLC_20080404,470,487,,,,,
SB,CalCOFI0803JD,4/4/2008,16:00,4/4/2008 16:00,8:00:00,4/5/2008 0:00,,,33.0953,-121.7517,DLC,GC,,,,,,,,,,,,39,DLC,,59,110,,,,,,,,8,7,10,0,Pd,,,,On,,On,,Fast Travel,Close Approach,,,DC,DLC_20080404,489,501,,,,,Rooster tailing
SP,CalCOFI0803JD,4/4/2008,16:05,4/4/2008 16:05,8:00:00,4/5/2008 0:05,,,33.1020,-121.7377,DLC,GC,,,,,,,,,,,,39,DLC,,59,50,,,,,,,,8,7,10,0,Pd,,,,On,,On,,Bowriding,,,,,,,,,,,,
SP,CalCOFI0803JD,4/4/2008,16:18,4/4/2008 16:18,8:00:00,4/5/2008 0:18,,,33.1162,-121.7063,DLC,GC,,,,,,,,,,,,39,DLC,,59,309,,,,,,,,13,10,15,0,Pd,,,,On,,On,,Fast Travel,Bowriding,,,,,,,,,,,"Thought animals had moved off, but they returned to bow approaching from the stern."
SB,CalCOFI0803JD,4/4/2008,16:27,4/4/2008 16:27,8:00:00,4/5/2008 0:27,,,33.1268,-121.6830,DLC,GC,,,,,,,,,,,,40,DLC,,59,338,3,,,,,,,3,2,3,ND,Pd,,,,On,,On,,Fast Travel,,,,,,,,,,,,"Sighted by rooster tailing.  Not attracted to ship, continued moving in opposite direction."
SP,CalCOFI0803JD,4/4/2008,16:28,4/4/2008 16:28,8:00:00,4/5/2008 0:28,,,33.1280,-121.6802,DLC,GC,,,,,,,,,,,,40,DLC,,59,326,4,,,,,,,3,2,3,ND,Pd,,,,On,,On,,Fast Travel,,,,,,,,,,,,Close of sighting.
SB,CalCOFI0803JD,4/4/2008,16:47,4/4/2008 16:47,8:00:00,4/5/2008 0:47,,,33.1512,-121.6498,DLC,GC,,,,,,,,,,,,41,DLC,,59,23,,,,,,,,1,1,1,0,Pd,,,,On,,On,,Fast Travel,Close Approach,,,,,,,,,,,Sighted by rooster tailing. Approached vessel.
SB,CalCOFI0803JD,4/5/2008,7:00,4/5/2008 7:00,8:00:00,4/5/2008 15:00,,,33.7473,-120.4075,DLC,DLC,,,,,,,,,,,,42,DLC,,149,94,1,,,,,,,2,1,2,0,Mn,,,,Off,,On,,Pec Slap,Surface Active,,,DC,DLC_20080405,502,510,,,,,"Sighted while on st.83/55, very surface active repeatedly pec/head slapping."
SB,CalCOFI0803JD,4/6/2008,8:19,4/6/2008 8:19,8:00:00,4/6/2008 16:19,,,34.3503,-120.7213,DLC,GC,,,,,,,,,,,,43,DLC,,233,228,7,,,,,,,8,7,10,0,Pd,,,,On,,On,,Fast Travel,Close Approach,,,,,,,,,,,Sighted by rooster tailing.  Approached vessel and moved off.
SB,CalCOFI0803JD,4/6/2008,13:50,4/6/2008 13:50,8:00:00,4/6/2008 21:50,,,34.9370,-120.7770,GC,GC,,,,,,,,,,,,44,GC,,15,10,,,,,,,,1,1,1,0,UNID_CETAC,,,,Off,,Off,,Slow Travel,,,,,,,,,,,,"Small puffy blow, juvenile Mn?"
SB,CalCOFI0803JD,4/6/2008,14:47,4/6/2008 14:47,8:00:00,4/6/2008 22:47,,,35.0907,-120.7450,DLC,GC,,,,,,,,,,,,45,UNK,,5,279,,,,,,,,2,1,2,0,UNID_CETAC,,,,Off,,Off,,Slow Travel,,,,,,,,,,,,"Moved into the glare unable to keep track of animals. Small blows, MB thinks they were Er."
SB,CalCOFI0803JD,4/6/2008,18:01,4/6/2008 18:01,8:00:00,4/7/2008 2:01,,,35.0747,-120.7667,,,,,,,,,,,,,,46,DLC,,12,28,0.7,,,,,,,2,2,2,0,UNID_CETAC,,,,Off,,Off,,Slow Travel,,,,,,,,,,,,"Sighted while on st.77/49, small blows seen but no bodies. Big eyes couldn't confirm species."
