SB,CalCOFI0602JD,2/9/2006,14:55,2/9/2006 14:55,8:00:00,2/9/2006 22:55,,,33.13916667,-118.4766667,GSC,SMC,,,,,,,,,,,,23,GSC,,60,345,1.6,,,,,,,60.00,50.00,70.00,0,Dsp,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0602JD,2/10/2006,9:29,2/10/2006 9:29,8:00:00,2/10/2006 17:29,,,33.48266667,-117.7615,GSC,SMC,,,,,,,,,,,,24,GSC,,316,253,0.8,,,,,,,400.00,380.00,420.00,2,Dc,,,,On,,Off,,2,4,,,,,,,,,,,Many birds associated.
SB,CalCOFI0602JD,2/10/2006,9:47,2/10/2006 9:47,8:00:00,2/10/2006 17:47,,,33.5205,-117.8078333,GSC,SMC,,,,,,,,,,,,25,GSC,,316,301,0.6,,,,,,,340.00,320.00,360.00,3,Dc,,,,On,,Off,,4,5,,,,,,,,,,,Many birds associated.
SB,CalCOFI0602JD,2/10/2006,10:03,2/10/2006 10:03,8:00:00,2/10/2006 18:03,,,33.5465,-117.8521667,GSC,SMC,,,,,,,,,,,,26,GSC,,316,311,0.6,,,,,,,20.00,,,ND,Dd,,,,On,,Off,,4,5,,,,,,,,,,,Observed Dd mixed in with large group of Dc. Only observed 20 animals.
SB,CalCOFI0602JD,2/10/2006,10:03,2/10/2006 10:03,8:00:00,2/10/2006 18:03,,,33.5465,-117.8521667,GSC,SMC,,,,,,,,,,,,26,GSC,,316,311,0.6,,,,,,,340.00,320.00,360.00,4,Dc,,,,On,,Off,,4,5,,,,,,,,,,,Many birds associated.
SB,CalCOFI0602JD,2/10/2006,10:18,2/10/2006 10:18,8:00:00,2/10/2006 18:18,,,33.56866667,-117.8943333,GSC,SMC,,,,,,,,,,,,27,GSC,,298,283,3,,,,,,,60.00,55.00,65.00,0,Dc,,,,On,,Off,,4,5,,,,,,,,,,,
SB,CalCOFI0602JD,2/10/2006,15:01,2/10/2006 15:01,8:00:00,2/10/2006 23:01,,,33.63766667,-118.2853333,GSC,SMC,,,,,,,,,,,,28,SMC,,251,291,0.4,,,,,,,9.00,,,1,Tt,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/10/2006,15:18,2/10/2006 15:18,8:00:00,2/10/2006 23:18,,,33.63833333,-118.3366667,GSC,SMC,,,,,,,,,,,,29,SMC,,269,321,0.4,,,,,,,17.00,,,2,Tt,,,,On,,Off,,8,,,,,,,,,,,,
SB,CalCOFI0602JD,2/10/2006,15:27,2/10/2006 15:27,8:00:00,2/10/2006 23:27,,,33.6515,-118.375,GSC,SMC,,,,,,,,,,,,30,SMC,,300,303,0.4,,,,,,,22.00,,,0,Tt,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/10/2006,15:38,2/10/2006 15:38,8:00:00,2/10/2006 23:38,,,33.66833333,-118.4096667,GSC,SMC,,,,,,,,,,,,31,SMC,,302,309,0.6,,,,,,,11.00,9.00,13.00,4,Tt,,,,On,,Off,,8,5,,,,,,,,,,,"2 subgroups, spread out."
SB,CalCOFI0602JD,2/10/2006,15:56,2/10/2006 15:56,8:00:00,2/10/2006 23:56,,,33.68833333,-118.4516667,GSC,SMC,,,,,,,,,,,,32,SMC,,302,342,3,,,,,,,7.00,,,1,Gg,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/10/2006,16:13,2/10/2006 16:13,8:00:00,2/11/2006 0:13,,,33.72616667,-118.4968333,GSC,SMC,,,,,,,,,,,,33,GSC,,11,356,3,,,,,,,1.00,,,ND,Unid_Cetac,,,,On,,Off,,1,,,,,,,,,,,,Most likely grey whale but no body seen. 
SB,CalCOFI0602JD,2/11/2006,7:03,2/11/2006 7:03,8:00:00,2/11/2006 15:03,,,33.48633333,-119.3188333,GSC,SMC,,,,,,,,,,,,34,GSC,,246,116,,200,,,,,,3.00,,,0,Unid_Cetac,,,,Off,,On,,1,,,,,,,,,,,,Leaving: 87/45. Light fog on horizon. Unid large whale
SB,CalCOFI0602JD,2/11/2006,7:53,2/11/2006 7:53,8:00:00,2/11/2006 15:53,,,33.4205,-119.4623333,GSC,SMC,,,,,,,,,,,,35,GSC,,241,181,1.4,,,,,,,5.00,,,0,Gg,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/11/2006,8:33,2/11/2006 8:33,8:00:00,2/11/2006 16:33,,,33.36283333,-119.5821667,GSC,SMC,,,,,,,,,,,,36,GSC,,238,223,1.6,,,,,,,3.00,,,0,Er,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/12/2006,9:32,2/12/2006 9:32,8:00:00,2/12/2006 17:32,,,32.07716667,-122.2098333,GSC,SMC,,,,,,,,,,,,37,SMC,,239,324,,10,,,,,,2.00,,,0,Lo,,,,On,,On,,2,5,,,,,,,,,,,
SB,CalCOFI0602JD,2/14/2006,12:53,2/14/2006 12:53,8:00:00,2/14/2006 20:53,,,33.3605,-121.177,GSC,SMC,,,,,,,,,,,,38,GSC,,58,328,,500,,,,,,1.00,,,ND,Unid_Cetac,,,,On,,On,,1,,,,,,,,,,,,Body seen briefly in rough seas. Unid large whale
SB,CalCOFI0602JD,2/14/2006,14:17,2/14/2006 14:17,8:00:00,2/14/2006 22:17,,,33.488,-120.938,GSC,SMC,,,,,,,,,,,,39,SMC,,60,115,12,,,,,,,3.00,,,0,Pd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0602JD,2/14/2006,14:43,2/14/2006 14:43,8:00:00,2/14/2006 22:43,,,33.52666667,-120.8621667,GSC,SMC,,,,,,,,,,,,40,GSC,,62,57,10,,,,,,,4.00,,,0,Pd,,,,On,,On,,2,5,,,,,,,,,,,
SB,CalCOFI0602JD,2/14/2006,15:00,2/14/2006 15:00,8:00:00,2/14/2006 23:00,,,33.54866667,-120.81,GSC,SMC,,,,,,,,,,,,41,SMC,,53,118,4,,,,,,,2.00,,,0,Pm,,,,On,,On,,1,,,,,,,,,,,,Diving.
SB,CalCOFI0602JD,2/17/2006,6:45,2/17/2006 6:45,8:00:00,2/17/2006 14:45,,,33.1535,-123.2216667,GSC,SMC,,,,,,,,,,,,42,GSC,,327,280,,100,,,,,,30.00,,,,Dd,,,,Off,,On,,1,,,,,,,,,,,,"Came to ship at station, before on effort."
SB,CalCOFI0602JD,2/17/2006,8:27,2/17/2006 8:27,8:00:00,2/17/2006 16:27,,,33.04183333,-123.4513333,GSC,SMC,,,,,,,,,,,,43,SMC,,241,261,1,,,,,,,2.00,,,1?,Unid_Cetac,,,,On,,On,,1,,,,,,,,,,,,One very large and one small blow. No bodies sighted. Diving. Unid large whale
SB,CalCOFI0602JD,2/17/2006,10:43,2/17/2006 10:43,8:00:00,2/17/2006 18:43,,,32.8595,-123.8175,GSC,SMC,,,,,,,,,,,,44,UNK,,238,238,,10,,,,,,120.00,110.00,130.00,ND,Dd,,,,Off,,On,,2,5,,,,,,,,,,,"Picked up by accoustics, off effort. **changed May 1 2008 to ""off transect"" -weather--ABD"
SB,CalCOFI0602JD,2/17/2006,13:12,2/17/2006 13:12,8:00:00,2/17/2006 21:12,,,32.81166667,-123.9066667,GSC,SMC,,,,,,,,,,,,45,UNK,,250,250,,50,,,,,,160.00,140.00,180.00,3,Dd,,,,Off,,Off,,2,5,,,,,,,,,,,"Picked up by accoustics, off effort. **changed May 1 2008 to ""off transect"" -weather--ABD"
SP,CalCOFI0602JD,2/17/2006,13:35,2/17/2006 13:35,8:00:00,2/17/2006 21:35,,,32.815,-123.9146667,GSC,SMC,,,,,,,,,,,,45,UNK,,343,343,,10,,,,,,0.00,,,3,Dd,,,,Off,,Off,,2,5,,,,,,,,,,,"**changed May 1 2008 to ""off transect"" -weather--ABD"
SP,CalCOFI0602JD,2/17/2006,13:52,2/17/2006 13:52,8:00:00,2/17/2006 21:52,,,32.836,-123.9271667,GSC,SMC,,,,,,,,,,,,45,UNK,,343,343,,10,,,,,,0.00,,,3,Dd,,,,Off,,Off,,2,5,,,,,,,,,,,"**changed May 1 2008 to ""off transect"" -weather--ABD"
SB,CalCOFI0602JD,2/17/2006,15:30,2/17/2006 15:30,8:00:00,2/17/2006 23:30,,,33.032,-124.0606667,GSC,SMC,,,,,,,,,,,,46,SMC,,322,336,6.4,,,,,,,5.00,,,0,Dd,,,,On,,Off,,2,5,,,,,,,,,,,
SB,CalCOFI0602JD,2/18/2006,17:50,2/18/2006 17:50,8:00:00,2/19/2006 1:50,,,34.57666667,-121.8481667,GSC,SMC,,,,,,,,,,,,47,SMC,,61,161,,10,,,,,,4.00,,,0,Pd,,,,Off,,On,,2,5,,,,,,,,,,,"off effort due to rain  **changed May 1 2008 to ""OFF transect"" effort due to rain--ABD"
SB,CalCOFI0602JD,2/20/2006,9:19,2/20/2006 9:19,8:00:00,2/20/2006 17:19,,,35.06133333,-120.8396667,GSC,DLC,,,,,,,,,,,,48,DLC,,69,121,,5000,,,,,,1.00,,,0,Er,,,,On,,On,,1,,,,,,,,,,,,
SP,CalCOFI0602JD,2/20/2006,9:23,2/20/2006 9:23,8:00:00,2/20/2006 17:23,,,35.06566667,-120.8266667,GSC,DLC,,,,,,,,,,,,48,DLC,,64,125,,5000,,,,,,2.00,,,0,Er,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,11:24,2/20/2006 11:24,8:00:00,2/20/2006 19:24,,,35.126,-120.815,DLC,DLC,,,,,,,,,,,,49,DLC,,317,230,1.2,,,,,,,3.00,,,0,Er,,,,Off,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,11:47,2/20/2006 11:47,8:00:00,2/20/2006 19:47,,,35.1645,-120.8545,DLC,DLC,,,,,,,,,,,,50,DLC,,323,356,1,,,,,,,1.00,,,0,Er,,,,Off,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,11:53,2/20/2006 11:53,8:00:00,2/20/2006 19:53,,,35.17816667,-120.8675,DLC,DLC,,,,,,,,,,,,51,DLC,,321,14,,150,,,,,,2.00,,,0,Er,,,,Off,,Off,,9,,,,,,,,,,,,Fluke up dive
SB,CalCOFI0602JD,2/20/2006,13:20,2/20/2006 13:20,8:00:00,2/20/2006 21:20,,,35.3895,-121.0496667,GSC,DLC,,,,,,,,,,,,52,GSC,,326,303,2,,,,,,,10.00,8.00,15.00,0,Pd,,,,On,,Off,,2,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,13:59,2/20/2006 13:59,8:00:00,2/20/2006 21:59,,,35.48433333,-121.1266667,GSC,DLC,,,,,,,,,,,,53,GSC,,328,310,1.4,,,,,,,1.00,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,14:07,2/20/2006 14:07,8:00:00,2/20/2006 22:07,,,35.50283333,-121.1416667,GSC,DLC,,,,,,,,,,,,54,DLC,,327,28,,400,,,,,,1.00,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,14:20,2/20/2006 14:20,8:00:00,2/20/2006 22:20,,,35.52966667,-121.1691667,GSC,DLC,,,,,,,,,,,,55,DLC,,326,20,,400,,,,,,1.00,,,0,Unid_Cetac,,,,On,,Off,,1,,,,,,,,,,,,Most likely ER
SB,CalCOFI0602JD,2/20/2006,14:25,2/20/2006 14:25,8:00:00,2/20/2006 22:25,,,35.54966667,-121.1791667,GSC,DLC,,,,,,,,,,,,56,DLC,,325,12,0.6,,,,,,,3.00,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,14:32,2/20/2006 14:32,8:00:00,2/20/2006 22:32,,,35.5595,-121.1873333,GSC,DLC,,,,,,,,,,,,57,GSC,,325,295,12,,,,,,,6.00,,,0,Gg,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,14:43,2/20/2006 14:43,8:00:00,2/20/2006 22:43,,,35.58566667,-121.2095,GSC,DLC,,,,,,,,,,,,58,DLC,,327,4,,375,,,,,,2.00,,,0,Er,,,,On,,Off,,9,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,15:05,2/20/2006 15:05,8:00:00,2/20/2006 23:05,,,35.63716667,-121.2511667,DLC,DLC,,,,,,,,,,,,59,DLC,,331,312,0.6,,,,,,,2.00,,,0,Er,,,,OFF,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/20/2006,16:03,2/20/2006 16:03,8:00:00,2/21/2006 0:03,,,35.643,-121.2656667,DLC,DLC,,,,,,,,,,,,60,DLC,,324,298,1.2,,,,,,,2.00,,,0,Er,,,,Off,,On,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/21/2006,8:59,2/21/2006 8:59,8:00:00,2/21/2006 16:59,,,34.79766667,-123.0425,GSC,DLC,,,,,,,,,,,,61,GSC,,241,178,,120,,,,,,8.00,6.00,10.00,0,Lo,,,,On,,On,,2,5,,,,,,,,,,,
SP,CalCOFI0602JD,2/21/2006,9:12,2/21/2006 9:12,8:00:00,2/21/2006 17:12,,,34.78116667,-123.0768333,GSC,DLC,,,,,,,,,,,,61,GSC,,235,222,,5,,,,,,6.00,,,0,Lo,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0602JD,2/21/2006,10:17,2/21/2006 10:17,8:00:00,2/21/2006 18:17,,,34.70433333,-123.2396667,GSC,DLC,,,,,,,,,,,,62,GSC,,240,221,,20,,,,,,4.00,,,0,Lo,,,,On,,On,,2,5,,,,,,,,,,,Possibly animals from S#61
SB,CalCOFI0602JD,2/22/2006,8:07,2/22/2006 8:07,8:00:00,2/22/2006 16:07,,,35.94283333,-122.2616667,GSC,DLC,,,,,,,,,,,,63,GSC,,75,53,,50,,,,,,4.00,,,0,Pd,,,,On,,On,,2,5,,,,,,,,,,,
SP,CalCOFI0602JD,2/22/2006,8:15,2/22/2006 8:15,8:00:00,2/22/2006 16:15,,,35.9495,-122.2338333,GSC,DLC,,,,,,,,,,,,63,GSC,,71,66,,5,,,,,,4.00,,,0,Pd,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0602JD,2/22/2006,13:52,2/22/2006 13:52,8:00:00,2/22/2006 21:52,,,36.371,-121.9616667,GSC,DLC,P,3,CL,0,,,,,,5,3,64,GSC,,350,341,6,,,,,,,3.00,,,0,Pd,,,,On,,Off,,2,5,,,,,,,,,,,
SB,CalCOFI0602JD,2/22/2006,14:10,2/22/2006 14:10,8:00:00,2/22/2006 22:10,,,36.41783333,-121.9715,GSC,DLC,,,,,,,,,,,,65,GSC,,347,315,,150,,,,,,5.00,,,0,Lo,,,,On,,Off,,1,5,,,,,,,,,,,
SP,CalCOFI0602JD,2/22/2006,14:48,2/22/2006 14:48,8:00:00,2/22/2006 22:48,,,36.51883333,-121.9948333,GSC,DLC,,,,,,,,,,,,65,DLC,,351,348,,5,,,,,,4.00,,,0,Lo,,,,On,,Off,,5,,,,,,,,,,,,
SB,CalCOFI0602JD,2/22/2006,15:19,2/22/2006 15:19,8:00:00,2/22/2006 23:19,,,36.59866667,-122.0136667,GSC,DLC,,,,,,,,,,,,66,DLC,,350,29,,450,,,,,,2.00,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/22/2006,15:20,2/22/2006 15:20,8:00:00,2/22/2006 23:20,,,36.6035,-122.0148333,GSC,DLC,,,,,,,,,,,,67,DLC,,350,41,,1000,,,,,,1.00,,,0,Unid_Cetac,,,,On,,Off,,9,,,,,,,,,,,,Likely ER
SB,CalCOFI0602JD,2/22/2006,15:40,2/22/2006 15:40,8:00:00,2/22/2006 23:40,,,36.64616667,-122.01,DLC,DLC,,,,,,,,,,,,68,DLC,,86,24,,500,,,,,,1.00,,,0,Er,,,,Off,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/23/2006,7:13,2/23/2006 7:13,8:00:00,2/23/2006 15:13,,,36.356,-122.9843333,DLC,DLC,,,,,,,,,,,,69,DLC,,239,280,1.2,,,,,,,1.00,,,0,Unid_Cetac,,,,Off,,On,,0,,,,,,,,,,,,"1 bushy blow, unid med size whale"
SB,CalCOFI0602JD,2/23/2006,8:12,2/23/2006 8:12,8:00:00,2/23/2006 16:12,,,36.28683333,-123.1301667,DLC,DLC,,,,,,,,,,,,70,DLC,,178,131,,200,,,,,,2.00,,,0,Pd,,,,Off,,On,,1,,,,,,,,,,,,Off effort sighting on station.
SB,CalCOFI0602JD,2/23/2006,15:26,2/23/2006 15:26,8:00:00,2/23/2006 23:26,,,35.97383333,-123.8003333,DLC,DLC,,,,,,,,,,,,71,DLC,,239,166,11.2,,,,,,,1.00,,,0,Pd,,,,Off,,On,,1,,,,,,,,,,,,
SB,CalCOFI0602JD,2/23/2006,16:57,2/23/2006 16:57,8:00:00,2/24/2006 0:57,,,35.94216667,-123.8723333,DLC,DLC,,,,,,,,,,,,72,DLC,,237,156,,40,,,,,,1.00,,,0,Pd,,,,Off,,On,,1,,,,,,,,,,,,Possibly PD from S# 71
SB,CalCOFI0602JD,2/23/2006,17:26,2/23/2006 17:26,8:00:00,2/24/2006 1:26,,,35.90166667,-123.952,DLC,DLC,,,,,,,,,,,,73,DLC,,237,191,3.4,,,,,,,7.00,6.00,8.00,0,Pd,,,,Off,,On,,2,5,,,,,,,,,,,
SP,CalCOFI0602JD,2/23/2006,17:31,2/23/2006 17:31,8:00:00,2/24/2006 1:31,,,35.8945,-123.967,DLC,DLC,,,,,,,,,,,,73,DLC,,238,171,6,,,,,,,7.00,6.00,8.00,0,Pd,,,,Off,,On,,2,,,,,,,,,,,,
SB,CalCOFI0602JD,2/24/2006,8:21,2/24/2006 8:21,8:00:00,2/24/2006 16:21,,,36.70916667,-123.91,DLC,DLC,,,,,,,,,,,,74,DLC,,148,75,,150,,,,,,4.00,,,0,Pd,,,,Off,,On,,1,,,,,,,,,,,,Off-effort sighting made while on station. PD circling the ship.
SB,CalCOFI0602JD,2/24/2006,11:32,2/24/2006 11:32,8:00:00,2/24/2006 19:32,,,36.8345,-123.6416667,DLC,DLC,,,,,,,,,,,,75,DLC,,60,342,,200,,,,,,3.00,,,0,Pd,,,,Off,,On,,2,5,,,,,,,,,,,
SB,CalCOFI0602JD,2/24/2006,12:06,2/24/2006 12:06,8:00:00,2/24/2006 20:06,,,36.88183333,-123.54,GSC,DLC,,,,,,,,,,,,76,GSC,,60,354,5.2,,,,,,,12.00,,,0,Pd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0602JD,2/25/2006,9:56,2/25/2006 9:56,8:00:00,2/25/2006 17:56,,,37.5315,-123.7848,GSC,DLC,,,,,,,,,,,,77,DLC,,244,269,4,,,,,,,1.00,,,0,Mn,,,,On,,On,,1,,,,,,,,,,,,"Smallish individual, made terminal dive after short surfacing."
SB,CalCOFI0602JD,2/25/2006,11:04,2/25/2006 11:04,8:00:00,2/25/2006 19:04,,,37.4383,-123.9914,DLC,DLC,,,,,,,,,,,,78,DLC,,238,285,4.6,,,,,,,2.00,,,ND,Pd,,,,Off,,On,,2,,,,,,,,,,,,
SP,CalCOFI0602JD,2/25/2006,11:05,2/25/2006 11:05,8:00:00,2/25/2006 19:05,,,37.4369,-123.9944,DLC,DLC,,,,,,,,,,,,78,DLC,,238,332,3.4,,,,,,,2.00,,,ND,Pd,,,,Off,,On,,2,,,,,,,,,,,,
SB,CalCOFI0602JD,2/25/2006,12:34,2/25/2006 12:34,8:00:00,2/25/2006 20:34,,,37.3115,-124.2635,GSC,DLC,,,,,,,,,,,,79,DLC,,238,247,11.6,,,,,,,10.00,8.00,12.00,0,Pd,,,,On,,On,,2,5,,,,,,,,,,,
