SB,CalCOFI1210NH,10/19/2012,11:09,41201.46,8:00,10/19/12 19:09,,,32.69567,-117.22517,KW,AB,G,6,OV,98,0,0,,247,3,1,3,1,AB,3,170,170,,200,,,,,,2,2,4,0,Tt,,,,ON,,OFF,7,1,,,,,,,,,,,,Inside harbor for sighting.
SE,CalCOFI1210NH,10/19/2012,11:09,41201.46,8:00,10/19/12 19:09,,,32.69567,-117.22517,KW,AB,G,6,OV,98,0,0,,247,3,1,3,1,AB,3,170,170,,200,,,,,,2,2,4,0,Tt,,,,ON,,OFF,7,1,,,,,,,,,,,,Inside harbor for sighting.
SB,CalCOFI1210NH,10/19/2012,11:45,41201.49,8:00,10/19/12 19:45,,,32.64717,-117.27300,KW,AB,F,6,OV,98,0,0,,300,12,4,3,2,KW,1,307,256,0.6,,,,,,,30,22,48,ND,UD,,,,ON,,OFF,1,2,1,,,,,,,,,,,Small DSP-like
SE,CalCOFI1210NH,10/19/2012,11:45,41201.49,8:00,10/19/12 19:45,,,32.64717,-117.27300,KW,AB,F,6,OV,98,0,0,,300,12,4,3,2,KW,1,307,256,0.6,,,,,,,30,22,48,ND,UD,,,,ON,,OFF,1,2,1,,,,,,,,,,,Small DSP-like
SB,CalCOFI1210NH,10/19/2012,13:27,41201.56,8:00,10/19/12 21:27,,,32.90847,-117.32317,KW,AB,G,6,OV,100,0,0,,310,8,3,3,3,AB,2,24,246,0.3,,,,,,,3,3,4,0,ULW,,,,ON,,OFF,1,4,,,,,,,,,,,,"At least one Bm (lunge feeding), others either Bp or Mn.  Birds feeding overhead."
SE,CalCOFI1210NH,10/19/2012,13:27,41201.56,8:00,10/19/12 21:27,,,32.90847,-117.32317,KW,AB,G,6,OV,100,0,0,,310,8,3,3,3,AB,2,24,246,0.3,,,,,,,3,3,4,0,ULW,,,,ON,,OFF,1,4,,,,,,,,,,,,"At least one Bm (lunge feeding), others either Bp or Mn.  Birds feeding overhead."
SB,CalCOFI1210NH,10/19/2012,15:48,41201.66,8:00,10/19/12 23:48,,,32.96345,-117.32720,KW,AB,F,5,OV,100,0,0,,286,6,2,2,4,KW,1,104,45,,1046,,,,,,63,55,75,ND,Dc,,,,ON,,OFF,1,1,8,,,,,,,,,,,Transiting from station 93-26.7 to SCOOS station 93-26.4
SE,CalCOFI1210NH,10/19/2012,15:48,41201.66,8:00,10/19/12 23:48,,,32.96345,-117.32720,KW,AB,F,5,OV,100,0,0,,286,6,2,2,4,KW,1,104,45,,1046,,,,,,63,55,75,ND,Dc,,,,ON,,OFF,1,1,8,,,,,,,,,,,Transiting from station 93-26.7 to SCOOS station 93-26.4
SB,CalCOFI1210NH,10/19/2012,15:59,41201.67,8:00,10/19/12 23:59,,,32.95686,-117.29574,KW,AB,F,5,OV,100,0,0,,286,6,2,2,5,AB,1,105,146,,804.67,,,,,,28,24,36,ND,DSP,,,,ON,,OFF,1,2,8,,,,,,,,,,,
SE,CalCOFI1210NH,10/19/2012,15:59,41201.67,8:00,10/19/12 23:59,,,32.95686,-117.29574,KW,AB,F,5,OV,100,0,0,,286,6,2,2,5,AB,1,105,146,,804.67,,,,,,28,24,36,ND,DSP,,,,ON,,OFF,1,2,8,,,,,,,,,,,
SB,CalCOFI1210NH,10/20/2012,13:45,41202.57,8:00,10/20/12 21:45,,,32.48458,-118.21519,KW,KW,G,5,LR,80,0,0,,266,11,3,3,6,KW,2,241,204,0.3,,,,,,,3,3,3,0,ULW,,,,OFF,6,ON,,1,,,,,,,,,,,,"Mostly likely Mn, could be Bp"
SE,CalCOFI1210NH,10/20/2012,13:45,41202.57,8:00,10/20/12 21:45,,,32.48458,-118.21519,KW,KW,G,5,LR,80,0,0,,266,11,3,3,6,KW,2,241,204,0.3,,,,,,,3,3,3,0,ULW,,,,OFF,6,ON,,1,,,,,,,,,,,,"Mostly likely Mn, could be Bp"
SB,CalCOFI1210NH,10/20/2012,13:53,41202.58,8:00,10/20/12 21:53,,,32.47643,-118.23570,KW,AB,G,5,OV,80,0,0,,265,11,3,3,7,AB,2,250,307,3.8,,,,,,,1,1,1,0,Mn,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1210NH,10/20/2012,13:53,41202.58,8:00,10/20/12 21:53,,,32.47643,-118.23570,KW,AB,G,5,OV,80,0,0,,265,11,3,3,7,AB,2,250,307,3.8,,,,,,,1,1,1,0,Mn,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1210NH,10/20/2012,13:56,41202.58,8:00,10/20/12 21:56,,,32.47313,-118.24425,KW,AB,F,5,OV,80,0,0,,265,11,3,3,8,KW,2,250,165,0.7,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,Most likely Mn or Bp
SE,CalCOFI1210NH,10/20/2012,13:56,41202.58,8:00,10/20/12 21:56,,,32.47313,-118.24425,KW,AB,F,5,OV,80,0,0,,265,11,3,3,8,KW,2,250,165,0.7,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,Most likely Mn or Bp
SB,CalCOFI1210NH,10/20/2012,14:10,41202.59,8:00,10/20/12 22:10,,,32.45726,-118.28407,KW,AB,F,5,OV,80,210,260,M,270,11,3,3,9,KW,2,250,264,1.3,,,,,,,1,1,1,0,Mn,,,,ON,,ON,,1,35,,,,,,,,,,,
SE,CalCOFI1210NH,10/20/2012,14:10,41202.59,8:00,10/20/12 22:10,,,32.45726,-118.28407,KW,AB,F,5,OV,80,210,260,M,270,11,3,3,9,KW,2,250,264,1.3,,,,,,,1,1,1,0,Mn,,,,ON,,ON,,1,35,,,,,,,,,,,
SB,CalCOFI1210NH,10/20/2012,15:34,41202.65,8:00,10/20/12 23:34,,,32.35806,-118.52026,KW,AB,F,5,OV,80,230,260,M,271,11,3,3,10,KW,1,253,187,0.3,,,,,,,35,23,50,ND,UD,,,,ON,,ON,,2,,,,,,,,,,,,Both observers back on.
SE,CalCOFI1210NH,10/20/2012,15:34,41202.65,8:00,10/20/12 23:34,,,32.35806,-118.52026,KW,AB,F,5,OV,80,230,260,M,271,11,3,3,10,KW,1,253,187,0.3,,,,,,,35,23,50,ND,UD,,,,ON,,ON,,2,,,,,,,,,,,,Both observers back on.
SB,CalCOFI1210NH,10/24/2012,10:01,41206.42,8:00,10/24/12 18:01,,,32.00172,-120.82186,KW,AB,P,7,CL,8,95,185,SE,338,22,5,7,11,KW,2,64,350,0.75,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SE,CalCOFI1210NH,10/24/2012,10:01,41206.42,8:00,10/24/12 18:01,,,32.00172,-120.82186,KW,AB,P,7,CL,8,95,185,SE,338,22,5,7,11,KW,2,64,350,0.75,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI1210NH,10/24/2012,13:53,41206.58,8:00,10/24/12 21:53,,,32.14002,-120.62279,KW,AB,P,7,CL,7,0,0,,340,21,5,7,12,KW,2,64,12,2.1,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,"Probably Bm based on color seen through wave, but could have been Bp"
SE,CalCOFI1210NH,10/24/2012,13:53,41206.58,8:00,10/24/12 21:53,,,32.14002,-120.62279,KW,AB,P,7,CL,7,0,0,,340,21,5,7,12,KW,2,64,12,2.1,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,"Probably Bm based on color seen through wave, but could have been Bp"
SB,CalCOFI1210NH,10/25/2012,13:17,41207.55,8:00,10/25/12 21:17,,,33.58092,-119.18238,KW,KW,UX,6,CL,0,170,280,SE,295,24,6,8,13,KW,1,70,10,1.2,,,,,,,63,50,85,ND,DSP,,,,OFF,2A,ON,,4,2,,,,,,,,,,,
SE,CalCOFI1210NH,10/25/2012,13:17,41207.55,8:00,10/25/12 21:17,,,33.58092,-119.18238,KW,KW,UX,6,CL,0,170,280,SE,295,24,6,8,13,KW,1,70,10,1.2,,,,,,,63,50,85,ND,DSP,,,,OFF,2A,ON,,4,2,,,,,,,,,,,
SB,CalCOFI1210NH,10/26/2012,6:24,41208.27,8:00,10/26/12 14:24,,,33.58124,-117.93277,KW,AB,G,5,HZ,10,90,120,M,350,2,2,2,14,KW,2,120,92,0.75,,,,,,,17,15,24,ND,DSP,,,,ON,,ON,,8,2,,,,,,,,,,,
SE,CalCOFI1210NH,10/26/2012,6:24,41208.27,8:00,10/26/12 14:24,,,33.58124,-117.93277,KW,AB,G,5,HZ,10,90,120,M,350,2,2,2,14,KW,2,120,92,0.75,,,,,,,17,15,24,ND,DSP,,,,ON,,ON,,8,2,,,,,,,,,,,
SB,CalCOFI1210NH,10/26/2012,6:34,41208.27,8:00,10/26/12 14:34,,,33.56875,-117.90308,KW,AB,G,5,HZ,10,90,120,M,360,2,2,2,15,KW,3,120,52,0.5,,,,,,,45,40,60,ND,DSP,,,,ON,,ON,,1,8,,,,,,,,,,,
SE,CalCOFI1210NH,10/26/2012,6:34,41208.27,8:00,10/26/12 14:34,,,33.56875,-117.90308,KW,AB,G,5,HZ,10,90,120,M,360,2,2,2,15,KW,3,120,52,0.5,,,,,,,45,40,60,ND,DSP,,,,ON,,ON,,1,8,,,,,,,,,,,
SB,CalCOFI1210NH,10/26/2012,6:46,41208.28,8:00,10/26/12 14:46,,,33.55314,-117.86758,KW,AB,G,5,HZ,10,90,120,M,350,2,2,2,16,KW,3,120,52,0.4,,,,,,,9,6,12,ND,DSP,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1210NH,10/26/2012,6:46,41208.28,8:00,10/26/12 14:46,,,33.55314,-117.86758,KW,AB,G,5,HZ,10,90,120,M,350,2,2,2,16,KW,3,120,52,0.4,,,,,,,9,6,12,ND,DSP,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1210NH,10/26/2012,7:01,41208.29,8:00,10/26/12 15:01,,,33.53081,-117.82430,KW,AB,G,5,HZ,10,90,120,M,350,2,2,2,17,AB,1,124,141,0.1,,,0.1,2,127,146,108,97,150,ND,DSP,,,,ON,,ON,,1,8,4,Y,KW,,49,63,,,,,Broken into small groups
SE,CalCOFI1210NH,10/26/2012,7:01,41208.29,8:00,10/26/12 15:01,,,33.53081,-117.82430,KW,AB,G,5,HZ,10,90,120,M,350,2,2,2,17,AB,1,124,141,0.1,,,0.1,2,127,146,108,97,150,ND,DSP,,,,ON,,ON,,1,8,4,Y,KW,,49,63,,,,,Broken into small groups
SB,CalCOFI1210NH,10/26/2012,14:09,41208.59,8:00,10/26/12 22:09,,,33.38645,-117.95221,KW,AB,F,7,HZ,5,170,280,SE,270,13,4,2,18,KW,1,242,182,0.3,,,,,,,30,20,50,ND,UD,,,,ON,,ON,,8,4,,,,,,,,,,,
SE,CalCOFI1210NH,10/26/2012,14:09,41208.59,8:00,10/26/12 22:09,,,33.38645,-117.95221,KW,AB,F,7,HZ,5,170,280,SE,270,13,4,2,18,KW,1,242,182,0.3,,,,,,,30,20,50,ND,UD,,,,ON,,ON,,8,4,,,,,,,,,,,
SB,CalCOFI1210NH,10/26/2012,15:23,41208.64,8:00,10/26/12 23:23,,,33.29549,-118.16105,KW,AB,F,6,HZ,5,180,280,SE,280,13,4,2,19,AB,1,243,257,1.1,,,,,,,35,31,46,ND,DSP,,,,ON,,ON,,2,4,,Y,KW,,66,72,,,,,
SE,CalCOFI1210NH,10/26/2012,15:23,41208.64,8:00,10/26/12 23:23,,,33.29549,-118.16105,KW,AB,F,6,HZ,5,180,280,SE,280,13,4,2,19,AB,1,243,257,1.1,,,,,,,35,31,46,ND,DSP,,,,ON,,ON,,2,4,,Y,KW,,66,72,,,,,
SB,CalCOFI1210NH,10/27/2012,9:52,41209.41,8:00,10/27/12 17:52,,,32.69849,-119.51558,KW,AB,G,7,,0,0,0,,320,7,3,5,20,AB,2,318,295,0.1,,,,,,,4,4,5,0,Bm,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,9:52,41209.41,8:00,10/27/12 17:52,,,32.69849,-119.51558,KW,AB,G,7,,0,0,0,,320,7,3,5,20,AB,2,318,295,0.1,,,,,,,4,4,5,0,Bm,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:05,41209.42,8:00,10/27/12 18:05,,,32.72438,-119.54287,KW,AB,G,7,CL,0,0,0,,320,7,3,5,21,KW,2,318,285,6,,,,,,,3,3,3,0,Bp,,,,ON,,OFF,7,4,1,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:05,41209.42,8:00,10/27/12 18:05,,,32.72438,-119.54287,KW,AB,G,7,CL,0,0,0,,320,7,3,5,22,AB,2,318,270,3,,,,,,,2,2,3,0,Bm,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:05,41209.42,8:00,10/27/12 18:05,,,32.72438,-119.54287,KW,AB,G,7,CL,0,0,0,,320,7,3,5,21,KW,2,318,285,6,,,,,,,3,3,3,0,Bp,,,,ON,,OFF,7,4,1,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:05,41209.42,8:00,10/27/12 18:05,,,32.72438,-119.54287,KW,AB,G,7,CL,0,0,0,,320,7,3,5,22,AB,2,318,270,3,,,,,,,2,2,3,0,Bm,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:07,41209.42,8:00,10/27/12 18:07,,,32.72789,-119.54751,KW,AB,G,7,CL,0,0,0,,320,7,3,5,23,AB,2,318,340,,10,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,31,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:07,41209.42,8:00,10/27/12 18:07,,,32.72789,-119.54751,KW,AB,G,7,CL,0,0,0,,320,7,3,5,23,AB,2,318,340,,10,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,31,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:10,41209.42,8:00,10/27/12 18:10,,,32.73313,-119.55396,KW,AB,G,7,CL,0,0,0,,320,8,3,6,24,AB,2,318,254,1.7,,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:10,41209.42,8:00,10/27/12 18:10,,,32.73313,-119.55396,KW,AB,G,7,CL,0,0,0,,320,8,3,6,25,AB,2,318,253,0.1,,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:10,41209.42,8:00,10/27/12 18:10,,,32.73313,-119.55396,KW,AB,G,7,CL,0,0,0,,320,8,3,6,24,AB,2,318,254,1.7,,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:10,41209.42,8:00,10/27/12 18:10,,,32.73313,-119.55396,KW,AB,G,7,CL,0,0,0,,320,8,3,6,25,AB,2,318,253,0.1,,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:13,41209.43,8:00,10/27/12 18:13,,,32.73884,-119.56027,KW,AB,G,7,CL,0,0,0,,320,8,3,6,26,AB,2,318,293,0.6,,,,,,,2,2,3,0,ULW,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:13,41209.43,8:00,10/27/12 18:13,,,32.73884,-119.56027,KW,AB,G,7,CL,0,0,0,,320,8,3,6,26,AB,2,318,293,0.6,,,,,,,2,2,3,0,ULW,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:14,41209.43,8:00,10/27/12 18:14,,,32.74077,-119.56244,KW,AB,G,7,CL,0,0,0,,320,8,3,6,27,AB,2,318,279,0.1,,,,,,,2,2,2,0,ULW,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:14,41209.43,8:00,10/27/12 18:14,,,32.74077,-119.56244,KW,AB,G,7,CL,0,0,0,,320,8,3,6,27,AB,2,318,279,0.1,,,,,,,2,2,2,0,ULW,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:19,41209.43,8:00,10/27/12 18:19,,,32.75032,-119.57309,KW,AB,G,7,CL,0,0,0,,320,8,3,6,28,AB,2,318,233,1,,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:19,41209.43,8:00,10/27/12 18:19,,,32.75032,-119.57309,KW,AB,G,7,CL,0,0,0,,320,8,3,6,28,AB,2,318,233,1,,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:21,41209.43,8:00,10/27/12 18:21,,,32.75429,-119.57758,KW,AB,G,7,CL,0,0,0,,320,8,3,6,29,KW,2,318,298,0.2,,,,,,,3,3,3,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:21,41209.43,8:00,10/27/12 18:21,,,32.75429,-119.57758,KW,AB,G,7,CL,0,0,0,,320,8,3,6,29,KW,2,318,298,0.2,,,,,,,3,3,3,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:29,41209.44,8:00,10/27/12 18:29,,,32.76952,-119.59568,KW,AB,G,7,CL,0,0,0,,320,8,3,6,30,KW,2,318,241,0.6,,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SB,CalCOFI1210NH,10/27/2012,10:29,41209.44,8:00,10/27/12 18:29,,,32.76952,-119.59568,KW,AB,G,7,CL,0,0,0,,320,8,3,6,31,KW,2,318,300,0.3,,,,,,,2,1,2,0,ULW,,,,ON,,OFF,7,1,,,,,,,,,,,,
SE,CalCOFI1210NH,10/27/2012,10:29,41209.44,8:00,10/27/12 18:29,,,32.76952,-119.59568,KW,AB,G,7,CL,0,0,0,,320,8,3,6,30,KW,2,318,241,0.6,,,,,,,1,1,1,0,Bp,,,,ON,,OFF,7,1,,,Y,KW,,162,252,,,,,Photos include animals up to sighting 30.
SE,CalCOFI1210NH,10/27/2012,10:29,41209.44,8:00,10/27/12 18:29,,,32.76952,-119.59568,KW,AB,G,7,CL,0,0,0,,320,8,3,6,31,KW,2,318,300,0.3,,,,,,,2,1,2,0,ULW,,,,ON,,OFF,7,1,,,,,,,,,,,,
SB,CalCOFI1210NH,10/27/2012,11:10,41209.47,8:00,10/27/12 19:10,,,32.84517,-119.68693,KW,AB,F,7,CL,0,0,0,,310,12,4,6,32,AB,2,318,338,0.3,,,,,,,1,1,1,0,ULW,,,,ON,,OFF,7,1,,,,,,,,,,,,
SE,CalCOFI1210NH,10/27/2012,11:10,41209.47,8:00,10/27/12 19:10,,,32.84517,-119.68693,KW,AB,F,7,CL,0,0,0,,310,12,4,6,32,AB,2,318,338,0.3,,,,,,,1,1,1,0,ULW,,,,ON,,OFF,7,1,,,,,,,,,,,,
