SB,CalCOFI1404OS,3/28/2014,16:24,3/28/2014 16:24,8:00:00,3/29/2014 0:24,,,32.62383,-117.25383,KW,AD,G,6,OV,77,230,275,SE,275,8,3,3,1,KW,2,260,215,1.2,,,,,,,3,3,3,ND,Mn,,,,on,,off,1,1,34,,,,,,,,,,,
SE,CalCOFI1404OS,3/28/2014,16:24,3/28/2014 16:24,8:00:00,3/29/2014 0:24,,,32.62383,-117.25383,KW,AD,G,6,OV,77,230,275,SE,275,8,3,3,1,KW,2,260,215,1.2,,,,,,,3,3,3,ND,Mn,,,,on,,off,1,1,34,,,,,,,,,,,
SB,CalCOFI1404OS,4/1/2014,16:06,4/1/2014 16:06,8:00:00,4/2/2014 0:06,,,32.90767,-117.39167,KW,AD,P,7,CL,5,245,280,SE,276,13,4,4,2,KW,3,335,10,1.2,,,,,,,12,6,20,ND,Dsp,,,,off,6,off,1,8,,,,,,,,,,,,
SE,CalCOFI1404OS,4/1/2014,16:06,4/1/2014 16:06,8:00:00,4/2/2014 0:06,,,32.90767,-117.39167,KW,KW,P,7,CL,5,245,280,SE,276,13,4,4,2,KW,3,335,10,1.2,,,,,,,12,6,20,ND,Dsp,,,,off,6,off,1,8,,,,,,,,,,,,
SB,CalCOFI1404OS,4/2/2014,7:12,4/2/2014 7:12,8:00:00,4/2/2014 15:12,,,32.46467,-118.23083,KW,KW,P,6,PC,30,,,,280,21,5,6,3,KW,1,246,265,3.1,,,,,,,14,10,20,ND,Gg,,,,off,6,on,,8,1,,,,,,,,,,,
SE,CalCOFI1404OS,4/2/2014,7:12,4/2/2014 7:12,8:00:00,4/2/2014 15:12,,,32.46467,-118.23083,KW,KW,P,6,PC,30,,,,280,21,5,6,3,KW,1,246,265,3.1,,,,,,,14,10,20,ND,Gg,,,,off,6,on,,8,1,,,,,,,,,,,
SB,CalCOFI1404OS,4/2/2014,7:29,4/2/2014 7:29,8:00:00,4/2/2014 15:29,,,32.44817,-118.27583,KW,KW,P,6,PC,30,,,,280,22,5,6,4,KW,2,246,258,1.2,,,,,,,1,1,2,ND,ULW,,,,off,6,on,,1,,,,,,,,,,,,
SE,CalCOFI1404OS,4/2/2014,7:29,4/2/2014 7:29,8:00:00,4/2/2014 15:29,,,32.44817,-118.27583,KW,KW,P,6,PC,30,,,,280,22,5,6,4,KW,2,246,258,1.2,,,,,,,1,1,2,ND,ULW,,,,off,6,on,,1,,,,,,,,,,,,
SB,CalCOFI1404OS,4/2/2014,7:41,4/2/2014 7:41,8:00:00,4/2/2014 15:41,,,32.43667,-118.30800,KW,KW,P,6,PC,30,,,,280,22,5,6,5,KW,2,245,295,0.8,,,,,,,2,1,2,ND,ULW,,,,off,6,on,,1,,,,,,,,,,,,Like Bp or Mn in body size.
SE,CalCOFI1404OS,4/2/2014,7:41,4/2/2014 7:41,8:00:00,4/2/2014 15:41,,,32.43667,-118.30800,KW,KW,P,6,PC,30,,,,280,22,5,6,5,KW,2,245,295,0.8,,,,,,,2,1,2,ND,ULW,,,,off,6,on,,1,,,,,,,,,,,,Like Bp or Mn in body size.
SB,CalCOFI1404OS,4/2/2014,12:50,4/2/2014 12:50,8:00:00,4/2/2014 20:50,,,32.26117,-118.71483,KW,KW,UX,6,PC,45,165,230,SE,285,30,6,5,6,KW,,246,210,,260,,,,,,4,3,7,ND,Gg,,,,off,2a,on,,1,,,,,,,,,,,,
SE,CalCOFI1404OS,4/2/2014,12:50,4/2/2014 12:50,8:00:00,4/2/2014 20:50,,,32.26117,-118.71483,KW,KW,UX,6,PC,45,165,230,SE,285,30,6,5,6,KW,,246,210,,260,,,,,,4,3,7,ND,Gg,,,,off,2a,on,,1,,,,,,,,,,,,
SB,CalCOFI1404OS,4/2/2014,17:17,4/2/2014 17:17,8:00:00,4/3/2014 1:17,,,32.08350,-119.07883,KW,KW,UX,6,CL,20,245,290,SE,280,28,6,8,7,KW,,240,275,,350,,,,,,10,8,13,0,Gg,,,,off,2a,on,,1,,,,,,,,,,,,
SE,CalCOFI1404OS,4/2/2014,17:17,4/2/2014 17:17,8:00:00,4/3/2014 1:17,,,32.08350,-119.07883,KW,KW,UX,6,CL,20,245,290,SE,280,28,6,8,7,KW,,240,275,,350,,,,,,10,8,13,0,Gg,,,,off,2a,on,,1,,,,,,,,,,,,
SB,CalCOFI1404OS,4/3/2014,8:20,4/3/2014 8:20,8:00:00,4/3/2014 16:20,,,31.52983,-120.25583,KW,KW,F,7,OV,90,,,,265,11,3,6,8,KW,1,240,237,5,,,,,,,34,27,39,1,Dd,,,,off,6,on,,1,5,,,,,,,,,,,"Begin day.  Array deployed.  One observer on.  Leaving 93, station 70.  Going to 93, station 80.  "
SE,CalCOFI1404OS,4/3/2014,8:20,4/3/2014 8:20,8:00:00,4/3/2014 16:20,,,31.52983,-120.25583,KW,KW,F,7,OV,90,,,,265,11,3,6,8,KW,1,240,237,5,,,,,,,34,27,39,1,Dd,,,,off,6,on,,1,5,,,,,,,,,,,"Begin day.  Array deployed.  One observer on.  Leaving 93, station 70.  Going to 93, station 80.  "
SB,CalCOFI1404OS,4/3/2014,8:36,4/3/2014 8:36,8:00:00,4/3/2014 16:36,,,31.49517,-120.31450,KW,AD,F,7,OV,90,,,,265,11,3,6,9,AD,2,234,258,0.8,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,,,,,,,,,,
SE,CalCOFI1404OS,4/3/2014,8:36,4/3/2014 8:36,8:00:00,4/3/2014 16:36,,,31.49517,-120.31450,KW,AD,F,7,OV,90,,,,265,11,3,6,9,AD,2,234,258,0.8,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,,,,,,,,,,
SB,CalCOFI1404OS,4/3/2014,9:54,4/3/2014 9:54,8:00:00,4/3/2014 17:54,,,31.40283,-120.52767,KW,AD,G,7,PC,60,130,165,SL,265,8,3,5,10,KW,1,228,235,2.5,,,,,,,27,24,38,0,Dd,,,,on,,on,,1,5,,Y,AD,50D,3,13,,,,,Groups of 2-3 continued to show up for over 20 mins.
SE,CalCOFI1404OS,4/3/2014,10:17,4/3/2014 10:17,8:00:00,4/3/2014 18:17,,,31.35033,-120.58933,KW,AD,G,7,PC,70,130,170,M,265,8,3,5,10,KW,1,228,235,2.5,,,,,,,27,24,38,0,Dd,,,,on,,on,,1,5,,Y,AD,50D,3,13,,,,,Groups of 2-3 continued to show up for over 20 mins.
SB,CalCOFI1404OS,4/3/2014,11:27,4/3/2014 11:27,8:00:00,4/3/2014 19:27,,,31.25283,-120.78067,KW,AD,G,7,OV,94,140,230,M,265,8,3,5,11,AD,1,238,330,1.4,,,,,,,40,25,50,ND,Dsp,,,,on,,on,,2,,,,,,,,,,,,
SE,CalCOFI1404OS,4/3/2014,11:27,4/3/2014 11:27,8:00:00,4/3/2014 19:27,,,31.25283,-120.78067,KW,AD,G,7,OV,94,140,230,M,265,8,3,5,11,AD,1,238,330,1.4,,,,,,,40,25,50,ND,Dsp,,,,on,,on,,2,,,,,,,,,,,,
SB,CalCOFI1404OS,4/3/2014,11:47,4/3/2014 11:47,8:00:00,4/3/2014 19:47,,,31.22817,-120.83150,KW,AD,G,7,OV,98,150,235,M,265,8,3,5,12,AD,1,234,269,,250,,,,,,25,20,35,0,Dd,,,,on,,on,,5,8,,Y,AD,50D,14,33,,,,,
SE,CalCOFI1404OS,4/3/2014,11:47,4/3/2014 11:47,8:00:00,4/3/2014 19:47,,,31.22817,-120.83150,KW,AD,G,7,OV,98,150,235,M,265,8,3,5,12,AD,1,234,269,,250,,,,,,25,20,35,0,Dd,,,,on,,on,,5,8,,Y,AD,50D,14,33,,,,,
SB,CalCOFI1404OS,4/3/2014,14:50,4/3/2014 14:50,8:00:00,4/3/2014 22:50,,,31.16400,-120.95850,KW,AD,G,7,PC,400,200,280,SE,260,13,3,5,13,AD,3,240,285,,180,,,,,,50,40,60,ND,Dd,,,,on,,on,,5,,,Y,AD,50D,34,42,,,,,
SB,CalCOFI1404OS,4/3/2014,14:50,4/3/2014 14:50,8:00:00,4/3/2014 22:50,,,31.16400,-120.95850,KW,AD,G,7,PC,400,200,280,SE,260,13,3,5,13,AD,3,240,285,,180,,,,,,50,40,60,ND,Dd,,,,on,,on,,5,,,Y,AD,50D,34,42,,,,,
SE,CalCOFI1404OS,4/3/2014,14:50,4/3/2014 14:50,8:00:00,4/3/2014 22:50,,,31.16400,-120.95850,KW,AD,G,7,PC,400,200,280,SE,260,13,3,5,13,AD,3,240,285,,180,,,,,,50,40,60,ND,Dd,,,,on,,on,,5,,,Y,AD,50D,34,42,,,,,
SB,CalCOFI1404OS,4/3/2014,17:09,4/3/2014 17:09,8:00:00,4/4/2014 1:09,,,30.98250,-121.31667,KW,AD,G,7,PC,60,230,275,SE,265,14,3,5,14,KW,1,235,190,3,,,,,,,19,15,24,0,Dd,,,,on,,on,,8,5,,Y,AD,50D,43,51,KW,40D,104,122,
