SB,CalCOFI1511OC,10/26/2015,12:11,10/26/2015 12:11,8:00:00,10/26/2015 20:11,,,39.92950,-124.36217,KW,JT,F,5,CL,20,85,120,M,28,6,2,4,7,JT,3,160,195,,60,,,,,,12,10,16,ND,Lo,,,,On,,Off,7,1,,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,12:11,10/26/2015 12:11,8:00:00,10/26/2015 20:11,,,39.92950,-124.36217,KW,JT,F,5,CL,20,85,120,M,28,6,2,4,7,JT,3,160,195,,60,,,,,,12,10,16,ND,Lo,,,,On,,Off,7,1,,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,12:19,10/26/2015 12:19,8:00:00,10/26/2015 20:19,,,39.90783,-124.35150,KW,JT,F,5,CL,80,160,170,SL,28,5,2,4,8,JT,2,165,215,0.5,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,1,,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,12:19,10/26/2015 12:19,8:00:00,10/26/2015 20:19,,,39.90783,-124.35150,KW,JT,F,5,CL,80,160,170,SL,28,5,2,4,8,JT,2,165,215,0.5,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,1,,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,12:25,10/26/2015 12:25,8:00:00,10/26/2015 20:25,,,39.88617,-124.34017,KW,JT,G,5,CL,20,195,205,SL,28,5,2,4,9,KW,3,155,110,3,,,,,,,6,5,7,0,Lo,,,,On,,Off,7,1,,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,12:25,10/26/2015 12:25,8:00:00,10/26/2015 20:25,,,39.88617,-124.34017,KW,JT,G,5,CL,20,195,205,SL,28,5,2,4,9,KW,3,155,110,3,,,,,,,6,5,7,0,Lo,,,,On,,Off,7,1,,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,12:42,10/26/2015 12:42,8:00:00,10/26/2015 20:42,,,39.84067,-124.31817,KW,JT,G,5,CL,20,185,205,SL,27,6,2,4,10,JT,2,160,160,5,,,,,,,1,1,1,0,Mn,,,,On,,Off,7,1,,,Y,KW,40D,644,651,,,,,
SE,CalCOFI1511OC,10/26/2015,12:42,10/26/2015 12:42,8:00:00,10/26/2015 20:42,,,39.84067,-124.31817,KW,JT,G,5,CL,20,185,205,SL,27,6,2,4,10,JT,2,160,160,5,,,,,,,1,1,1,0,Mn,,,,On,,Off,7,1,,,Y,KW,40D,644,651,,,,,
SB,CalCOFI1511OC,10/26/2015,12:54,10/26/2015 12:54,8:00:00,10/26/2015 20:54,,,39.80533,-124.30083,KW,JT,G,5,PC,35,185,205,SL,27,6,2,4,11,JT,2,160,185,0.3,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,1,,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,12:54,10/26/2015 12:54,8:00:00,10/26/2015 20:54,,,39.80533,-124.30083,KW,JT,G,5,PC,35,185,205,SL,27,6,2,4,11,JT,2,160,185,0.3,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,1,,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,13:00,10/26/2015 13:00,8:00:00,10/26/2015 21:00,,,39.78717,-124.29250,KW,JT,G,5,PC,35,190,210,M,27,6,2,4,12,JT,3,160,165,3,,,,,,,1,1,1,0,Mn,,,,On,,Off,7,1,,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,13:00,10/26/2015 13:00,8:00:00,10/26/2015 21:00,,,39.78717,-124.29250,KW,JT,G,5,PC,35,190,210,M,27,6,2,4,12,JT,3,160,165,3,,,,,,,1,1,1,0,Mn,,,,On,,Off,7,1,,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,14:00,10/26/2015 14:00,8:00:00,10/26/2015 22:00,,,39.60600,-124.21150,KW,JT,G,5,PC,35,185,200,SE,255,9,2,4,13,JT,2,150,160,3,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,14:00,10/26/2015 14:00,8:00:00,10/26/2015 22:00,,,39.60600,-124.21150,KW,JT,G,5,PC,35,185,200,SE,255,9,2,4,13,JT,2,150,160,3,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,14:27,10/26/2015 14:27,8:00:00,10/26/2015 22:27,,,39.52617,-124.17617,KW,JT,G,5,PC,60,190,210,SE,255,9,2,4,14,JT,2,160,222,0.3,,,,,,,2,2,3,ND,ULW,,,,On,,Off,7,1,,,,,,,,,,,,Most likely fin whale due to falcate dorsal fin.
SE,CalCOFI1511OC,10/26/2015,14:27,10/26/2015 14:27,8:00:00,10/26/2015 22:27,,,39.52617,-124.17617,KW,JT,G,5,PC,60,190,210,SE,255,9,2,4,14,JT,2,160,222,0.3,,,,,,,2,2,3,ND,ULW,,,,On,,Off,7,1,,,,,,,,,,,,Most likely fin whale due to falcate dorsal fin.
SB,CalCOFI1511OC,10/26/2015,14:43,10/26/2015 14:43,8:00:00,10/26/2015 22:43,,,39.47467,-124.15350,KW,JT,G,5,PC,65,205,230,SE,255,9,2,4,15,KW,1,160,150,3,,,,,,,7,7,8,0,Lo,,,,On,,Off,7,8,1,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,14:43,10/26/2015 14:43,8:00:00,10/26/2015 22:43,,,39.47467,-124.15350,KW,JT,G,5,PC,65,205,230,SE,255,9,2,4,15,KW,1,160,150,3,,,,,,,7,7,8,0,Lo,,,,On,,Off,7,8,1,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,14:48,10/26/2015 14:48,8:00:00,10/26/2015 22:48,,,39.45383,-124.14333,KW,JT,G,5,PC,65,205,230,SE,275,7,2,4,16,JT,3,160,120,0.3,,,0.3,5,140,200,115,90,140,ND,Dd,,,,On,,Off,7,1,8,5,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,14:48,10/26/2015 14:48,8:00:00,10/26/2015 22:48,,,39.45383,-124.14333,KW,JT,G,5,PC,65,205,230,SE,275,7,2,4,16,JT,3,160,120,0.3,,,0.3,5,140,200,115,90,140,ND,Dd,,,,On,,Off,7,1,8,5,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,14:49,10/26/2015 14:49,8:00:00,10/26/2015 22:49,,,39.45383,-124.14333,KW,JT,G,5,PC,65,205,230,SE,275,7,2,4,17,KW,2,160,205,1,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,14:49,10/26/2015 14:49,8:00:00,10/26/2015 22:49,,,39.45383,-124.14333,KW,JT,G,5,PC,65,205,230,SE,275,7,2,4,17,KW,2,160,205,1,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,15:08,10/26/2015 15:08,8:00:00,10/26/2015 23:08,,,39.40833,-124.12117,KW,JT,G,5,PC,65,205,230,SE,275,7,2,4,18,KW,2,160,223,4,,,,,,,1,1,1,0,Mn,,,,On,,Off,7,1,34,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,15:08,10/26/2015 15:08,8:00:00,10/26/2015 23:08,,,39.40833,-124.12117,KW,JT,G,5,PC,65,205,230,SE,275,7,2,4,18,KW,2,160,223,4,,,,,,,1,1,1,0,Mn,,,,On,,Off,7,1,34,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,15:15,10/26/2015 15:15,8:00:00,10/26/2015 23:15,,,39.37950,-124.10583,KW,JT,G,5,OV,80,210,340,SE,275,7,2,4,19,KW,3,160,100,,1126,,,,,,70,60,85,ND,Lb,,,,On,,Off,7,8,1,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,15:15,10/26/2015 15:15,8:00:00,10/26/2015 23:15,,,39.37950,-124.10583,KW,JT,G,5,OV,80,210,340,SE,275,7,2,4,19,KW,3,160,100,,1126,,,,,,70,60,85,ND,Lb,,,,On,,Off,7,8,1,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,15:21,10/26/2015 15:21,8:00:00,10/26/2015 23:21,,,39.36633,-124.09917,KW,JT,G,5,OV,80,220,345,SE,275,7,2,4,20,KW,2,160,190,0.1,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,15:21,10/26/2015 15:21,8:00:00,10/26/2015 23:21,,,39.36633,-124.09917,KW,JT,G,5,OV,80,220,345,SE,275,7,2,4,20,KW,2,160,190,0.1,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,15:31,10/26/2015 15:31,8:00:00,10/26/2015 23:31,,,39.33533,-124.08500,KW,JT,G,5,OV,80,230,250,M,275,7,2,4,21,JT,3,160,170,0.1,,,,,,,15,9,18,ND,UD,,,,On,,Off,7,1,2,8,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,15:31,10/26/2015 15:31,8:00:00,10/26/2015 23:31,,,39.33533,-124.08500,KW,JT,G,5,OV,80,230,250,M,275,7,2,4,21,JT,3,160,170,0.1,,,,,,,15,9,18,ND,UD,,,,On,,Off,7,1,2,8,,,,,,,,,,
SB,CalCOFI1511OC,10/26/2015,16:00,10/26/2015 16:00,8:00:00,10/27/2015 0:00,,,39.24950,-124.05333,KW,JT,G,5,OV,80,225,240,SL,275,7,2,4,22,KW,3,160,210,,80,,,,,,20,18,23,ND,Dd,,,,On,,Off,7,5,1,,,,,,,,,,,
SE,CalCOFI1511OC,10/26/2015,16:00,10/26/2015 16:00,8:00:00,10/27/2015 0:00,,,39.24950,-124.05333,KW,JT,G,5,OV,80,225,240,SL,275,7,2,4,22,KW,3,160,210,,80,,,,,,20,18,23,ND,Dd,,,,On,,Off,7,5,1,,,,,,,,,,,
SB,CalCOFI1511OC,10/27/2015,7:40,10/27/2015 7:40,8:00:00,10/27/2015 15:40,,,36.71583,-122.62300,JT,KW,G,6,OV,90,0,0,0,306,6,3,4,23,KW,2,245,290,1.5,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SE,CalCOFI1511OC,10/27/2015,7:40,10/27/2015 7:40,8:00:00,10/27/2015 15:40,,,36.71583,-122.62300,JT,KW,G,6,OV,90,0,0,0,306,6,3,4,23,KW,2,245,290,1.5,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SB,CalCOFI1511OC,10/27/2015,10:11,10/27/2015 10:11,8:00:00,10/27/2015 18:11,,,36.46867,-122.40717,JT,KW,F,6,OV,80,150,185,SE,306,14,4,4,24,JT,2,160,200,3,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SE,CalCOFI1511OC,10/27/2015,10:11,10/27/2015 10:11,8:00:00,10/27/2015 18:11,,,36.46867,-122.40717,JT,KW,F,6,OV,80,150,185,SE,306,14,4,4,24,JT,2,160,200,3,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SB,CalCOFI1511OC,10/27/2015,10:11,10/27/2015 10:11,8:00:00,10/27/2015 18:11,,,36.46867,-122.40717,JT,KW,F,6,OV,80,150,185,SE,306,14,4,4,25,JT,2,160,185,0.5,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SE,CalCOFI1511OC,10/27/2015,10:11,10/27/2015 10:11,8:00:00,10/27/2015 18:11,,,36.46867,-122.40717,JT,KW,F,6,OV,80,150,185,SE,306,14,4,4,25,JT,2,160,185,0.5,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,,,,,,,,,,,,,
SB,CalCOFI1511OC,10/27/2015,14:56,10/27/2015 14:56,8:00:00,10/27/2015 22:56,,,35.70433,-121.84900,JT,KW,F,6,OV,100,0,0,0,281,14,4,3,26,JT,3,150,100,2.4,,,,,,,65,60,80,ND,Dd,,,,On,,Off,7,8,1,5,,,,,,,,,,
SE,CalCOFI1511OC,10/27/2015,14:56,10/27/2015 14:56,8:00:00,10/27/2015 22:56,,,35.70433,-121.84900,JT,KW,F,6,OV,100,0,0,0,281,14,4,3,26,JT,3,150,100,2.4,,,,,,,65,60,80,ND,Dd,,,,On,,Off,7,8,1,5,,,,,,,,,,
SB,CalCOFI1511OC,10/28/2015,9:53,10/28/2015 9:53,8:00:00,10/28/2015 17:53,,,33.67500,-118.49017,KW,JT,G,6,OV,100,140,165,SL,242,7,2,1,27,KW,1,120,85,0.2,,,,,,,235,220,250,ND,DSP,,,,On,,Off,7,8,1,,,,,,,,,,,
SE,CalCOFI1511OC,10/28/2015,9:53,10/28/2015 9:53,8:00:00,10/28/2015 17:53,,,33.67500,-118.49017,KW,JT,G,6,OV,100,140,165,SL,242,7,2,1,27,KW,1,120,85,0.2,,,,,,,235,220,250,ND,DSP,,,,On,,Off,7,8,1,,,,,,,,,,,
SB,CalCOFI1511OC,10/28/2015,16:04,10/28/2015 16:04,8:00:00,10/29/2015 0:04,,,33.26317,-117.48177,KW,JT,G,6,OV,80,0,0,0,203,5,1,1,28,KW,3,140,100,2.5,,,,,,,10,9,12,ND,Lo,,,,On,,Off,7,1,4,"8,5",,,,,,,,,,No array (near shore).
SE,CalCOFI1511OC,10/28/2015,16:04,10/28/2015 16:04,8:00:00,10/29/2015 0:04,,,33.26317,-117.48177,KW,JT,G,6,OV,80,0,0,0,203,5,1,1,28,KW,3,140,100,2.5,,,,,,,10,9,12,ND,Lo,,,,On,,Off,7,1,4,"8,5",,,,,,,,,,No array (near shore).
SB,CalCOFI1511OC,11/2/2015,10:44,11/2/2015 10:44,8:00:00,11/2/2015 18:44,,,32.95978,-118.87479,JT,KW,P,5,OV,90,0,0,0,284,21,4,4,29,JT,2,55,40,0.3,,,,,,,1,1,2,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SE,CalCOFI1511OC,11/2/2015,10:44,11/2/2015 10:44,8:00:00,11/2/2015 18:44,,,32.95978,-118.87479,JT,KW,P,5,OV,90,0,0,0,284,21,4,4,29,JT,2,55,40,0.3,,,,,,,1,1,2,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI1511OC,11/3/2015,11:24,11/3/2015 11:24,8:00:00,11/3/2015 19:24,,,33.84833,-118.57600,KW,JT,P,6,CL,15,170,220,SE,280,18,4,4,30,KW,2,235,200,0.5,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SE,CalCOFI1511OC,11/3/2015,11:24,11/3/2015 11:24,8:00:00,11/3/2015 19:24,,,33.84833,-118.57600,KW,JT,P,6,CL,15,170,220,SE,280,18,4,4,30,KW,2,235,200,0.5,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI1511OC,11/3/2015,15:15,11/3/2015 15:15,8:00:00,11/3/2015 23:15,,,33.70917,-118.86417,KW,JT,P,5,CL,10,200,250,SE,294,23,5,7,31,KW,2,240,280,0.5,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SE,CalCOFI1511OC,11/3/2015,15:15,11/3/2015 15:15,8:00:00,11/3/2015 23:15,,,33.70917,-118.86417,KW,JT,P,5,CL,10,200,250,SE,294,23,5,7,31,KW,2,240,280,0.5,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI1511OC,11/4/2015,8:03,11/4/2015 8:03,8:00:00,11/4/2015 16:03,,,34.33067,-119.71500,JT,KW,G,6,CL,10,90,130,SE,256,8,3,3,32,KW,3,130,185,0.2,,,,,,,1,1,2,0,Mn,,,,On,,Off,1,8,,,,,,,,,,,,
SE,CalCOFI1511OC,11/4/2015,8:03,11/4/2015 8:03,8:00:00,11/4/2015 16:03,,,34.33067,-119.71500,JT,KW,G,6,CL,10,90,130,SE,256,8,3,3,32,KW,3,130,185,0.2,,,,,,,1,1,2,0,Mn,,,,On,,Off,1,8,,,,,,,,,,,,
SB,CalCOFI1511OC,11/4/2015,8:07,11/4/2015 8:07,8:00:00,11/4/2015 16:07,,,34.32367,-119.70533,JT,KW,F,6,CL,5,90,150,SE,256,12,3,3,33,KW,2,140,160,0.4,,,,,,,1,1,1,0,ULW,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CalCOFI1511OC,11/4/2015,8:07,11/4/2015 8:07,8:00:00,11/4/2015 16:07,,,34.32367,-119.70533,JT,KW,F,6,CL,5,90,150,SE,256,12,3,3,33,KW,2,140,160,0.4,,,,,,,1,1,1,0,ULW,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CalCOFI1511OC,11/4/2015,8:20,11/4/2015 8:20,8:00:00,11/4/2015 16:20,,,34.29633,-119.66733,JT,KW,F,6,CL,5,90,150,SE,256,12,3,3,34,JT,2,140,190,0.7,,,,,,,2,2,2,0,Mn,,,,On,,Off,1,1,34,,,,,,,,,,,
SE,CalCOFI1511OC,11/4/2015,8:20,11/4/2015 8:20,8:00:00,11/4/2015 16:20,,,34.29633,-119.66733,JT,KW,F,6,CL,5,90,150,SE,256,12,3,3,34,JT,2,140,190,0.7,,,,,,,2,2,2,0,Mn,,,,On,,Off,1,1,34,,,,,,,,,,,
SB,CalCOFI1511OC,11/4/2015,8:29,11/4/2015 8:29,8:00:00,11/4/2015 16:29,,,34.28184,-119.64857,JT,KW,P,6,CL,5,90,150,SE,256,16,4,3,35,KW,3,140,200,,10,,,,,,8,8,12,0,Dc,,,,On,,Off,1,5,1,,,,,,,,,,,
SE,CalCOFI1511OC,11/4/2015,8:29,11/4/2015 8:29,8:00:00,11/4/2015 16:29,,,34.28184,-119.64857,JT,KW,P,6,CL,5,90,150,SE,256,16,4,3,35,KW,3,140,200,,10,,,,,,8,8,12,0,Dc,,,,On,,Off,1,5,1,,,,,,,,,,,
SB,CalCOFI1511OC,11/4/2015,14:45,11/4/2015 14:45,8:00:00,11/4/2015 22:45,,,34.24050,-119.67267,JT,KW,P,5,HZ,10,170,270,SE,260,25,5,6,36,KW,2,280,240,2.7,,,,,,,2,2,3,0,Mn,,,,On,,Off,1,34,,,,,,,,,,,,
SE,CalCOFI1511OC,11/4/2015,14:45,11/4/2015 14:45,8:00:00,11/4/2015 22:45,,,34.24050,-119.67267,JT,KW,P,5,HZ,10,170,270,SE,260,25,5,6,36,KW,2,280,240,2.7,,,,,,,2,2,3,0,Mn,,,,On,,Off,1,34,,,,,,,,,,,,
SB,CalCOFI1511OC,11/4/2015,14:59,11/4/2015 14:59,8:00:00,11/4/2015 22:59,,,34.24200,-119.68917,JT,KW,P,5,HZ,10,170,270,SE,260,25,5,6,37,JT,3,280,255,,25,,,,,,10,8,12,ND,DSP,,,,On,,Off,1,8,5,,,,,,,,,,,
SE,CalCOFI1511OC,11/4/2015,14:59,11/4/2015 14:59,8:00:00,11/4/2015 22:59,,,34.24200,-119.68917,JT,KW,P,5,HZ,10,170,270,SE,260,25,5,6,37,JT,3,280,255,,25,,,,,,10,8,12,ND,DSP,,,,On,,Off,1,8,5,,,,,,,,,,,
SH,CalCOFI1511OC,11/5/2015,8:19,11/5/2015 8:19,8:00:00,11/5/2015 16:19,,,34.43383,-120.60333,KW,JT,G,6,CL,0,100,160,SE,260,6,2,3,SH1,KW,,240,180,0.2,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Large cargo ship.
SB,CalCOFI1511OC,11/5/2015,8:46,11/5/2015 8:46,8:00:00,11/5/2015 16:46,,,34.38783,-120.71000,KW,JT,G,6,CL,0,100,180,SE,260,8,3,3,38,JT,2,185,250,4,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,Ship heading changing to go around other ship.
SE,CalCOFI1511OC,11/5/2015,8:46,11/5/2015 8:46,8:00:00,11/5/2015 16:46,,,34.38783,-120.71000,KW,JT,G,6,CL,0,100,180,SE,260,8,3,3,38,JT,2,185,250,4,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,Ship heading changing to go around other ship.
SB,CalCOFI1511OC,11/5/2015,11:59,11/5/2015 11:59,8:00:00,11/5/2015 19:59,,,34.32267,-120.82400,KW,JT,G,6,CL,0,140,220,SE,330,7,3,4,39,KW,2,240,230,5,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,"Array deployed. Leaving 80/55, going to 80/60."
SE,CalCOFI1511OC,11/5/2015,11:59,11/5/2015 11:59,8:00:00,11/5/2015 19:59,,,34.32267,-120.82400,KW,JT,G,6,CL,0,140,220,SE,330,7,3,4,39,KW,2,240,230,5,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,"Array deployed. Leaving 80/55, going to 80/60."
SB,CalCOFI1511OC,11/5/2015,12:08,11/5/2015 12:08,8:00:00,11/5/2015 20:08,,,34.31183,-120.80750,KW,JT,G,6,CL,0,140,220,SE,330,7,3,4,40,KW,2,120,80,0.5,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SE,CalCOFI1511OC,11/5/2015,12:08,11/5/2015 12:08,8:00:00,11/5/2015 20:08,,,34.31183,-120.80750,KW,JT,G,6,CL,0,140,220,SE,330,7,3,4,40,KW,2,120,80,0.5,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI1511OC,11/5/2015,13:09,11/5/2015 13:09,8:00:00,11/5/2015 21:09,,,34.21867,-120.97717,KW,JT,G,6,CL,0,140,220,SE,330,7,3,4,41,JT,1,240,265,4,,,,,,,70,50,90,2,Dd,,,,On,,On,,8,5,2,y,JT,60D,16,58,KW,40D,665,706,
SE,CalCOFI1511OC,11/5/2015,13:09,11/5/2015 13:09,8:00:00,11/5/2015 21:09,,,34.21867,-120.97717,KW,JT,G,6,CL,0,140,220,SE,330,7,3,4,41,JT,1,240,265,4,,,,,,,70,50,90,2,Dd,,,,On,,On,,8,5,2,y,JT,60D,16,58,KW,40D,665,706,
SH,CalCOFI1511OC,11/7/2015,13:06,11/7/2015 13:06,8:00:00,11/7/2015 21:06,,,34.32050,-122.38750,KW,JT,P,6,CL,20,120,180,SL,357,22,5,5,SH2,KW,,60,0,0.1,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Large cargo ship.
SH,CalCOFI1511OC,11/7/2015,16:43,11/7/2015 16:43,8:00:00,11/8/2015 0:43,,,34.47000,-122.09600,KW,JT,P,6,PC,35,0,0,0,350,20,5,5,SH3,JT,,65,100,0.4,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Large tanker.
SB,CalCOFI1511OC,11/8/2015,7:05,11/8/2015 7:05,8:00:00,11/8/2015 15:05,,,35.10959,-120.80486,JT,KW,F,6,CL,20,120,170,M,107,10,3,4,42,KW,2,160,120,2,,,,,,,1,1,1,0,Mn,,,,On,,Off,1,1,34,,,,,,,,,,,"Begin day. Two buoys deployed at 77/49. Leaving 77/49, going to 83/51. Off-transect, non-standard coastal."
SE,CalCOFI1511OC,11/8/2015,7:05,11/8/2015 7:05,8:00:00,11/8/2015 15:05,,,35.10959,-120.80486,JT,KW,F,6,CL,20,120,170,M,107,10,3,4,42,KW,2,160,120,2,,,,,,,1,1,1,0,Mn,,,,On,,Off,1,1,34,,,,,,,,,,,"Begin day. Two buoys deployed at 77/49. Leaving 77/49, going to 83/51. Off-transect, non-standard coastal."
SB,CalCOFI1511OC,11/8/2015,7:11,11/8/2015 7:11,8:00:00,11/8/2015 15:11,,,35.10840,-120.80847,JT,KW,F,6,CL,20,120,170,SE,107,10,3,4,43,KW,1,170,210,3,,,,,,,30,25,40,ND,UD,,,,On,,Off,1,2,,,,,,,,,,,,
SE,CalCOFI1511OC,11/8/2015,7:11,11/8/2015 7:11,8:00:00,11/8/2015 15:11,,,35.10840,-120.80847,JT,KW,F,6,CL,20,120,170,SE,107,10,3,4,43,KW,1,170,210,3,,,,,,,30,25,40,ND,UD,,,,On,,Off,1,2,,,,,,,,,,,,
SB,CalCOFI1511OC,11/8/2015,7:20,11/8/2015 7:20,8:00:00,11/8/2015 15:20,,,35.08206,-120.80043,JT,KW,F,6,CL,10,120,170,SE,107,10,3,4,44,KW,1,170,230,4,,,,,,,15,15,20,ND,DSP,,,,On,,Off,1,2,,,,,,,,,,,,
