SE,CalCOFI1501NH,1/15/2015,14:25,1/15/2015 14:25,8:00,1/15/2015 22:25,,,32.99217,-117.32183,KW,KR,G,7,CL,0,200,250,SE,320,5,3,2,5,KW,2,240,245,1,,,,,,,1,1,1,0,Er,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CalCOFI1501NH,1/15/2015,14:38,1/15/2015 14:38,8:00,1/15/2015 22:38,,,33.00000,-117.32750,KW,KR,G,7,CL,0,200,250,SE,320,5,3,2,6,KR,3,330,10,,0.8,,,,,,78,50,100,ND,Dsp,,,,On,,Off,1,1,,,,KR,40D,1,42,,,,,
SE,CalCOFI1501NH,1/15/2015,14:38,1/15/2015 14:38,8:00,1/15/2015 22:38,,,33.00000,-117.32750,KW,KR,G,7,CL,0,200,250,SE,320,5,3,2,6,KR,3,330,10,,0.8,,,,,,78,50,100,ND,Dsp,,,,On,,Off,1,1,,,,KR,40D,1,42,,,,,
SB,CalCOFI1501NH,1/15/2015,14:58,1/15/2015 14:58,8:00,1/15/2015 22:58,,,33.05450,-117.35650,KW,KR,G,7,CL,0,210,360,SE,320,12,4,2,7,KR,3,330,10,,30,,,,,,10,9,14,0,Dsp,,,,On,,Off,1,5,,,,KR,40D,45,56,,,,,
SE,CalCOFI1501NH,1/15/2015,14:58,1/15/2015 14:58,8:00,1/15/2015 22:58,,,33.05450,-117.35650,KW,KR,G,7,CL,0,210,360,SE,320,12,4,2,7,KR,3,330,10,,30,,,,,,10,9,14,0,Dsp,,,,On,,Off,1,5,,,,KR,40D,45,56,,,,,
SB,CalCOFI1501NH,1/15/2015,15:19,1/15/2015 15:19,8:00,1/15/2015 23:19,,,33.10267,-117.38333,KW,KR,G,7,CL,0,210,360,SE,320,12,4,2,8,KW,1,330,300,,270,,,,,,2,2,2,0,Dc,,,,On,,Off,1,"5, 1",,,,,,,,,,,,
SE,CalCOFI1501NH,1/15/2015,15:19,1/15/2015 15:19,8:00,1/15/2015 23:19,,,33.10267,-117.38333,KW,KR,G,7,CL,0,210,360,SE,320,12,4,2,8,KW,1,330,300,,270,,,,,,2,2,2,0,Dc,,,,On,,Off,1,"5, 1",,,,,,,,,,,,
SB,CalCOFI1501NH,1/15/2015,15:26,1/15/2015 15:26,8:00,1/15/2015 23:26,,,33.12033,-117.38400,KW,KR,G,7,CL,0,220,270,SE,320,12,4,2,9,KW,2,340,260,0.2,,,,,,,1,1,1,0,ULW,,,,On,,Off,1,1,,,,,,,,,,,,"hump or gray, spilt V blow"
SE,CalCOFI1501NH,1/15/2015,15:26,1/15/2015 15:26,8:00,1/15/2015 23:26,,,33.12033,-117.38400,KW,KR,G,7,CL,0,220,270,SE,320,12,4,2,9,KW,2,340,260,0.2,,,,,,,1,1,1,0,ULW,,,,On,,Off,1,1,,,,,,,,,,,,"hump or gray, spilt V blow"
SB,CalCOFI1501NH,1/15/2015,15:37,1/15/2015 15:37,8:00,1/15/2015 23:37,,,33.13383,-117.40183,KW,KR,G,7,CL,0,220,260,SE,326,12,4,2,10,KR,2,340,340,1.2,,,,,,,2,2,2,1,Er,,,,On,,Off,1,1,,,,KW,50D,24,54,,,,,appeared to be newborn
SE,CalCOFI1501NH,1/15/2015,15:37,1/15/2015 15:37,8:00,1/15/2015 23:37,,,33.13383,-117.40183,KW,KR,G,7,CL,0,220,260,SE,326,12,4,2,10,KR,2,340,340,1.2,,,,,,,2,2,2,1,Er,,,,On,,Off,1,1,,,,KW,50D,24,54,,,,,appeared to be newborn
SB,CalCOFI1501NH,1/15/2015,15:44,1/15/2015 15:44,8:00,1/15/2015 23:44,,,33.16483,-117.41800,KW,KR,G,7,CL,0,220,260,SE,320,7,3,2,11,KW,2,340,300,1,,,,,,,1,1,1,0,Er,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CalCOFI1501NH,1/15/2015,15:44,1/15/2015 15:44,8:00,1/15/2015 23:44,,,33.16483,-117.41800,KW,KR,G,7,CL,0,220,260,SE,320,7,3,2,11,KW,2,340,300,1,,,,,,,1,1,1,0,Er,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CalCOFI1501NH,1/15/2015,15:44,1/15/2015 15:44,8:00,1/15/2015 23:44,,,33.16483,-117.41800,KW,KR,G,7,CL,0,220,260,SE,320,7,3,2,12,KW,1,340,270,4.2,,,,,,,4,4,8,ND,Dsp,,,,On,,Off,1,"8, 5",,,,,,,,,,,,
SE,CalCOFI1501NH,1/15/2015,15:44,1/15/2015 15:44,8:00,1/15/2015 23:44,,,33.16483,-117.41800,KW,KR,G,7,CL,0,220,260,SE,320,7,3,2,12,KW,1,340,270,4.2,,,,,,,4,4,8,ND,Dsp,,,,On,,Off,1,"8, 5",,,,,,,,,,,,
SB,CalCOFI1501NH,1/15/2015,15:48,1/15/2015 15:48,8:00,1/15/2015 23:48,,,33.17467,-117.42283,KW,KR,G,7,CL,0,220,260,SE,320,7,3,2,13,KW,2,340,285,2,,,,,,,1,1,1,0,Er,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CalCOFI1501NH,1/15/2015,15:48,1/15/2015 15:48,8:00,1/15/2015 23:48,,,33.17467,-117.42283,KW,KR,G,7,CL,0,220,260,SE,320,7,3,2,13,KW,2,340,285,2,,,,,,,1,1,1,0,Er,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CalCOFI1501NH,1/15/2015,15:55,1/15/2015 15:55,8:00,1/15/2015 23:55,,,33.19217,-117.43217,KW,KR,G,7,CL,0,220,260,SE,320,7,3,2,14,KW,3,340,310,0.4,,,,,,,4,4,5,ND,Er,,,,On,,Off,1,"1, 9, 34",,,,,,,,,,,,
SE,CalCOFI1501NH,1/15/2015,15:55,1/15/2015 15:55,8:00,1/15/2015 23:55,,,33.19217,-117.43217,KW,KR,G,7,CL,0,220,260,SE,320,7,3,2,14,KW,3,340,310,0.4,,,,,,,4,4,5,ND,Er,,,,On,,Off,1,"1, 9, 34",,,,,,,,,,,,
SB,CalCOFI1501NH,1/15/2015,16:05,1/15/2015 16:05,8:00,1/16/2015 0:05,,,33.21467,-117.44533,KW,KR,G,7,CL,0,230,270,SE,320,7,3,2,15,KW,3,340,280,0.3,,,,,,,2,2,2,nd,Er,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CalCOFI1501NH,1/15/2015,16:05,1/15/2015 16:05,8:00,1/16/2015 0:05,,,33.21467,-117.44533,KW,KR,G,7,CL,0,230,270,SE,320,7,3,2,15,KW,3,340,280,0.3,,,,,,,2,2,2,nd,Er,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CalCOFI1501NH,1/15/2015,16:11,1/15/2015 16:11,8:00,1/16/2015 0:11,,,33.22883,-117.45333,KW,KR,G,7,CL,0,230,270,SE,320,7,3,2,16,KW,3,340,285,0.2,,,,,,,2,2,2,0,Er,,,,On,,Off,1,34,,,,,,,,,,,,
SE,CalCOFI1501NH,1/15/2015,16:11,1/15/2015 16:11,8:00,1/16/2015 0:11,,,33.22883,-117.45333,KW,KR,G,7,CL,0,230,270,SE,320,7,3,2,16,KW,3,340,285,0.2,,,,,,,2,2,2,0,Er,,,,On,,Off,1,34,,,,,,,,,,,,
SB,CalCOFI1501NH,1/15/2015,16:14,1/15/2015 16:14,8:00,1/16/2015 0:14,,,33.23550,-117.45717,KW,KR,G,7,CL,0,230,270,SE,320,7,3,2,17,KW,3,340,260,0.1,,,,,,,2,2,2,ND,ULW,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CalCOFI1501NH,1/15/2015,16:14,1/15/2015 16:14,8:00,1/16/2015 0:14,,,33.23550,-117.45717,KW,KR,G,7,CL,0,230,270,SE,320,7,3,2,17,KW,3,340,260,0.1,,,,,,,2,2,2,ND,ULW,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CalCOFI1501NH,1/15/2015,16:18,1/15/2015 16:18,8:00,1/16/2015 0:18,,,33.24350,-117.46183,KW,KR,G,7,CL,0,230,270,SE,320,7,3,2,18,KW,1,340,276,0.5,,,,,,,15,15,30,ND,UD,,,,On,,Off,1,"1, 8",,,,,,,,,,,,
SE,CalCOFI1501NH,1/15/2015,16:18,1/15/2015 16:18,8:00,1/16/2015 0:18,,,33.24350,-117.46183,KW,KR,G,7,CL,0,230,270,SE,320,7,3,2,18,KW,1,340,276,0.5,,,,,,,15,15,30,ND,UD,,,,On,,Off,1,"1, 8",,,,,,,,,,,,
SH,CalCOFI1501NH,1/16/2015,7:33,1/16/2015 7:33,8:00,1/16/2015 15:33,,,32.88317,-117.45900,KR,KW,G,7,CL,0,0,0,0,320,6,2,2,SH2,,,335,255,0.2,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,large military warship
SH,CalCOFI1501NH,1/16/2015,12:00,1/16/2015 12:00,8:00,1/16/2015 20:00,,,32.70917,-117.81500,KR,KR,G,7,CL,20,150,205,SE,300,10,3,2,SH3,,,243,200,0.1,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,"traveling from left to right, medium size coast guard vessel."
SB,CalCOFI1501NH,1/16/2015,12:06,1/16/2015 12:06,8:00,1/16/2015 20:06,,,32.70167,-117.83083,KR,KR,G,7,CL,20,150,205,SE,300,10,3,2,19,KR,2,243,150,1,,,,,,,1,1,1,ND,ULW,,,,Off,6,On,,1,,,,,,,,,,,,possible blue whale
SE,CalCOFI1501NH,1/16/2015,12:06,1/16/2015 12:06,8:00,1/16/2015 20:06,,,32.70167,-117.83083,KR,KR,G,7,CL,20,150,205,SE,300,10,3,2,19,KR,2,243,150,1,,,,,,,1,1,1,ND,ULW,,,,Off,6,On,,1,,,,,,,,,,,,possible blue whale
SH,CalCOFI1501NH,1/16/2015,14:32,1/16/2015 14:32,8:00,1/16/2015 22:32,,,32.66083,-117.91267,KR,KW,G,7,PC,50,200,230,SE,310,5,2,2,SH4,,,245,155,0,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,heard on deck firing of ship's gun
SB,CalCOFI1501NH,1/16/2015,14:46,1/16/2015 14:46,8:00,1/16/2015 22:46,,,32.64150,-117.95217,KR,KW,G,7,PC,50,200,230,SE,310,5,2,2,20,KR,1,243,145,0.2,,,,,,,135,90,170,ND,UD,,,,On,,On,,"2, 8",,,,,,,,,,,,
SE,CalCOFI1501NH,1/16/2015,14:46,1/16/2015 14:46,8:00,1/16/2015 22:46,,,32.64150,-117.95217,KR,KW,G,7,PC,50,200,230,SE,310,5,2,2,20,KR,1,243,145,0.2,,,,,,,135,90,170,ND,UD,,,,On,,On,,"2, 8",,,,,,,,,,,,
SB,CalCOFI1501NH,1/16/2015,14:58,1/16/2015 14:58,8:00,1/16/2015 22:58,,,32.62467,-117.98617,KR,KW,G,7,PC,50,200,230,SE,310,5,2,2,21,KW,2,243,250,0.2,,,,,,,2,2,3,ND,ULW,,,,On,,On,,1,,,,KW,50D,105,122,,,,,
SE,CalCOFI1501NH,1/16/2015,14:58,1/16/2015 14:58,8:00,1/16/2015 22:58,,,32.62467,-117.98617,KR,KW,G,7,PC,50,200,230,SE,310,5,2,2,21,KW,2,243,250,0.2,,,,,,,2,2,3,ND,ULW,,,,On,,On,,1,,,,KW,50D,105,122,,,,,
SB,CalCOFI1501NH,1/16/2015,15:05,1/16/2015 15:05,8:00,1/16/2015 23:05,,,32.61433,-118.00717,KR,KW,G,7,PC,50,200,230,SE,310,5,2,2,22,KR,2,243,210,0.5,,,,,,,3,2,3,ND,ULW,,,,On,,On,,1,,,,KR,40D,60,67,,,,,most likely humpback whales
SE,CalCOFI1501NH,1/16/2015,15:05,1/16/2015 15:05,8:00,1/16/2015 23:05,,,32.61433,-118.00717,KR,KW,G,7,PC,50,200,230,SE,310,5,2,2,22,KR,2,243,210,0.5,,,,,,,3,2,3,ND,ULW,,,,On,,On,,1,,,,KR,40D,60,67,,,,,most likely humpback whales
SB,CalCOFI1501NH,1/16/2015,15:29,1/16/2015 15:29,8:00,1/16/2015 23:29,,,32.58100,-118.07417,KR,KW,G,7,PC,70,220,240,SE,310,5,3,2,23,KR,2,243,220,0.5,,,,,,,1,1,1,ND,ULW,,,,On,,On,,34,,,,,,,,,,,,most like blue whale
SE,CalCOFI1501NH,1/16/2015,15:29,1/16/2015 15:29,8:00,1/16/2015 23:29,,,32.58100,-118.07417,KR,KW,G,7,PC,70,220,240,SE,310,5,3,2,23,KR,2,243,220,0.5,,,,,,,1,1,1,ND,ULW,,,,On,,On,,34,,,,,,,,,,,,most like blue whale
SB,CalCOFI1501NH,1/16/2015,16:07,1/16/2015 16:07,8:00,1/17/2015 0:07,,,32.52467,-118.18917,KR,KR,G,7,PC,70,230,240,M,280,8,3,3,24,KR,2,243,320,0.1,,,,,,,1,1,1,ND,ULW,,,,Off,6,On,,0,,,,,,,,,,,,
SE,CalCOFI1501NH,1/16/2015,16:07,1/16/2015 16:07,8:00,1/17/2015 0:07,,,32.52467,-118.18917,KR,KR,G,7,PC,70,230,240,M,280,8,3,3,24,KR,2,243,320,0.1,,,,,,,1,1,1,ND,ULW,,,,Off,6,On,,0,,,,,,,,,,,,
SB,CalCOFI1501NH,1/17/2015,8:02,1/17/2015 8:02,8:00,1/17/2015 16:02,,,31.86700,-119.53017,KR,KR,F,6,PC,80,0,0,0,290,3,2,5,25,KR,1,240,200,1,,,,,,,1,1,3,0,Dsp,,,,Off,6,On,,"2, 8",,,,KR,50D,124,134,,,,,
SE,CalCOFI1501NH,1/17/2015,8:02,1/17/2015 8:02,8:00,1/17/2015 16:02,,,31.86700,-119.53017,KR,KR,F,6,PC,80,0,0,0,290,3,2,5,25,KR,1,240,200,1,,,,,,,1,1,3,0,Dsp,,,,Off,6,On,,"2, 8",,,,KR,50D,124,134,,,,,
SB,CalCOFI1501NH,1/17/2015,10:39,1/17/2015 10:39,8:00,1/17/2015 18:39,,,31.84367,-119.59417,KW,KR,G,7,PC,40,130,180,M,305,5,3,5,26,KW,1,242,205,0.2,,,,,,,110,90,160,ND,Dsp,,,,On,,On,,"2, 8",,,,,,,,,,,,
SE,CalCOFI1501NH,1/17/2015,11:00,1/17/2015 11:00,8:00,1/17/2015 19:00,,,31.80317,-119.65167,KW,KR,G,6,PC,70,160,190,SE,305,5,3,5,26,KW,1,245,205,0.2,,,0.2,1,,,110,90,160,ND,Dsp,,,,On,,On,,"2, 8, 1",,,,,,,,,,,,"dolphins for 30 minutes, spread wide"
SB,CalCOFI1501NH,1/17/2015,11:20,1/17/2015 11:20,8:00,1/17/2015 19:20,,,31.77583,-119.70400,KW,KR,G,6,PC,70,160,190,SE,305,5,3,5,27,KW,1,245,240,0.5,,,,,,,2,2,3,0,ZiCa,,,,On,,On,,"1, 9",,,,,,,,,,,,
SE,CalCOFI1501NH,1/17/2015,11:20,1/17/2015 11:20,8:00,1/17/2015 19:20,,,31.77583,-119.70400,KW,KR,G,6,PC,70,160,190,SE,305,5,3,5,27,KW,1,245,240,0.5,,,,,,,2,2,3,0,ZiCa,,,,On,,On,,"1, 9",,,,,,,,,,,,
SB,CalCOFI1501NH,1/17/2015,12:01,1/17/2015 12:01,8:00,1/17/2015 20:01,,,31.72450,-119.81733,KW,KR,G,7,PC,50,160,210,SE,305,5,3,5,28,KW,3,245,160,,20,,,,,,1,1,1,0,UD,,,,On,,On,,"5, 8",,,,,,,,,,,,most likely common dolphin
SE,CalCOFI1501NH,1/17/2015,12:01,1/17/2015 12:01,8:00,1/17/2015 20:01,,,31.72450,-119.81733,KW,KR,G,7,PC,50,160,210,SE,305,5,3,5,28,KW,3,245,160,,20,,,,,,1,1,1,0,UD,,,,On,,On,,"5, 8",,,,,,,,,,,,most likely common dolphin
SB,CalCOFI1501NH,1/17/2015,13:59,1/17/2015 13:59,8:00,1/17/2015 21:59,,,31.55967,-120.14933,KW,KR,G,7,CL,10,180,240,SE,290,11,4,5,29,KW,3,245,230,,60,,,,,,41,37,55,0,Dd,,,,On,,On,,"5, 8",,,,KR,40D,68,271,KW,50D,141,163,
SE,CalCOFI1501NH,1/17/2015,14:15,1/17/2015 14:15,8:00,1/17/2015 22:15,,,31.53733,-120.19583,KW,KR,G,7,CL,10,180,240,SE,290,11,4,5,29,KW,3,245,230,,60,,,,,,41,37,55,0,Dd,,,,On,,On,,"5, 8",,,,,,,,,,,,KW left to help retrieve array
SB,CalCOFI1501NH,1/19/2015,11:25,1/19/2015 11:25,8:00,1/19/2015 19:25,,,30.87317,-123.09267,KW,KR,P,7,OV,100,0,0,0,20,18,5,6,30,KW,1,60,0,,20,,,,,,43,35,58,0,Dd,,,,On,,On,,"2, 5, 8",,,,KW,50D,172,213,,,,,
SE,CalCOFI1501NH,1/19/2015,11:25,1/19/2015 11:25,8:00,1/19/2015 19:25,,,30.87317,-123.09267,KW,KR,P,7,OV,100,0,0,0,20,18,5,6,30,KW,1,60,0,,20,,,,,,43,35,58,0,Dd,,,,On,,On,,"2, 5, 8",,,,KW,50D,172,213,,,,,
SB,CalCOFI1501NH,1/20/2015,13:14,1/20/2015 13:14,8:00,1/20/2015 21:14,,,32.22033,-120.37783,KR,KW,P,6,PC,60,0,0,0,340,20,5,6,31,KR,3,60,10,,35,,,,,,98,72,125,0,Dd,,,,On,,On,,"2, 5, 8",,,,KR,40D,276,348,KW ,50D,214,274,45 minutes of dolphins coming in groups of 4-10 individuals
SE,CalCOFI1501NH,1/20/2015,13:55,1/20/2015 13:55,8:00,1/20/2015 21:55,,,32.27717,-120.25100,KR,KW,P,6,PC,60,0,0,0,340,20,5,6,31,KR,3,60,10,,35,,,,320,140,98,72,125,0,Dd,,,,On,,On,,"2, 5, 8",,,,KR,40D,276,348,KW ,50D,214,274,45 minutes of dolphins coming in groups of 4-10 individuals
SB,CalCOFI1501NH,1/20/2015,14:58,1/20/2015 14:58,8:00,1/20/2015 22:58,,,32.36267,-120.07317,KR,KW,P,6,PC,70,0,0,0,340,18,5,6,32,KW,1,38,110,2,,,,,,,7,6,10,ND,Dd,,,,On,,On,,"2, 5, 8",,,,KR,40D,350,356,KW ,50D,278,279,
SE,CalCOFI1501NH,1/20/2015,14:58,1/20/2015 14:58,8:00,1/20/2015 22:58,,,32.36267,-120.07317,KR,KW,P,6,PC,70,0,0,0,340,18,5,6,32,KW,1,38,110,2,,,,,,,7,6,10,ND,Dd,,,,On,,On,,"2, 5, 8",,,,KR,40D,350,356,KW ,50D,278,279,
SB,CalCOFI1501NH,1/21/2015,9:57,1/21/2015 9:57,8:00,1/21/2015 17:57,,,33.19500,-118.36600,KW,KR,G,7,PC,65,120,160,SE,105,5,2,4,33,KW,2,60,350,,1.2,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,"Hump or Gray, spilt V blow"
SE,CalCOFI1501NH,1/21/2015,9:57,1/21/2015 9:57,8:00,1/21/2015 17:57,,,33.19500,-118.36600,KW,KR,G,7,PC,65,120,160,SE,105,5,2,4,33,KW,2,60,350,,1.2,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,"Hump or Gray, spilt V blow"
SB,CalCOFI1501NH,1/21/2015,10:35,1/21/2015 10:35,8:00,1/21/2015 18:35,,,33.23833,-118.26100,KW,KR,G,7,PC,65,120,160,SE,105,5,2,4,34,KW,1,60,15,1.2,,,,,,,4,4,7,0,Dsp,,,,On,,On,,1,,,,,,,,,,,,
SE,CalCOFI1501NH,1/21/2015,10:35,1/21/2015 10:35,8:00,1/21/2015 18:35,,,33.23833,-118.26100,KW,KR,G,7,PC,65,120,160,SE,105,5,2,4,34,KW,1,60,15,1.2,,,,,,,4,4,7,0,Dsp,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI1501NH,1/22/2015,12:15,1/22/2015 12:15,8:00,1/22/2015 20:15,,,33.65483,-119.04200,KR,KW,G,7,PC,50,155,180,SE,260,3,2,2,35,KR,2,232,240,0.2,,,,,,,5,5,6,ND,Er,,,,On,,On,,"34, 1",,,,KR,70D,5392,5402,,,,,
SE,CalCOFI1501NH,1/22/2015,12:15,1/22/2015 12:15,8:00,1/22/2015 20:15,,,33.65483,-119.04200,KR,KW,G,7,PC,50,155,180,SE,260,3,2,2,35,KR,2,232,240,0.2,,,,,,,5,5,6,ND,Er,,,,On,,On,,"34, 1",,,,KR,70D,5392,5402,,,,,
SB,CalCOFI1501NH,1/22/2015,12:18,1/22/2015 12:18,8:00,1/22/2015 20:18,,,33.64900,-119.03333,KR,KW,G,7,PC,50,155,180,SE,260,3,2,2,36,KW,1,232,270,2.6,,,0.5,14,300,170,420,400,460,ND,Dc,,,,On,,On,,"1, 2, 5, 8",,,,KW,50D,309,353,KR,40D,358,372,"dolphins for 45 minutes, very wide spread"
SB,CalCOFI1501NH,1/22/2015,12:25,1/22/2015 12:25,8:00,1/22/2015 20:25,,,33.63567,-119.15533,KR,KW,G,7,PC,50,155,180,SE,260,3,2,2,37,KR,1,232,175,0.5,,,,,,,13,10,20,ND,Er,,,,On,,On,,"1, 34",,,,,,,,,,,,two groups close together.
SE,CalCOFI1501NH,1/22/2015,12:25,1/22/2015 12:25,8:00,1/22/2015 20:25,,,33.63567,-119.15533,KR,KW,G,7,PC,50,155,180,SE,260,3,2,2,37,KR,1,232,175,0.5,,,,,,,13,10,20,ND,Er,,,,On,,On,,"1, 34",,,,,,,,,,,,two groups close together.
SB,CalCOFI1501NH,1/22/2015,12:37,1/22/2015 12:37,8:00,1/22/2015 20:37,,,33.61900,-119.09917,KR,KW,G,7,PC,50,165,180,SE,260,3,2,2,38,KW,3,237,280,3,,,,,,,2,2,2,0,Er,,,,On,,On,,1,,,,,,,,,,,,
SE,CalCOFI1501NH,1/22/2015,12:37,1/22/2015 12:37,8:00,1/22/2015 20:37,,,33.61900,-119.09917,KR,KW,G,7,PC,50,165,180,SE,260,3,2,2,38,KW,3,237,280,3,,,,,,,2,2,2,0,Er,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI1501NH,1/22/2015,12:48,1/22/2015 12:48,8:00,1/22/2015 20:48,,,33.60150,-119.12783,KR,KW,G,7,PC,60,165,180,SE,260,3,2,2,39,KR,3,232,230,0.2,,,,,,,4,4,4,ND,Er,,,,On,,On,,"34, 1",,,,,,,,,,,,
SE,CalCOFI1501NH,1/22/2015,12:48,1/22/2015 12:48,8:00,1/22/2015 20:48,,,33.60150,-119.12783,KR,KW,G,7,PC,60,165,180,SE,260,3,2,2,39,KR,3,232,230,0.2,,,,,,,4,4,4,ND,Er,,,,On,,On,,"34, 1",,,,,,,,,,,,
SE,CalCOFI1501NH,1/22/2015,12:58,1/22/2015 12:58,8:00,1/22/2015 20:58,,,33.58450,-119.15600,KR,KW,G,7,PC,60,165,215,SE,260,3,2,2,36,KW,1,232,240,0.2,,,0.5,14,300,170,420,400,460,ND,Dc,,,,On,,On,,"1, 2, 5, 8",,,,,,,,,,,,"dolphins for 45 minutes, very wide spread."
SB,CalCOFI1501NH,1/22/2015,13:20,1/22/2015 13:20,8:00,1/22/2015 21:20,,,33.54067,-119.23250,KR,KW,G,7,PC,60,180,215,SE,260,3,2,2,40,KR,3,232,191,1,,,,,,,7,7,10,ND,Gg,,,,On,,On,,1,,,,,,,,,,,,
SE,CalCOFI1501NH,1/22/2015,13:20,1/22/2015 13:20,8:00,1/22/2015 21:20,,,33.54067,-119.23250,KR,KW,G,7,PC,60,180,215,SE,260,3,2,2,40,KR,3,232,191,1,,,,,,,7,7,10,ND,Gg,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI1501NH,1/23/2015,10:58,1/23/2015 10:58,8:00,1/23/2015 18:58,,,32.57650,-121.20333,KW,KR,F,7,CL,5,135,185,SE,350,10,4,3,41,KW,2,240,200,1.2,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,possible humpback
SE,CalCOFI1501NH,1/23/2015,10:58,1/23/2015 10:58,8:00,1/23/2015 18:58,,,32.57650,-121.20333,KW,KR,F,7,CL,5,135,185,SE,350,10,4,3,41,KW,2,240,200,1.2,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,possible humpback
SB,CalCOFI1501NH,1/23/2015,11:26,1/23/2015 11:26,8:00,1/23/2015 19:26,,,32.53833,-121.27883,KW,KR,F,7,CL,5,135,185,SE,350,12,4,3,42,KW,2,240,230,0.5,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
SE,CalCOFI1501NH,1/23/2015,11:26,1/23/2015 11:26,8:00,1/23/2015 19:26,,,32.53833,-121.27883,KW,KR,F,7,CL,5,135,185,SE,350,12,4,3,42,KW,2,240,230,0.5,,,,,,,1,1,1,0,Mn,,,,On,,On,,1,,,,,,,,,,,,
