SB,CalCOFI1011NH,10/29/2010,,10/29/2010 8:22,8:00:00,10/29/2010 16:22,,,32.42066,-118.40341,DC,KW,,,,,,,,,,,,5,DC,1,234,228,1,,,,,,,25,19,31,0,DSP,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1011NH,10/29/2010,,10/29/2010 8:25,8:00:00,10/29/2010 16:25,,,32.41651,-118.41180,DC,KW,,,,,,,,,,,,5,DC,1,239,310,2,,,,,,,25,19,31,0,DSP,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1011NH,10/29/2010,,10/29/2010 12:46,8:00:00,10/29/2010 20:46,,,32.25527,-118.72858,DC,KW,,,,,,,,,,,,6,KW,1,242,330,0.75,,,,,,,30,25,45,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1011NH,10/29/2010,,10/29/2010 12:51,8:00:00,10/29/2010 20:51,,,32.24924,-118.74270,DC,KW,,,,,,,,,,,,6,KW,1,243,30,1,,,,,,,30,25,45,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1011NH,10/29/2010,,10/29/2010 13:21,8:00:00,10/29/2010 21:21,,,32.21142,-118.82609,DC,KW,,,,,,,,,,,,7,DC,3,240,186,2,,,1.0,5.0,171.0,225.0,55,40,65,ND,LO,,,,ON,,ON,,1,,,Y,KW,DIG,19,28,,,,,Separate small groups. Rolling backs. 1 group crossed bow to starboard side.
SE,CalCOFI1011NH,10/29/2010,,10/29/2010 13:21,8:00:00,10/29/2010 21:21,,,32.21142,-118.82609,DC,KW,,,,,,,,,,,,7,DC,3,240,186,2,,,1.0,5.0,171.0,225.0,55,40,65,ND,LO,,,,ON,,ON,,1,,,Y,KW,DIG,19,28,,,,,Separate small groups. Rolling backs. 1 group crossed bow to starboard side.
SB,CalCOFI1011NH,10/30/2010,,10/30/2010 11:50,8:00:00,10/30/2010 19:50,,,31.37400,-120.54190,KW,KW,,,,,,,,,,,,9,KW,1,238,200,0.75,,,,,,,37,30,50,ND,DSP,,,,OFF,,ON,,2,8,,,,,,,,,,,
SE,CalCOFI1011NH,10/30/2010,,10/30/2010 12:00,8:00:00,10/30/2010 20:00,,,31.35984,-120.56861,KW,DC,G,7,CL,20,180,200,SL,,4,2,6,9,KW,1,238,110,1,,,,,,,37,30,50,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1011NH,10/30/2010,,10/30/2010 13:18,8:00:00,10/30/2010 21:18,,,31.25114,-120.77712,KW,DC,,,,,,,,,,,,10,KW,2,243,176,0.2,,,,,,,1,1,2,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"3 blows, dark back. Possibly BP."
SE,CalCOFI1011NH,10/30/2010,,10/30/2010 13:18,8:00:00,10/30/2010 21:18,,,31.25114,-120.77712,KW,DC,,,,,,,,,,,,10,KW,2,243,176,0.2,,,,,,,1,1,2,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"3 blows, dark back. Possibly BP."
SE,CalCOFI1011NH,11/2/2010,,11/2/2010 16:18,8:00:00,11/3/2010 0:18,,,32.31095,-120.18293,DC,KW,,,,,,,,,,,,16,KW,1,56,320,0.5,,,0.4,0.5,290.0,352.0,250,200,320,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,Tight configuration. Envelope depth not visible due to tightness..
SH,CalCOFI1011NH,11/2/2010,,11/2/2010 16:29,8:00:00,11/3/2010 0:29,,,32.32615,-120.15103,KW,DC,,,,,,,,,,,,SH4,DC,,63,139,0.4,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Small pleasure boat
SB,CalCOFI1011NH,11/2/2010,,11/2/2010 16:41,8:00:00,11/3/2010 0:41,,,32.34240,-120.11682,KW,DC,,,,,,,,,,,,17,DC,1,65,115,,2400,,,,,,150,120,180,0,Dc,,,,ON,,ON,,2,,,,,,,,,,,,
SP,CalCOFI1011NH,11/2/2010,,11/2/2010 16:43,8:00:00,11/3/2010 0:43,,,32.34502,-120.11112,KW,DC,,,,,,,,,,,,17,DC,1,65,82,,1000,,,,74.0,91.0,150,120,180,0,Dc,,,,ON,,ON,,2,,,,,,,,,,,,"Tight line formation, made envelope width not noticable."
SE,CalCOFI1011NH,11/2/2010,,11/2/2010 16:50,8:00:00,11/3/2010 0:50,,,32.35428,-120.09098,KW,DC,,,,,,,,,,,,17,DC,1,62,251,,300,,,,,,150,120,180,0,Dc,,,,ON,,ON,,2,5,,Y,KW,DIG,102,115,,,,,
SB,CalCOFI1011NH,11/3/2010,,11/3/2010 7:20,8:00:00,11/3/2010 15:20,,,33.14987,-118.86738,DC,KW,,,,,,,,,,,,11,KW,3,84,60,0.75,,,0.8,1.5,20.0,70.0,460,375,525,ND,Dc,,,,ON,,ON,,1,4,,Y,KW,DIG,52,61,,,,,Possible DD in group.
SE,CalCOFI1011NH,11/3/2010,,11/3/2010 7:48,8:00:00,11/3/2010 15:48,,,33.15637,-118.77447,DC,KW,,,,,,,,,,,,11,KW,3,84,320,1,,,1.0,15.0,280.0,150.0,460,375,525,ND,Dc,,,,ON,,ON,,1,4,,,,,,,,,,,
SB,CalCOFI1011NH,11/3/2010,,11/3/2010 8:18,8:00:00,11/3/2010 16:18,,,33.16367,-118.67526,DC,KW,,,,,,,,,,,,12,KW,3,86,111,0.5,,,,,,,30,20,40,ND,UD,,,,ON,,ON,,3,,,,,,,,,,,,Only dorsal fins seen briefly.
SE,CalCOFI1011NH,11/3/2010,,11/3/2010 8:18,8:00:00,11/3/2010 16:18,,,33.16367,-118.67526,DC,KW,,,,,,,,,,,,12,KW,3,86,111,0.5,,,,,,,30,20,40,ND,UD,,,,ON,,ON,,3,,,,,,,,,,,,Only dorsal fins seen briefly.
SH,CalCOFI1011NH,11/3/2010,,11/3/2010 9:15,8:00:00,11/3/2010 17:15,,,33.17692,-118.48533,DC,KW,,,,,,,,,,,,SH1,KW,,85,50,,1600,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Cargo ship.
SH,CalCOFI1011NH,11/3/2010,,11/3/2010 12:26,8:00:00,11/3/2010 20:26,,,33.21055,-118.32966,KW,DC,,,,,,,,,,,,SH2,DC,,57,72,,5600,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Cargo ship.
SH,CalCOFI1011NH,11/3/2010,,11/3/2010 12:26,8:00:00,11/3/2010 20:26,,,33.21055,-118.32966,KW,DC,,,,,,,,,,,,SH3,DC,,57,63,,8000,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Cargo ship.
SB,CalCOFI1011NH,11/3/2010,,11/3/2010 12:38,8:00:00,11/3/2010 20:38,,,33.22717,-118.29541,KW,DC,,,,,,,,,,,,13,DC,1,57,83,,1600,,,,,,28,21,35,ND,TT,,,,ON,,ON,,2,8,,Y,DC,DIG,66,98,,,,,"3 subgroups comprised this sighting. Animals very active, changing direction, lots of breaching. Then formed a straight line and approached vessel. "
SE,CalCOFI1011NH,11/3/2010,,11/3/2010 12:48,8:00:00,11/3/2010 20:48,,,33.24122,-118.26699,KW,DC,,,,,,,,,,,,13,DC,1,57,115,,300,,,,,,28,21,35,ND,TT,,,,ON,,ON,,2,8,,,,,,,,,,,
SB,CalCOFI1011NH,11/3/2010,,11/3/2010 12:51,8:00:00,11/3/2010 20:51,,,33.24537,-118.25870,KW,DC,,,,,,,,,,,,14,DC,1,54,56,,800,,,,,,5,5,8,0,TT,,,,ON,,ON,,2,,,,,,,,,,,,
SE,CalCOFI1011NH,11/3/2010,,11/3/2010 12:51,8:00:00,11/3/2010 20:51,,,33.24537,-118.25870,KW,DC,,,,,,,,,,,,14,DC,1,54,56,,800,,,,,,5,5,8,0,TT,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI1011NH,11/3/2010,,11/3/2010 15:50,8:00:00,11/3/2010 23:50,,,33.31192,-118.13281,KW,DC,,,,,,,,,,,,15,DC,1,56,96,,1600,,,,,,6,5,8,0,Dc,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1011NH,11/3/2010,,11/3/2010 15:50,8:00:00,11/3/2010 23:50,,,33.31192,-118.13281,KW,DC,,,,,,,,,,,,15,DC,1,56,96,,1600,,,,,,6,5,8,0,Dc,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1011NH,11/3/2010,,11/3/2010 15:52,8:00:00,11/3/2010 23:52,,,33.31481,-118.12728,KW,DC,,,,,,,,,,,,16,KW,1,56,9,0.5,,,,,0.0,13.0,250,200,320,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,Tight configuration. Envelope depth not visible due to tightness..
SB,CalCOFI1011NH,11/3/2010,,11/3/2010 16:12,8:00:00,11/4/2010 0:12,,,33.34242,-118.07124,KW,DC,G,6,PC,35,230,300,SE,,4,2,4,23,DC,2,244,214,0.5,,,,,,,23,18,30,0,TT,,,,ON,,ON,,1,8,,,,,,,,,,,
SE,CalCOFI1011NH,11/3/2010,,11/3/2010 16:19,8:00:00,11/4/2010 0:19,,,33.35092,-118.05082,KW,DC,,,,,,,,,,,,23,DC,2,244,104,1.3,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"While traveling the group changed direction, originally heading west and then turned east. Ship avoidance?"
SH,CalCOFI1011NH,11/4/2010,,11/4/2010 7:55,8:00:00,11/4/2010 15:55,,,33.85619,-118.55842,DC,KW,,,,,,,,,,,,SH5,KW,,241,265,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Large freighter.
SH,CalCOFI1011NH,11/4/2010,,11/4/2010 7:55,8:00:00,11/4/2010 15:55,,,33.85619,-118.55842,DC,KW,,,,,,,,,,,,SH6,KW,,241,200,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Large freighter.
SB,CalCOFI1011NH,11/4/2010,,11/4/2010 8:00,8:00:00,11/4/2010 16:00,,,33.84898,-118.57301,DC,KW,,,,,,,,,,,,18,KW,1,240,242,0.6,,,0.6,1.5,210.0,275.0,100,80,130,ND,TT,,,,ON,,ON,,2,4,,,,,,,,,,,Wide spread in pocket groupings.
SE,CalCOFI1011NH,11/4/2010,,11/4/2010 8:00,8:00:00,11/4/2010 16:00,,,33.84898,-118.57301,DC,KW,,,,,,,,,,,,18,KW,1,240,242,0.6,,,0.6,1.5,210.0,275.0,100,80,130,ND,TT,,,,ON,,ON,,2,4,,,,,,,,,,,Wide spread in pocket groupings.
SB,CalCOFI1011NH,11/4/2010,,11/4/2010 11:20,8:00:00,11/4/2010 19:20,,,33.81879,-118.68936,DC,KW,,,,,,,,,,,,19,DC,1,240,163,,1900,,,,,,40,32,55,ND,TT,,,,ON,,ON,,1,,,,,,,,,,,,Likely members of S#13.
SE,CalCOFI1011NH,11/4/2010,,11/4/2010 11:20,8:00:00,11/4/2010 19:20,,,33.81879,-118.68936,DC,KW,,,,,,,,,,,,19,DC,1,240,163,,1900,,,,,,40,32,55,ND,TT,,,,ON,,ON,,1,,,,,,,,,,,,Likely members of S#13.
SB,CalCOFI1011NH,11/4/2010,,11/4/2010 12:12,8:00:00,11/4/2010 20:12,,,33.73029,-118.82956,DC,KW,,,,,,,,,,,,20,DC,3,240,193,0.5,,,,,,,1,1,1,0,BA,,,,OFF,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1011NH,11/4/2010,,11/4/2010 12:12,8:00:00,11/4/2010 20:12,,,33.73029,-118.82956,DC,KW,,,,,,,,,,,,20,DC,3,240,193,0.5,,,,,,,1,1,1,0,BA,,,,OFF,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1011NH,11/4/2010,,11/4/2010 12:52,8:00:00,11/4/2010 20:52,,,33.66929,-118.94170,DC,KW,,,,,,,,,,,,21,DC,3,246,201,4,,,,,,,10,8,13,0,TT,,,,ON,,ON,,9,,,,,,,,,,,,Tight grouping.
SE,CalCOFI1011NH,11/4/2010,,11/4/2010 12:52,8:00:00,11/4/2010 20:52,,,33.66929,-118.94170,DC,KW,,,,,,,,,,,,21,DC,3,246,201,4,,,,,,,10,8,13,0,TT,,,,ON,,ON,,9,,,,,,,,,,,,Tight grouping.
SB,CalCOFI1011NH,11/4/2010,,11/4/2010 15:42,8:00:00,11/4/2010 23:42,,,33.63301,-119.01817,DC,KW,G,6,PC,35,230,256,SE,,4,1,2,22,DC,1,243,220,,400,,,,,,5,5,7,1,TT,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1011NH,11/4/2010,,11/4/2010 15:42,8:00:00,11/4/2010 23:42,,,33.63301,-119.01817,DC,KW,G,6,PC,35,230,256,SE,,4,1,2,22,DC,1,243,220,,400,,,,,,5,5,7,1,TT,,,,ON,,ON,,1,,,,,,,,,,,,
SH,CalCOFI1011NH,11/4/2010,,11/4/2010 15:44,8:00:00,11/4/2010 23:44,,,33.63013,-119.02405,DC,KW,,,,,,,,,,,,SH7,KW,,243,280,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,Cargo ship.
SB,CalCOFI1011NH,11/5/2010,,11/5/2010 12:16,8:00:00,11/5/2010 20:16,,,32.69087,-120.92171,KW,KW,,,,,,,,,,,,24,KW,3,218,280,1,,,,,,,1,1,2,ND,ULW,,,,OFF,,ON,,1,,,,,,,,,,,,Possibly Bp or Bm. Dive time is greater than 12 min. 
SE,CalCOFI1011NH,11/5/2010,,11/5/2010 12:16,8:00:00,11/5/2010 20:16,,,32.69087,-120.92171,KW,KW,,,,,,,,,,,,24,KW,3,218,280,1,,,,,,,1,1,2,ND,ULW,,,,OFF,,ON,,1,,,,,,,,,,,,Possibly Bp or Bm. Dive time is greater than 12 min. 
SB,CalCOFI1011NH,11/5/2010,,11/5/2010 14:28,8:00:00,11/5/2010 22:28,,,32.66853,-121.07297,KW,KW,,,,,,,,,,,,25,KW,6,270,200,5,,,0.4,0.0,160.0,230.0,600,550,1000,60,Dd,,,,OFF,5,ON,,1,2,5,Y,KW,DIG,160,480,,,,,Bridge notified observers of sighting.
SE,CalCOFI1011NH,11/5/2010,,11/5/2010 14:28,8:00:00,11/5/2010 22:28,,,32.66853,-121.07297,KW,KW,,,,,,,,,,,,25,KW,6,270,200,5,,,0.4,0.0,160.0,230.0,600,550,1000,60,Dd,,,,OFF,5,ON,,1,2,5,Y,KW,DIG,160,480,,,,,Bridge notified observers of sighting.
SB,CalCOFI1011NH,11/7/2010,,11/7/2010 7:49,8:00:00,11/7/2010 15:49,,,32.34353,-123.32050,DC,DC,,,,,,,,,,,,26,DC,2,63,72,0.3,,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,0,,,,,,,,,,,,3 large columnar blows then animal went down and was never found again. Likely Bp or Bm.
SE,CalCOFI1011NH,11/7/2010,,11/7/2010 7:49,8:00:00,11/7/2010 15:49,,,32.34353,-123.32050,DC,DC,,,,,,,,,,,,26,DC,2,63,72,0.3,,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,0,,,,,,,,,,,,3 large columnar blows then animal went down and was never found again. Likely Bp or Bm.
SB,CalCOFI1011NH,11/9/2010,,11/9/2010 9:00,8:00:00,11/9/2010 17:00,,,34.23718,-119.57354,DC,KW,,,,,,,,,,,,27,KW,1,330,20,,200,,,,,,8,7,9,0,DSP,,,,ON,,ON,,1,,,,,,,,,,,,"Small group, brief look."
SE,CalCOFI1011NH,11/9/2010,,11/9/2010 9:00,8:00:00,11/9/2010 17:00,,,34.23718,-119.57354,DC,KW,,,,,,,,,,,,27,KW,1,330,20,,200,,,,,,8,7,9,0,DSP,,,,ON,,ON,,1,,,,,,,,,,,,"Small group, brief look."
SB,CalCOFI1011NH,11/9/2010,,11/9/2010 9:20,8:00:00,11/9/2010 17:20,,,34.28659,-119.60713,DC,KW,,,,,,,,,,,,28,DC,1,330,315,4,,,0.5,6.0,174.0,40.0,120,115,145,ND,DSP,,,,ON,,ON,,9,1,,,,,,,,,,,Dolphins configured in a long arching line. Spread stretches both port and starboard. 
SE,CalCOFI1011NH,11/9/2010,,11/9/2010 9:20,8:00:00,11/9/2010 17:20,,,34.28659,-119.60713,DC,KW,,,,,,,,,,,,28,DC,1,330,315,4,,,0.5,6.0,174.0,40.0,120,115,145,ND,DSP,,,,ON,,ON,,9,1,,,,,,,,,,,Dolphins configured in a long arching line. Spread stretches both port and starboard. 
SB,CalCOFI1011NH,11/9/2010,,11/9/2010 10:43,8:00:00,11/9/2010 18:43,,,34.37247,-119.72336,KW,DC,,,,,,,,,,,,29,KW,1,274,209,,800,,14.0,4.0,140.0,260.0,400,360,500,ND,Dc,,,,ON,,ON,,4,5,9,Y,KW,DIG,444,474,,,,,Small schooling fish seen in water. Birds associated. Dolphins performing lots of head slapping and quick rolls.
SE,CalCOFI1011NH,11/9/2010,,11/9/2010 10:56,8:00:00,11/9/2010 18:56,,,34.38577,-119.76343,KW,DC,,,,,,,,,,,,29,KW,1,301,144,0.5,,,,,,,400,360,500,ND,Dc,,,,ON,,ON,,4,5,9,Y,KW,DIG,444,474,,,,,Small schooling fish seen in water. Birds associated. Dolphins performing lots of head slapping and quick rolls.
SB,CalCOFI1011NH,11/9/2010,,11/9/2010 11:58,8:00:00,11/9/2010 19:58,,,34.37612,-119.85026,DC,KW,,,,,,,,,,,,30,KW,1,234,237,3,,,15.0,14.0,140.0,310.0,80,68,95,ND,Dc,,,,ON,,ON,,1,,,,,,,,,,,,Patchy distribution.
SE,CalCOFI1011NH,11/9/2010,,11/9/2010 11:58,8:00:00,11/9/2010 19:58,,,34.37612,-119.85026,DC,KW,,,,,,,,,,,,30,KW,1,234,237,3,,,15.0,14.0,140.0,310.0,80,68,95,ND,Dc,,,,ON,,ON,,1,,,,,,,,,,,,Patchy distribution.
SH,CalCOFI1011NH,11/9/2010,,11/9/2010 12:13,8:00:00,11/9/2010 20:13,,,34.35077,-119.89282,DC,KW,,,,,,,,,,,,SH9,DC,,235,184,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Cargo ship.
SH,CalCOFI1011NH,11/9/2010,,11/9/2010 12:43,8:00:00,11/9/2010 20:43,,,34.30089,-119.97467,DC,KW,,,,,,,,,,,,SH10,DC,,234,244,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Cargo ship.
SB,CalCOFI1011NH,11/10/2010,,11/10/2010 12:37,8:00:00,11/10/2010 20:37,,,33.85660,-121.99848,KW,DC,,,,,,,,,,,,31,KW,3,227,267,,20,,,,,,1,1,1,0,Bp,,,,ON,,ON,,31,,,,,,,,,,,,"Surfaced in front of bow, 1 blow and then dove. Never resighted this animal."
SE,CalCOFI1011NH,11/10/2010,,11/10/2010 12:37,8:00:00,11/10/2010 20:37,,,33.85660,-121.99848,KW,DC,,,,,,,,,,,,31,KW,3,227,267,,20,,,,,,1,1,1,0,Bp,,,,ON,,ON,,31,,,,,,,,,,,,"Surfaced in front of bow, 1 blow and then dove. Never resighted this animal."
SB,CalCOFI1011NH,11/10/2010,,11/10/2010 14:37,8:00:00,11/10/2010 22:37,,,33.62643,-122.28527,KW,DC,,,,,,,,,,,,32,UNK,3,327,231,,500,,,,,,180,140,220,ND,Dd,,,,OFF,3/5,ON,,2,5,,,,,,,,,,,Notified by crew standing on back deck. 
SE,CalCOFI1011NH,11/10/2010,,11/10/2010 14:59,8:00:00,11/10/2010 22:59,,,33.58677,-122.34016,KW,DC,,,,,,,,,,,,32,UNK,3,327,69,,75,,,,,,180,140,220,ND,Dd,,,,OFF,3/5,ON,,5,,,Y,KW,DIG,,,,,,,Last few animals stayed to ride ship's wake.
