SE,CalCOFI0911NH,,,11/11/2009 12:58,8:00:00,11/11/2009 20:58,,,32.32782,-120.14125,KW,JK,F,1,OV,95,,,NG,,,2,4,12,JK,3,10,,,1,,,,15,180,5,,,2,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,"Dd spread out over a few miles, all in small groups.  L= 15 ret. W= 180 degrees."
SB,CalCOFI0911NH,,,11/12/2009 6:14,8:00:00,11/12/2009 14:14,,,33.16893,-118.41055,KW,KW,F,1,OV,80,,,NG,,,2,2,14,KW,AC,310,40,,215,,,,,,12,,,0,Dd,,,,OFF,1,ON,,1,,,,,,,,,,,,On station 37.  Off effort
SE,CalCOFI0911NH,,,11/12/2009 6:14,8:00:00,11/12/2009 14:14,,,33.16893,-118.41055,KW,KW,F,1,OV,80,,,NG,,,2,2,14,KW,AC,310,,,215,,,,,,12,,,0,Dd,,,,OFF,1,ON,,1,,,,,,,,,,,,On station 37.  Off effort
SB,CalCOFI0911NH,,,11/12/2009 8:03,8:00:00,11/12/2009 16:03,,,33.18479,-118.38911,KW,KW,F,1,PC,70,,,NG,,,2,15,15,KW,1,245,180,3.5,,,,,,,15,,,0,Dd,,,,OFF,1,ON,,2,8,,,,,,,,,,,On station  37
SE,CalCOFI0911NH,,,11/12/2009 8:03,8:00:00,11/12/2009 16:03,,,33.18479,-118.38911,KW,KW,F,1,PC,70,,,NG,,,2,15,15,KW,1,245,,3.5,,,,,,,15,,,0,Dd,,,,OFF,1,ON,,2,8,,,,,,,,,,,On station  37
SB,CalCOFI0911NH,,,11/12/2009 9:24,8:00:00,11/12/2009 17:24,,,33.25101,-118.24953,JK,KW,F,1,PC,40,,,M,,,2,3,16,JK,1,60,27,0.5,,,,,,,60,,,5,Dd,,,,OFF,1,ON,,1,9,,,,,,,,,,,Dd feeding on station now.
SE,CalCOFI0911NH,,,11/12/2009 9:24,8:00:00,11/12/2009 17:24,,,33.25101,-118.24953,JK,KW,F,1,PC,40,,,M,,,2,3,16,JK,1,60,,0.5,,,,,,,60,,,5,Dd,,,,OFF,1,ON,,1,9,,,,,,,,,,,Dd feeding on station now.
SHIP,CalCOFI0911NH,,,11/12/2009 12:29,8:00:00,11/12/2009 20:29,,,33.30270,-118.14978,,,,,,,,,,,,,,SH1,KW,6,,20,0.15,,,,,,,,,,,SHIP,,,,ON,,ON,,,,,,,,,,,,,,Ship
SB,CalCOFI0911NH,,,11/12/2009 12:55,8:00:00,11/12/2009 20:55,,,33.32257,-118.06576,JK,KW,F,1,OV,100,,,NG,,,3,3,18,KW,3,65,140,,,,,,,,300,,,ND,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,Dsp leaping high out of water
SE,CalCOFI0911NH,,,11/12/2009 12:55,8:00:00,11/12/2009 20:55,,,33.32257,-118.06576,JK,KW,F,1,OV,100,,,NG,,,3,3,18,KW,3,65,,,,,,,,,300,,,ND,Dsp,,,,ON,,ON,,2,,,,,,,,,,,,Dsp leaping high out of water
SHIP,CalCOFI0911NH,,,11/12/2009 13:50,8:00:00,11/12/2009 21:50,,,33.41312,-117.90155,,,,,,,,,,,,,,SH2,KW,6,,30,,,,,,,,,,,,SHIP,,,,ON,,ON,,,,,,,,,,,,,,Ship coming toward stern so we had to change course since the array is being towed.
SB,CalCOFI0911NH,,,11/13/2009 7:00,8:00:00,11/13/2009 15:00,,,33.98607,-118.81551,JK,KW,F,1,PC,30,,,M,,,2,3,21,KW,3,30,140,,3,,,,15,360,830,,,166,Dc,,,,ON,,OFF,,9,"1,4",,,,,,,,,,,Spotted as going on effort  Array deployed
SE,CalCOFI0911NH,,,11/13/2009 7:00,8:00:00,11/13/2009 15:00,,,33.98607,-118.81551,JK,KW,F,1,PC,30,,,M,,,2,3,21,KW,3,30,,,3,,,,15,360,830,,,166,Dc,,,,ON,,OFF,,9,"1,4",,,,,,,,,,,Spotted as going on effort  Array deployed
SB,CalCOFI0911NH,,,11/13/2009 7:30,8:00:00,11/13/2009 15:30,,,33.92502,-118.74784,JK,KW,F,1,PC,30,,,M,,,3,4,21a,,3,,,,,,,,,,,,,,Pd,,,,OFF,1,OFF,,,,,,,,,,,,,,"Dall's observed while ending transit.  ON station 35, Line 86.  Group size estimates are missing from paper data sheet."
SE,CalCOFI0911NH,,,11/13/2009 7:30,8:00:00,11/13/2009 15:30,,,33.92502,-118.74784,JK,KW,F,1,PC,30,,,M,,,3,4,21a,,3,,,,,,,,,,,,,,Pd,,,,OFF,1,OFF,,,,,,,,,,,,,,"Dall's observed while ending transit.  ON station 35, Line 86.  Group size estimates are missing from paper data sheet."
SB,CalCOFI0911NH,,,11/13/2009 8:30,8:00:00,11/13/2009 16:30,,,33.82275,-118.62244,JK,KW,F,1,PC,30,,,M,,,3,4,22,KW,1,160,90,3.2,,,,,,,5,,,ND,Pd,,,,OFF,,ON,,2,1,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/13/2009 8:30,8:00:00,11/13/2009 16:30,,,33.82275,-118.62244,JK,KW,F,1,PC,30,,,SL,,,3,4,23,JK,2,233,150,0.5,,,,,,,12,,,ND,Gg,,,,OFF,1,ON,,1,9,,,,,,,,,,,ON station 35 line 86
SE,CalCOFI0911NH,,,11/13/2009 8:30,8:00:00,11/13/2009 16:30,,,33.82275,-118.62244,JK,KW,F,1,PC,30,,,M,,,3,4,22,KW,1,160,,3.2,,,,,,,5,,,ND,Pd,,,,OFF,,ON,,2,1,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/13/2009 8:30,8:00:00,11/13/2009 16:30,,,33.82275,-118.62244,JK,KW,F,1,PC,30,,,SL,,,3,4,23,JK,2,233,,0.5,,,,,,,12,,,ND,Gg,,,,OFF,1,OFF,,1,9,,,,,,,,,,,ON station 35 line 86
SB,CalCOFI0911NH,,,11/13/2009 10:20,8:00:00,11/13/2009 18:20,,,33.81899,-118.64084,JK,KW,F,1,PC,30,,,SL,,,3,4,24,JK,1,,,3,,,,,,,6,,,ND,Gg,,,,OFF,1,ON,,1,,,,,,,,,,,,on station 35 line 87
SE,CalCOFI0911NH,,,11/13/2009 10:20,8:00:00,11/13/2009 18:20,,,33.81899,-118.64084,JK,KW,F,1,PC,30,,,SL,,,3,4,24,JK,1,,,3,,,,,,,6,,,ND,Gg,,,,OFF,1,ON,,1,,,,,,,,,,,,on station 35 line 87
SB,CalCOFI0911NH,,,11/13/2009 11:12,8:00:00,11/13/2009 19:12,,,33.77994,-118.71537,KW,KW,P,1,PC,10,,,M,,,4,6,25,KW,1,176,243,3.2,,,,,,,5,,,ND,Dsp,,,,OFF,6,ON,,2,,,,,,,,,,,,Surfing the swell.  Gg and possibly some Tt in group.
SE,CalCOFI0911NH,,,11/13/2009 11:12,8:00:00,11/13/2009 19:12,,,33.77994,-118.71537,KW,KW,P,1,PC,10,,,M,,,4,6,25,KW,1,176,,3.2,,,,,,,5,,,ND,Dsp,,,,OFF,6,ON,,2,,,,,,,,,,,,Surfing the swell.  Gg and possibly some Tt in group.
SB,CalCOFI0911NH,,,11/16/2009 12:07,8:00:00,11/16/2009 20:07,,,32.33848,-123.32628,KW,JK,F,1,HZ,0,,,NG,,,3,6,28,KW,3,299,0,1.7,,,,,,,5,,,ND,UNID_CETAC,,,,ON,,ON,,2,,,,,,,,,,,,Brown/gray large splashes
SE,CalCOFI0911NH,,,11/16/2009 12:07,8:00:00,11/16/2009 20:07,,,32.33848,-123.32628,KW,JK,F,1,HZ,0,,,NG,,,3,6,28,KW,3,299,,1.7,,,,,,,5,,,ND,UNID_CETAC,,,,ON,,ON,,2,,,,,,,,,,,,Brown/gray large splashes
SB,CalCOFI0911NH,,,11/17/2009 6:50,8:00:00,11/17/2009 14:50,,,33.38835,-121.15793,KW,JK,F,1,CL,0,,,,,,3,6,29,KW,2,138,60,0.6,,,,,,,1,,,ND,ULW,,,,ON,,ON,,2,,,,,,,,,,,,Saw the whale blow 2 times.
SE,CalCOFI0911NH,,,11/17/2009 6:50,8:00:00,11/17/2009 14:50,,,33.38835,-121.15793,KW,JK,F,1,CL,0,,,,,,3,6,29,KW,2,138,,0.6,,,,,,,1,,,ND,ULW,,,,ON,,ON,,2,,,,,,,,,,,,Saw the whale blow 2 times.
SB,CalCOFI0911NH,,,11/17/2009 7:15,8:00:00,11/17/2009 15:15,,,33.42203,-121.08387,JK,JK,F,1,CL,0,,,SE,,,3,6,30,JK,2,27,60,0.3,,,,,,,1,,,ND,Bm,,,,OFF,6,ON,,1,2,,,,,,,,,,,Possibly feeding.  Circling around
SE,CalCOFI0911NH,,,11/17/2009 7:15,8:00:00,11/17/2009 15:15,,,33.42203,-121.08387,JK,JK,F,1,CL,0,,,SE,,,3,6,30,JK,2,27,,0.3,,,,,,,1,,,ND,Bm,,,,OFF,6,ON,,1,2,,,,,,,,,,,Possibly feeding.  Circling around
SB,CalCOFI0911NH,,,11/17/2009 7:30,8:00:00,11/17/2009 15:30,,,33.44162,-121.03896,KW,JK,F,1,CL,0,,,SE,,,3,6,31,JK,2,31,43,2,,,,,,,2,,,ND,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/17/2009 7:30,8:00:00,11/17/2009 15:30,,,33.44162,-121.03896,KW,JK,F,1,CL,0,,,SE,,,3,6,31,JK,2,31,,2,,,,,,,2,,,ND,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/17/2009 8:15,8:00:00,11/17/2009 16:15,,,33.49985,-120.90697,KW,JK,F,1,CL,0,,,SE,,,3,6,32,JK,2,60,102,2,,,,,,,2,,,ND,ULW,,,,ON,,ON,,2,,,,,,,,,,,,"1 animal had large blow and huge blow hole splash guard, as in a Bm."
SE,CalCOFI0911NH,,,11/17/2009 8:15,8:00:00,11/17/2009 16:15,,,33.49985,-120.90697,KW,JK,F,1,CL,0,,,SE,,,3,6,32,JK,2,60,,2,,,,,,,2,,,ND,ULW,,,,ON,,ON,,2,,,,,,,,,,,,"1 animal had large blow and huge blow hole splash guard, as in a Bm."
SB,CalCOFI0911NH,,,11/17/2009 16:40,8:00:00,11/18/2009 0:40,,,33.77979,-120.37917,KW,JK,F,1,CL,0,,,,,,5,10,33,KW,2,56,46,2.1,,,,,,,1,,,ND,ULW,,,,ON,,ON,,2,5,,,,,,,,,,,Prob Bp
SE,CalCOFI0911NH,,,11/17/2009 16:40,8:00:00,11/18/2009 0:40,,,33.77979,-120.37917,KW,JK,F,1,CL,0,,,,,,5,10,33,KW,2,56,,2.1,,,,,,,1,,,ND,ULW,,,,ON,,ON,,2,5,,,,,,,,,,,Prob Bp
SB,CalCOFI0911NH,,,11/17/2009 16:45,8:00:00,11/18/2009 0:45,,,33.78618,-120.36528,KW,JK,F,1,CL,0,,,,,,5,10,34,KW,3,56,46,,2,,,,,,,,,ND,Dsp,,,,ON,,ON,,,,,,,,,,,,,,"Bow riding, feeding.  Group size estimates are missing from paper data sheets."
SE,CalCOFI0911NH,,,11/17/2009 16:45,8:00:00,11/18/2009 0:45,,,33.78618,-120.36528,KW,JK,F,1,CL,0,,,,,,5,10,34,KW,3,56,,,2,,,,,,,,,ND,Dsp,,,,ON,,ON,,,,,,,,,,,,,,"Bow riding, feeding.  Group size estimates are missing from paper data sheets."
SB,CalCOFI0911NH,,,11/17/2009 16:47,8:00:00,11/18/2009 0:47,,,33.78871,-120.35970,KW,JK,F,1,CL,0,,,,,,5,3,35,JK,2,63,123,2,,,,,,,2,,,ND,ULW,,,,ON,,ON,,1,5,,,,,,,,,,,"Tall blows, poss fin whales"
SE,CalCOFI0911NH,,,11/17/2009 16:47,8:00:00,11/18/2009 0:47,,,33.78871,-120.35970,KW,JK,F,1,CL,0,,,,,,5,3,35,JK,2,63,,2,,,,,,,2,,,ND,ULW,,,,ON,,ON,,1,5,,,,,,,,,,,"Tall blows, poss fin whales"
SB,CalCOFI0911NH,,,11/18/2009 6:32,8:00:00,11/18/2009 14:32,,,34.32483,-119.63347,JK,KW,F,1,HZ,0,,,NG,,,2,3,36,KW,3,244,280,,3,,,,,,123,,,ND,Dc,,,,OFF,1,OFF,,1,,,,,,,,,,,,"SCOOS station,off Santa Barbara"
SE,CalCOFI0911NH,,,11/18/2009 6:32,8:00:00,11/18/2009 14:32,,,34.32483,-119.63347,JK,KW,F,1,HZ,0,,,NG,,,2,3,36,KW,3,244,,,3,,,,,,123,,,ND,Dc,,,,OFF,1,OFF,,1,,,,,,,,,,,,"SCOOS station,off Santa Barbara"
SB,CalCOFI0911NH,,,11/18/2009 7:07,8:00:00,11/18/2009 15:07,,,34.37076,-119.74225,JK,KW,F,1,HZ,0,,,SL,,,2,3,37,JK,1,359,280,0.2,,,,,,,150,,,ND,UD,,,,OFF,,OFF,,1,,,,,,,,,,,,Unid. Dolphin spp
SE,CalCOFI0911NH,,,11/18/2009 7:07,8:00:00,11/18/2009 15:07,,,34.37076,-119.74225,JK,KW,F,1,HZ,0,,,SL,,,2,3,37,JK,1,359,,0.2,,,,,,,150,,,ND,UD,,,,OFF,,OFF,,1,,,,,,,,,,,,Unid. Dolphin spp
SB,CalCOFI0911NH,,,11/18/2009 8:15,8:00:00,11/18/2009 16:15,,,34.37915,-119.85108,JK,KW,F,1,HZ,0,,,SL,,,2,3,38,JK,1,220,185,1.5,,,,,,,60,,,ND,Dsp,,,,ON,,OFF,,4,,,,,,,,,,,,Commons and lots of birds
SE,CalCOFI0911NH,,,11/18/2009 8:15,8:00:00,11/18/2009 16:15,,,34.37915,-119.85108,JK,KW,F,1,HZ,0,,,SL,,,2,3,38,JK,1,220,,1.5,,,,,,,60,,,ND,Dsp,,,,ON,,OFF,,4,,,,,,,,,,,,Commons and lots of birds
SB,CalCOFI0911NH,,,11/18/2009 8:19,8:00:00,11/18/2009 16:19,,,34.37267,-119.86284,JK,KW,F,1,HZ,0,,,SL,,,2,3,39,JK,1,230,212,0.2,,,,,,,30,,,ND,UD,,,,ON,,OFF,,0,,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/18/2009 8:19,8:00:00,11/18/2009 16:19,,,34.37267,-119.86284,JK,KW,F,1,HZ,0,,,SL,,,2,3,39,JK,1,,,0.2,,,,,,,30,,,ND,UD,,,,ON,,OFF,,0,,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/18/2009 12:35,8:00:00,11/18/2009 20:35,,,34.30218,-120.19782,JK,KW,UX,1,CL,0,,,M,,,6,10,40,JK,1,310,288,,200,,,,,,6,,,ND,Pd,,,,ON,,OFF,,2,5,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/18/2009 12:35,8:00:00,11/18/2009 20:35,,,34.30218,-120.19782,JK,KW,UX,1,CL,0,,,M,,,6,10,40,JK,1,310,,,200,,,,,,6,,,ND,Pd,,,,ON,,OFF,,2,5,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/20/2009 7:57,8:00:00,11/20/2009 15:57,,,32.96651,-124.02100,JK,KW,F,1,OV,95,,,NG,,,4,7,44,KW,3,322,340,,60,,,,,,137,,,14,Dd,,,,ON,,OFF,,2,5,,,,,,,,,,,bowriding
SE,CalCOFI0911NH,,,11/20/2009 8:26,8:00:00,11/20/2009 16:26,,,33.02931,-124.07163,JK,KW,F,1,OV,95,,,NG,,,4,7,44,KW,3,322,,,60,,,,,,137,,,14,Dd,,,,ON,,OFF,,2,5,,,,,,,,,,,additional 70 animals came in.  11 photos
SB,CalCOFI0911NH,,,11/20/2009 14:41,8:00:00,11/20/2009 22:41,,,33.49998,-124.07911,JK,KW,F,4,OV,100,,,NG,,,7,8,45,JK,1,52,40,,2,,,,,,184,,,37,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/20/2009 14:41,8:00:00,11/20/2009 22:41,,,33.49998,-124.07911,JK,KW,F,4,OV,100,,,NG,,,7,8,45,JK,1,52,,,2,,,,,,184,,,37,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/21/2009 14:07,8:00:00,11/21/2009 22:07,,,34.82000,-121.68000,JK,KW,UX,2,PC,10,,,NG,,,7,14,46,KW,2,20,10,,30,,,,,,5,,,ND,Lb,,,,OFF,2A,ON,,2,5,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/21/2009 14:07,8:00:00,11/21/2009 22:07,,,34.82000,-121.68000,JK,KW,UX,2,PC,10,,,NG,,,7,14,46,KW,2,20,,,30,,,,,,5,,,ND,Lb,,,,OFF,2A,ON,,2,5,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/22/2009 10:50,8:00:00,11/22/2009 18:50,,,35.06868,-120.84359,KW,JK,F,,,,,,,,,,,47,KW,3,60,18,,13,,,,,,5,,,0,Dsp,,,,ON,,ON,,2,5,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/22/2009 10:50,8:00:00,11/22/2009 18:50,,,35.06868,-120.84359,KW,JK,F,,,,,,,,,,,47,KW,3,60,,,13,,,,,,5,,,0,Dsp,,,,ON,,ON,,2,5,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/22/2009 11:07,8:00:00,11/22/2009 19:07,,,35.08423,-120.78885,,,,,,,,,,,,,,48,JK,2,73,116,0.5,,,,,,,2,,,0,Mn,,,,OFF,,ON,,1,34,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/22/2009 11:07,8:00:00,11/22/2009 19:07,,,35.08423,-120.78885,,,,,,,,,,,,,,48,JK,2,73,,0.5,,,,,,,2,,,0,Mn,,,,OFF,,ON,,1,34,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/22/2009 13:36,8:00:00,11/22/2009 21:36,,,34.91296,-120.74630,JK,KW,F,1,CL,0,,,NG,,,4,6,49,KW,2,210,189,1.3,,,,,,,3,,,0,Mn,,,,ON,,OFF,,1,,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/22/2009 13:36,8:00:00,11/22/2009 21:36,,,34.91296,-120.74630,JK,KW,F,1,CL,0,,,NG,,,4,6,49,KW,2,210,,1.3,,,,,,,3,,,0,Mn,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/22/2009 14:30,8:00:00,11/22/2009 22:30,,,34.75993,-120.71977,JK,KW,F,1,CL,0,,,M,,,5,7,50,KW,2,170,245,1.7,,,,,,,2,,,0,Mn,,,,ON,,OFF,,1,,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/22/2009 14:30,8:00:00,11/22/2009 22:30,,,34.75993,-120.71977,JK,KW,F,1,CL,0,,,M,,,5,7,50,KW,2,170,,1.7,,,,,,,2,,,0,Mn,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/23/2009 6:28,8:00:00,11/23/2009 14:28,,,33.23909,-118.42078,JK,KW,F,1,HZ,0,,,SL,,,2,3,51,KW,3,119,150,0.3,,,,,,,278,,,ND,Dsp,,,,ON,,OFF,,1,8,,,,,,,,,,,Transit back to SD
SE,CalCOFI0911NH,,,11/23/2009 6:28,8:00:00,11/23/2009 14:28,,,33.23909,-118.42078,JK,KW,F,1,HZ,0,,,SL,,,2,3,51,KW,3,119,,0.3,,,,,,,278,,,ND,Dsp,,,,ON,,OFF,,1,8,,,,,,,,,,,Transit back to SD
SB,CalCOFI0911NH,,,11/23/2009 6:53,8:00:00,11/23/2009 14:53,,,33.20447,-118.34728,JK,KW,F,1,HZ,0,,,SL,,,2,3,52,KW,3,359,120,0.2,,,,,,,45,,,ND,UD,,,,ON,,OFF,,2,1,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/23/2009 6:53,8:00:00,11/23/2009 14:53,,,33.20447,-118.34728,JK,KW,F,1,HZ,0,,,SL,,,2,3,52,KW,3,359,,0.2,,,,,,,45,,,ND,UD,,,,ON,,OFF,,2,1,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/23/2009 8:44,8:00:00,11/23/2009 16:44,,,33.04701,-118.03541,JK,KW,F,1,CL,0,,,SL,,,2,3,53,KW,1,122,171,,320,,,,360,,17,,,0,Dsp,,,,ON,,OFF,,2,4,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/23/2009 8:44,8:00:00,11/23/2009 16:44,,,33.04701,-118.03541,JK,KW,F,1,CL,0,,,SL,,,2,3,53,KW,1,122,,,320,,,,360,,17,,,0,Dsp,,,,ON,,OFF,,2,4,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/23/2009 9:00,8:00:00,11/23/2009 17:00,,,33.02354,-117.99093,JK,KW,F,1,CL,0,,,SL,,,2,3,54,KW,1,123,140,0.2,,,,,,,,,,ND,Dd,,,,ON,,OFF,,2,4,,,,,,,,,,,"Env. = 5 reticles x 360 degrees, also bow riding.  Group size estimates are missing from paper data sheets."
SE,CalCOFI0911NH,,,11/23/2009 9:00,8:00:00,11/23/2009 17:00,,,33.02354,-117.99093,JK,KW,F,1,CL,0,,,SL,,,2,3,54,KW,1,123,,0.2,,,,,,,,,,ND,Dd,,,,ON,,OFF,,2,4,,,,,,,,,,,"Env. = 5 reticles x 360 degrees, also bow riding.  Group size estimates are missing from paper data sheets."
SB,CalCOFI0911NH,,,11/23/2009 9:26,8:00:00,11/23/2009 17:26,,,32.98470,-117.91689,JK,KW,F,1,CL,0,,,SL,,,2,3,55,JK,1,120,86,4,,,,,,,5,,,ND,Lo,,,,ON,,OFF,,4,,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/23/2009 9:26,8:00:00,11/23/2009 17:26,,,32.98470,-117.91689,JK,KW,F,1,CL,0,,,SL,,,2,3,55,JK,1,120,,4,,,,,,,5,,,ND,Lo,,,,ON,,OFF,,4,,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/23/2009 11:18,8:00:00,11/23/2009 19:18,,,32.81717,-117.60523,JK,KW,F,1,CL,0,,,SL,,,3,3,56,JK,2,120,108,5,,,,,,,1,,,ND,Bp,,,,ON,,OFF,,1,,,,,,,,,,,,
SE,CalCOFI0911NH,,,11/23/2009 11:18,8:00:00,11/23/2009 19:18,,,32.81717,-117.60523,JK,KW,F,1,CL,0,,,SL,,,3,3,56,JK,2,120,,5,,,,,,,1,,,ND,Bp,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0911NH,,,11/23/2009 11:28,8:00:00,11/23/2009 19:28,,,32.78000,-117.55000,JK,KW,F,1,CL,0,,,SL,,,3,3,57,JK,2,120,113,0.5,,,,,,,7,,,ND,Bp,,,,ON,,OFF,,4,2,,,,,,,,,,,possible blue whale in the area
SE,CalCOFI0911NH,,,11/23/2009 11:28,8:00:00,11/23/2009 19:28,,,32.78000,-117.55000,JK,KW,F,1,CL,0,,,SL,,,3,3,57,JK,2,120,,0.5,,,,,,,7,,,ND,Bp,,,,ON,,OFF,,4,2,,,,,,,,,,,possible blue whale in the area
