SP,CalCOFI0901NH,1/10/2009,,1/10/2009 10:36,8:00,1/10/2009 18:36,,,30.42533,-122.43400,AMH,DLC,,,,,,,,,,,,5B,AMH,1,,273,3.4,,,,,,,28,23,38,0,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,NEW SUBGROUP APPROACHED AND JOINED 5A TO BOWRIDE. UPDATED NUMBERS
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 10:39,8:00,1/10/2009 18:39,,,30.42200,-122.44067,AMH,DLC,,,,,,,,,,,,5C,AMH,1,,252,0.9,,,,,,,53,46,65,0,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,SECOND SUBGROUP APPROACHING. UPDATED NUMBERS
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 10:42,8:00,1/10/2009 18:42,,,30.41750,-122.44933,AMH,DLC,,,,,,,,,,,,5C,AMH,1,,256,7.2,,,7.2,0.4,246,263,84,75,100,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,UPDATED NUMBERS
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 10:44,8:00,1/10/2009 18:44,,,30.41367,-122.45717,AMH,DLC,,,,,,,,,,,,5C,AMH,1,,240,,300,,14,1.6,212,296,192,176,208,1,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,ANIMALS SPREAD WIDELY. UPDATED NUMBERS
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 10:49,8:00,1/10/2009 18:49,,,30.40717,-122.46933,AMH,DLC,,,,,,,,,,,,5C,AMH,1,,251,,50,,13,1.4,221,274,212,196,228,1,Dd,,,,ON,,ON,,5,,,,,,,,,,,,UPDATED NUMBERS
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 10:57,8:00,1/10/2009 18:57,,,30.39583,-122.49133,AMH,DLC,,,,,,,,,,,,5D,AMH,1,,258,6.2,,,6.2,1,243,274,270,247,295,2,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,THIRD SUBGROUP APPRAOCHING. UPDATED NUMBERS
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 11:05,8:00,1/10/2009 19:05,,,30.38533,-122.51217,AMH,DLC,,,,,,,,,,,,5E,DLC,1,,282,6.5,,,6.5,1.4,257,303,295,262,325,2,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,UPDATED NUMBERS
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 11:09,8:00,1/10/2009 19:09,,,30.38017,-122.52333,AMH,DLC,,,,,,,,,,,,5F,DLC,1,,242,2,,,,,,,348,310,392,2,Dd,,,,ON,,ON,,2,5,,,DLC,DIG-1,9,52,,,,,CHORUS LINE. UPDATED NUMBERS. PHOTOS FOR ENTIRE SUPERPOD (SIGHTINGS 5A-5F)
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 11:25,8:00,1/10/2009 19:25,,,30.35950,-122.56617,AMH,DLC,,,,,,,,,,,,5F,DLC,,,,,,,,,,,348,310,392,2,Dd,,,,ON,,ON,,,5,,,,,,,,,,,"MOST OF GROUP MOVED OFF BEHIND SHIP, ABOUT FIVE ANIMALS STILL BOWRIDING"
SB,CalCOFI0901NH,1/10/2009,,1/10/2009 11:30,8:00,1/10/2009 19:30,,,30.35150,-122.58283,AMH,DLC,,,,,,,,,,,,6,AMH,1,,276,2.4,,,,,,,23,13,27,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,ANIMALS APPROACHED SHIP AND IMMEDIATELY MOVED OFF AND BEHIND
SE,CalCOFI0901NH,1/10/2009,,1/10/2009 11:30,8:00,1/10/2009 19:30,,,30.35150,-122.58283,AMH,DLC,,,,,,,,,,,,6,AMH,,,,,,,,,,,23,13,27,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 11:35,8:00,1/10/2009 19:35,,,30.34533,-122.59633,AMH,DLC,,,,,,,,,,,,5F,AMH,,,,,,,,,,,348,310,392,2,Dd,,,,ON,,ON,,5,,,,,,,,,,,,"MOST ANIMALS MOVED OFF BEHIND SHIP, 1-2 ANIMALS STILL BOWRIDING"
SE,CalCOFI0901NH,1/10/2009,,1/10/2009 11:50,8:00,1/10/2009 19:50,,,30.32550,-122.63833,AMH,DLC,,,,,,,,,,,,5F,AMH,,,,,,,,,,,348,310,392,2,Dd,,,,ON,,ON,,,,,,,,,,,,,,ANIMALS ALL MOVED OFF
SB,CalCOFI0901NH,1/10/2009,,1/10/2009 16:32,8:00,1/11/2009 0:32,,,30.12167,-123.10317,AMH,DLC,,,,,,,,,,,,7,AMH,1,,183,5.2,,,,,,,40,34,53,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,A FEW INDIVIDUALS APPROACHED THE VESSEL
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 16:39,8:00,1/11/2009 0:39,,,30.11050,-123.12367,AMH,DLC,,,,,,,,,,,,7,AMH,1,,,,,,,,,,50,44,63,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,UPDATED NUMBERS
SB,CalCOFI0901NH,1/10/2009,,1/10/2009 16:43,8:00,1/11/2009 0:43,,,30.10450,-123.13383,AMH,DLC,,,,,,,,,,,,8,AMH,1,,219,1.4,,,,,,,26,23,34,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0901NH,1/10/2009,,1/10/2009 16:45,8:00,1/11/2009 0:45,,,30.10100,-123.14000,AMH,DLC,,,,,,,,,,,,9,AMH,1,,268,,600,,,,,,10,8,12,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 16:50,8:00,1/11/2009 0:50,,,30.09350,-123.15283,AMH,DLC,,,,,,,,,,,,7-9,AMH,5,,262,,10,,,,,,9,9,11,0,Dd,,,,ON,,ON,,5,,,,,,,,,,,,GROUPS 7-9 APPEAR LOOSELY ASSOCIATED. ALL GROUPS MERGED AT THE BOW WITH SOME INDIVIDUALS REMAINING TO BOWRIDE. THE REST OF THE ANIMALS MOVED OFF FROM THE SHIP. ABOUT 9 ANIMALS REMAINED BOWRIDING. NOT CLEAR WHICH SIGHTING (7-9) ANIMALS BELONG TO.
SB,CalCOFI0901NH,1/10/2009,,1/10/2009 16:52,8:00,1/11/2009 0:52,,,30.09083,-123.15750,AMH,DLC,,,,,,,,,,,,10,AMH,1,,129,2.4,,,,,,,18,12,23,0,Dd,,,,OFF,,ON,,2,,,,,,,,,,,,
SE,CalCOFI0901NH,1/10/2009,,1/10/2009 16:52,8:00,1/11/2009 0:52,,,30.09083,-123.15750,AMH,DLC,,,,,,,,,,,,10,AMH,,,,,,,,,,,18,12,23,0,Dd,,,,OFF,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0901NH,1/10/2009,,1/10/2009 16:55,8:00,1/11/2009 0:55,,,30.08567,-123.16600,AMH,DLC,,,,,,,,,,,,11,AMH,1,,276,2.3,,,,,,,5,3,8,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 16:58,8:00,1/11/2009 0:58,,,30.08083,-123.17417,AMH,DLC,,,,,,,,,,,,11,DLC,1,,261,13,,,13,1.7,242,276,47,40,64,0,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 17:03,8:00,1/11/2009 1:03,,,30.07317,-123.18733,AMH,DLC,,,,,,,,,,,,11,DLC,1,,256,0.6,,,0.8,0.4,244,263,75,64,96,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,ADDITIONAL ANIMALS (28/32/24) JOINED SIGHTING; PORPOISING. SUBGROUP NEVER APPROACHED VESSEL
SE,CalCOFI0901NH,1/10/2009,,1/10/2009 17:10,8:00,1/11/2009 1:10,,,30.06217,-123.20617,AMH,DLC,,,,,,,,,,,,7-9,AMH,5,,,,,,,,,,9,9,11,0,Dd,,,,ON,,ON,,,,,,DLC,DIG-1,53,59,,,,,EVERYBODY MOVED OFF FROM SHIP. FEW STRANGLERS FROM SIGHTING #11
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 17:10,8:00,1/11/2009 1:10,,,30.06217,-123.20617,AMH,DLC,,,,,,,,,,,,11,AMH,5,,254,,20,,,,,,,,,0,Dd,,,,ON,,ON,,5,,,,,,,,,,,,
SB,CalCOFI0901NH,1/10/2009,,1/10/2009 17:13,8:00,1/11/2009 1:13,,,30.05633,-123.21567,AMH,DLC,,,,,,,,,,,,12,AMH,1,,214,1.8,,,,,,,10,8,12,0,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,
SP,CalCOFI0901NH,1/10/2009,,1/10/2009 17:19,8:00,1/11/2009 1:19,,,30.04917,-123.22783,AMH,DLC,,,,,,,,,,,,12,AMH,1,,224,,50,,,,,,27,22,35,0,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,UPDATED NUMBERS
SE,CalCOFI0901NH,1/10/2009,,1/10/2009 17:25,8:00,1/11/2009 1:25,,,30.03783,-123.24783,AMH,DLC,,,,,,,,,,,,11,AMH,,,,,,,,,,,,,,0,Dd,,,,ON,,ON,,,,,,,,,,,,,,ALL ANIMALS MOVED AWAY FROM VESSEL
SE,CalCOFI0901NH,1/10/2009,,1/10/2009 17:25,8:00,1/11/2009 1:25,,,30.03783,-123.24783,AMH,DLC,,,,,,,,,,,,12,AMH,,,,,,,,,,,27,22,35,0,Dd,,,,ON,,ON,,,,,,,,,,,,,,ALL ANIMALS MOVED AWAY FROM VESSEL
S,CalCOFI0901NH,1/11/2009,,1/11/2009 7:37,8:00,1/11/2009 15:37,,,30.70300,-123.43083,DLC,AMH,,,,,,,,,,,,13,DLC,1,,212,,100,,,,,,10,8,12,0,Dd,,,,OFF,,ON,,2,5,,,,,,,,,,,WAKE RIDING AND PORPOISING
SB,CalCOFI0901NH,1/11/2009,,1/11/2009 7:37,8:00,1/11/2009 15:37,,,30.70300,-123.43083,DLC,AMH,,,,,,,,,,,,13,DLC,1,,212,,100,,,,,,10,8,12,0,Dd,,,,OFF,,ON,,2,5,,,,,,,,,,,WAKE RIDING AND PORPOISING
SE,CalCOFI0901NH,1/11/2009,,1/11/2009 7:49,8:00,1/11/2009 15:49,,,30.71883,-123.39750,DLC,AMH,,,,,,,,,,,,13,DLC,,,,,,,,,,,10,8,12,0,Dd,,,,OFF,,ON,,,,,,,,,,,,,,"ANIMALS MOVED OFF OF VESSEL, LOST SIGHTING"
SB,CalCOFI0901NH,1/11/2009,,1/11/2009 7:59,8:00,1/11/2009 15:59,,,30.73167,-123.37133,DLC,AMH,,,,,,,,,,,,14,AMH,1,,133,3.7,,,3.7,1.8,132,179,58,51,67,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,PORPOISING AND WAKE RIDING
SP,CalCOFI0901NH,1/11/2009,,1/11/2009 8:02,8:00,1/11/2009 16:02,,,30.73600,-123.36267,DLC,AMH,,,,,,,,,,,,14,AMH,5,,213,,50,,14.5,5.3,196,232,58,51,67,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,
SP,CalCOFI0901NH,1/11/2009,,1/11/2009 8:06,8:00,1/11/2009 16:06,,,30.74067,-123.35350,DLC,AMH,,,,,,,,,,,,14,AMH,,,,,,,,,,,58,51,67,0,Dd,,,,ON,,ON,,5,,,,,,,,,,,,ONE TO TWO ANIMALS BOWRIDING STILL FOLLOWING SHIP 
SE,CalCOFI0901NH,1/11/2009,,1/11/2009 8:14,8:00,1/11/2009 16:14,,,30.75100,-123.33267,DLC,AMH,,,,,,,,,,,,14,AMH,,,,,,,,,,,58,51,67,0,Dd,,,,ON,,ON,,5,,,,,,,,,,,,"CLOSING SIGHTING, ARRIVING STATION"
SB,CalCOFI0901NH,1/11/2009,,1/11/2009 13:34,8:00,1/11/2009 21:34,,,31.00133,-122.84083,DLC,AMH,,,,,,,,,,,,15,AMH,1,,63,,100,,,,,,12,10,15,0,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,ANIMALS APPROACHED VESSEL
SE,CalCOFI0901NH,1/11/2009,,1/11/2009 13:42,8:00,1/11/2009 21:42,,,31.01117,-122.82133,DLC,AMH,,,,,,,,,,,,15,AMH,,,,,,,,,,,12,10,15,0,Dd,,,,ON,,ON,,2,,,,,,,,,,,,"ANIMALS MOVED OFF, LOST SIGHTING"
SH,CalCOFI0901NH,1/12/2009,,1/12/2009 12:20,8:00,1/12/2009 20:20,,,32.10200,-120.62533,DLC,AMH,,,,,,,,,,,,SH1,DLC,,,52,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,CARGO
SH,CalCOFI0901NH,1/12/2009,,1/12/2009 12:40,8:00,1/12/2009 20:40,,,32.12733,-120.56933,DLC,AMH,,,,,,,,,,,,SH1,DLC,,,89,0.2,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,POSITION UPDATE
SB,CalCOFI0901NH,1/12/2009,,1/12/2009 12:45,8:00,1/12/2009 20:45,,,32.13467,-120.55333,DLC,AMH,,,,,,,,,,,,16,AMH,2,,126,1.2,,,,,,,1,,,0,Pm,,,,ON,,ON,,9,,,,,,,,,,,,RESTING AT THE SURFACE
SE,CalCOFI0901NH,1/12/2009,,1/12/2009 12:48,8:00,1/12/2009 20:48,,,32.13817,-120.54567,DLC,AMH,,,,,,,,,,,,16,AMH,2,,163,0.8,,,,,,,1,,,0,Pm,,,,ON,,ON,,9,,,,,,,,,,,,
SB,CalCOFI0901NH,1/12/2009,,1/12/2009 14:20,8:00,1/12/2009 22:20,,,32.26217,-120.29100,DLC,AMH,,,,,,,,,,,,17,AMH,1,,47,0.4,,,,,,,36,21,52,ND,UD,,,,ON,,ON,,0,,,,,,,,,,,,SPLASHES SEEN PERIODICALLY
SP,CalCOFI0901NH,1/12/2009,,1/12/2009 14:27,8:00,1/12/2009 22:27,,,32.27150,-120.27150,DLC,AMH,,,,,,,,,,,,17,AMH,1,,16,0.3,,,,,,,36,21,52,ND,UD,,,,ON,,ON,,2,,,,,,,,,,,,FAST TRAVEL
SE,CalCOFI0901NH,1/12/2009,,1/12/2009 14:36,8:00,1/12/2009 22:36,,,32.28217,-120.24783,DLC,AMH,,,,,,,,,,,,17,AMH,1,,346,0.1,,,,,,,36,21,52,ND,UD,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0901NH,1/12/2009,,1/12/2009 14:41,8:00,1/12/2009 22:41,,,32.28817,-120.23417,DLC,AMH,,,,,,,,,,,,18,DLC,1,,36,1.4,,,,,,,2,,,0,OO,,,,ON,,ON,,0,,,,,,,,,,,,"2 DISTINCT DARK DORSAL FINS, TALL, WHITE EYE PATCH VISIBLE"
SE,CalCOFI0901NH,1/12/2009,,1/12/2009 14:41,8:00,1/12/2009 22:41,,,32.28817,-120.23417,DLC,AMH,,,,,,,,,,,,18,DLC,,,,,,,,,,,2,,,0,OO,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 7:05,8:00,1/13/2009 15:05,,,33.06383,-118.66733,AMH,DLC,,,,,,,,,,,,19,DLC,2,,142,,500,,,,,,12,,,0,Mn,,,,ON,,ON,,9,34,,,,,,,,,,,FLUKING
SP,CalCOFI0901NH,1/13/2009,,1/13/2009 7:09,8:00,1/13/2009 15:09,,,33.06967,-118.65567,AMH,DLC,,,,,,,,,,,,19,DLC,2,,168,2.1,,,,,,,12,10,14,0,Mn,,,,ON,,ON,,9,,,,,,,,,,,,
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 7:14,8:00,1/13/2009 15:14,,,33.07733,-118.63967,AMH,DLC,,,,,,,,,,,,19,DLC,2,,170,2.2,,,,,,,12,10,14,0,Mn,,,,ON,,ON,,9,,,,,,,,,,,,
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 7:59,8:00,1/13/2009 15:59,,,33.13167,-118.50883,AMH,DLC,,,,,,,,,,,,20,DLC,5,,94,1.9,,,,,,,1,,,0,Ba,,,,ON,,ON,,0,,,,,,,,,,,,
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 7:59,8:00,1/13/2009 15:59,,,33.13167,-118.50883,AMH,DLC,,,,,,,,,,,,20,DLC,,,,,,,,,,,1,,,0,Ba,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 8:28,8:00,1/13/2009 16:28,,,33.15550,-118.43100,AMH,AMH,,,,,,,,,,,,21,AMH,5,,109,0.8,,,,,,,23,17,35,ND,UD,,,,ON,,ON,,9,,,,,,,,,,,,SHARKING
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 8:37,8:00,1/13/2009 16:37,,,33.18283,-118.40700,AMH,AMH,,,,,,,,,,,,21,AMH,5,,152,0.8,,,,,,,23,17,35,ND,UD,,,,ON,,ON,,9,,,,,,,,,,,,
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 9:08,8:00,1/13/2009 17:08,,,33.18400,-118.38783,AMH,AMH,,,,,,,,,,,,22,LMM,2,,104,0.5,,,,,,,3,3,4,0,Mn,,,,OFF,,ON,,9,,,,,,,,,,,,
SP,CalCOFI0901NH,1/13/2009,,1/13/2009 9:12,8:00,1/13/2009 17:12,,,33.18500,-118.38917,AMH,AMH,,,,,,,,,,,,22,DLC,2,,108,0.6,,,,,,,3,3,4,0,Mn,,,,OFF,,ON,,9,34,,,,,,,,,,,FLUKE UP DIVE
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 9:14,8:00,1/13/2009 17:14,,,33.18283,-118.38983,AMH,AMH,,,,,,,,,,,,23,DLC,1,,170,1.8,,,,,,,25,21,30,0,Dc,,,,OFF,,ON,,1,,,,,,,,,,,,POSSIBLY SAME GROUP AS SIGHTING #21
SP,CalCOFI0901NH,1/13/2009,,1/13/2009 9:26,8:00,1/13/2009 17:26,,,33.18150,-118.39417,AMH,AMH,,,,,,,,,,,,23,DLC,5,,76,2.4,,,,,,,25,21,30,0,Dc,,,,OFF,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 9:30,8:00,1/13/2009 17:30,,,33.18117,-118.39550,AMH,AMH,,,,,,,,,,,,23,DLC,5,,26,,800,,,,,,25,21,30,0,Dc,,,,OFF,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 9:32,8:00,1/13/2009 17:32,,,33.18083,-118.39667,AMH,AMH,,,,,,,,,,,,22,LMM,2,,92,0.3,,,,,,,3,3,4,0,Mn,,,,OFF,,ON,,9,34,,,,,,,,,,,
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 11:35,8:00,1/13/2009 19:35,,,33.24100,-118.30650,AMH,DLC,,,,,,,,,,,,24,DLC,2,,19,,500,,,,,,1,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,ONLY BLOW SEEN
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 11:35,8:00,1/13/2009 19:35,,,33.24100,-118.30650,AMH,DLC,,,,,,,,,,,,24,DLC,,,,,,,,,,,1,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 11:46,8:00,1/13/2009 19:46,,,33.25533,-118.27417,AMH,DLC,,,,,,,,,,,,25,DLC,1,,310,,800,,,,,,8,6,10,0,DSP,,,,OFF,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 11:50,8:00,1/13/2009 19:50,,,33.26000,-118.26367,AMH,DLC,,,,,,,,,,,,25,DLC,5,,296,1.2,,,,,,,8,6,10,0,DSP,,,,OFF,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 12:05,8:00,1/13/2009 20:05,,,33.27833,-118.22017,AMH,DLC,,,,,,,,,,,,26,DLC,1,,43,,400,,,,,,12,9,15,0,Dc,,,,ON,,ON,,1,5,,,DLC,DIG-1,74,76,,,,,ONE CONFIRMED DC IN GROUP FROM PHOTOS. REST OF GROUP UNCLEAR. POSSIBLE DD OBSERVED. MIXED GROUP?
SP,CalCOFI0901NH,1/13/2009,,1/13/2009 12:05,8:00,1/13/2009 20:05,,,33.27833,-118.22017,AMH,DLC,,,,,,,,,,,,26,DLC,1,,43,,400,,,,,,12,9,15,0,Dc,,,,ON,,ON,,1,,,,,,,,,,,,ONE CONFIRMED DC IN GROUP FROM PHOTOS. REST OF GROUP UNCLEAR. POSSIBLE DD OBSERVED. MIXED GROUP?
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 12:07,8:00,1/13/2009 20:07,,,33.28133,-118.21233,AMH,DLC,,,,,,,,,,,,27,AMH,1,,339,,1000,,,,,,18,12,26,ND,UD,,,,ON,,ON,,9,,,,,,,,,,,,
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 12:10,8:00,1/13/2009 20:10,,,33.28517,-118.20283,AMH,DLC,,,,,,,,,,,,27,AMH,1,,320,,1000,,,,,,18,12,26,ND,UD,,,,ON,,ON,,9,,,,,,,,,,,,
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 12:10,8:00,1/13/2009 20:10,,,33.28517,-118.20283,AMH,DLC,,,,,,,,,,,,26,DLC,,,,,,,,,,,12,9,15,0,Dc,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0901NH,1/13/2009,,1/13/2009 13:06,8:00,1/13/2009 21:06,,,33.35333,-118.03850,AMH,DLC,,,,,,,,,,,,28,AMH,1,,341,,900,,,,,,35,22,43,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0901NH,1/13/2009,,1/13/2009 13:06,8:00,1/13/2009 21:06,,,33.35333,-118.03850,AMH,DLC,,,,,,,,,,,,28,AMH,,,,,,,,,,,35,22,43,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0901NH,1/14/2009,,1/14/2009 8:18,8:00,1/14/2009 16:18,,,33.89067,-118.49067,DLC,AMH,,,,,,,,,,,,29,LMM,5,,75,,600,,,,,,26,18,35,ND,DSP,,,,OFF,,ON,,9,,,,,,,,,,,,
SE,CalCOFI0901NH,1/14/2009,,1/14/2009 8:26,8:00,1/14/2009 16:26,,,33.89100,-118.49133,DLC,AMH,,,,,,,,,,,,29,LMM,5,,72,,900,,,,,,26,18,35,ND,DSP,,,,OFF,,ON,,9,,,,,,,,,,,,
SB,CalCOFI0901NH,1/14/2009,,1/14/2009 12:55,8:00,1/14/2009 20:55,,,33.80817,-118.69233,DLC,AMH,,,,,,,,,,,,30,AMH,1,,242,0.6,,,,,,,51,45,59,ND,Dd,,,,ON,,ON,,0,,,,,,,,,,,,SPLASHES SEEN
SP,CalCOFI0901NH,1/14/2009,,1/14/2009 12:58,8:00,1/14/2009 20:58,,,33.80300,-118.70350,DLC,AMH,,,,,,,,,,,,30,AMH,1,,251,0.8,,,,,,,51,46,59,ND,Dd,,,,ON,,ON,,1,,,,,,,,,,,,TRAVELING AWAY FROM BOAT IN A LINE
SP,CalCOFI0901NH,1/14/2009,,1/14/2009 13:03,8:00,1/14/2009 21:03,,,33.79683,-118.71550,DLC,AMH,,,,,,,,,,,,30,AMH,1,,265,1.4,,,1.4,1.3,241,289,51,46,59,ND,Dd,,,,ON,,ON,,1,,,,,,,,,,,,SWITCHED DIRECTION. SHIP ATTRACTED. 
SE,CalCOFI0901NH,1/14/2009,,1/14/2009 13:06,8:00,1/14/2009 21:06,,,33.79167,-118.72533,DLC,AMH,,,,,,,,,,,,30,AMH,5,,228,,400,,,,,,51,46,59,ND,Dd,,,,ON,,ON,,5,1,,,DLC,DIG-1,77,87,,,,,PHOTOS CONFIRM DD. SHIP MOVED PAST GORUP OF ANIMALS.
SB,CalCOFI0901NH,1/14/2009,,1/14/2009 13:47,8:00,1/14/2009 21:47,,,33.72733,-118.84367,DLC,AMH,,,,,,,,,,,,31,AMH,2,,259,0.4,,,,,,,2,,,ND,Mn,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0901NH,1/14/2009,,1/14/2009 13:52,8:00,1/14/2009 21:52,,,33.72017,-118.85650,DLC,AMH,,,,,,,,,,,,32,DLC,1,,156,2,,,,,,,15,12,18,ND,DSP,,,,ON,,ON,,1,,,,,,,,,,,,BODIES NOT RAISING OUT OF WATER MUCH
SB,CalCOFI0901NH,1/14/2009,,1/14/2009 13:52,8:00,1/14/2009 21:52,,,33.72017,-118.85650,DLC,AMH,,,,,,,,,,,,33,DLC,2,,232,0.4,,,,,,,2,,,ND,ULW,,,,ON,,ON,,0,,,,,,,,,,,,"TALL, COLUMNAR BLOWS"
