SE,CalCOFI1411NH,11/9/2014,8:54,11/9/2014 8:54,8:00:00,11/9/2014 16:54,,,32.49017,-118.27000,KW,RG,G,7,OV,78,0,0,0,285,6,2,4,6,KW,3,285,165,3,,,,,,,1,1,1,0,Mn,,,,On,,On,,8,,,,,,,,,,,,
SB,CalCOFI1411NH,11/9/2014,10:18,11/9/2014 10:18,8:00:00,11/9/2014 18:18,,,32.35617,-118.53517,KW,RG,G,7,OV,80,0,0,0,285,7,3,4,7,RG,2,240,320,0.3,,,,,,,2,2,3,ND,Mn,,,,On,,On,,1,,,,,,,,,,,,
SE,CalCOFI1411NH,11/9/2014,10:18,11/9/2014 10:18,8:00:00,11/9/2014 18:18,,,32.35617,-118.53517,KW,RG,G,7,OV,80,0,0,0,285,7,3,4,7,RG,2,240,320,0.3,,,,,,,2,2,3,ND,Mn,,,,On,,On,,1,,,,,,,,,,,,
SH,CalCOFI1411NH,11/9/2014,12:57,11/9/2014 12:57,8:00:00,11/9/2014 20:57,,,32.33483,-118.58650,KW,KW,G,7,PC,60,170,220,M,290,7,3,4,SH2,,,240,220,0.2,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,"Leaving station 93/45, Going to Line 93 Station 50.  Array deployed.  One observer on. Large Military ship"
SB,CalCOFI1411NH,11/10/2014,9:34,11/10/2014 9:34,8:00:00,11/10/2014 17:34,,,31.20100,-120.87650,KW,RG,G,7,OV,100,0,0,0,310,10,3,4,8,KW,1,240,195,1.6,,,,,,,3,3,7,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1411NH,11/10/2014,9:34,11/10/2014 9:34,8:00:00,11/10/2014 17:34,,,31.20100,-120.87650,KW,RG,G,7,OV,100,0,0,0,310,10,3,4,8,KW,1,240,195,1.6,,,,,,,3,3,7,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1411NH,11/10/2014,13:22,11/10/2014 13:22,8:00:00,11/10/2014 21:22,,,31.04250,-121.20050,KW,RG,g,7,OV,100,0,0,0,310,8,3,4,9,RG,3,238,242,,120,,,,,,7,7,12,0,Dc,,,,On,,on,,1,5,,Yes,RG,60D,1495,1505,,,,,
SE,CalCOFI1411NH,11/10/2014,13:22,11/10/2014 13:22,8:00:00,11/10/2014 21:22,,,31.04250,-121.20050,KW,RG,g,7,OV,100,0,0,0,310,8,3,4,9,RG,3,238,242,,120,,,,,,7,7,12,0,Dc,,,,On,,on,,1,5,,Yes,RG,60D,1495,1505,,,,,
SB,CalCOFI1411NH,11/11/2014,7:39,11/11/2014 7:39,8:00:00,11/11/2014 15:39,,,30.01167,-123.25483,AS,KW,g,7,OV,85,120,155,m,290,7,3,4,10,KW,1,240,260,0.2,,,,,,,5,4,7,1,ULW,,,,ON,,ON,,3,,,,,,,,,,,,"Stationary, recovering, maybe sperm whales-fin whales "
SE,CalCOFI1411NH,11/11/2014,7:39,11/11/2014 7:39,8:00:00,11/11/2014 15:39,,,30.01167,-123.25483,AS,KW,g,7,OV,85,120,155,m,290,7,3,4,10,KW,1,240,260,0.2,,,,,,,5,4,7,1,ULW,,,,ON,,ON,,3,,,,,,,,,,,,"Stationary, recovering, maybe sperm whales-fin whales "
SB,CalCOFI1411NH,11/11/2014,15:00,11/11/2014 15:00,8:00:00,11/11/2014 23:00,,,30.29350,-123.90850,RG,KW,g,7,PC,70,0,0,0,195,4,2,4,11,RG,1,325,255,0.5,,,,,,,45,35,60,ND,UD,,,,ON,,OFF ,2,2,8,,,,,,,,,,,
SE,CalCOFI1411NH,11/11/2014,15:00,11/11/2014 15:00,8:00:00,11/11/2014 23:00,,,30.29350,-123.90850,RG,KW,g,7,PC,70,0,0,0,195,4,2,4,11,RG,1,325,255,0.5,,,,,,,45,35,60,ND,UD,,,,ON,,OFF ,2,2,8,,,,,,,,,,,
SH,CalCOFI1411NH,11/13/2014,15:26,11/13/2014 15:26,8:00:00,11/13/2014 23:26,,,32.83167,-119.12383,RG,KW,F,4,LR,100,0,0,0,280,6,3,3,SH3,,,10,45,0.2,,,,,,,,,,,,,,,on,,off,6,,,,,,,,,,,,,Large Navy ship commanded us to go off course
SB,CalCOFI1411NH,11/14/2014,7:03,11/14/2014 7:03,8:00:00,11/14/2014 15:03,,,33.36250,-118.04767,RG,KW,G,5,OV,90,0,0,0,240,4,2,2,12,KW,3,60,130,0.1,,,,,,,1,1,1,0,Mn,,,,on,,on,,8,,,,,,,,,,,,
SE,CalCOFI1411NH,11/14/2014,7:03,11/14/2014 7:03,8:00:00,11/14/2014 15:03,,,33.36250,-118.04767,RG,KW,G,5,OV,90,0,0,0,240,4,2,2,12,KW,3,60,130,0.1,,,,,,,1,1,1,0,Mn,,,,on,,on,,8,,,,,,,,,,,,
SB,CalCOFI1411NH,11/14/2014,7:22,11/14/2014 7:22,8:00:00,11/14/2014 15:22,,,33.39489,-117.99548,AS,RG,G,5,OV,70,108,133,SE,240,4,2,2,13,AS,1,63,54,5,,,,,,,11,9,14,ND,Dsp,,,,on,,on,,1,5,,,,,,,,,,,"Widely dispsersed group, probably long-beaked, very quiet"
SE,CalCOFI1411NH,11/14/2014,7:33,11/14/2014 7:33,8:00:00,11/14/2014 15:33,,,33.40533,-117.95992,AS,KW,G,5,OV,70,108,133,SE,240,4,2,2,13,AS,1,63,54,5,,,,,,,11,9,14,ND,Dsp,,,,on,,on,,1,5,,,,,,,,,,,
SB,CalCOFI1411NH,11/14/2014,10:04,11/14/2014 10:04,8:00:00,11/14/2014 18:04,,,33.43933,-117.86933,RG,KW,G,6,OV,80,0,0,0,270,5,2,2,14,RG,3,63,50,,200,,,,,,1,1,1,0,Mn,,,,on,,on,,1,,,,,,,,,,,,Obstructed observations by birders trying to get photographs
SE,CalCOFI1411NH,11/14/2014,10:04,11/14/2014 10:04,8:00:00,11/14/2014 18:04,,,33.43933,-117.86933,RG,KW,G,6,OV,80,0,0,0,270,5,2,2,14,RG,3,63,50,,200,,,,,,1,1,1,0,Mn,,,,on,,on,,1,,,,,,,,,,,,Obstructed observations by birders trying to get photographs
SB,CalCOFI1411NH,11/15/2014,7:56,11/15/2014 7:56,8:00:00,11/15/2014 15:56,,,33.44650,-119.40600,KW,RG,P,7,OV,80,0,0,0,290,17,4,5,15,KW,1,245,210,1,,,,,,,38,30,50,ND,Dc,,,,ON,,ON,,8,4,,YES,RG,70D,1511,1543,KW,40D,5525,5547,
SE,CalCOFI1411NH,11/15/2014,7:56,11/15/2014 7:56,8:00:00,11/15/2014 15:56,,,33.44650,-119.40600,KW,RG,P,7,OV,80,0,0,0,290,17,4,5,15,KW,1,245,210,1,,,,,,,38,30,50,ND,Dc,,,,ON,,ON,,8,4,,YES,RG,70D,1511,1543,KW,40D,5525,5547,
SB,CalCOFI1411NH,11/15/2014,11:19,11/15/2014 11:19,8:00:00,11/15/2014 19:19,,,33.29483,-119.72750,AS,KW,P,7,CL,10,140,200,SE,290,20,5,6,16,KW,2,240,265,1.6,,,,,,,1,1,2,0,Mn,,,,ON,,ON,,1,38,,,,,,,,,,,Port observer almost zero visibility with glare and sea state
SE,CalCOFI1411NH,11/15/2014,11:19,11/15/2014 11:19,8:00:00,11/15/2014 19:19,,,33.29483,-119.72750,AS,KW,P,7,CL,10,140,200,SE,290,20,5,6,16,KW,2,240,265,1.6,,,,,,,1,1,2,0,Mn,,,,ON,,ON,,1,38,,,,,,,,,,,Port observer almost zero visibility with glare and sea state
SB,CalCOFI1411NH,11/15/2014,12:43,11/15/2014 12:43,8:00:00,11/15/2014 20:43,,,33.17667,-119.96283,AS,KW,P,7,CL,10,180,240,SE,290,21,5,6,17,KW,2,240,250,0.6,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SE,CalCOFI1411NH,11/15/2014,12:43,11/15/2014 12:43,8:00:00,11/15/2014 20:43,,,33.17667,-119.96283,AS,KW,P,7,CL,10,180,240,SE,290,21,5,6,17,KW,2,240,250,0.6,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI1411NH,11/15/2014,15:22,11/15/2014 15:22,8:00:00,11/15/2014 23:22,,,33.07750,-120.19383,KW,KW,UX,5,HZ,10,190,260,SE,315,30,6,10,18,KW,3,240,145,0.8,,,,,,,3,3,4,ND,ULW,,,,OFF,2A,ON,,0,,,,,,,,,,,,
SE,CalCOFI1411NH,11/15/2014,15:22,11/15/2014 15:22,8:00:00,11/15/2014 23:22,,,33.07750,-120.19383,KW,KW,UX,5,HZ,10,190,260,SE,315,30,6,10,18,KW,3,240,145,0.8,,,,,,,3,3,4,ND,ULW,,,,OFF,2A,ON,,0,,,,,,,,,,,,
SB,CalCOFI1411NH,11/15/2014,15:46,11/15/2014 15:46,8:00:00,11/15/2014 23:46,,,33.05700,-120.22333,KW,KW,UX,5,HZ,10,190,260,SE,315,30,6,10,19,KW,3,240,250,0.5,,,,,,,2,1,2,ND,ULW,,,,OFF,2A,ON,,1,,,,,,,,,,,,Fin or Humpback whales
SE,CalCOFI1411NH,11/15/2014,15:46,11/15/2014 15:46,8:00:00,11/15/2014 23:46,,,33.05700,-120.22333,KW,KW,UX,5,HZ,10,190,260,SE,315,30,6,10,19,KW,3,240,250,0.5,,,,,,,2,1,2,ND,ULW,,,,OFF,2A,ON,,1,,,,,,,,,,,,Fin or Humpback whales
SB,CalCOFI1411NH,11/15/2014,15:50,11/15/2014 15:50,8:00:00,11/15/2014 23:50,,,33.03900,-120.25033,KW,KW,UX,5,HZ,10,190,260,SE,315,30,6,10,20,KW,3,240,270,0.6,,,,,,,2,2,3,ND,ULW,,,,OFF,2A,ON,,1,,,,,,,,,,,,"2 separate whales, Fin, Humpback or Blue"
SE,CalCOFI1411NH,11/15/2014,15:50,11/15/2014 15:50,8:00:00,11/15/2014 23:50,,,33.03900,-120.25033,KW,KW,UX,5,HZ,10,190,260,SE,315,30,6,10,20,KW,3,240,270,0.6,,,,,,,2,2,3,ND,ULW,,,,OFF,2A,ON,,1,,,,,,,,,,,,"2 separate whales, Fin, Humpback or Blue"
SB,CalCOFI1411NH,11/15/2014,16:13,11/15/2014 16:13,8:00:00,11/16/2014 0:13,,,33.02033,-120.28350,KW,KW,UX,5,HZ,10,190,260,SE,315,30,6,10,21,KW,3,240,250,0.3,,,,,,,1,1,1,ND,ULW,,,,OFF,2A,ON,,1,,,,,,,,,,,,"Fin, Humpback or Blue"
SE,CalCOFI1411NH,11/15/2014,16:13,11/15/2014 16:13,8:00:00,11/16/2014 0:13,,,33.02033,-120.28350,KW,KW,UX,5,HZ,10,190,260,SE,315,30,6,10,21,KW,3,240,250,0.3,,,,,,,1,1,1,ND,ULW,,,,OFF,2A,ON,,1,,,,,,,,,,,,"Fin, Humpback or Blue"
SB,CalCOFI1411NH,11/15/2014,16:41,11/15/2014 16:41,8:00:00,11/16/2014 0:41,,,32.98883,-120.34267,KW,KW,UX,5,HZ,10,190,260,SE,315,25,6,10,22,KW,3,240,210,0.3,,,,,,,1,1,1,ND,ULW,,,,OFF,2A,ON,,1,,,,,,,,,,,,Feel like it was most like a Fin whale
SE,CalCOFI1411NH,11/15/2014,16:41,11/15/2014 16:41,8:00:00,11/16/2014 0:41,,,32.98883,-120.34267,KW,KW,UX,5,HZ,10,190,260,SE,315,25,6,10,22,KW,3,240,210,0.3,,,,,,,1,1,1,ND,ULW,,,,OFF,2A,ON,,1,,,,,,,,,,,,Feel like it was most like a Fin whale
SB,CalCOFI1411NH,11/15/2014,16:41,11/15/2014 16:41,8:00:00,11/16/2014 0:41,,,32.98883,-120.34267,KW,KW,UX,5,HZ,10,190,260,SE,315,25,6,10,23,KW,1,240,260,,60,,,,,,10,5,12,0,Dsp,,,,OFF,2A,ON,,2,5,,,,,,,,,,,
SE,CalCOFI1411NH,11/15/2014,16:41,11/15/2014 16:41,8:00:00,11/16/2014 0:41,,,32.98883,-120.34267,KW,KW,UX,5,HZ,10,190,260,SE,315,25,6,10,23,KW,1,240,260,,60,,,,,,10,5,12,0,Dsp,,,,OFF,2A,ON,,2,5,,,,,,,,,,,
SB,CalCOFI1411NH,11/16/2014,10:26,11/16/2014 10:26,8:00:00,11/16/2014 18:26,,,32.01200,-122.34800,KW,AS,P,6,CL,18,0,0,0,10,20,4,5,24,AS,1,240,280,4.5,,,,,,,16,12,26,ND,Dsp,,,,on,,on,,2,,,,,,,,,,,,
SE,CalCOFI1411NH,11/16/2014,10:26,11/16/2014 10:26,8:00:00,11/16/2014 18:26,,,32.01200,-122.34800,KW,AS,P,6,CL,18,0,0,0,10,20,4,5,24,AS,1,240,280,4.5,,,,,,,16,12,26,ND,Dsp,,,,on,,on,,2,,,,,,,,,,,,
SB,CalCOFI1411NH,11/16/2014,14:35,11/16/2014 14:35,8:00:00,11/16/2014 22:35,,,31.83867,-122.72800,RG,KW,G,7,PC,50,200,250,SE,15,14,4,5,25,KW,3,240,265,0.8,,,,,,,5,3,7,ND,Gg,,,,on,,on,,1,,,,,,,,,,,,
SE,CalCOFI1411NH,11/16/2014,14:35,11/16/2014 14:35,8:00:00,11/16/2014 22:35,,,31.83867,-122.72800,RG,KW,G,7,PC,50,200,250,SE,15,14,4,5,25,KW,3,240,265,0.8,,,,,,,5,3,7,ND,Gg,,,,on,,on,,1,,,,,,,,,,,,
SB,CalCOFI1411NH,11/17/2014,12:10,11/17/2014 12:10,8:00:00,11/17/2014 20:10,,,32.35600,-123.26783,RG,KW,G,7,PC,70,0,0,0,45,4,2,3,26,KW,1,60,95,1.6,,,,,,,19,17,28,ND,Dsp,,,,on,,on,,2,8,,,,,,,,,,,Most likely Dd
SE,CalCOFI1411NH,11/17/2014,12:10,11/17/2014 12:10,8:00:00,11/17/2014 20:10,,,32.35600,-123.26783,RG,KW,G,7,PC,70,0,0,0,45,4,2,3,26,KW,1,60,95,1.6,,,,,,,19,17,28,ND,Dsp,,,,on,,on,,2,8,,,,,,,,,,,Most likely Dd
SB,CalCOFI1411NH,11/17/2014,14:43,11/17/2014 14:43,8:00:00,11/17/2014 22:43,,,32.54567,-122.87767,RG,KW,G,7,PC,70,0,0,0,43,4,2,3,28,KW,2,60,80,1.5,,,,,,,1,1,1,0,Bp,,,,on,,on,,1,,,,,,,,,,,,
SE,CalCOFI1411NH,11/17/2014,14:43,11/17/2014 14:43,8:00:00,11/17/2014 22:43,,,32.54567,-122.87767,RG,KW,G,7,PC,70,0,0,0,43,4,2,3,28,KW,2,60,80,1.5,,,,,,,1,1,1,0,Bp,,,,on,,on,,1,,,,,,,,,,,,
SB,CalCOFI1411NH,11/17/2014,14:43,11/17/2014 14:43,8:00:00,11/17/2014 22:43,,,32.54567,-122.87767,RG,KW,G,7,PC,70,0,0,0,43,4,2,3,27,KW,1,60,90,,450,,,,,,10,7,15,ND,Dd,,,,on,,on,,8,5,2,YES,RG,60D,1547,1558,,,,,
SE,CalCOFI1411NH,11/17/2014,14:43,11/17/2014 14:43,8:00:00,11/17/2014 22:43,,,32.54567,-122.87767,RG,KW,G,7,PC,70,0,0,0,43,4,2,3,27,KW,1,60,90,,450,,,,,,10,7,15,ND,Dd,,,,on,,on,,8,5,2,YES,RG,60D,1547,1558,,,,,
SB,CalCOFI1411NH,11/18/2014,7:20,11/18/2014 7:20,8:00:00,11/18/2014 15:20,,,33.53400,-120.84767,KW,AS,G,7,PC,40,110,115,M,130,10,2,2,29,AS,3,64,67,1,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,YES,KW,60D,1561,1564,,,,,Most likely Fin Whale (Up)
SE,CalCOFI1411NH,11/18/2014,7:20,11/18/2014 7:20,8:00:00,11/18/2014 15:20,,,33.53400,-120.84767,KW,AS,G,7,PC,40,110,115,M,130,10,2,2,29,AS,3,64,67,1,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,YES,KW,60D,1561,1564,,,,,Most likely Fin Whale (Up)
SB,CalCOFI1411NH,11/18/2014,7:25,11/18/2014 7:25,8:00:00,11/18/2014 15:25,,,33.54333,-120.82667,KW,AS,G,7,PC,40,110,115,M,130,10,3,2,30,AS,3,64,68,0.8,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,,,,,,,,,,Most likely Humpback (Mn)
SE,CalCOFI1411NH,11/18/2014,7:25,11/18/2014 7:25,8:00:00,11/18/2014 15:25,,,33.54333,-120.82667,KW,AS,G,7,PC,40,110,115,M,130,10,3,2,30,AS,3,64,68,0.8,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,,,,,,,,,,Most likely Humpback (Mn)
SB,CalCOFI1411NH,11/18/2014,10:02,11/18/2014 10:02,8:00:00,11/18/2014 18:02,,,33.59700,-120.71867,KW,RG,G,7,OV,90,130,170,M,130,10,3,3,31,KW,3,60,50,0.6,,,,,,,1,1,1,0,Bm,,,,on,,on,,1,,,YES,KW,60D,1565,1575,,,,,
SE,CalCOFI1411NH,11/18/2014,10:02,11/18/2014 10:02,8:00:00,11/18/2014 18:02,,,33.59700,-120.71867,KW,RG,G,7,OV,90,130,170,M,130,10,3,3,31,KW,3,60,50,0.6,,,,,,,1,1,1,0,Bm,,,,on,,on,,1,,,YES,KW,60D,1565,1575,,,,,
SB,CalCOFI1411NH,11/18/2014,10:14,11/18/2014 10:14,8:00:00,11/18/2014 18:14,,,33.61317,-120.68567,KW,RG,G,7,OV,90,130,170,M,130,10,3,3,32,RG,3,62,80,0.8,,,,,,,2,2,2,ND,Mn,,,,on,,on,,1,,,,,,,,,,,,
SE,CalCOFI1411NH,11/18/2014,10:14,11/18/2014 10:14,8:00:00,11/18/2014 18:14,,,33.61317,-120.68567,KW,RG,G,7,OV,90,130,170,M,130,10,3,3,32,RG,3,62,80,0.8,,,,,,,2,2,2,ND,Mn,,,,on,,on,,1,,,,,,,,,,,,
SB,CalCOFI1411NH,11/18/2014,11:20,11/18/2014 11:20,8:00:00,11/18/2014 19:20,,,33.70717,-120.49283,KW,RG,G,7,OV,90,150,180,M,130,10,3,3,33,RG,3,62,140,0.2,,,,,,,1,1,1,ND,Mn,,,,on,,on,,1,34,,,,,,,,,,,
SE,CalCOFI1411NH,11/18/2014,11:20,11/18/2014 11:20,8:00:00,11/18/2014 19:20,,,33.70717,-120.49283,KW,RG,G,7,OV,90,150,180,M,130,10,3,3,33,RG,3,62,140,0.2,,,,,,,1,1,1,ND,Mn,,,,on,,on,,1,34,,,,,,,,,,,
SB,CalCOFI1411NH,11/18/2014,11:36,11/18/2014 11:36,8:00:00,11/18/2014 19:36,,,33.73400,-120.43530,KW,RG,G,7,OV,90,150,180,SE,130,10,3,3,34,RG,1,62,55,1,,,,,,,5,4,7,ND,Zica,,,,on,,on,,1,,,,,,,,,,,,
SE,CalCOFI1411NH,11/18/2014,11:36,11/18/2014 11:36,8:00:00,11/18/2014 19:36,,,33.73400,-120.43530,KW,RG,G,7,OV,90,150,180,SE,130,10,3,3,34,RG,1,62,55,1,,,,,,,5,4,7,ND,Zica,,,,on,,on,,1,,,,,,,,,,,,
SB,CalCOFI1411NH,11/18/2014,13:59,11/18/2014 13:59,8:00:00,11/18/2014 21:59,,,33.76100,-120.34867,KW,AS,G,7,OV,70,0,0,0,125,10,3,3,35,AS,1,60,80,,100,,,,,,3,3,5,0,Dsp,,,,on,,on,,2,5,,,,,,,,,,,
SE,CalCOFI1411NH,11/18/2014,13:59,11/18/2014 13:59,8:00:00,11/18/2014 21:59,,,33.76100,-120.34867,KW,AS,G,7,OV,70,0,0,0,125,10,3,3,35,AS,1,60,80,,100,,,,,,3,3,5,0,Dsp,,,,on,,on,,2,5,,,,,,,,,,,
SB,CalCOFI1411NH,11/18/2014,14:05,11/18/2014 14:05,8:00:00,11/18/2014 22:05,,,33.78883,-120.32500,KW,AS,G,7,OV,70,0,0,0,125,10,3,3,36,AS,1,60,70,0.5,,,,,,,7,7,10,0,Pd,,,,on,,on,,2,5,,YES,AS,60D,1579,1586,KW,40D,5557,5571,
SE,CalCOFI1411NH,11/18/2014,14:05,11/18/2014 14:05,8:00:00,11/18/2014 22:05,,,33.78883,-120.32500,KW,AS,G,7,OV,70,0,0,0,125,10,3,3,36,AS,1,60,70,0.5,,,,,,,7,7,10,0,Pd,,,,on,,on,,2,5,,YES,AS,60D,1579,1586,KW,40D,5557,5571,
SB,CalCOFI1411NH,11/18/2014,14:17,11/18/2014 14:17,8:00:00,11/18/2014 22:17,,,33.80483,-120.29150,KW,AS,G,7,OV,70,0,0,0,125,10,3,3,37,AS,1,60,54,0.5,,,1,10,0,90,350,320,410,3,Dsp,,,,on,,on,,2,5,8,YES,AS,60D,1584,1552,KW,40D,5575,5604,
SE,CalCOFI1411NH,11/18/2014,14:17,11/18/2014 14:17,8:00:00,11/18/2014 22:17,,,33.80483,-120.29150,KW,AS,G,7,OV,70,0,0,0,125,10,3,3,37,AS,1,60,54,0.5,,,1,10,0,90,350,320,410,3,Dsp,,,,on,,on,,2,5,8,YES,AS,60D,1584,1552,KW,40D,5575,5604,
SB,CalCOFI1411NH,11/18/2014,14:53,11/18/2014 14:53,8:00:00,11/18/2014 22:53,,,33.86133,-120.16700,KW,AS,G,7,OV,70,0,0,0,125,10,3,3,38,AS,3,60,73,0.2,,,,,,,11,7,18,ND,UD,,,,on,,on,,8,1,,,,,,,,,,,
SE,CalCOFI1411NH,11/18/2014,14:53,11/18/2014 14:53,8:00:00,11/18/2014 22:53,,,33.86133,-120.16700,KW,AS,G,7,OV,70,0,0,0,125,10,3,3,38,AS,3,60,73,0.2,,,,,,,11,7,18,ND,UD,,,,on,,on,,8,1,,,,,,,,,,,
SB,CalCOFI1411NH,11/19/2014,6:39,11/19/2014 6:39,8:00:00,11/19/2014 14:39,,,33.84417,-121.81800,KW,RG,F,6,OV,100,0,0,0,130,13,4,6,39,KW,1,245,180,,120,,,,,,11,9,14,0,Dd,,,,on,,on,,2,5,8,,,,,,,,,,
SE,CalCOFI1411NH,11/19/2014,6:39,11/19/2014 6:39,8:00:00,11/19/2014 14:39,,,33.84417,-121.81800,KW,RG,F,6,OV,100,0,0,0,130,13,4,6,39,KW,1,245,180,,120,,,,,,11,9,14,0,Dd,,,,on,,on,,2,5,8,,,,,,,,,,
SB,CalCOFI1411NH,11/19/2014,9:43,11/19/2014 9:43,8:00:00,11/19/2014 17:43,,,33.79090,-121.91930,KW,AS,G,7,PC,70,120,100,SE,210,6,3,5,40,KW,1,245,229,0.6,,,,,,,61,54,70,0,Dd,,,,on,,on,,2,8,5,YES,AS,60D,1665,1693,KW,40D,5639,5648,
SE,CalCOFI1411NH,11/19/2014,9:43,11/19/2014 9:43,8:00:00,11/19/2014 17:43,,,33.79090,-121.91930,KW,AS,G,7,PC,70,120,100,SE,210,6,3,5,40,KW,1,245,229,0.6,,,,,,,61,54,70,0,Dd,,,,on,,on,,2,8,5,YES,AS,60D,1665,1693,KW,40D,5639,5648,
SH,CalCOFI1411NH,11/19/2014,12:37,11/19/2014 12:37,8:00:00,11/19/2014 20:37,,,33.56133,-122.37500,KW,AS,G,6,PC,70,190,215,SE,240,10,3,10,SH4,,,243,257,,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,Large Cargo Ship
SB,CalCOFI1411NH,11/19/2014,12:47,11/19/2014 12:47,8:00:00,11/19/2014 20:47,,,33.54690,-122.40090,KW,AS,G,6,OV,90,195,215,M,240,10,3,10,41,AS,1,243,235,,200,,,,,,12,9,14,0,Dd,,,,on,,on,,2,5,,YES,AS,60D,1697,1701,,,,,
SE,CalCOFI1411NH,11/19/2014,12:47,11/19/2014 12:47,8:00:00,11/19/2014 20:47,,,33.54690,-122.40090,KW,AS,G,6,OV,90,195,215,M,240,10,3,10,41,AS,1,243,235,,200,,,,,,12,9,14,0,Dd,,,,on,,on,,2,5,,YES,AS,60D,1697,1701,,,,,
SB,CalCOFI1411NH,11/19/2014,15:55,11/19/2014 15:55,8:00:00,11/19/2014 23:55,,,33.44920,-122.60440,KW,RG,P,6,OV,100,0,0,0,290,19,5,8,42,KW,1,240,210,3,,,,,,,47,44,55,5,Dd,,,,on,,on,,2,8,5,YES,RG,60D,1705,1710,,,,,
