SB,CC1604SH,4/1/2016,15:32,4/1/2016 15:32,7:00:00,4/1/2016 22:32,33 00.45,117 19.13,33.0075,-117.3188333,KW,AS,G,7,CL,0,240,320,M,275,6,3,3,6,kw,3,335,300,1,,,,,,,1,1,1,0,Bp,,,,On,,Off,1,1,4,,,,,,,,,,,
SE,CC1604SH,4/1/2016,15:32,4/1/2016 15:32,7:00:00,4/1/2016 22:32,33 00.45,117 19.13,33.0075,-117.3188333,KW,AS,G,7,CL,0,240,320,M,275,6,3,3,6,kw,3,335,300,1,,,,,,,1,1,1,0,Bp,,,,On,,Off,1,1,4,,,,,,,,,,,
SB,CC1604SH,4/1/2016,15:59,4/1/2016 15:59,7:00:00,4/1/2016 22:59,33 04.45,117 21.99,33.07416667,-117.3665,KW,AS,G,7,cl,0,345,320,M,275,6,3,5,7,KW,1,330,310,6,,,,,,,31,27,40,ND,DC,,,,ON,,OFF,1,1,5,8,,,,,,,,,,
SE,CC1604SH,4/1/2016,15:59,4/1/2016 15:59,7:00:00,4/1/2016 22:59,33 04.45,117 21.99,33.07416667,-117.3665,KW,AS,G,7,cl,0,345,320,M,275,6,3,5,7,KW,1,330,310,6,,,,,,,31,27,40,ND,DC,,,,ON,,OFF,1,1,5,8,,,,,,,,,,
SB,CC1604SH,4/1/2016,16:11,4/1/2016 16:11,7:00:00,4/1/2016 23:11,33 06.37,117 23.10,33.10616667,-117.385,KW,AS,G,7,CL,0,245,320,SE,275,6,3,5,8,AS,3,330,340,4,,,0.7,14,250,340,285,268,345,ND,DC,,,,ON,,OFF,1,1,5,"4,8",YES,AS,40D,2,8,,,,,20 minutes of dolphins
SE,CC1604SH,4/1/2016,16:32,4/1/2016 16:32,7:00:00,4/1/2016 23:32,33 09.66,117 24.97,33.161,-117.4161667,KW,AS,G,7,CL,0,245,320,SE,275,6,3,5,8,AS,3,330,340,4,,,0.7,14,250,340,285,268,345,ND,DC,,,,ON,,OFF,1,1,5,"4,8",YES,AS,40D,2,8,,,,,20 minutes of dolphins
SB,CC1604SH,4/1/2016,18:06,4/1/2016 18:06,7:00:00,4/2/2016 1:06,33 09.48,117 28.70,33.158,-117.4783333,kw,as,g,7,cl,0,255,300,m,280,6,3,3,9,as,3,160,212,2.2,,,,,,,1,1,1,0,Bp,,,,On,,off,1,1,,,,,,,,,,,,
SE,CC1604SH,4/1/2016,18:06,4/1/2016 18:06,7:00:00,4/2/2016 1:06,33 09.48,117 28.70,33.158,-117.4783333,kw,as,g,7,cl,0,255,300,m,280,6,3,3,9,as,3,160,212,2.2,,,,,,,1,1,1,0,Bp,,,,On,,off,1,1,,,,,,,,,,,,
SB,CC1604SH,4/1/2016,18:44,4/1/2016 18:44,7:00:00,4/2/2016 1:44,33 03.18,117 26.72,33.053,-117.4453333,kw,as,g,7,cl,0,0,0,0,280,6,3,3,10,KW,3,160,160,,100,,,,,,1,1,1,0,Ba,,,,On,,off,1,1,,,,,,,,,,,,
SE,CC1604SH,4/1/2016,18:44,4/1/2016 18:44,7:00:00,4/2/2016 1:44,33 03.18,117 26.72,33.053,-117.4453333,kw,as,g,7,cl,0,0,0,0,280,6,3,3,10,KW,3,160,160,,100,,,,,,1,1,1,0,Ba,,,,On,,off,1,1,,,,,,,,,,,,
SB,CC1604SH,4/1/2016,18:59,4/1/2016 18:59,7:00:00,4/2/2016 1:59,33 00.53,117 25.73,33.00883333,-117.4288333,kw,as,f,6,hz,10,0,0,0,280,6,3,3,11,kw,3,160,140,,1600,,,,,,120,115,130,ND,DSp,,,,On,,off,1,4,1,,,,,,,,,,,
SE,CC1604SH,4/1/2016,18:59,4/1/2016 18:59,7:00:00,4/2/2016 1:59,33 00.53,117 25.73,33.00883333,-117.4288333,kw,as,f,6,hz,10,0,0,0,280,6,3,3,11,kw,3,160,140,,1600,,,,,,120,115,130,ND,DSp,,,,On,,off,1,4,1,,,,,,,,,,,
SB,CC1604SH,4/2/2016,9:31,4/2/2016 9:31,7:00:00,4/2/2016 16:31,32 23.03,118 28.51,32.38383333,-118.4751667,KW,AS,G,7,OV,90,0,0,0,320,5,2,5,12,AS,3,243,270,,10,,,,,,9,7,11,ND,LO,,,,ON,,ON,,1,5,,,,,,,,,,,
SE,CC1604SH,4/2/2016,9:31,4/2/2016 9:31,7:00:00,4/2/2016 16:31,32 23.03,118 28.51,32.38383333,-118.4751667,KW,AS,G,7,OV,90,0,0,0,320,5,2,5,12,AS,3,243,270,,10,,,,,,9,7,11,ND,LO,,,,ON,,ON,,1,5,,,,,,,,,,,
SB,CC1604SH,4/2/2016,13:37,4/2/2016 13:37,7:00:00,4/2/2016 20:37,32 12.66,118 49.19,32.211,-118.8198333,KW,AS,F,7,PC,40,170,220,M,300,14,4,5,13,AS,2,242,262,0.2,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,,,,,,,,,,,,,
SE,CC1604SH,4/2/2016,13:37,4/2/2016 13:37,7:00:00,4/2/2016 20:37,32 12.66,118 49.19,32.211,-118.8198333,KW,AS,F,7,PC,40,170,220,M,300,14,4,5,13,AS,2,242,262,0.2,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,,,,,,,,,,,,,
SB,CC1604SH,4/2/2016,16:37,4/2/2016 16:37,7:00:00,4/2/2016 23:37,32 08.10,118 58.69,32.135,-118.9781667,KW,AS,P,7,PC,30,110,260,SE,310,14,4,5,14,KW,2,240,170,1.2,,,,,,,2,2,2,1,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"Glare very bad, poor quality"
SE,CC1604SH,4/2/2016,16:37,4/2/2016 16:37,7:00:00,4/2/2016 23:37,32 08.10,118 58.69,32.135,-118.9781667,KW,AS,P,7,PC,30,110,260,SE,310,14,4,5,14,KW,2,240,170,1.2,,,,,,,2,2,2,1,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"Glare very bad, poor quality"
SB,CC1604SH,4/2/2016,17:30,4/2/2016 17:30,7:00:00,4/3/2016 0:30,32 03.73,119 08.04,32.06216667,-119.134,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,15,KW,2,240,205,1.5,,,,,,,5,4,6,1,ULW,,,,ON,,ON,,1,,,,,,,,,,,,Most likely fin whales as they were with a single confirmed fin whale. 
SE,CC1604SH,4/2/2016,17:30,4/2/2016 17:30,7:00:00,4/3/2016 0:30,32 03.73,119 08.04,32.06216667,-119.134,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,15,KW,2,240,205,1.5,,,,,,,5,4,6,1,ULW,,,,ON,,ON,,1,,,,,,,,,,,,Most likely fin whales as they were with a single confirmed fin whale. 
SB,CC1604SH,4/2/2016,17:30,4/2/2016 17:30,7:00:00,4/3/2016 0:30,32 03.73,119 08.04,32.06216667,-119.134,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,22,KW,2,240,205,1.5,,,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,With group of ULWs (sighting #15) most likely Bp as well
SE,CC1604SH,4/2/2016,17:30,4/2/2016 17:30,7:00:00,4/3/2016 0:30,32 03.73,119 08.04,32.06216667,-119.134,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,22,KW,2,240,205,1.5,,,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,With group of ULWs (sighting #15) most likely Bp as well
SB,CC1604SH,4/2/2016,17:30,4/2/2016 17:30,7:00:00,4/3/2016 0:30,32 03.73,119 08.04,32.06216667,-119.134,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,16,KW,3,240,200,1,,,,,,,85,80,100,ND,DD,,,,ON,,ON,,5,8,"2,1",YES,,,,,KW,60D,20,28,With group of ULWs (sighting #15) most likely Bp as well
SE,CC1604SH,4/2/2016,17:30,4/2/2016 17:30,7:00:00,4/3/2016 0:30,32 03.73,119 08.04,32.06216667,-119.134,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,16,KW,3,240,200,1,,,,,,,85,80,100,ND,DD,,,,ON,,ON,,5,8,"2,1",YES,,,,,KW,60D,20,28,With group of ULWs (sighting #15) most likely Bp as well
SB,CC1604SH,4/2/2016,17:34,4/2/2016 17:34,7:00:00,4/3/2016 0:34,32 03.40,119 08.71,32.05666667,-119.1451667,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,17,KW,1,240,170,2,,,,,,,2,2,2,ND,BM,,,,ON,,ON,,1,,,YES,,,,,KW,60D,29,62,
SE,CC1604SH,4/2/2016,17:34,4/2/2016 17:34,7:00:00,4/3/2016 0:34,32 03.40,119 08.71,32.05666667,-119.1451667,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,17,KW,1,240,170,2,,,,,,,2,2,2,ND,BM,,,,ON,,ON,,1,,,YES,,,,,KW,60D,29,62,
SB,CC1604SH,4/2/2016,17:34,4/2/2016 17:34,7:00:00,4/3/2016 0:34,32 03.40,119 08.71,32.05666667,-119.1451667,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,18,AS,3,240,190,1.8,,,,,,,1,1,1,0,BM,,,,ON,,ON,,1,,,YES,,,,,KW,60D,29,62,
SE,CC1604SH,4/2/2016,17:34,4/2/2016 17:34,7:00:00,4/3/2016 0:34,32 03.40,119 08.71,32.05666667,-119.1451667,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,18,KW,1,240,170,2,,,,,,,1,1,1,0,BM,,,,ON,,ON,,1,,,YES,,,,,KW,60D,29,62,
SB,CC1604SH,4/2/2016,17:42,4/2/2016 17:42,7:00:00,4/3/2016 0:42,32 02.72,119 10.04,32.04533333,-119.1673333,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,19,AS,3,240,208,1,,,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CC1604SH,4/2/2016,17:42,4/2/2016 17:42,7:00:00,4/3/2016 0:42,32 02.72,119 10.04,32.04533333,-119.1673333,KW,AS,P,7,PC,30,190,260,SE,310,14,4,5,19,AS,3,240,208,1,,,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CC1604SH,4/2/2016,17:53,4/2/2016 17:53,7:00:00,4/3/2016 0:53,32 01.75,119 11.98,32.02916667,-119.1996667,KW,KW,P,7,PC,50,200,240,SE,310,14,4,5,20,KW,3,240,190,1,,,,,,,2,2,2,0,BP,,,,OFF,6,ON,,1,,,,,,,,,,,,
SE,CC1604SH,4/2/2016,17:53,4/2/2016 17:53,7:00:00,4/3/2016 0:53,32 01.75,119 11.98,32.02916667,-119.1996667,KW,KW,P,7,PC,50,200,240,SE,310,14,4,5,20,KW,3,240,190,1,,,,,,,2,2,2,0,BP,,,,OFF,6,ON,,1,,,,,,,,,,,,
SB,CC1604SH,4/2/2016,18:05,4/2/2016 18:05,7:00:00,4/3/2016 1:05,32 00.81,119 13.95,32.0135,-119.2325,KW,KW,P,7,PC,50,200,240,SE,310,14,4,5,21,KW,3,240,220,1,,,,,,,4,4,5,ND,ULW,,,,OFF,6,ON,,1,,,,,,,,,,,,
SE,CC1604SH,4/2/2016,18:05,4/2/2016 18:05,7:00:00,4/3/2016 1:05,32 00.81,119 13.95,32.0135,-119.2325,KW,KW,P,7,PC,50,200,240,SE,310,14,4,5,21,KW,3,240,220,1,,,,,,,4,4,5,ND,ULW,,,,OFF,6,ON,,1,,,,,,,,,,,,
SB,CC1604SH,4/3/2016,8:14,4/3/2016 8:14,7:00:00,4/3/2016 15:14,31 18.19,120 40.20,31.30316667,-120.67,KW,AS,F,7,OV,100,0,0,0,300,14,4,4,23,AS,1,240,208,0.4,,,,,200,300,130,120,140,ND,DD,,,,ON,,ON,,8,5,2,YES,AS,40D,9,20,KW,60D,63,80,
SE,CC1604SH,4/3/2016,8:14,4/3/2016 8:14,7:00:00,4/3/2016 15:14,31 18.19,120 40.20,31.30316667,-120.67,KW,AS,F,7,OV,100,0,0,0,300,14,4,4,23,AS,1,240,208,0.4,,,,,200,300,130,120,140,ND,DD,,,,ON,,ON,,8,5,2,YES,AS,40D,9,20,KW,60D,63,80,
SB,CC1604SH,4/3/2016,15:07,4/3/2016 15:07,7:00:00,4/3/2016 22:07,30 54.46,121 27.97,30.90766667,-121.4661667,KW,AS,F,7,PC,60,200,270,M,350,13,4,4,24,AS,2,240,268,0.1,,,,,,,3,3,4,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CC1604SH,4/3/2016,15:07,4/3/2016 15:07,7:00:00,4/3/2016 22:07,30 54.46,121 27.97,30.90766667,-121.4661667,KW,AS,F,7,PC,60,200,270,M,350,13,4,4,24,AS,2,240,268,0.1,,,,,,,3,3,4,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CC1604SH,4/3/2016,15:30,4/3/2016 15:30,7:00:00,4/3/2016 22:30,30 52.53,121 31.87,30.8755,-121.5311667,KW,AS,F,7,PC,60,210,270,M,350,13,4,4,25,AS,2,240,270,2,,,,,,,1,1,1,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CC1604SH,4/3/2016,15:30,4/3/2016 15:30,7:00:00,4/3/2016 22:30,30 52.53,121 31.87,30.8755,-121.5311667,KW,AS,F,7,PC,60,210,270,M,350,13,4,4,25,AS,2,240,270,2,,,,,,,1,1,1,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CC1604SH,4/3/2016,15:44,4/3/2016 15:44,7:00:00,4/3/2016 22:44,30 51.40,121 34.10,30.85666667,-121.5683333,KW,KW,F,7,PC,70,210,270,M,350,13,4,4,26,KW,2,240,190,2,,,,,,,1,1,1,0,ULW,,,,OFF,6,ON,,1,,,,,,,,,,,,
SE,CC1604SH,4/3/2016,15:44,4/3/2016 15:44,7:00:00,4/3/2016 22:44,30 51.40,121 34.10,30.85666667,-121.5683333,KW,KW,F,7,PC,70,210,270,M,350,13,4,4,26,KW,2,240,190,2,,,,,,,1,1,1,0,ULW,,,,OFF,6,ON,,1,,,,,,,,,,,,
SB,CC1604SH,4/4/2016,17:54,4/4/2016 17:54,7:00:00,4/5/2016 0:54,30 30.74,123 48.68,30.51233333,-123.8113333,KW,AS,P,6,OV,100,0,0,0,15,21,5,6,27,AS,3,60,95,,60,,2,14,,,62,50,75,ND,DD,,,,ON,,ON,5,2,8,,,,,,,,,,,
SE,CC1604SH,4/4/2016,17:54,4/4/2016 17:54,7:00:00,4/5/2016 0:54,30 30.74,123 48.68,30.51233333,-123.8113333,KW,AS,P,6,OV,100,0,0,0,15,21,5,6,27,AS,3,60,95,,60,,2,14,,,62,50,75,ND,DD,,,,ON,,ON,5,2,8,,,,,,,,,,,
SB,CC1604SH,4/5/2016,7:14,4/5/2016 7:14,7:00:00,4/5/2016 14:14,31 17.06,122 15.30,31.28433333,-122.255,KW,AS,P,6,CL,20,60,120,SE,340,18,5,7,28,AS,3,60,106,,20,,,,,,24,18,28,ND,DD,,,,ON,,ON,,5,8,2,,,,,,,,,,"begin day, array deployed, in transit to 90/90. Sighting 28 observed at 7:00 am (current recorded position and time are for 7:14)"
SE,CC1604SH,4/5/2016,7:14,4/5/2016 7:14,7:00:00,4/5/2016 14:14,31 17.06,122 15.30,31.28433333,-122.255,KW,AS,P,6,CL,20,60,120,SE,340,18,5,7,28,AS,3,60,106,,20,,,,,,24,18,28,ND,DD,,,,ON,,ON,,5,8,2,,,,,,,,,,"begin day, array deployed, in transit to 90/90. Sighting 28 observed at 7:00 am (current recorded position and time are for 7:14)"
SB,CC1604SH,4/5/2016,7:23,4/5/2016 7:23,7:00:00,4/5/2016 14:23,31 17.77,122 14.00,31.29616667,-122.2333333,KW,AS,P,6,CL,20,60,120,SE,340,18,5,7,29,AS,2,60,107,0.5,,,,,,,2,2,3,ND,ULW,,,,ON,,ON,,,,,,,,,,,,,,
SE,CC1604SH,4/5/2016,7:23,4/5/2016 7:23,7:00:00,4/5/2016 14:23,31 17.77,122 14.00,31.29616667,-122.2333333,KW,AS,P,6,CL,20,60,120,SE,340,18,5,7,29,AS,2,60,107,0.5,,,,,,,2,2,3,ND,ULW,,,,ON,,ON,,,,,,,,,,,,,,
SB,CC1604SH,4/5/2016,19:20,4/5/2016 19:20,7:00:00,4/6/2016 2:20,31 51.08,121 07.02,31.85133333,-121.117,KW,AS,P,6,HZ,40,0,0,0,330,14,4,6,30,AS,3,60,78,7,,,,,,,20,18,28,ND,DD,,,,ON,,ON,,5,8,2,,,,,,,,,,
SE,CC1604SH,4/5/2016,19:20,4/5/2016 19:20,7:00:00,4/6/2016 2:20,31 51.08,121 07.02,31.85133333,-121.117,KW,AS,P,6,HZ,40,0,0,0,330,14,4,6,30,AS,3,60,78,7,,,,,,,20,18,28,ND,DD,,,,ON,,ON,,5,8,2,,,,,,,,,,
SB,CC1604SH,4/6/2016,8:18,4/6/2016 8:18,7:00:00,4/6/2016 15:18,32 35.99,119 35.16,32.59983333,-119.586,KW,AS,G,6,OV,90,70,130,SE,90,5,2,3,31,AS,3,60,95,1,,,,,,,7,5,9,0,GG,,,,ON,,ON,,3,,,YES,40D,28,,,,,,,
SE,CC1604SH,4/6/2016,8:18,4/6/2016 8:18,7:00:00,4/6/2016 15:18,32 35.99,119 35.16,32.59983333,-119.586,KW,AS,G,6,OV,90,70,130,SE,90,5,2,3,31,AS,3,60,95,1,,,,,,,7,5,9,0,GG,,,,ON,,ON,,3,,,YES,40D,28,,,,,,,
SB,CC1604SH,4/6/2016,12:23,4/6/2016 12:23,7:00:00,4/6/2016 19:23,32 44.52,119 19.43,32.742,-119.3238333,KW,AS,G,7,OV,90,0,0,0,180,7,2,3,32,KW,3,60,45,1,,,,,,,1,1,1,0,BM,,,,ON,,ON,,1,,,YES,,,,,KW,60D,148,152,
SE,CC1604SH,4/6/2016,12:23,4/6/2016 12:23,7:00:00,4/6/2016 19:23,32 44.52,119 19.43,32.742,-119.3238333,KW,AS,G,7,OV,90,0,0,0,180,7,2,3,32,KW,3,60,45,1,,,,,,,1,1,1,0,BM,,,,ON,,ON,,1,,,YES,,,,,KW,60D,148,152,
SB,CC1604SH,4/6/2016,12:23,4/6/2016 12:23,7:00:00,4/6/2016 19:23,32 44.52,119 19.43,32.742,-119.3238333,KW,AS,G,7,OV,90,0,0,0,180,7,2,3,33,AS,1,60,68,2,,,,,,,7,7,15,0,DD,,,,ON,,ON,,5,2,8,YES,AS,40D,49,51,,,,,
SE,CC1604SH,4/6/2016,12:23,4/6/2016 12:23,7:00:00,4/6/2016 19:23,32 44.52,119 19.43,32.742,-119.3238333,KW,AS,G,7,OV,90,0,0,0,180,7,2,3,33,AS,1,60,68,2,,,,,,,7,7,15,0,DD,,,,ON,,ON,,5,2,8,YES,AS,40D,49,51,,,,,
SB,CC1604SH,4/6/2016,12:41,4/6/2016 12:41,7:00:00,4/6/2016 19:41,32 45.99,119 16.23,32.7665,-119.2705,KW,AS,G,7,OV,90,0,0,0,160,7,2,2,34,AS,1,60,60,1,,,,,,,60,42,80,ND,LO,,,,ON,,ON,,2,5,1,YES,AS,40D,52,58,,,,,
SE,CC1604SH,4/6/2016,12:41,4/6/2016 12:41,7:00:00,4/6/2016 19:41,32 45.99,119 16.23,32.7665,-119.2705,KW,AS,G,7,OV,90,0,0,0,160,7,2,2,34,AS,1,60,60,1,,,,,,,60,42,80,ND,LO,,,,ON,,ON,,2,5,1,YES,AS,40D,52,58,,,,,
SB,CC1604SH,4/6/2016,12:41,4/6/2016 12:41,7:00:00,4/6/2016 19:41,32 45.99,119 16.23,32.7665,-119.2705,KW,AS,G,7,OV,90,0,0,0,160,7,2,2,35,AS,2,60,105,2.5,,,,,,,1,1,2,0,MN,,,,ON,,ON,,1,34,,,,,,,,,,,
SE,CC1604SH,4/6/2016,12:41,4/6/2016 12:41,7:00:00,4/6/2016 19:41,32 45.99,119 16.23,32.7665,-119.2705,KW,AS,G,7,OV,90,0,0,0,160,7,2,2,35,AS,2,60,105,2.5,,,,,,,1,1,2,0,MN,,,,ON,,ON,,1,34,,,,,,,,,,,
SB,CC1604SH,4/6/2016,12:41,4/6/2016 12:41,7:00:00,4/6/2016 19:41,32 45.99,119 16.23,32.7665,-119.2705,KW,AS,G,7,OV,90,0,0,0,160,7,2,2,36,AS,2,60,83,2,,,,,,,180,165,210,ND,DSP,,,,ON,,ON,,2,4,8,,,,,,,,,,
SE,CC1604SH,4/6/2016,12:41,4/6/2016 12:41,7:00:00,4/6/2016 19:41,32 45.99,119 16.23,32.7665,-119.2705,KW,AS,G,7,OV,90,0,0,0,160,7,2,2,36,AS,2,60,83,2,,,,,,,180,165,210,ND,DSP,,,,ON,,ON,,2,4,8,,,,,,,,,,
SB,CC1604SH,4/6/2016,12:59,4/6/2016 12:59,7:00:00,4/6/2016 19:59,32 47.61,119 13.18,32.7935,-119.2196667,KW,AS,G,7,OV,90,0,0,0,160,7,2,2,37,KW,1,60,35,2,,,,,,,6,5,8,0,LO,,,,ON,,ON,,5,2,,,,,,,,,,,
SE,CC1604SH,4/6/2016,12:59,4/6/2016 12:59,7:00:00,4/6/2016 19:59,32 47.61,119 13.18,32.7935,-119.2196667,KW,AS,G,7,OV,90,0,0,0,160,7,2,2,37,KW,1,60,35,2,,,,,,,6,5,8,0,LO,,,,ON,,ON,,5,2,,,,,,,,,,,
SB,CC1604SH,4/6/2016,13:04,4/6/2016 13:04,7:00:00,4/6/2016 20:04,32 48.12,119 12.26,32.802,-119.2043333,KW,AS,G,7,OV,80,0,0,0,160,7,2,2,38,KW,1,60,105,2.5,,,,,,,110,90,160,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SE,CC1604SH,4/6/2016,13:04,4/6/2016 13:04,7:00:00,4/6/2016 20:04,32 48.12,119 12.26,32.802,-119.2043333,KW,AS,G,7,OV,80,0,0,0,160,7,2,2,38,KW,1,60,105,2.5,,,,,,,110,90,160,ND,DSP,,,,ON,,ON,,2,8,,,,,,,,,,,
SH,CC1604SH,4/6/2016,17:16,4/6/2016 17:16,7:00:00,4/7/2016 0:16,32 56.60,118 53.87,32.94333333,-118.8978333,KW,AS,G,7,OV,100,0,0,0,210,14,3,3,SH1,,,60,75,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Large military ship. Port Royale
SB,CC1604SH,4/6/2016,17:19,4/6/2016 17:19,7:00:00,4/7/2016 0:19,32 56.88,118 53.87,32.948,-118.8978333,KW,AS,G,7,OV,100,0,0,0,210,14,3,3,39,AS,3,60,75,2.5,,,,,,,2,2,2,0,GG,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CC1604SH,4/6/2016,17:19,4/6/2016 17:19,7:00:00,4/7/2016 0:19,32 56.88,118 53.87,32.948,-118.8978333,KW,AS,G,7,OV,100,0,0,0,210,14,3,3,39,AS,3,60,75,2.5,,,,,,,2,2,2,0,GG,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CC1604SH,4/6/2016,17:42,4/6/2016 17:42,7:00:00,4/7/2016 0:42,32 59.45,118 50.08,32.99083333,-118.8346667,KW,AS,G,7,OV,100,0,0,0,210,14,3,3,40,KW,3,60,300,3.1,,,,,,,1,1,1,0,BP,,,,ON,,ON,,2,,,,,,,,,,,,
SE,CC1604SH,4/6/2016,17:42,4/6/2016 17:42,7:00:00,4/7/2016 0:42,32 59.45,118 50.08,32.99083333,-118.8346667,KW,AS,G,7,OV,100,0,0,0,210,14,3,3,40,KW,3,60,300,3.1,,,,,,,1,1,1,0,BP,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CC1604SH,4/7/2016,7:55,4/7/2016 7:55,7:00:00,4/7/2016 14:55,33 29.02,117 46.16,33.48366667,-117.7693333,KW,AS,G,5,OV,100,0,0,0,250,5,2,1,39,AS,3,105,120,1.2,,,,,,,1,1,2,0,MN,,,,OFF,7,OFF,1,,,,,,,,,,,,,Begin day. No array. Crew transport. 90/28 no buoys. Non-standard coastal transect from 90/28 to 88.5/30.1 SCOOS
SE,CC1604SH,4/7/2016,7:55,4/7/2016 7:55,7:00:00,4/7/2016 14:55,33 29.02,117 46.16,33.48366667,-117.7693333,KW,AS,G,5,OV,100,0,0,0,250,5,2,1,39,AS,3,105,120,1.2,,,,,,,1,1,2,0,MN,,,,OFF,7,OFF,1,,,,,,,,,,,,,Begin day. No array. Crew transport. 90/28 no buoys. Non-standard coastal transect from 90/28 to 88.5/30.1 SCOOS
