SB,CalCOFI0704JD,4/5/2007,13:50,4/5/2007 13:50,8:00:00,4/5/2007 21:50,,,32.39550,-120.00450,GSC,SMC,,,,,,,,,,,,15,SMC,,62,152,,20,,,,,,6,,,0,Pd,,,,Off,,Off,,5,2,,,,,,,,,,,Came to ship as we pulled array.
SB,CalCOFI0704JD,4/5/2007,15:24,4/5/2007 15:24,8:00:00,4/5/2007 23:24,,,32.41050,-119.95967,GSC,SMC,,,,,,,,,,,,16,SMC,,59,59,,10,,,,,,6,,,0,Pd,,,,Off,,Off,,2,,,,,,,,,,,,Swimming around ship at station. Stayed for almost 10 min. Very close to same area as sgt. # 15 1.5 hours earlier.
SB,CalCOFI0704JD,4/6/2007,5:59,4/6/2007 5:59,8:00:00,4/6/2007 13:59,,,33.06333,-118.64417,GSC,SMC,F,4,OV,100,,,,,,2,3,17,SMC,,68,103,,1000,,,,,,2,,,0,Mn,,,,Off,,On,,9,diving,,,,,,,,,,,deploying array. OFF EFFORT NOT UP TO SPEED
SB,CalCOFI0704JD,4/6/2007,6:00,4/6/2007 6:00,8:00:00,4/6/2007 14:00,,,33.06517,-118.63867,GSC,SMC,,,,,,,,,,,,18,GSC,,62,57,,30,,,,,,13,12,16,0,Tt,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0704JD,4/6/2007,6:35,4/6/2007 6:35,8:00:00,4/6/2007 14:35,,,33.10733,-118.54400,GSC,SMC,,,,,,,,,,,,19,SMC,,61,146,5.5,,,,,,,6,5,7,0,Pd,,,,On,,On,,1,,,,,,,,,,,, 
SB,CalCOFI0704JD,4/6/2007,6:38,4/6/2007 6:38,8:00:00,4/6/2007 14:38,,,33.11117,-118.53633,GSC,SMC,,,,,,,,,,,,20,SMC,,61,86,0.3,,,,,,,1800,1700,1900,8,Dd,Dc,99,1,On,,On,,4,2,,,,,,,,,,,Mixed group: Dd/Dc. Observed 4 Dc.
SB,CalCOFI0704JD,4/6/2007,7:06,4/6/2007 7:06,8:00:00,4/6/2007 15:06,,,33.14967,-118.45800,GSC,SMC,,,,,,,,,,,,21,GSC,,61,16,2,,,,,,,35,30,40,1,Gg,,,,On,,On,,1,,,,,,,,,,,,Chin slapping.
SB,CalCOFI0704JD,4/6/2007,8:12,4/6/2007 8:12,8:00:00,4/6/2007 16:12,,,33.18283,-118.38300,GSC,SMC,,,,,,,,,,,,22,SMC,,18,198,,3763,,,,,,1,,,0,Mn,,,,Off,,On,,8,,,,,,,,,,,,Breaching near Dd/Dc sighting #20. Juvenile/sub-adult.
SP,CalCOFI0704JD,4/6/2007,8:26,4/6/2007 8:26,8:00:00,4/6/2007 16:26,,,33.18300,-118.38817,GSC,SMC,,,,,,,,,,,,20,GSC,,252,162,,200,,,,,,1100,1000,1200,8,Dd,Dc,,,Off,,On,,4,2,,,,,,,,,,,At station. Animals chasing fish around ship. Scales observed off bow.
SP,CalCOFI0704JD,4/6/2007,10:21,4/6/2007 10:21,8:00:00,4/6/2007 18:21,,,33.19150,-118.37983,GSC,SMC,F,4,OV,100,,,,,,2,2,20,GSC,,62,347,,50,,,,,,80,60,100,,Dd,Dc,,,On,,On,,4,5,,,,,,,,,,,Dd/Dc sighting #20 still around ship. Animals have broken into many smaller groups.
SB,CalCOFI0704JD,4/6/2007,11:03,4/6/2007 11:03,8:00:00,4/6/2007 19:03,,,33.24933,-118.25300,GSC,SMC,,,,,,,,,,,,23,SMC,,61,126,,2889,,,,,,7,5,9,0,Gg,,,,On,,On,,1,,,,,,,,,,,,"Resting at surface, no forward movement."
SB,CalCOFI0704JD,4/6/2007,12:35,4/6/2007 12:35,8:00:00,4/6/2007 20:35,,,33.24167,-118.25833,GSC,SMC,,,,,,,,,,,,24,SMC,,280,190,3.5,,,,,,,7,,,0,Gg,,,,On,,Off,,1,,,,,,,,,,,,May be same group as sighting #23.
SB,CalCOFI0704JD,4/6/2007,14:05,4/6/2007 14:05,8:00:00,4/6/2007 22:05,,,33.29867,-118.11567,GSC,SMC,,,,,,,,,,,,25,GSC,,59,34,0.8,,,,,,,24,21,27,1,Gg,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0704JD,4/6/2007,14:38,4/6/2007 14:38,8:00:00,4/6/2007 22:38,,,33.35033,-118.02100,GSC,SMC,,,,,,,,,,,,26,SMC,,53,333,,2510,,,,,,1,,,0,Ba,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0704JD,4/6/2007,14:56,4/6/2007 14:56,8:00:00,4/6/2007 22:56,,,33.37450,-117.97550,GSC,SMC,,,,,,,,,,,,27,GSC,,54,28,2,,,,,,,2,,,Juv,Bp,,,,On,,On,,1,,,,,,,,,,,,One adult and one juvenile/sub-adult travelling together.
SB,CalCOFI0704JD,4/7/2007,5:50,4/7/2007 5:50,8:00:00,4/7/2007 13:50,,,33.83717,-118.59833,GSC,SMC,,5,OV,100,,,,,,1,2,28,SMC,,239,247,0.2,,,,,,,370,330,410,ND,Dsp,,,,Off,,On,,2,8,,,,,,,,,,,Dolphins observed at horizon. Ship stopped at station before full ID could be made.
SB,CalCOFI0704JD,4/7/2007,5:56,4/7/2007 5:56,8:00:00,4/7/2007 13:56,,,33.83033,-118.61300,GSC,SMC,,,,,,,,,,,,29,SMC,,241,263,2.2,,,,,,,5,,,0,Pd,,,,Off,,On,,9,,,,,,,,,,,,
SP,CalCOFI0704JD,4/7/2007,8:36,4/7/2007 8:36,8:00:00,4/7/2007 16:36,,,33.81417,-118.65700,GSC,SMC,,,,,,,,,,,,29,UNK,,208,208,6,,,,,,,1200,1100,1300,0,Dd,,,,On,,On,,2,5,,,,,,,,,,,"Same group as 05:50 sighting, #29."
SB,CalCOFI0704JD,4/7/2007,9:22,4/7/2007 9:22,8:00:00,4/7/2007 17:22,,,33.80567,-118.77000,GSC,SMC,,,,,,,,,,,,30,GSC,,307,227,0.5,,,,,,,1,,,0,Unid_Cetac,,,,Off,,Off,,diving,,,,,,,,,,,,Container ship closing in.
SP,CalCOFI0704JD,4/7/2007,9:31,4/7/2007 9:31,8:00:00,4/7/2007 17:31,,,33.80167,-118.79200,GSC,SMC,,,,,,,,,,,,30,GSC,,222,195,1,,,,,,,2,,,0,Unid_Cetac,,,,Off,,Off,,diving,,,,,,,,,,,,Off effort due to ship heading back to station at an angle due to ourse change for cargo ship avoidance.
SB,CalCOFI0704JD,4/7/2007,9:39,4/7/2007 9:39,8:00:00,4/7/2007 17:39,,,33.78800,-118.80667,GSC,SMC,,,,,,,,,,,,31,GSC,,221,123,,3003,,,,,,1,,,ND,UD,,,,Off,,Off,,8,2,,,,,,,,,,,Observed while looking for unid lg whale on big eyes. Saw only once. Looked like Lo.
SP,CalCOFI0704JD,4/7/2007,9:43,4/7/2007 9:43,8:00:00,4/7/2007 17:43,,,33.77900,-118.81583,GSC,SMC,,,,,,,,,,,,30,GSC,,222,112,4,,,,,,,2,,,0,Mn,,,,Off,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0704JD,4/7/2007,10:21,4/7/2007 10:21,8:00:00,4/7/2007 18:21,,,33.70167,-118.89167,GSC,SMC,,,,,,,,,,,,32,GSC,,215,205,,30,,,,,,3,,,0,Pd,,,,On,,On,,2,,,,,,,,,,,,Back on effort as we are back on transect line.
SB,CalCOFI0704JD,4/7/2007,10:33,4/7/2007 10:33,8:00:00,4/7/2007 18:33,,,33.68217,-118.92050,GSC,SMC,,,,,,,,,,,,33,SMC,,239,289,4,,,,,,,1,,,ND,Unid_Cetac,,,,On,,On,,diving,,,,,,,,,,,,Most likely minke.
SB,CalCOFI0704JD,4/8/2007,9:01,4/8/2007 9:01,8:00:00,4/8/2007 17:01,,,32.83067,-120.66050,GSC,SMC,,,,,,,,,,,,34,SMC,,241,271,,30,,,,,,2,,,0,Pd,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0704JD,4/8/2007,9:32,4/8/2007 9:32,8:00:00,4/8/2007 17:32,,,32.79200,-120.74667,GSC,SMC,,,,,,,,,,,,35,GSC,,241,191,,30,,,,,,5,,,0,Pd,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0704JD,4/9/2007,15:32,4/9/2007 15:32,8:00:00,4/9/2007 23:32,,,31.31850,-123.76817,GSC,SMC,,,,,,,,,,,,36,SMC,,253,343,,1036,,,,,,18,16,20,1,Dd,,,,Off,,Off,,1,,,,,,,,,,,,Detected animals on sonobuoy at station. Off effort.
SB,CalCOFI0704JD,4/9/2007,16:27,4/9/2007 16:27,8:00:00,4/10/2007 0:27,,,31.40033,-123.82367,GSC,SMC,,,,,,,,,,,,37,SMC,,333,19,4.2,,,,,,,14,12,16,0,Dsp,,,,On,,Off,,4,8,,,,,,,,,,,Animlas looked to be feeding. No interest in vessel.
SB,CalCOFI0704JD,4/10/2007,17:35,4/10/2007 17:35,8:00:00,4/11/2007 1:35,,,32.91250,-122.12950,GSC,SMC,,,,,,,,,,,,38,SMC,,113,113,,20,,,,,,16,14,18,0,Lo,,,,Off,,On,,5,2,,,,,,,,,,,Came to ship at station: 83.80
SB,CalCOFI0704JD,4/11/2007,9:53,4/11/2007 9:53,8:00:00,4/11/2007 17:53,,,33.24433,-121.44417,GSC,SMC,F,4,OV,100,,,,,,4,8,39,UNK,,246,246,,40,,,,,,3,,,ND,UD,,,,Off,,On,,1,,,,,,,,,,,,Observed off stern while deploying sono buoy.
SB,CalCOFI0704JD,4/11/2007,14:08,4/11/2007 14:08,8:00:00,4/11/2007 22:08,,,33.39650,-121.13067,GSC,SMC,,,,,,,,,,,,40,SMC,,65,73,,15,,,,,,6,,,,Lb,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0704JD,4/11/2007,15:11,4/11/2007 15:11,8:00:00,4/11/2007 23:11,,,33.50317,-121.03617,GSC,SMC,,,,,,,,,,,,41,SMC,,7,72,3.6,,,,,,,4,,,1,Pm,,,,Off,,Off,,3,,,,,,,,,,,,Heard on array then spotted from flying bridge.
SB,CalCOFI0704JD,4/11/2007,15:12,4/11/2007 15:12,8:00:00,4/11/2007 23:12,,,33.50600,-121.03600,GSC,SMC,,,,,,,,,,,,42,SMC,,6,341,5.4,,,,,,,1,,,,Pm,,,,Off,,Off,,3,,,,,,,,,,,,Heard on array then spotted from flying bridge.
SB,CalCOFI0704JD,4/13/2007,9:18,4/13/2007 9:18,8:00:00,4/13/2007 17:18,,,34.33367,-119.86150,GSC,SMC,,,,,,,,,,,,43,SMC,,245,272,,150,,,,,,7,6,8,0,Pd,,,,On,,Off,,2,5,,,,,,,,,,,
SB,CalCOFI0704JD,4/13/2007,9:35,4/13/2007 9:35,8:00:00,4/13/2007 17:35,,,34.31533,-119.90917,GSC,SMC,,,,,,,,,,,,44,SMC,,240,330,,1500,,,,,,3,3,,ND,Tt,,,,On,,Off,,2,,,,,,,,,,,,
SB,CalCOFI0704JD,4/13/2007,13:55,4/13/2007 13:55,8:00:00,4/13/2007 21:55,,,34.32733,-120.27283,GSC,SMC,,,,,,,,,,,,45,SMC,,285,317,,200,,,,,,7,7,,0,Pd,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0704JD,4/13/2007,14:03,4/13/2007 14:03,8:00:00,4/13/2007 22:03,,,34.33317,-120.29883,GSC,SMC,,,,,,,,,,,,46,SMC,,283,301,,150,,,,,,3,3,,0,Pd,,,,On,,Off,,2,,,,,,,,,,,,
SB,CalCOFI0704JD,4/14/2007,8:50,4/14/2007 8:50,8:00:00,4/14/2007 16:50,,,33.74200,-121.99933,GSC,SMC,,,,,,,,,,,,47,GSC,,236,221,,20,,,,,,4,,,0,Pd,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0704JD,4/14/2007,9:29,4/14/2007 9:29,8:00:00,4/14/2007 17:29,,,33.69117,-122.08583,GSC,SMC,G,5,OV,75,,,,,,3,5,48,SMC,,236,271,2.3,,,,,,,12,10,14,0,Pd,,,,On,,On,,2,,,,,,,,,,,,Rooster tailing.
SB,CalCOFI0704JD,4/14/2007,10:35,4/14/2007 10:35,8:00:00,4/14/2007 18:35,,,33.59833,-122.29333,GSC,SMC,,,,,,,,,,,,49,SMC,,244,274,1,,,,,,,4,,,0,Pd,,,,On,,On,,2,,,,,,,,,,,,"Splashing, rooster tailing."
SB,CalCOFI0704JD,4/15/2007,15:53,4/15/2007 15:53,8:00:00,4/15/2007 23:53,,,32.43500,-122.41633,GSC,SMC,,,,,,,,,,,,50,SMC,,240,240,,10,,,,,,3,,,0,Pd,,,,Off,,Off,,5,,,,,,,,,,,,Pd to bow first then Lo's 5 min later. Observed by bridge crew.
SB,CalCOFI0704JD,4/15/2007,15:53,4/15/2007 15:53,8:00:00,4/15/2007 23:53,,,32.43500,-122.41633,GSC,SMC,,,,,,,,,,,,51,SMC,,240,282,,30,,,,,,20,18,22,0,Lo,,,,Off,,Off,,5,,,,,,,,,,,,
SB,CalCOFI0704JD,4/16/2007,12:01,4/16/2007 12:01,8:00:00,4/16/2007 20:01,,,32.40817,-118.66317,GSC,SMC,G,5,OV,100,,,,,,3,7,52,SMC,,80,240,,500,,,,,,2,,,1,Unid_Cetac,,,,On,,Off,,2,,,,,,,,,,,,Lg and small blows behind ship.
SB,CalCOFI0704JD,4/16/2007,13:39,4/16/2007 13:39,8:00:00,4/16/2007 21:39,,,32.45950,-118.34450,GSC,SMC,,,,,,,,,,,,53,GSC,,80,20,0.6,,,,,,,2,,,0,Mn,,,,On,,Off,,2,,,,,,,,,,,, 
SB,CalCOFI0704JD,4/16/2007,16:01,4/16/2007 16:01,8:00:00,4/17/2007 0:01,,,32.53283,-117.87333,GSC,SMC,,,,,,,,,,,,54,UNK,,78,158,,800,,,,,,1,,,0,Bbo,,,,Off,,Off,,2,,,,,,,,,,,,observed by bridge crew.
