SB,CalCOFI1108NH,7/27/2011,7:44,7/27/2011 7:44,8:00:00,7/27/2011 15:44,,,32.63417,-117.25617,KW,DC,G,6,OV,100,,,,160,6,2,3,1,KW,3,260,263,0.3,,,,,,,44,37,55,ND,DSP,,,,ON,,OFF,3,2,4,,,,,,,,,,,
SE,CalCOFI1108NH,7/27/2011,7:44,7/27/2011 7:44,8:00:00,7/27/2011 15:44,,,32.63417,-117.25617,KW,DC,G,6,OV,100,,,,160,6,2,3,1,KW,3,260,263,0.3,,,,,,,44,37,55,ND,DSP,,,,ON,,OFF,3,2,4,,,,,,,,,,,
SB,CalCOFI1108NH,7/27/2011,8:08,7/27/2011 8:08,8:00:00,7/27/2011 16:08,,,32.68433,-117.28333,KW,DC,,,,,,,,,,,,2,DC,3,330,270,8,,,,,,,140,120,160,ND,DSP,,,,ON,,OFF,3,2,,,,,,,,,,,,Returning from drills.
SE,CalCOFI1108NH,7/27/2011,8:08,7/27/2011 8:08,8:00:00,7/27/2011 16:08,,,32.68433,-117.28333,KW,DC,,,,,,,,,,,,2,DC,3,330,270,8,,,,,,,140,120,160,ND,DSP,,,,ON,,OFF,3,2,,,,,,,,,,,,Returning from drills.
SB,CalCOFI1108NH,7/27/2011,8:57,7/27/2011 8:57,8:00:00,7/27/2011 16:57,,,32.82700,-117.33783,KW,DC,,,,,,,,,,,,3,KW,3,0,293,0.6,,,,,,,26,18,40,ND,DSP,,,,ON,,OFF,3,4,8,,,,,,,,,,,
SE,CalCOFI1108NH,7/27/2011,8:57,7/27/2011 8:57,8:00:00,7/27/2011 16:57,,,32.82700,-117.33783,KW,DC,,,,,,,,,,,,3,KW,3,0,293,0.6,,,,,,,26,18,40,ND,DSP,,,,ON,,OFF,3,4,8,,,,,,,,,,,
SB,CalCOFI1108NH,7/27/2011,9:07,7/27/2011 9:07,8:00:00,7/27/2011 17:07,,,32.84381,-117.33773,KW,DC,,,,,,,,,,,,4,KW,2,14,350,0.6,,,,,,,1,1,1,0,Bm,,,,ON,,OFF,3,1,,,,,,,,,,,,
SE,CalCOFI1108NH,7/27/2011,9:07,7/27/2011 9:07,8:00:00,7/27/2011 17:07,,,32.84381,-117.33773,KW,DC,,,,,,,,,,,,4,KW,2,14,350,0.6,,,,,,,1,1,1,0,Bm,,,,ON,,OFF,3,1,,,,,,,,,,,,
SB,CalCOFI1108NH,7/27/2011,9:11,7/27/2011 9:11,8:00:00,7/27/2011 17:11,,,32.85809,-117.33367,KW,DC,,,,,,,,,,,,5,KW,2,12,310,0.3,,,,,,,2,2,2,0,Bm,,,,ON,,OFF,3,1,,,,,,,,,,,,
SE,CalCOFI1108NH,7/27/2011,9:11,7/27/2011 9:11,8:00:00,7/27/2011 17:11,,,32.85809,-117.33367,KW,DC,,,,,,,,,,,,5,KW,2,12,310,0.3,,,,,,,2,2,2,0,Bm,,,,ON,,OFF,3,1,,,,,,,,,,,,
SB,CalCOFI1108NH,7/27/2011,9:18,7/27/2011 9:18,8:00:00,7/27/2011 17:18,,,32.87812,-117.32796,KW,DC,,,,,,,,,,,,6,DC,2,14,87,,900,,,,,,2,2,2,1,Bm,,,,ON,,OFF,3,1,,,,,,,,,,,,Juvenile.  
SE,CalCOFI1108NH,7/27/2011,9:18,7/27/2011 9:18,8:00:00,7/27/2011 17:18,,,32.87812,-117.32796,KW,DC,,,,,,,,,,,,6,DC,2,14,87,,900,,,,,,2,2,2,1,Bm,,,,ON,,OFF,3,1,,,,,,,,,,,,Juvenile.  
SB,CalCOFI1108NH,7/27/2011,9:26,7/27/2011 9:26,8:00:00,7/27/2011 17:26,,,32.89523,-117.32308,KW,DC,,,,,,,,,,,,7,DC,3,14,44,,600,,,,,,11,9,14,ND,Dc,,,,ON,,OFF,3,1,8,,,,,,,,,,,
SE,CalCOFI1108NH,7/27/2011,9:26,7/27/2011 9:26,8:00:00,7/27/2011 17:26,,,32.89523,-117.32308,KW,DC,,,,,,,,,,,,7,DC,3,14,44,,600,,,,,,11,9,14,ND,Dc,,,,ON,,OFF,3,1,8,,,,,,,,,,,
SB,CalCOFI1108NH,7/27/2011,9:36,7/27/2011 9:36,8:00:00,7/27/2011 17:36,,,32.92883,-117.31393,KW,DC,,,,,,,,,,,,8,DC,3,14,73,,900,,,,,,35,30,43,ND,DSP,,,,ON,,OFF,3,2,,,,,,,,,,,,
SE,CalCOFI1108NH,7/27/2011,9:36,7/27/2011 9:36,8:00:00,7/27/2011 17:36,,,32.92883,-117.31393,KW,DC,,,,,,,,,,,,8,DC,3,14,73,,900,,,,,,35,30,43,ND,DSP,,,,ON,,OFF,3,2,,,,,,,,,,,,
SB,CalCOFI1108NH,7/27/2011,9:40,7/27/2011 9:40,8:00:00,7/27/2011 17:40,,,32.93999,-117.31084,KW,DC,,,,,,,,,,,,9,KW,3,14,348,0.2,,,,,,,280,265,320,ND,DSP,,,,ON,,OFF,3,2,3,4,,,,,,,,,,
SB,CalCOFI1108NH,7/27/2011,9:41,7/27/2011 9:41,8:00:00,7/27/2011 17:41,,,32.94277,-117.31003,KW,DC,,,,,,,,,,,,10,KW,3,14,320,8,,,,,,,1,1,1,0,UD,,,,ON,,OFF,3,8,,,,,,,,,,,,"Risso like, but deformed. Boat strike?"
SE,CalCOFI1108NH,7/27/2011,9:41,7/27/2011 9:41,8:00:00,7/27/2011 17:41,,,32.94277,-117.31003,KW,DC,,,,,,,,,,,,10,KW,3,14,320,8,,,,,,,1,1,1,0,UD,,,,ON,,OFF,3,8,,,,,,,,,,,,"Risso like, but deformed. Boat strike?"
SE,CalCOFI1108NH,7/27/2011,9:45,7/27/2011 9:45,8:00:00,7/27/2011 17:45,,,32.95356,-117.30566,KW,DC,,,,,,,,,,,,9,KW,3,20,305,0.3,,,,,250,318,280,265,320,ND,DSP,,,,ON,,OFF,3,4,2,,,,,,,,,,,
SB,CalCOFI1108NH,7/27/2011,13:23,7/27/2011 13:23,8:00:00,7/27/2011 21:23,,,32.93667,-117.32200,KW,DC,,,,,,,,,,,,11,KW,2,250,210,0.75,,,,,,,2,2,2,0,Bm,,,,ON,,OFF,3,1,,,,,,,,,,,,
SE,CalCOFI1108NH,7/27/2011,13:23,7/27/2011 13:23,8:00:00,7/27/2011 21:23,,,32.93667,-117.32200,KW,DC,,,,,,,,,,,,11,KW,2,250,210,0.75,,,,,,,2,2,2,0,Bm,,,,ON,,OFF,3,1,,,,,,,,,,,,
SB,CalCOFI1108NH,7/27/2011,13:33,7/27/2011 13:33,8:00:00,7/27/2011 21:33,,,32.92750,-117.35133,KW,DC,,,,,,,,,,,,12,DC,1,250,310,0.3,,,,,282,320,220,180,260,ND,DSP,,,,ON,,OFF,3,8,2,,,,,,,,,,,
SE,CalCOFI1108NH,7/27/2011,13:33,7/27/2011 13:33,8:00:00,7/27/2011 21:33,,,32.92750,-117.35133,KW,DC,,,,,,,,,,,,12,DC,1,250,310,0.3,,,,,282,320,220,180,260,ND,DSP,,,,ON,,OFF,3,8,2,,,,,,,,,,,
