SE    ,CalCOFI1101NH,1/13/2011,,1/13/2011 12:33,8:00:00,1/13/2011 20:33,,,32.5973,-118.0462,DC,KW,G,6,HZ,15,,,,80,14,2,2,11,KW,1,240,287,0.2,,,,,305,330,322,280,350,ND   ,UD,,,,ON,,ON,,2,,,,,,,,,,,,
SB    ,CalCOFI1101NH,1/13/2011,,1/13/2011 12:37,8:00:00,1/13/2011 20:37,,,32.5920,-118.0562,DC,KW,G,6,HZ,15,,,,80,14,2,2,12,DC,2,240,320,0.5,,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,DC sighted ER while on stbd side assisting with S#11.
SE    ,CalCOFI1101NH,1/13/2011,,1/13/2011 12:37,8:00:00,1/13/2011 20:37,,,32.5920,-118.0562,DC,KW,G,6,HZ,15,,,,80,14,2,2,12,DC,2,240,320,0.5,,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,DC sighted ER while on stbd side assisting with S#11.
SB    ,CalCOFI1101NH,1/13/2011,,1/13/2011 12:50,8:00:00,1/13/2011 20:50,,,32.5725,-118.0932,DC,KW,G,6,HZ,15,,,,80,14,2,2,13,KW,2,240,296,0.7,,,,,,,2,2,3,0,ER,,,,ON,,ON,,1,34,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/13/2011,,1/13/2011 12:50,8:00:00,1/13/2011 20:50,,,32.5725,-118.0932,DC,KW,G,6,HZ,15,,,,80,14,2,2,13,KW,2,240,296,0.7,,,,,,,2,2,3,0,ER,,,,ON,,ON,,1,34,,,,,,,,,,,
SH    ,CalCOFI1101NH,1/13/2011,,1/13/2011 12:57,8:00:00,1/13/2011 20:57,,,32.5620,-118.1137,DC,KW,,,,,,,,,,,,SH5,DC,,240,192,0.2,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Military destroyer vessel.
SB    ,CalCOFI1101NH,1/13/2011,,1/13/2011 13:57,8:00:00,1/13/2011 21:57,,,32.5113,-118.2153,DC,KW,G,6,HZ,15,,,,80,14,2,2,14,KW,1,245,345,1,,,,,320,20,1500,1400,1800,ND   ,DSP,,,,OFF,1,ON,,2,8,,,,,,,,,,,Tight spread. Military ships surrounding dolphins. Sonar use confirmed by acoustics. Ships coming together at high rates of speed.
SH    ,CalCOFI1101NH,1/13/2011,,1/13/2011 13:57,8:00:00,1/13/2011 21:57,,,32.5113,-118.2153,DC,KW,,,,,,,,,,,,SH6,KW,,245,310,0.3,,,,,,,,,,,,,,,OFF,1,ON,,,,,,,,,,,,,,Military vessel.
SH    ,CalCOFI1101NH,1/13/2011,,1/13/2011 13:57,8:00:00,1/13/2011 21:57,,,32.5113,-118.2153,DC,KW,,,,,,,,,,,,SH7,KW,,245,340,0.5,,,,,,,,,,,,,,,OFF,1,ON,,,,,,,,,,,,,,Military vessel.
SH    ,CalCOFI1101NH,1/13/2011,,1/13/2011 13:57,8:00:00,1/13/2011 21:57,,,32.5113,-118.2153,DC,KW,,,,,,,,,,,,SH8,KW,,245,10,0.1,,,,,,,,,,,,,,,OFF,1,ON,,,,,,,,,,,,,,Military vessel.
SH    ,CalCOFI1101NH,1/13/2011,,1/13/2011 13:57,8:00:00,1/13/2011 21:57,,,32.5113,-118.2153,DC,KW,,,,,,,,,,,,SH9,KW,,245,100,1,,,,,,,,,,,,,,,OFF,1,ON,,,,,,,,,,,,,,Military vessel.
SE    ,CalCOFI1101NH,1/13/2011,,1/13/2011 14:19,8:00:00,1/13/2011 22:19,,,32.5112,-118.2153,KW,DC,G,6,HZ,15,,,,80,14,2,2,14,KW,1,245,88,1.5,,,,,300,52,1500,1400,1800,ND   ,DSP,,,,OFF,1,ON,,2,8,,,,,,,,,,,Tight spread. Military ships surrounding dolphins. Sonar use confirmed by acoustics. Ships coming together at high rates of speed.
SB    ,CalCOFI1101NH,1/14/2011,,1/14/2011 7:54,8:00:00,1/14/2011 15:54,,,31.8472,-119.5657,DC,KW,P,5,HZ,30,,,,320,23,5,9,15,KW,1,220,330,3,,,,,,,8,6,8,ND   ,PD,,,,ON,,ON,,2,,,,,,,,,,,,Rooster tails seen.
SE    ,CalCOFI1101NH,1/14/2011,,1/14/2011 7:54,8:00:00,1/14/2011 15:54,,,31.8472,-119.5657,DC,KW,P,5,HZ,30,,,,320,23,5,9,15,KW,1,220,330,3,,,,,,,8,6,8,ND   ,PD,,,,ON,,ON,,2,,,,,,,,,,,,Rooster tails seen.
SB    ,CalCOFI1101NH,1/15/2011,,1/15/2011 15:06,8:00:00,1/15/2011 23:06,,,30.5140,-122.2513,DC,KW,G,7,CL,0,160,220,SE,310,12,4,5,16,DC,3,241,263,,300,,,,,,32,20,45,1,DD,,,,OFF,1,ON,,2,9,,,HB    ,LAB   ,1036,1252,DC    ,DC    ,1396,1405,Ship attracted.
SE    ,CalCOFI1101NH,1/15/2011,,1/15/2011 15:55,8:00:00,1/15/2011 23:55,,,30.5150,-122.2695,DC,KW,G,7,CL,0,220,247,SE,310,12,3,5,16,DC,3,241,257,,50,,,,,,32,20,45,1,DD,,,,OFF,1,ON,,5,2,,,HB    ,LAB   ,1036,1252,DC    ,DC    ,1396,1405,"Ending sighting, animals are moving to the stern of the ship."
SP    ,CalCOFI1101NH,1/15/2011,,1/15/2011 15:55,8:00:00,1/15/2011 23:55,,,30.5150,-122.2695,DC,KW,G,7,CL,0,220,247,SE,310,12,3,5,16,DC,3,241,257,,50,,,,,,32,20,45,1,DD,,,,OFF,1,ON,,5,2,,,HB    ,LAB   ,1036,1252,DC    ,DC    ,1396,1405,Stayed with ship during departure from station to bow ride.
SB    ,CalCOFI1101NH,1/16/2011,,1/16/2011 14:30,8:00:00,1/16/2011 22:30,,,30.6293,-123.5777,KW,DC,P,6,PC,40,,,,340,20,5,8,17,KW,1,60,335,5,,,,,,,14,11,20,0,DD,,,,ON,,ON,,2,5,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/16/2011,,1/16/2011 14:46,8:00:00,1/16/2011 22:46,,,30.6380,-123.5557,KW,DC,P,6,PC,40,,,,340,20,5,8,17,KW,1,60,335,5,,,,,,,14,11,20,0,DD,,,,ON,,ON,,2,5,,,,,,,,,,,
SH    ,CalCOFI1101NH,1/18/2011,,1/18/2011 12:45,8:00:00,1/18/2011 20:45,,,32.4972,-119.8275,DC,KW,,,,,,,,,,,,SH10,KW,,57,105,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Cargo ship.
SB    ,CalCOFI1101NH,1/19/2011,,1/19/2011 16:58,8:00:00,1/20/2011 0:58,,,33.6087,-117.9693,DC,KW,G,6,OV,100,,,,160,14,3,1,18,DC,3,308,310,,350,,,,,,2,2,2,0,TT,,,,ON,,OFF,,1,,,,,,,,, ,,,Aprouched vessel but were lost after reaching bow
SE    ,CalCOFI1101NH,1/19/2011,,1/19/2011 16:58,8:00:00,1/20/2011 0:58,,,33.6087,-117.9693,DC,KW,G,6,OV,100,,,,160,14,3,1,18,DC,3,308,310,,350,,,,,,2,2,2,0,TT,,,,ON,,OFF,,1,,,,,,,,,,,,
SB    ,CalCOFI1101NH,1/20/2011,,1/20/2011 7:01,8:00:00,1/20/2011 15:01,,,33.8328,-118.6328,KW,DC,G,6,CL,0,,,,240,8,2,3,20,KW,3,240,295,,200,,,,,,2,2,2,0,ER,,,,OFF,3,ON,,1,5,3,,,,,,,,,,
SB    ,CalCOFI1101NH,1/20/2011,,1/20/2011 7:01,8:00:00,1/20/2011 15:01,,,33.8328,-118.6328,KW,DC,G,6,CL,0,,,,240,8,2,3,19,KW,6,240,280,,300,,,,,,7,6,8,1,TT,,,,ON,,ON,,1,2,8,,,,,,,,,,"Animals were slow traveling, but as vessel neared they sped up and began breaching. 1 individual was missing its dorsal fin."
SE    ,CalCOFI1101NH,1/20/2011,,1/20/2011 7:01,8:00:00,1/20/2011 15:01,,,33.8328,-118.6328,KW,DC,G,6,CL,0,,,,240,8,2,3,20,KW,3,240,295,,200,,,,,,2,2,2,0,ER,,,,OFF,3,ON,,1,5,3,,,,,,,,,,
SE    ,CalCOFI1101NH,1/20/2011,,1/20/2011 7:01,8:00:00,1/20/2011 15:01,,,33.8328,-118.6328,KW,DC,G,6,CL,0,,,,240,8,2,3,19,KW,6,240,280,,300,,,,,,7,6,8,1,TT,,,,ON,,ON,,1,2,8,,,,,,,,,,"Animals were slow traveling, but as vessel neared they sped up and began breaching. 1 individual was missing its dorsal fin."
SB    ,CalCOFI1101NH,1/20/2011,,1/20/2011 13:01,8:00:00,1/20/2011 21:01,,,33.5620,-119.1693,DC,KW,G,7,CL,5,163,206,M,250,10,2,3,21,DC,2,240,214,,4800,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,34,,,,,,,,,,,
SB    ,CalCOFI1101NH,1/20/2011,,1/20/2011 13:32,8:00:00,1/20/2011 21:32,,,33.5190,-119.2575,DC,KW,G,7,CL,5,189,206,SL,250,8,1,2,22,DC,2,233,225,0.2,,,,,,,6,5,7,ND   ,ER,,,,ON,,ON,,1,34,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/20/2011,,1/20/2011 13:32,8:00:00,1/20/2011 21:32,,,33.5190,-119.2575,DC,KW,G,7,CL,5,189,206,SL,250,8,1,2,22,DC,2,233,225,0.2,,,,,,,6,5,7,ND   ,ER,,,,ON,,ON,,1,34,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/20/2011,,1/20/2011 13:32,8:00:00,1/20/2011 21:32,,,33.5190,-119.2575,DC,KW,G,7,CL,5,189,206,SL,250,8,1,2,21,DC,2,237,192,0.5,,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,
SB    ,CalCOFI1101NH,1/20/2011,,1/20/2011 16:39,8:00:00,1/21/2011 0:39,,,33.4860,-119.3682,DC,KW,G,7,CL,0,231,250,SE,,,2,3,23,DC,2,234,221,,3200,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/20/2011,,1/20/2011 16:39,8:00:00,1/21/2011 0:39,,,33.4860,-119.3682,DC,KW,G,7,CL,0,231,250,SE,,,2,3,23,DC,2,234,221,,3200,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,
SB    ,CalCOFI1101NH,1/21/2011,,1/21/2011 14:58,8:00:00,1/21/2011 22:58,,,32.4898,-121.3807,DC,KW,G,7,CL,0,193,232,SE,320,8,3,5,24,KW,1,244,280,0.4,,,,,,,95,70,120,ND   ,UD,,,,ON,,ON,,2,8,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/21/2011,,1/21/2011 15:21,8:00:00,1/21/2011 23:21,,,32.4582,-121.4438,DC,KW,G,7,CL,0,193,232,SE,320,8,3,5,24,KW,1,244,283,1.3,,,,,265,290,95,70,120,ND   ,UD,,,,ON,,ON,,2,8,,,,,,,,,,,"Tight line formation, no envelope width visible. Likely Dsp."
SB    ,CalCOFI1101NH,1/22/2011,,1/22/2011 8:00,8:00:00,1/22/2011 16:00,,,31.5930,-123.2015,DC,KW,F,6,PC,40,,,,320,15,4,7,25,KW,1,243,250,7,,,,,,,230,185,250,8,DD,,,,ON,,ON,,2,8,,,KW,LAB   ,1246,1289,,,,,
SP    ,CalCOFI1101NH,1/22/2011,,1/22/2011 8:08,8:00:00,1/22/2011 16:08,,,31.5815,-123.2230,DC,KW,F,6,PC,40,,,,320,15,4,7,25,KW,1,243,228,,150,,,,,,230,185,250,8,DD,,,,ON,,ON,,2,8,,,,,,,,,,,Majority have moved off. A few stragglers remain at the bow.
SE    ,CalCOFI1101NH,1/22/2011,,1/22/2011 8:24,8:00:00,1/22/2011 16:24,,,31.5582,-123.2668,DC,KW,F,6,PC,40,,,,320,15,4,7,25,KW,1,242,97,,200,,,,,,230,185,250,8,DD,,,,ON,,ON,,2,,,,,,,,,,,,All dolphins have moved off to the stern.
SB    ,CalCOFI1101NH,1/22/2011,,1/22/2011 8:44,8:00:00,1/22/2011 16:44,,,31.5293,-123.3225,DC,KW,F,6,PC,40,,,,320,15,4,7,26,KW,1,244,300,6,,,,,,,130,110,155,4,DD,,,,ON,,ON,,2,5,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/22/2011,,1/22/2011 8:54,8:00:00,1/22/2011 16:54,,,31.5157,-123.3497,DC,KW,F,6,PC,40,,,,320,15,4,7,26,KW,1,244,262,,20,,,,,,130,110,155,4,DD,,,,ON,,ON,,2,5,,,,,,,,,,,
SH    ,CalCOFI1101NH,1/22/2011,,1/22/2011 16:19,8:00:00,1/23/2011 0:19,,,31.7307,-124.0462,DC,KW,,,,,,,,,,,,SH11,DC,,329,311,0.2,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,Cargo ship.
SB    ,CalCOFI1101NH,1/23/2011,,1/23/2011 11:35,8:00:00,1/23/2011 19:35,,,32.7550,-122.4457,DC,DC,G,7,OV,90,150,155,M,320,5,2,4,27,DC,1,63,107,2.4,,,,,,,5,5,6,0,PD,,,,ON,,ON,,2,,,,,,,,,,,,Rooster tails seen.
SE    ,CalCOFI1101NH,1/23/2011,,1/23/2011 11:39,8:00:00,1/23/2011 19:39,,,32.7640,-122.4368,KW,DC,G,7,OV,90,150,155,M,320,5,2,4,27,DC,1,63,213,3,,,,,,,5,5,6,0,PD,,,,ON,,ON,,2,,,,,,,,,,,,Moving towards stern of vessel.
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 11:09,8:00:00,1/24/2011 19:09,,,33.8670,-120.1633,DC,KW,G,7,CL,15,131,176,SE,306,7,3,3,27a,KW,2,70,110,0.75,,,,,,,2,2,3,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,"Birds associated, animals moving to the SW."
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 11:09,8:00:00,1/24/2011 19:09,,,33.8670,-120.1633,DC,KW,G,7,CL,15,131,176,SE,306,7,3,3,27a,KW,2,70,110,0.75,,,,,,,2,2,3,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,"Birds associated, animals moving to the SW."
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 11:14,8:00:00,1/24/2011 19:14,,,33.8717,-120.1502,DC,KW,G,7,CL,15,131,176,SE,306,7,3,3,28,KW,2,70,96,1,,,,,,,2,2,2,0,ER,,,,ON,,ON,,34,,,,,,,,,,,,"Blows seen, then animals dove immediately."
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 11:14,8:00:00,1/24/2011 19:14,,,33.8717,-120.1502,DC,KW,G,7,CL,15,131,176,SE,306,7,3,3,28,KW,2,70,96,1,,,,,,,2,2,2,0,ER,,,,ON,,ON,,34,,,,,,,,,,,,"Blows seen, then animals dove immediately."
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 13:11,8:00:00,1/24/2011 21:11,,,33.8793,-120.1462,KW,KW,G,7,CL,20,,,,306,8,3,3,29,KW,2,99,57,,325,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,1,,,,,,,,,,,,"Only saw blows, probably ER."
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 13:11,8:00:00,1/24/2011 21:11,,,33.8793,-120.1462,KW,KW,G,7,CL,20,,,,306,8,3,3,29,KW,2,99,57,,325,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,1,,,,,,,,,,,,"Only saw blows, probably ER."
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 13:33,8:00:00,1/24/2011 21:33,,,33.8805,-120.0822,DC,KW,G,7,CL,20,,,,306,8,2,1,30,KW,2,85,96,0.2,,,,,,,2,2,3,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 13:33,8:00:00,1/24/2011 21:33,,,33.8805,-120.0822,DC,KW,G,7,CL,20,,,,306,8,2,1,30,KW,2,85,96,0.2,,,,,,,2,2,3,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 14:32,8:00:00,1/24/2011 22:32,,,33.9048,-119.8903,DC,KW,G,7,CL,20,,,,306,8,2,1,31,DC,1,86,11,,3200,,,,,,8,8,10,ND   ,PD,,,,ON,,ON,,2,1,,,,,,,,,,,Fast travelling with rooster tails seen then switching to slow rolls.
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 14:32,8:00:00,1/24/2011 22:32,,,33.9048,-119.8903,DC,KW,G,7,CL,20,,,,306,8,2,1,31,DC,1,86,11,,3200,,,,,,8,8,10,ND   ,PD,,,,ON,,ON,,2,1,,,,,,,,,,,Fast travelling with rooster tails seen then switching to slow rolls.
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 14:42,8:00:00,1/24/2011 22:42,,,33.9082,-119.8632,DC,KW,G,7,CL,20,,,,306,8,2,1,32,DC,2,80,57,2.9,,,,,,,8,7,10,ND   ,GG,,,,ON,,ON,,9,32,,,,,,,,,,,Vessel disrupted animals milling and they began to slow travel.
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 14:51,8:00:00,1/24/2011 22:51,,,33.9126,-119.8342,DC,KW,G,7,CL,20,,,,306,8,2,1,32,DC,2,80,272,,400,,,,,,8,7,10,ND   ,GG,,,,ON,,ON,,1,,,,,,,,,,,,
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 14:57,8:00:00,1/24/2011 22:57,,,33.9154,-119.8147,DC,KW,G,7,CL,20,,,,306,8,2,1,33,KW,2,79,96,3,,,,,,,4,4,5,ND   ,ER,,,,ON,,ON,,34,,,,,,,,,,,,Blows seen then animals went down.
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 14:57,8:00:00,1/24/2011 22:57,,,33.9154,-119.8147,DC,KW,G,7,CL,20,,,,306,8,2,1,33,KW,2,79,96,3,,,,,,,4,4,5,ND   ,ER,,,,ON,,ON,,34,,,,,,,,,,,,Blows seen then animals went down.
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 15:32,8:00:00,1/24/2011 23:32,,,33.9327,-119.6960,DC,KW,E,7,CL,15,,,,,,0,1,34,KW,1,81,165,1.5,,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 15:32,8:00:00,1/24/2011 23:32,,,33.9327,-119.6960,DC,KW,E,7,CL,15,,,,,,0,1,34,KW,1,81,165,1.5,,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 15:44,8:00:00,1/24/2011 23:44,,,33.9385,-119.6578,DC,KW,E,7,CL,15,,,,,,0,1,35,KW,6,80,167,2,,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,Observer cue was footprint of aniamals last location.
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 15:44,8:00:00,1/24/2011 23:44,,,33.9385,-119.6578,DC,KW,E,7,CL,15,,,,,,0,1,35,KW,6,80,167,2,,,,,,,1,1,1,0,ER,,,,ON,,ON,,1,,,,,,,,,,,,Observer cue was footprint of aniamals last location.
SB    ,CalCOFI1101NH,1/24/2011,,1/24/2011 16:28,8:00:00,1/25/2011 0:28,,,33.9855,-119.5252,DC,KW,E,7,CL,15,,,,,,0,1,36,KW,3,48,132,1.5,,,,,,,4,3,5,ND   ,TT,,,,ON,,ON,,1,,,,,,,,,,,,
SE    ,CalCOFI1101NH,1/24/2011,,1/24/2011 16:28,8:00:00,1/25/2011 0:28,,,33.9855,-119.5252,DC,KW,E,7,CL,15,,,,,,0,1,36,KW,3,48,132,1.5,,,,,,,4,3,5,ND   ,TT,,,,ON,,ON,,1,,,,,,,,,,,,
SB    ,CalCOFI1101NH,1/25/2011,,1/25/2011 8:19,8:00:00,1/25/2011 16:19,,,34.4120,-120.4248,KW,DC,,,,,,,,,,,,37,KW,3,291,220,,420,,,,,,36,32,42,1,GG,,,,ON,,OFF,,1,8,,,HB    ,LAB   ,1291,1295,,,,,
