SB,CalCOFI1307NH,7/6/2013,14:25,7/6/2013 14:25,8:00,7/6/2013 22:25,,,33.226,-117.4508333,KW,PH,G,7,F,100,0,0,0,270,8,3,2,7,KW,3,332,261,0.8,,7x,,,,,36,25,43,ND,Tt,,,,ON,,OFF,1,2,8,,,,,,,,,,,
SE,CalCOFI1307NH,7/6/2013,14:25,7/6/2013 14:25,8:00,7/6/2013 22:25,,,33.226,-117.4508333,KW,PH,G,7,F,100,0,0,0,270,8,3,2,7,KW,3,332,261,0.8,,,,,,,36,25,43,ND,Tt,,,,ON,,OFF,1,2,8,,,,,,,,,,,
SB,CalCOFI1307NH,7/6/2013,16:19,7/6/2013 16:19,8:00,7/7/2013 0:19,,,33.087488,-117.430071,KW,PH,G,7,F,100,0,0,0,230,5,2,1,8,PH,3,153,200,,280,eye,,,,,18,14,21,0,Tt,,,,ON,,OFF,1,1,8,5,Y,KW,D60,1232,1246,,,,,"leaving station 91.7-26.4, going to station 93-28"
SE,CalCOFI1307NH,7/6/2013,16:19,7/6/2013 16:19,8:00,7/7/2013 0:19,,,33.087488,-117.430071,KW,PH,G,7,F,100,0,0,0,230,5,2,1,8,PH,3,153,200,,280,,,,,,18,14,21,0,Tt,,,,ON,,OFF,1,1,8,5,Y,KW,D60,1232,1246,,,,,"leaving station 91.7-26.4, going to station 93-28"
SB,CalCOFI1307NH,7/7/2013,13:18,7/7/2013 13:18,8:00,7/7/2013 21:18,,,32.19516667,-118.8625,KW,PH,P,6,PC,65,110,254,PC,303,17,4,4,9,KW,2,244,278,,370,eye,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,most like fin whale from blow and speed
SE,CalCOFI1307NH,7/7/2013,13:18,7/7/2013 13:18,8:00,7/7/2013 21:18,,,32.19516667,-118.8625,KW,PH,P,6,PC,65,110,254,PC,303,17,4,4,9,KW,2,244,278,,370,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,most like fin whale from blow and speed
SB,CalCOFI1307NH,7/8/2013,13:59,7/8/2013 13:59,8:00,7/8/2013 21:59,,,31.04083333,-121.199,KW,PH,F,7,OV,95,0,0,0,325,15,4,3,10,KW,3,242,250,0.6,,7x,,,,,80,47,100,ND,DSP,,,,ON,,ON,,2,5,,,,,,,,,,,"2 small groups of 5, plus one large group"
SE,CalCOFI1307NH,7/8/2013,13:59,7/8/2013 13:59,8:00,7/8/2013 21:59,,,31.04083333,-121.199,KW,PH,F,7,OV,95,0,0,0,325,15,4,3,10,KW,3,242,250,0.6,,,,,,,80,47,100,ND,DSP,,,,ON,,ON,,2,5,,,,,,,,,,,"2 small groups of 5, plus one large group"
SB,CalCOFI1307NH,7/8/2013,15:35,7/8/2013 15:35,8:00,7/8/2013 23:35,,,30.91266667,-121.457,KW,PH,F,7,OV,90,265,285,M,325,15,4,4,11,PH,2,242,275,0.6,,7x,,,,,1,1,3,ND,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1307NH,7/8/2013,15:35,7/8/2013 15:35,8:00,7/8/2013 23:35,,,30.91266667,-121.457,KW,PH,F,7,OV,90,265,285,M,325,15,4,4,11,PH,2,242,275,0.6,,,,,,,1,1,3,ND,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1307NH,7/8/2013,15:40,7/8/2013 15:40,8:00,7/8/2013 23:40,,,30.90766667,-121.4676667,KW,PH,F,7,OV,90,265,285,M,325,15,4,4,12,PH,2,242,292,0.8,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like fin whale
SE,CalCOFI1307NH,7/8/2013,15:40,7/8/2013 15:40,8:00,7/8/2013 23:40,,,30.90766667,-121.4676667,KW,PH,F,7,OV,90,265,285,M,325,15,4,4,12,PH,2,242,292,0.8,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like fin whale
SB,CalCOFI1307NH,7/8/2013,15:43,7/8/2013 15:43,8:00,7/8/2013 23:43,,,30.90333333,-121.476,KW,PH,F,7,PC,60,295,285,M,325,15,4,4,13,KW,2,242,172,1,,7x,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1307NH,7/8/2013,15:43,7/8/2013 15:43,8:00,7/8/2013 23:43,,,30.90333333,-121.476,KW,PH,F,7,PC,60,295,285,M,325,15,4,4,13,KW,2,242,172,1,,,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SH,CalCOFI1307NH,7/9/2013,7:20,7/9/2013 7:20,8:00,7/9/2013 15:20,,,30.17783333,-122.9586667,KW,PH,F,7,F,100,0,0,0,334,14,4,4,SH 1,,,240,210,0.1,,,,,,,1,1,1,,,,,,OFF,,ON,,,,,,,,,,,,,,"begin day; leave station 93-110, going to station 93-120; array deployed; large tanker"
SB,CalCOFI1307NH,7/9/2013,14:58,7/9/2013 14:58,8:00,7/9/2013 22:58,,,30.10866667,-123.7765,KW,PH,F,7,OV,70,0,0,0,340,11,4,3,14,PH,2,332,20,1,,7x,,,,,1,1,1,0,ULW,,,,ON,,OFF,2,,,,,,,,,,,,,"big blow, surface splash, light-colored body, most like blue whale"
SE,CalCOFI1307NH,7/9/2013,14:58,7/9/2013 14:58,8:00,7/9/2013 22:58,,,30.10866667,-123.7765,KW,PH,F,7,OV,70,0,0,0,340,11,4,3,14,PH,2,332,20,1,,,,,,,1,1,1,0,ULW,,,,ON,,OFF,2,,,,,,,,,,,,,"big blow, surface splash, light-colored body, most like blue whale"
SB,CalCOFI1307NH,7/10/2013,17:01,7/10/2013 17:01,8:00,7/11/2013 1:01,,,31.438906,-121.953596,PH,KW,P,6,MI,100,0,0,0,335,18,5,4,15,KW,1,55,63,2,,7x,,,,,1,1,2,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,body looked like a calf fin whale; blow looked like it might be the cow
SE,CalCOFI1307NH,7/10/2013,17:01,7/10/2013 17:01,8:00,7/11/2013 1:01,,,31.438906,-121.953596,PH,KW,P,6,MI,100,0,0,0,335,18,5,4,15,KW,1,55,63,2,,,,,,,1,1,2,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,body looked like a calf fin whale; blow looked like it might be the cow
SH,CalCOFI1307NH,7/10/2013,17:48,7/10/2013 17:48,8:00,7/11/2013 1:48,,,31.50283333,-121.8296667,PH,KW,P,7,OV,100,0,0,0,330,19,5,4,SH2,,,54,346,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,nearly large cargo
SB,CalCOFI1307NH,7/10/2013,18:29,7/10/2013 18:29,8:00,7/11/2013 2:29,,,31.57083333,-121.7071667,PH,KW,P,7,OV,100,0,0,0,340,17,5,4,16,KW,2,60,90,1,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"large blow, most like blue whale"
SE,CalCOFI1307NH,7/10/2013,18:29,7/10/2013 18:29,8:00,7/11/2013 2:29,,,31.57083333,-121.7071667,PH,KW,P,7,OV,100,0,0,0,340,17,5,4,16,KW,2,60,90,1,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,"large blow, most like blue whale"
SH,CalCOFI1307NH,7/11/2013,6:10,7/11/2013 6:10,8:00,7/11/2013 14:10,,,32.10666667,-120.615,PH,KW,P,6,MI,100,0,0,0,335,15,4,3,SH3,,,65,74,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"big tanker, Pasha Hawaii"
SB,CalCOFI1307NH,7/11/2013,6:32,7/11/2013 6:32,8:00,7/11/2013 14:32,,,32.13016667,-120.5573333,PH,KW,P,6,OV,100,0,0,0,335,15,4,3,17,PH,2,65,8,1.1,,7x,,,,,1,1,1,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like humpback or fin whale by blow shape and size
SE,CalCOFI1307NH,7/11/2013,6:32,7/11/2013 6:32,8:00,7/11/2013 14:32,,,32.13016667,-120.5573333,PH,KW,P,6,OV,100,0,0,0,335,15,4,3,17,PH,2,65,8,1.1,,,,,,,1,1,1,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like humpback or fin whale by blow shape and size
SB,CalCOFI1307NH,7/11/2013,7:41,7/11/2013 7:41,8:00,7/11/2013 15:41,,,32.21483333,-120.3605,PH,KW,P,6,OV,100,0,0,0,335,16,4,3,18,KW,1,58,124,32,,,,,,,14,11,19,0,DD,,,,ON,,ON,,5,8,,,KW,D60,1247,1265,,,,,
SE,CalCOFI1307NH,7/11/2013,7:41,7/11/2013 7:41,8:00,7/11/2013 15:41,,,32.21483333,-120.3605,PH,KW,P,6,OV,100,0,0,0,335,16,4,3,18,KW,1,58,124,32,,,,,,,14,11,19,0,DD,,,,ON,,ON,,5,8,,,KW,D60,1247,1265,,,,,
SB,CalCOFI1307NH,7/11/2013,9:05,7/11/2013 9:05,8:00,7/11/2013 17:05,,,32.328,-120.133,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,19,PH,1,60,20,,50,eye,,,,,16,11,20,2,DD,,,,ON,,ON,,5,8,,,KW,D60,1267,1277,,,,,
SE,CalCOFI1307NH,7/11/2013,9:05,7/11/2013 9:05,8:00,7/11/2013 17:05,,,32.328,-120.133,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,19,PH,1,60,20,,50,,,,,,16,11,20,2,DD,,,,ON,,ON,,5,8,,,KW,D60,1267,1277,,,,,
SB,CalCOFI1307NH,7/11/2013,9:26,7/11/2013 9:26,8:00,7/11/2013 17:26,,,32.354,-120.0748333,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,20,PH,2,60,18,0.4,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,fin or blue whale; blows widely spaced in time
SE,CalCOFI1307NH,7/11/2013,9:26,7/11/2013 9:26,8:00,7/11/2013 17:26,,,32.354,-120.0748333,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,20,PH,2,60,18,0.4,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,fin or blue whale; blows widely spaced in time
SB,CalCOFI1307NH,7/11/2013,9:45,7/11/2013 9:45,8:00,7/11/2013 17:45,,,32.37883333,-120.0265,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,21,PH,2,61,350,0.8,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like humpback whale by shape and size of blow
SE,CalCOFI1307NH,7/11/2013,9:45,7/11/2013 9:45,8:00,7/11/2013 17:45,,,32.37883333,-120.0265,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,21,PH,2,61,350,0.8,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like humpback whale by shape and size of blow
SB,CalCOFI1307NH,7/11/2013,9:57,7/11/2013 9:57,8:00,7/11/2013 17:57,,,32.39816667,-119.9931667,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,22,KW,2,54,98,0.5,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like blue whale--extra-large tall blow
SE,CalCOFI1307NH,7/11/2013,9:57,7/11/2013 9:57,8:00,7/11/2013 17:57,,,32.39816667,-119.9931667,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,22,KW,2,54,98,0.5,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like blue whale--extra-large tall blow
SB,CalCOFI1307NH,7/11/2013,10:07,7/11/2013 10:07,8:00,7/11/2013 18:07,,,32.41333333,-119.9673333,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,23,KW,2,57,130,0.8,,7x,,,,,1,1,2,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like blue whale--extra-large tall blow
SE,CalCOFI1307NH,7/11/2013,10:07,7/11/2013 10:07,8:00,7/11/2013 18:07,,,32.41333333,-119.9673333,PH,KW,F,7,OV,100,0,0,0,335,15,4,3,23,KW,2,57,130,0.8,,,,,,,1,1,2,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like blue whale--extra-large tall blow
SB,CalCOFI1307NH,7/11/2013,12:39,7/11/2013 12:39,8:00,7/11/2013 20:39,,,32.432,-119.9506667,PH,KW,P,7,OV,95,0,0,0,335,16,4,3,24,PH,1,60,0,,500,eye,,,,,42,40,60,ND,DD,,,,ON,,ON,,2,8,5,Y,PH,40D,2162,2220,,,,,no calves seen; 2 observers back on
SE,CalCOFI1307NH,7/11/2013,12:39,7/11/2013 12:39,8:00,7/11/2013 20:39,,,32.432,-119.9506667,PH,KW,P,7,OV,95,0,0,0,335,16,4,3,24,PH,1,60,0,,500,,,,,,42,40,60,ND,DD,,,,ON,,ON,,2,8,5,Y,PH,40D,2162,2220,,,,,no calves seen; 2 observers back on
SB,CalCOFI1307NH,7/11/2013,14:27,7/11/2013 14:27,8:00,7/11/2013 22:27,,,32.58166667,-119.6256667,PH,KW,F,7,OV,100,0,0,0,335,8,3,3,25,PH,2,60,10,0.7,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,blue or fin whale by size and shape of blow
SE,CalCOFI1307NH,7/11/2013,14:27,7/11/2013 14:27,8:00,7/11/2013 22:27,,,32.58166667,-119.6256667,PH,KW,F,7,OV,100,0,0,0,335,8,3,3,25,PH,2,60,10,0.7,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,blue or fin whale by size and shape of blow
SB,CalCOFI1307NH,7/11/2013,14:42,7/11/2013 14:42,8:00,7/11/2013 22:42,,,32.60366667,-119.5798333,PH,KW,F,7,OV,100,0,0,0,335,8,3,3,26,KW,2,60,116,0.8,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like blue or fin whale by blow and length of body
SE,CalCOFI1307NH,7/11/2013,14:42,7/11/2013 14:42,8:00,7/11/2013 22:42,,,32.60366667,-119.5798333,PH,KW,F,7,OV,100,0,0,0,335,8,3,3,26,KW,2,60,116,0.8,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like blue or fin whale by blow and length of body
SH,CalCOFI1307NH,7/12/2013,5:27,7/12/2013 5:27,8:00,7/12/2013 13:27,,,32.88916667,-120.5701667,PH,KW,P,7,OV,100,0,0,0,318,16,4,4,SH4,,,240,165,0.1,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,"begin day; leave station 87-60, going to 87-70; no array; 1 large cargo ship"
SB,CalCOFI1307NH,7/12/2013,5:57,7/12/2013 5:57,8:00,7/12/2013 13:57,,,32.84566667,-120.6488333,PH,KW,P,7,OV,100,0,0,0,318,16,4,4,27,PH,2,240,243,0.4,,7x,,,,,2,2,2,0,BP,,,,ON,,ON,,1,,,Y,KW,D60,1337,1320,,,,,
SE,CalCOFI1307NH,7/12/2013,5:57,7/12/2013 5:57,8:00,7/12/2013 13:57,,,32.84566667,-120.6488333,PH,KW,P,7,OV,100,0,0,0,318,16,4,4,27,PH,2,240,243,0.4,,,,,,,2,2,2,0,BP,,,,ON,,ON,,1,,,Y,KW,D60,1337,1320,,,,,
SB,CalCOFI1307NH,7/12/2013,7:14,7/12/2013 7:14,8:00,7/12/2013 15:14,,,32.7365,-120.8576667,PH,KW,P,7,OV,100,0,0,0,330,15,4,4,28,PH,2,241,215,0.5,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like blue and fin whale by blow
SE,CalCOFI1307NH,7/12/2013,7:14,7/12/2013 7:14,8:00,7/12/2013 15:14,,,32.7365,-120.8576667,PH,KW,P,7,OV,100,0,0,0,330,15,4,4,28,PH,2,241,215,0.5,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like blue and fin whale by blow
SB,CalCOFI1307NH,7/12/2013,7:32,7/12/2013 7:32,8:00,7/12/2013 15:32,,,32.71016667,-120.911,PH,KW,P,7,OV,100,0,0,0,330,15,4,4,29,KW,1,241,306,,320,eye,,,,,58,43,75,3,DD,,,,ON,,ON,,2,5,8,Y,KW,D60,1392,1417,,,,,
SE,CalCOFI1307NH,7/12/2013,7:32,7/12/2013 7:32,8:00,7/12/2013 15:32,,,32.71016667,-120.911,PH,KW,P,7,OV,100,0,0,0,330,15,4,4,29,KW,1,241,306,,320,,,,,,58,43,75,3,DD,,,,ON,,ON,,2,5,8,Y,KW,D60,1392,1417,,,,,
SB,CalCOFI1307NH,7/12/2013,7:55,7/12/2013 7:55,8:00,7/12/2013 15:55,,,32.68183333,-120.9743333,PH,KW,P,7,OV,100,0,0,0,330,15,4,4,30,PH,2,246,285,1.9,,7x,,,,,1,1,1,0,BM,,,,ON,,ON,,1,,,Y,KW,D60,1419,1453,,,,,
SE,CalCOFI1307NH,7/12/2013,7:55,7/12/2013 7:55,8:00,7/12/2013 15:55,,,32.68183333,-120.9743333,PH,KW,P,7,OV,100,0,0,0,330,15,4,4,30,PH,2,246,285,1.9,,,,,,,1,1,1,0,BM,,,,ON,,ON,,1,,,Y,KW,D60,1419,1453,,,,,
SB,CalCOFI1307NH,7/12/2013,8:03,7/12/2013 8:03,8:00,7/12/2013 16:03,,,32.67283333,-120.9936667,PH,KW,P,7,OV,100,0,0,0,330,14,4,4,31,KW,1,246,294,,110,eye,,,,,12,9,17,0,DD,,,,ON,,ON,,2,5,8,Y,KW,D60,1455,1456,PH,2223,2228,,
SE,CalCOFI1307NH,7/12/2013,8:03,7/12/2013 8:03,8:00,7/12/2013 16:03,,,32.67283333,-120.9936667,PH,KW,P,7,OV,100,0,0,0,330,14,4,4,31,KW,1,246,294,,110,,,,,,12,9,17,0,DD,,,,ON,,ON,,2,5,8,Y,KW,D60,1455,1456,PH,2223,2228,,
SB,CalCOFI1307NH,7/12/2013,10:53,7/12/2013 10:53,8:00,7/12/2013 18:53,,,32.65516667,-121.0403333,PH,KW,F,7,OV,100,0,0,0,310,14,4,3,32,PH,3,242,290,,20,eye,,,,,10,4,15,ND,DD,,,,ON,,ON,,2,,,,,,,,,,,,"leaving station 87-70, going to station 87-80; array deployed"
SE,CalCOFI1307NH,7/12/2013,10:53,7/12/2013 10:53,8:00,7/12/2013 18:53,,,32.65516667,-121.0403333,PH,KW,F,7,OV,100,0,0,0,310,14,4,3,32,PH,3,242,290,,20,,,,,,10,4,15,ND,DD,,,,ON,,ON,,2,,,,,,,,,,,,"leaving station 87-70, going to station 87-80; array deployed"
SB,CalCOFI1307NH,7/12/2013,11:56,7/12/2013 11:56,8:00,7/12/2013 19:56,,,32.5675,-121.2165,PH,KW,F,7,OV,100,0,0,0,310,15,4,3,33,PH,1,244,210,,500,eye,,,,,8,5,12,ND,DSP,,,,ON,,ON,,,,,,,,,,,,,,
SE,CalCOFI1307NH,7/12/2013,11:56,7/12/2013 11:56,8:00,7/12/2013 19:56,,,32.5675,-121.2165,PH,KW,F,7,OV,100,0,0,0,310,15,4,3,33,PH,1,244,210,,500,,,,,,8,5,12,ND,DSP,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI1307NH,7/12/2013,12:25,7/12/2013 12:25,8:00,7/12/2013 20:25,,,32.52716667,-121.298,PH,KW,P,7,OV,100,0,0,0,325,15,4,3,34,KW,1,245,320,,400,eye,,,,,3,3,5,DN,DSP,,,,ON,,ON,,1,8,,,,,,,,,,,
SE,CalCOFI1307NH,7/12/2013,12:25,7/12/2013 12:25,8:00,7/12/2013 20:25,,,32.52716667,-121.298,PH,KW,P,7,OV,100,0,0,0,325,15,4,3,34,KW,1,245,320,,400,,,,,,3,3,5,DN,DSP,,,,ON,,ON,,1,8,,,,,,,,,,,
SB,CalCOFI1307NH,7/12/2013,16:54,7/12/2013 16:54,8:00,7/13/2013 0:54,,,32.3255,-121.7646667,PH,KW,P,7,OV,100,0,0,0,320,17,5,4,35,PH,2,241,303,0.3,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,,,,,,,,,,,,,most like blue whale from tall blow; 2 observers back on
SE,CalCOFI1307NH,7/12/2013,16:54,7/12/2013 16:54,8:00,7/13/2013 0:54,,,32.3255,-121.7646667,PH,KW,P,7,OV,100,0,0,0,320,17,5,4,35,PH,2,241,303,0.3,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,,,,,,,,,,,,,most like blue whale from tall blow; 2 observers back on
SB,CalCOFI1307NH,7/14/2013,9:05,7/14/2013 9:05,8:00,7/14/2013 17:05,,,32.85783333,-122.25,PH,KW,P,7,OV,100,0,0,0,340,21,5,5,126,PH,2,56,40,1.2,,7x,,,,,1,1,1,ND,ULW,,,,ON,,ON,,2,,,Y,KW,D60,1485,1491,,,,,most like fine by blow and movement
SE,CalCOFI1307NH,7/14/2013,9:05,7/14/2013 9:05,8:00,7/14/2013 17:05,,,32.85783333,-122.25,PH,KW,P,7,OV,100,0,0,0,340,21,5,5,126,PH,2,56,40,1.2,,,,,,,1,1,1,ND,ULW,,,,ON,,ON,,2,,,Y,KW,D60,1485,1491,,,,,most like fine by blow and movement
SB,CalCOFI1307NH,7/14/2013,9:20,7/14/2013 9:20,8:00,7/14/2013 17:20,,,32.87516667,-122.207,PH,KW,P,7,OV,100,0,0,0,340,21,5,5,36,PH,2,56,343,0.6,,7x,,,,,1,1,2,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like large whale
SE,CalCOFI1307NH,7/14/2013,9:20,7/14/2013 9:20,8:00,7/14/2013 17:20,,,32.87516667,-122.207,PH,KW,P,7,OV,100,0,0,0,340,21,5,5,36,PH,2,56,343,0.6,,,,,,,1,1,2,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like large whale
SB,CalCOFI1307NH,7/14/2013,9:31,7/14/2013 9:31,8:00,7/14/2013 17:31,,,32.88833333,-122.175,PH,KW,P,7,OV,100,0,0,0,340,21,5,5,37,PH,2,56,23,0.4,,7x,,,,,1,1,1,,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1307NH,7/14/2013,9:31,7/14/2013 9:31,8:00,7/14/2013 17:31,,,32.88833333,-122.175,PH,KW,P,7,OV,100,0,0,0,340,21,5,5,37,PH,2,56,23,0.4,,,,,,,1,1,1,,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1307NH,7/14/2013,9:36,7/14/2013 9:36,8:00,7/14/2013 17:36,,,32.89466667,-122.1598333,PH,KW,P,7,OV,100,0,0,0,340,21,5,5,38,KW,2,56,78,,120,eye,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,Y,KW,D60,1494,1508,,,,,
SE,CalCOFI1307NH,7/14/2013,9:36,7/14/2013 9:36,8:00,7/14/2013 17:36,,,32.89466667,-122.1598333,PH,KW,P,7,OV,100,0,0,0,340,21,5,5,38,KW,2,56,78,,120,eye,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,Y,KW,D60,1494,1508,,,,,
SB,CalCOFI1307NH,7/14/2013,12:31,7/14/2013 12:31,8:00,7/14/2013 20:31,,,32.96133333,-122.0581667,PH,KW,P,7,OV,95,0,0,0,340,21,5,5,39,KW,2,62,210,,35,eye,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI1307NH,7/14/2013,12:31,7/14/2013 12:31,8:00,7/14/2013 20:31,,,32.96133333,-122.0581667,PH,KW,P,7,OV,95,0,0,0,340,21,5,5,39,KW,2,62,210,,35,eye,,,,,1,1,1,0,BP,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI1307NH,7/14/2013,13:37,7/14/2013 13:37,8:00,7/14/2013 21:37,,,33.042,-121.8743333,PH,KW,P,7,OV,85,0,0,0,340,21,5,5,40,PH,2,58,55, ,400,eye,,,,,1,1,1,ND,ULW,,,,ON,,ON,,,,,,,,,,,,,,only saw wisps of blow taken by wind
SE,CalCOFI1307NH,7/14/2013,13:37,7/14/2013 13:37,8:00,7/14/2013 21:37,,,33.042,-121.8743333,PH,KW,P,7,OV,85,0,0,0,340,21,5,5,40,PH,2,58,55, ,400,eye,,,,,1,1,1,ND,ULW,,,,ON,,ON,,,,,,,,,,,,,,only saw wisps of blow taken by wind
SB,CalCOFI1307NH,7/14/2013,13:54,7/14/2013 13:54,8:00,7/14/2013 21:54,,,33.0635,-121.826,PH,KW,P,7,OV,95,0,0,0,340,21,5,5,41,KW,2,59,137,0.3,,7x,,,,,1,1,1,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,most like blue whale by large blow
