SE,CalCOFI1202NH,1/27/2012,15:30,1/27/2012 15:30,8:00:00,1/27/2012 23:30,,,32.91967,-117.31233,KW,MB,G,7,CL,0,0,0,0,305,8,2,4,9,KW,2,7,305,0.75,,,,,,,1,1,2,nd,Bp,,,,on,,off,1,1,,,,,,,,,,,,
SB,CalCOFI1202NH,1/27/2012,15:33,1/27/2012 15:33,8:00:00,1/27/2012 23:33,,,32.93450,-117.31067,KW,MB,G,7,CL,0,0,0,0,305,8,2,4,10,KW,2,7,15,0.75,,,,,,,2,2,2,nd,Er,,,,on,,off,1,1,,,,,,,,,,,,
SE,CalCOFI1202NH,1/27/2012,15:33,1/27/2012 15:33,8:00:00,1/27/2012 23:33,,,32.93450,-117.31067,KW,MB,G,7,CL,0,0,0,0,305,8,2,4,10,KW,2,7,15,0.75,,,,,,,2,2,2,nd,Er,,,,on,,off,1,1,,,,,,,,,,,,
SB,CalCOFI1202NH,1/27/2012,15:33,1/27/2012 15:33,8:00:00,1/27/2012 23:33,,,32.93450,-117.31067,KW,MB,G,7,CL,0,0,0,0,305,8,2,4,11,MB,2,7,13,0.6,,,,,,,5,5,6,0,Er,,,,on,,off,1,1,34,,yes,KW,,4,25,MB,,7956,7962,
SE,CalCOFI1202NH,1/27/2012,15:38,1/27/2012 15:38,8:00:00,1/27/2012 23:38,,,32.94583,-117.30600,KW,MB,G,7,CL,0,0,0,0,305,8,2,4,11,MB,2,7,80,1.2,,,,,,,5,5,6,0,Er,,,,on,,off,1,1,34,,yes,KW,,4,25,MB,,7956,7962,
SB,CalCOFI1202NH,1/28/2012,7:50,1/28/2012 7:50,8:00:00,1/28/2012 15:50,,,32.73750,-117.77567,MB,KW,F,7,CL,0,0,0,0,25,18,3,4,12,KW,1,231,309,0.4,,,,,,,12,9,20,nd,UD,,,,on,,on,,2,4,8,no,,,,,,,,,Likely dsp
SE,CalCOFI1202NH,1/28/2012,7:50,1/28/2012 7:50,8:00:00,1/28/2012 15:50,,,32.73750,-117.77567,MB,KW,F,7,CL,0,0,0,0,25,18,3,4,12,KW,1,231,309,0.4,,,,,,,12,9,20,nd,UD,,,,on,,on,,2,4,8,no,,,,,,,,,Likely dsp
SB,CalCOFI1202NH,1/28/2012,8:01,1/28/2012 8:01,8:00:00,1/28/2012 16:01,,,32.72200,-117.80317,MB,KW,G,7,CL,0,0,0,0,25,14,3,4,13,MB,6,230,250,3,,,,,,,80,65,98,nd,Dsp,,,,on,,on,,2,4,,yes,,,,,MB,,7964,7977,Initial cue was bird activity
SE,CalCOFI1202NH,1/28/2012,8:01,1/28/2012 8:01,8:00:00,1/28/2012 16:01,,,32.72200,-117.80317,MB,KW,G,7,CL,0,0,0,0,25,14,3,4,13,MB,6,230,250,3,,,,,,,80,65,98,nd,Dsp,,,,on,,on,,2,4,,yes,,,,,MB,,7964,7977,Initial cue was bird activity
SB,CalCOFI1202NH,1/28/2012,10:29,1/28/2012 10:29,8:00:00,1/28/2012 18:29,,,32.70450,-117.85417,MB,KW,G,7,CL,0,0,0,0,25,10,2,4,14,KW,1,50,315,0.3,,,,,,,18,12,24,nd,Gg,,,,off,1,on,,1,,,no,,,,,,,,,on station for sighting observed
SE,CalCOFI1202NH,1/28/2012,10:29,1/28/2012 10:29,8:00:00,1/28/2012 18:29,,,32.70450,-117.85417,MB,KW,G,7,CL,0,0,0,0,25,10,2,4,14,KW,1,50,315,0.3,,,,,,,18,12,24,nd,Gg,,,,off,1,on,,1,,,no,,,,,,,,,on station for sighting observed
SB,CalCOFI1202NH,1/28/2012,11:04,1/28/2012 11:04,8:00:00,1/28/2012 19:04,,,32.68333,-117.88833,MB,KW,G,7,CL,0,125,177,M,58,12,2,3,15,MB,4,231,245,1.2,,,,,,,9,7,11,nd,Gg,,,,on,,on,,1,,,no,,,,,,,,,
SE,CalCOFI1202NH,1/28/2012,11:04,1/28/2012 11:04,8:00:00,1/28/2012 19:04,,,32.68333,-117.88833,MB,KW,G,7,CL,0,125,177,M,58,12,2,3,15,MB,4,231,245,1.2,,,,,,,9,7,11,nd,Gg,,,,on,,on,,1,,,no,,,,,,,,,
SB,CalCOFI1202NH,1/28/2012,11:07,1/28/2012 11:07,8:00:00,1/28/2012 19:07,,,32.67750,-117.89950,MB,KW,G,7,CL,0,125,177,M,58,12,2,3,16,MB,2,231,210,0.1,,,,,,,2,2,2,0,Er,,,,on,,on,,1,,,,,,,,,,,,common dolphins from sighting 18 surrounded gray whales and swam very close to their bodies
SB,CalCOFI1202NH,1/28/2012,11:13,1/28/2012 11:13,8:00:00,1/28/2012 19:13,,,32.67100,-117.91150,MB,KW,G,7,CL,0,125,177,M,8,12,2,3,17,KW,1,231,273,0.75,,,,,,,21,15,30,nd,Gg,,,,on,,on,,2,,,yes,KW,,28,64,MB,,7978,7981,
SE,CalCOFI1202NH,1/28/2012,11:13,1/28/2012 11:13,8:00:00,1/28/2012 19:13,,,32.67100,-117.91150,MB,KW,G,7,CL,0,125,177,M,8,12,2,3,17,KW,1,231,273,0.75,,,,,,,21,15,30,nd,Gg,,,,on,,on,,2,,,yes,KW,,28,64,MB,,7978,7981,
SB,CalCOFI1202NH,1/28/2012,11:23,1/28/2012 11:23,8:00:00,1/28/2012 19:23,,,32.65583,-117.94017,MB,KW,G,7,CL,0,125,172,M,8,12,2,3,18,MB,1,231,245,0.2,,,0.2,0.4,215,268,211,161,287,nd,Dc,,,,on,,on,,2,4,5,yes,KW,,67,87,MB,,7982,7992,
SE,CalCOFI1202NH,1/28/2012,11:23,1/28/2012 11:23,8:00:00,1/28/2012 19:23,,,32.65583,-117.94017,MB,KW,G,7,CL,0,125,172,M,8,12,2,3,18,MB,1,231,245,0.2,,,0.2,0.4,215,268,211,161,287,nd,Dc,,,,on,,on,,2,4,5,yes,KW,,67,87,MB,,7982,7992,
SE,CalCOFI1202NH,1/28/2012,11:32,1/28/2012 11:32,8:00:00,1/28/2012 19:32,,,32.64017,-117.97017,MB,KW,G,7,CL,0,146,225,M,8,12,2,3,16,MB,1,231,315,2.6,,,,,,,2,2,2,0,Er,,,,on,,on,,1,,,yes,,,,,MB,,7987,7990,
SH,CalCOFI1202NH,1/28/2012,11:48,1/28/2012 11:48,8:00:00,1/28/2012 19:48,,,32.61733,-118.01517,MB,KW,G,7,CL,0,146,225,M,8,12,2,3,SH1,,,235,300,0.8,,,,,,,1,1,1,nd,Navy,,,,on,,on,,,,,,,,,,,,,,Large navy ship
SB,CalCOFI1202NH,1/28/2012,12:14,1/28/2012 12:14,8:00:00,1/28/2012 20:14,,,32.57883,-118.08683,MB,KW,G,7,CL,0,146,225,SE,10,12,2,5,50,MB,1,232,230,0.8,,,,,,,4,3,5,nd,ULW,,,,on,,on,,1,,,no,,,,,,,,,
SE,CalCOFI1202NH,1/28/2012,12:31,1/28/2012 12:31,8:00:00,1/28/2012 20:31,,,32.55383,-118.13350,MB,KW,G,7,CL,0,170,203,M,10,12,2,5,50,MB,1,231,130,0.8,,,,,,,4,3,5,nd,ULW,,,,on,,on,,1,34,,no,,,,,,,,,
SE,CalCOFI1202NH,1/28/2012,12:50,1/28/2012 12:50,8:00:00,1/28/2012 20:50,,,32.52467,-118.18667,MB,MB,G,7,CL,0,170,203,M,10,12,2,5,50,MB,4,230,295,1.7,,,,,,,6,4,15,nd,UD,,,,off,6,on,,2,,,no,,,,,,,,,
SB,CalCOFI1202NH,1/28/2012,15:27,1/28/2012 15:27,8:00:00,1/28/2012 23:27,,,32.50400,-118.28717,MB,KW,G,7,CL,0,230,232,SE,95,11,3,4,19,MB,2,235,210,0.2,,,,,,,1,1,1,0,Bp,,,,on,,on,,1,,,yes,KW,,99,110,,,,,
SE,CalCOFI1202NH,1/28/2012,15:47,1/28/2012 15:47,8:00:00,1/28/2012 23:47,,,32.47133,-118.34050,MB,KW,G,7,CL,0,220,232,SE,95,11,3,4,19,MB,2,235,335,2,,,,,,,1,1,1,0,Bp,,,,on,,on,,1,35,,yes,KW,,99,110,,,,,
SB,CalCOFI1202NH,1/28/2012,15:59,1/28/2012 15:59,8:00:00,1/28/2012 23:59,,,32.45133,-118.37217,MB,KW,G,7,CL,0,220,232,SE,95,11,3,4,20,KW,2,232,262,0.3,,,,,,,8,6,11,nd,UNID_CETAC,,,,on,,on,,3,35,,,,,,,,,,,"beaked whales?  USW, breathing pattern and stationary position indicate possible beaked whales"
SE,CalCOFI1202NH,1/28/2012,15:59,1/28/2012 15:59,8:00:00,1/28/2012 23:59,,,32.45133,-118.37217,MB,KW,G,7,CL,0,220,232,SE,95,11,3,4,20,KW,2,232,262,0.3,,,,,,,8,6,11,nd,UNID_CETAC,,,,on,,on,,3,35,,,,,,,,,,,"beaked whales?  USW, breathing pattern and stationary position indicate possible beaked whales"
SB,CalCOFI1202NH,1/28/2012,16:08,1/28/2012 16:08,8:00:00,1/29/2012 0:08,,,32.43700,-118.39517,MB,KW,G,7,CL,0,220,232,SE,95,11,3,4,21,KW,1,232,275,0.7,,,,,,,32,24,40,nd,UD,,,,on,,on,,2,4,,,,,,,,,,,birds associated
SE,CalCOFI1202NH,1/28/2012,16:08,1/28/2012 16:08,8:00:00,1/29/2012 0:08,,,32.43700,-118.39517,MB,KW,G,7,CL,0,220,232,SE,95,11,3,4,21,KW,1,232,275,0.7,,,,,,,32,24,40,nd,UD,,,,on,,on,,2,4,,,,,,,,,,,birds associated
SB,CalCOFI1202NH,1/28/2012,16:31,1/28/2012 16:31,8:00:00,1/29/2012 0:31,,,32.40183,-118.45417,MB,KW,G,7,CL,0,230,239,SE,307,9,2,4,22,KW,1,230,217,0.2,,,,,,,2,1,2,nd,ULW,,,,on,,on,,0,,,,,,,,,,,,C. Keiper (birder) reported seeing a fin whale 400m off starboard beam shortly after we saw our likely whale blow to port side.
SE,CalCOFI1202NH,1/28/2012,16:31,1/28/2012 16:31,8:00:00,1/29/2012 0:31,,,32.40183,-118.45417,MB,KW,G,7,CL,0,230,239,SE,307,9,2,4,22,KW,1,230,217,0.2,,,,,,,2,1,2,nd,ULW,,,,on,,on,,0,,,,,,,,,,,,C. Keiper (birder) reported seeing a fin whale 400m off starboard beam shortly after we saw our likely whale blow to port side.
SB,CalCOFI1202NH,1/29/2012,9:11,1/29/2012 9:11,8:00:00,1/29/2012 17:11,,,31.66100,-119.92933,MB,KW,G,7,HZ,35,0,0,0,350,12,3,4,23,KW,2,232,285,0.8,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,35,,,,,,,,,,,"very black back, fluke down dive, tall blow most likely fin whale"
SE,CalCOFI1202NH,1/29/2012,9:11,1/29/2012 9:11,8:00:00,1/29/2012 17:11,,,31.66100,-119.92933,MB,KW,G,7,HZ,35,0,0,0,350,12,3,4,23,KW,2,232,285,0.8,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,35,,,,,,,,,,,"very black back, fluke down dive, tall blow most likely fin whale"
SB,CalCOFI1202NH,1/29/2012,15:32,1/29/2012 15:32,8:00:00,1/29/2012 23:32,,,31.43750,-120.53633,MB,KW,G,7,PC,28,234,248,SE,300,14,4,4,24,MB,5,247,198,1.3,,,,,,,1,1,1,0,Mn,,,,on,,on,,8,1,,no,,,,,,,,,
SE,CalCOFI1202NH,1/29/2012,15:32,1/29/2012 15:32,8:00:00,1/29/2012 23:32,,,31.43750,-120.53633,MB,KW,G,7,PC,28,234,248,SE,300,14,4,4,24,MB,5,247,198,1.3,,,,,,,1,1,1,0,Mn,,,,on,,on,,8,1,,no,,,,,,,,,
SB,CalCOFI1202NH,1/29/2012,16:30,1/29/2012 16:30,8:00:00,1/30/2012 0:30,,,31.35550,-120.56300,MB,KW,G,7,PC,28,234,248,SE,300,14,4,4,25,MB,1,244,195,4.1,,,,,,,10,7,13,nd,Dd,,,,on,,on,,2,8,5,yes,,,,,MB,,7995,8009,
SE,CalCOFI1202NH,1/29/2012,16:30,1/29/2012 16:30,8:00:00,1/30/2012 0:30,,,31.35550,-120.56300,MB,KW,G,7,PC,28,234,248,SE,300,14,4,4,25,MB,1,244,195,4.1,,,,,,,10,7,13,nd,Dd,,,,on,,on,,2,8,5,yes,,,,,MB,,7995,8009,
SB,CalCOFI1202NH,1/29/2012,16:51,1/29/2012 16:51,8:00:00,1/30/2012 0:51,,,31.32633,-120.62450,MB,KW,G,7,PC,28,242,251,SE,308,14,4,4,26,MB,1,246,209,2.4,,,,,,,4,2,7,nd,UNID_CETAC,,,,on,,on,,0,,,no,,,,,,,,,small odontocete
SE,CalCOFI1202NH,1/29/2012,16:51,1/29/2012 16:51,8:00:00,1/30/2012 0:51,,,31.32633,-120.62450,MB,KW,G,7,PC,28,242,251,SE,308,14,4,4,26,MB,1,246,209,2.4,,,,,,,4,2,7,nd,UNID_CETAC,,,,on,,on,,0,,,no,,,,,,,,,small odontocete
SB,CalCOFI1202NH,1/30/2012,8:10,1/30/2012 8:10,8:00:00,1/30/2012 16:10,,,30.50983,-122.26633,MB,KW,G,7,PC,38,0,0,0,316,8,2,4,27,UNK,1,288,211,,50,,,,,,9,8,13,nd,Dd,,,,off,"1,3",on,,1,,,,,,,,,,,,"on station 93-100, birder C. Keiper told us that dolphins were present "
SE,CalCOFI1202NH,1/30/2012,8:10,1/30/2012 8:10,8:00:00,1/30/2012 16:10,,,30.50983,-122.26633,MB,KW,G,7,PC,38,0,0,0,316,8,2,4,27,UNK,1,288,211,,50,,,,,,9,8,13,nd,Dd,,,,off,"1,3",on,,1,,,,,,,,,,,,"on station 93-100, birder C. Keiper told us that dolphins were present "
SB,CalCOFI1202NH,1/30/2012,8:35,1/30/2012 8:35,8:00:00,1/30/2012 16:35,,,30.50183,-122.28167,MB,KW,G,7,PC,53,0,0,0,316,10,3,3,28,MB,1,187,241,,220,,3,14,140,315,336,308,425,2,Dd,,,,on,,on,,1,5,"2,8",yes,KW,,155,230,MB,,8010,8030,
SE,CalCOFI1202NH,1/30/2012,8:52,1/30/2012 8:52,8:00:00,1/30/2012 16:52,,,30.47683,-122.32833,MB,KW,G,7,OV,89,0,0,0,316,11,3,3,28,MB,1,240,309,,200,,3,14,140,315,336,308,425,2,Dd,,,,on,,on,,1,5,"2,8",yes,KW,,155,230,MB,,8010,8030,
SH,CalCOFI1202NH,1/30/2012,16:42,1/30/2012 16:42,8:00:00,1/31/2012 0:42,,,30.09817,-123.08450,MB,KW,G,7,PC,51,220,265,SE,320,12,4,3,SH2,,,242,267,0,,,,,,,,,,,,,,,on,,on,,,,,,,,,,,,,,large cruise ship
SB,CalCOFI1202NH,1/30/2012,16:57,1/30/2012 16:57,8:00:00,1/31/2012 0:57,,,30.08467,-123.11167,MB,KW,G,7,PC,51,220,265,SE,320,12,4,3,29,KW,2,243,256,0.2,,,,,,,3,2,6,nd,Pm,,,,on,,on,,1,34,,,,,,,,,,,one whale fluked up/ sounded and acoustics detected clicks about 30 seconds later.
SE,CalCOFI1202NH,1/30/2012,16:57,1/30/2012 16:57,8:00:00,1/31/2012 0:57,,,30.08467,-123.11167,MB,KW,G,7,PC,51,220,265,SE,320,12,4,3,29,KW,2,243,256,0.2,,,,,,,3,2,6,nd,Pm,,,,on,,on,,1,34,,,,,,,,,,,one whale fluked up/ sounded and acoustics detected clicks about 30 seconds later.
SB,CalCOFI1202NH,2/1/2012,8:02,2/1/2012 8:02,8:00:00,2/1/2012 16:02,,,31.74033,-121.31550,KW,MB,F,7,CL,20,0,0,0,316,16,5,6,30,KW,3,331,327,,10,,,,,,7,6,7,0,Dd,,,,off,1,on,,1,,,,,,,,,,,,sighting on station 90-80 before any on effort observations began
SE,CalCOFI1202NH,2/1/2012,8:02,2/1/2012 8:02,8:00:00,2/1/2012 16:02,,,31.74033,-121.31550,KW,MB,F,7,CL,20,0,0,0,316,16,5,6,30,KW,3,331,327,,10,,,,,,7,6,7,0,Dd,,,,off,1,on,,1,,,,,,,,,,,,sighting on station 90-80 before any on effort observations began
SB,CalCOFI1202NH,2/1/2012,16:40,2/1/2012 16:40,8:00:00,2/2/2012 0:40,,,32.09850,-120.63983,KW,MB,P,7,PC,35,0,0,0,342,17,5,5,31,KW,2,55,35,0.5,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,,,,,,,,,,
SE,CalCOFI1202NH,2/1/2012,16:40,2/1/2012 16:40,8:00:00,2/2/2012 0:40,,,32.09850,-120.63983,KW,MB,P,7,PC,35,0,0,0,342,17,5,5,31,KW,2,55,35,0.5,,,,,,,1,1,1,0,ULW,,,,on,,on,,1,,,,,,,,,,,,
SB,CalCOFI1202NH,2/2/2012,11:04,2/2/2012 11:04,8:00:00,2/2/2012 19:04,,,33.04433,-118.68033,KW,MB,G,7,HZ,30,150,170,M,107,4,2,4,32,KW,1,59,75,0.2,,,0.2,0.9,,,49,43,64,7,Gg,Tt,88,12,on,,on,,1,2,4,yes,KW,,293,354,MB,,8036,8064,"sighting 32 Risso's mixed with sighting 33 Tursiops truncatus.  Calves = 6 for Gg, Calves = 1 for Tt"
SE,CalCOFI1202NH,2/2/2012,11:16,2/2/2012 11:16,8:00:00,2/2/2012 19:16,,,33.06083,-118.64517,KW,MB,G,7,HZ,30,150,170,M,107,4,2,4,32,KW,1,61,150,,320,,,,,,49,43,64,7,Gg,Tt,88,12,on,,on,,1,2,4,yes,KW,,293,354,MB,,8036,8064,"sighting 32 Risso's mixed with sighting 33 Tursiops truncatus.  Calves = 6 for Gg, Calves = 1 for Tt"
SH,CalCOFI1202NH,2/2/2012,11:27,2/2/2012 11:27,8:00:00,2/2/2012 19:27,,,33.07567,-118.61483,KW,MB,G,7,HZ,35,150,170,M,107,5,2,4,SH3,,,60,108,0,,,,,,,1,,,,,,,,on,,on,,,,,,,,,,,,,,Navy -Destroyer
SH,CalCOFI1202NH,2/2/2012,11:47,2/2/2012 11:47,8:00:00,2/2/2012 19:47,,,33.10417,-118.55583,MB,MB,G,7,HZ,30,0,0,0,107,5,2,3,SH4,,,58,64,0.2,,,,,,,,,,,,,,,off,6,on,,,,,,,,,,,,,,tug and tow
SB,CalCOFI1202NH,2/2/2012,12:55,2/2/2012 12:55,8:00:00,2/2/2012 20:55,,,33.14983,-118.44817,KW,MB,E,7,HZ,60,0,0,0,180,3,1,3,34,UNK,3,56,68,,220,,1.6,12,,,44,36,51,1,Gg,Tt,89,11,off,3,on,,1,4,,yes,,,,,MB,,8065,8105,"Sighting 34 Risso's and 35 Tursips mixed.  Calves ND for Gg, Calves=1 for Tt"
SE,CalCOFI1202NH,2/2/2012,12:55,2/2/2012 12:55,8:00:00,2/2/2012 20:55,,,33.14983,-118.44817,KW,MB,E,7,HZ,60,0,0,0,180,3,1,3,34,UNK,3,56,68,,220,,1.6,12,,,44,36,51,nd,Gg,Tt,89,11,off,3,on,,1,4,,yes,,,,,MB,,8065,8105,"Sighting 34 Risso's and 35 Tursips mixed.  Calves ND for Gg, Calves=1 for Tt"
SB,CalCOFI1202NH,2/2/2012,17:17,2/2/2012 17:17,8:00:00,2/3/2012 1:17,,,33.22167,-118.30200,KW,MB,G,7,CL,14,0,0,0,302,5,2,3,36,KW,2,60,26,0.4,,,,,,,1,1,1,0,Er,,,,on,,on,,1,34,,,,,,,,,,,
SE,CalCOFI1202NH,2/2/2012,17:17,2/2/2012 17:17,8:00:00,2/3/2012 1:17,,,33.22167,-118.30200,KW,MB,G,7,CL,14,0,0,0,302,5,2,3,36,KW,2,60,26,0.4,,,,,,,1,1,1,0,Er,,,,on,,on,,1,34,,,,,,,,,,,
SB,CalCOFI1202NH,2/3/2012,7:45,2/3/2012 7:45,8:00:00,2/3/2012 15:45,,,33.79533,-118.47333,KW,MB,G,7,HZ,15,110,130,M,25,13,3,2,37,KW,2,20,348,0.4,,,,,,,4,4,4,0,Bp,,,,on,,on,,1,4,,yes,KW,,355,432,MB,,8123,8141,
SE,CalCOFI1202NH,2/3/2012,7:56,2/3/2012 7:56,8:00:00,2/3/2012 15:56,,,33.82400,-118.45967,KW,MB,G,7,HZ,15,110,130,SE,25,13,3,2,37,KW,2,20,235,2.4,,,,,,,4,4,4,0,Bp,,,,on,,on,,1,4,,yes,KW,,355,432,MB,,8123,8141,
SB,CalCOFI1202NH,2/3/2012,8:07,2/3/2012 8:07,8:00:00,2/3/2012 16:07,,,33.85350,-118.45067,KW,MB,G,7,HZ,15,110,120,SE,25,13,3,2,38,KW,1,10,12,0.7,,,,,356,30,197,152,340,2,Dc,,,,on,,on,,4,1,5,yes,KW,,,,MB,8142,8226,,
SE,CalCOFI1202NH,2/3/2012,8:07,2/3/2012 8:07,8:00:00,2/3/2012 16:07,,,33.85350,-118.45067,KW,MB,G,7,HZ,15,110,120,SE,25,13,3,2,38,KW,1,10,12,0.7,,,,,356,30,197,152,340,2,Dc,,,,on,,on,,4,1,5,yes,KW,,,,MB,8142,8226,,
SB,CalCOFI1202NH,2/3/2012,8:48,2/3/2012 8:48,8:00:00,2/3/2012 16:48,,,33.88950,-118.45750,KW,MB,G,7,HZ,24,0,0,0,25,7,2,2,39,MB,3,273,230,,70,,,,,,17,13,21,0,Gg,,,,on,,on,,1,,,no,,,,,,,,,"leave SCOOS 86.8-32.5 going to 87-33, no array - too shallow"
SE,CalCOFI1202NH,2/3/2012,8:48,2/3/2012 8:48,8:00:00,2/3/2012 16:48,,,33.88950,-118.45750,KW,MB,G,7,HZ,24,0,0,0,25,7,2,2,39,MB,3,273,230,,70,,,,,,17,13,21,0,Gg,,,,on,,on,,1,,,no,,,,,,,,,"leave SCOOS 86.8-32.5 going to 87-33, no array - too shallow"
SB,CalCOFI1202NH,2/3/2012,8:48,2/3/2012 8:48,8:00:00,2/3/2012 16:48,,,33.88950,-118.45750,KW,MB,G,7,HZ,24,0,0,0,25,6,2,2,40,MB,3,270,205,,310,,,,,,16,13,18,0,Tt,,,,on,,on,,1,,,yes,KW,,633,709,MB,,8227,8233,
SE,CalCOFI1202NH,2/3/2012,8:48,2/3/2012 8:48,8:00:00,2/3/2012 16:48,,,33.88950,-118.45750,KW,MB,G,7,HZ,24,0,0,0,25,6,2,2,40,MB,3,270,205,,310,,,,,,16,13,18,0,Tt,,,,on,,on,,1,,,yes,KW,,633,709,MB,,8227,8233,
SB,CalCOFI1202NH,2/3/2012,10:21,2/3/2012 10:21,8:00:00,2/3/2012 18:21,,,33.89000,-118.49000,KW,MB,G,7,HZ,18,0,0,0,160,3,2,2,41,KW,3,301,222,,380,,,,,,1,1,1,0,Bp,,,,off,1,on,,1,,,yes,KW,,712,730,MB,,8245,8253,
