SB,CalCOFI1507OC,7/8/2015,12:08,7/8/2015 12:08,7:00:00,7/8/2015 19:08,,,32.95592,-117.30588,KW,AD,F,7,OV,80,0,0,0,250,11,3,3,1,AD,1,250,267,1.2,,,,,,,60,45,70,ND,UD,,,,On,,On,,2,,,,,,,,,,,,From 93/26.7 going to 93.4/26.4.  No array.  
SE,CalCOFI1507OC,7/8/2015,12:08,7/8/2015 12:08,7:00:00,7/8/2015 19:08,,,32.95592,-117.30588,KW,AD,F,7,OV,80,0,0,0,250,11,3,3,1,AD,1,250,267,1.2,,,,,,,60,45,70,ND,UD,,,,On,,On,,2,,,,,,,,,,,,From 93/26.7 going to 93.4/26.4.  No array.  
SB,CalCOFI1507OC,7/8/2015,14:07,7/8/2015 14:07,7:00:00,7/8/2015 21:07,,,32.96942,-117.29983,KW,AD,F,7,PC,30,210,300,SL,320,14,4,3,2,KW,2,270,270,0.7,,,,,,,1,1,1,0,Mn,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CalCOFI1507OC,7/8/2015,14:07,7/8/2015 14:07,7:00:00,7/8/2015 21:07,,,32.96942,-117.29983,KW,AD,F,7,PC,30,210,300,SL,320,14,4,3,2,KW,2,270,270,0.7,,,,,,,1,1,1,0,Mn,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CalCOFI1507OC,7/8/2015,14:33,7/8/2015 14:33,7:00:00,7/8/2015 21:33,,,33.04385,-117.33847,KW,AD,F,7,PC,60,210,300,M,230,14,4,3,3,KW,3,330,280,0.3,,,,,,,30,20,45,ND,UD,,,,On,,Off,1,8,,,,,,,,,,,,
SE,CalCOFI1507OC,7/8/2015,14:33,7/8/2015 14:33,7:00:00,7/8/2015 21:33,,,33.04385,-117.33847,KW,AD,F,7,PC,60,210,300,M,230,14,4,3,3,KW,3,330,280,0.3,,,,,,,30,20,45,ND,UD,,,,On,,Off,1,8,,,,,,,,,,,,
SB,CalCOFI1507OC,7/8/2015,14:33,7/8/2015 14:33,7:00:00,7/8/2015 21:33,,,33.04385,-117.33847,KW,AD,F,7,PC,60,210,300,M,230,14,4,3,4,KW,2,330,300,0.5,,,,,,,1,1,2,ND,ULW,,,,On,,Off,1,,,,,,,,,,,,,likely fin or humpback.  Dark color.
SE,CalCOFI1507OC,7/8/2015,14:33,7/8/2015 14:33,7:00:00,7/8/2015 21:33,,,33.04385,-117.33847,KW,AD,F,7,PC,60,210,300,M,230,14,4,3,4,KW,2,330,300,0.5,,,,,,,1,1,2,ND,ULW,,,,On,,Off,1,,,,,,,,,,,,,likely fin or humpback.  Dark color.
SB,CalCOFI1507OC,7/8/2015,14:37,7/8/2015 14:37,7:00:00,7/8/2015 21:37,,,33.05500,-117.34562,KW,AD,F,7,PC,60,210,300,M,230,14,4,3,5,AD,2,330,340,0.4,,,,,,,1,1,1,0,Bm,,,,On,,Off,1,1,,,Yes,AJD,60D,2,12,,,,,
SE,CalCOFI1507OC,7/8/2015,14:37,7/8/2015 14:37,7:00:00,7/8/2015 21:37,,,33.05500,-117.34562,KW,AD,F,7,PC,60,210,300,M,230,14,4,3,5,AD,2,330,340,0.4,,,,,,,1,1,1,0,Bm,,,,On,,Off,1,1,,,Yes,AJD,60D,2,12,,,,,
SB,CalCOFI1507OC,7/8/2015,14:49,7/8/2015 14:49,7:00:00,7/8/2015 21:49,,,33.08725,-117.36612,KW,AD,F,7,PC,70,210,300,M,230,14,4,3,6,AD,2,330,350,,1700,,,,,,1,1,1,0,Bm,,,,On,,Off,1,,,,,,,,,,,,,
SE,CalCOFI1507OC,7/8/2015,14:49,7/8/2015 14:49,7:00:00,7/8/2015 21:49,,,33.08725,-117.36612,KW,AD,F,7,PC,70,210,300,M,230,14,4,3,6,AD,2,330,350,,1700,,,,,,1,1,1,0,Bm,,,,On,,Off,1,,,,,,,,,,,,,
SB,CalCOFI1507OC,7/8/2015,17:00,7/8/2015 17:00,7:00:00,7/9/2015 0:00,,,33.16067,-117.45086,KW,KW,G,7,OV,90,220,320,M,240,8,3,3,7,KW,2,170,120,,1200,,,,,,1,1,1,0,Bm,,,,Off,6,Off,2,1,,,,,,,,,,,,
SE,CalCOFI1507OC,7/8/2015,17:00,7/8/2015 17:00,7:00:00,7/9/2015 0:00,,,33.16067,-117.45086,KW,KW,G,7,OV,90,220,320,M,240,8,3,3,7,KW,2,170,120,,1200,,,,,,1,1,1,0,Bm,,,,Off,6,Off,2,1,,,,,,,,,,,,
SB,CalCOFI1507OC,7/8/2015,17:00,7/8/2015 17:00,7:00:00,7/9/2015 0:00,,,33.16067,-117.45086,KW,KW,G,7,OV,90,220,320,M,240,8,3,3,8,KW,2,170,128,1.2,,,,,,,1,1,1,0,Mn,,,,Off,6,Off,2,1,,,,,,,,,,,,
SE,CalCOFI1507OC,7/8/2015,17:00,7/8/2015 17:00,7:00:00,7/9/2015 0:00,,,33.16067,-117.45086,KW,KW,G,7,OV,90,220,320,M,240,8,3,3,8,KW,2,170,128,1.2,,,,,,,1,1,1,0,Mn,,,,Off,6,Off,2,1,,,,,,,,,,,,
SB,CalCOFI1507OC,7/8/2015,17:14,7/8/2015 17:14,7:00:00,7/9/2015 0:14,,,33.11509,-117.43833,KW,AD,G,7,OV,90,0,0,0,240,8,3,3,10,KW,2,170,155,0.2,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,1,,,,,,,,,,,,likely a blue whale
SE,CalCOFI1507OC,7/8/2015,17:14,7/8/2015 17:14,7:00:00,7/9/2015 0:14,,,33.11509,-117.43833,KW,AD,G,7,OV,90,0,0,0,240,8,3,3,10,KW,2,170,155,0.2,,,,,,,1,1,1,0,ULW,,,,On,,Off,7,1,,,,,,,,,,,,likely a blue whale
SB,CalCOFI1507OC,7/8/2015,17:14,7/8/2015 17:14,7:00:00,7/9/2015 0:14,,,33.11509,-117.43833,KW,AD,G,7,OV,90,0,0,0,240,8,3,3,9,AD,1,162,168,0.1,,,0.3,14,80,255,350,330,390,ND,Dd,,,,On,,Off,7,2,8,,Yes,AD,60D,13,18,,,,,
SE,CalCOFI1507OC,7/8/2015,17:14,7/8/2015 17:14,7:00:00,7/9/2015 0:14,,,33.11509,-117.43833,KW,AD,G,7,OV,90,0,0,0,240,8,3,3,9,AD,1,162,168,0.1,,,0.3,14,80,255,350,330,390,ND,Dd,,,,On,,Off,7,2,8,,Yes,AD,60D,13,18,,,,,
SB,CalCOFI1507OC,7/8/2015,18:15,7/8/2015 18:15,7:00:00,7/9/2015 1:15,,,32.91741,-117.39490,KW,KW,G,7,OV,90,0,0,0,240,7,3,3,11,KW,3,170,130,,1600,,,,,,3,3,3,1,Bm,,,,Off,6,Off,7,1,,,,,,,,,,,,
SE,CalCOFI1507OC,7/8/2015,18:15,7/8/2015 18:15,7:00:00,7/9/2015 1:15,,,32.91741,-117.39490,KW,KW,G,7,OV,90,0,0,0,240,7,3,3,11,KW,3,170,130,,1600,,,,,,3,3,3,1,Bm,,,,Off,6,Off,7,1,,,,,,,,,,,,
SB,CalCOFI1507OC,7/9/2015,11:54,7/9/2015 11:54,7:00:00,7/9/2015 18:54,,,32.32957,-118.56587,AD,KW,G,7,CL,10,0,0,0,260,6,2,3,14,KW,1,240,180,3,,,0.6,13,80,300,750,680,900,ND,Dsp,,,,On,,On,,8,1,2,,,,,,,,,,"Leaving station 93/45, going to station 93/50.  Array deployed.  "
SE,CalCOFI1507OC,7/9/2015,11:54,7/9/2015 11:54,7:00:00,7/9/2015 18:54,,,32.32957,-118.56587,AD,KW,G,7,CL,10,0,0,0,260,6,2,3,14,KW,1,240,180,3,,,0.6,13,80,300,750,680,900,ND,Dsp,,,,On,,On,,8,1,2,,,,,,,,,,"Leaving station 93/45, going to station 93/50.  Array deployed.  "
SB,CalCOFI1507OC,7/9/2015,12:05,7/9/2015 12:05,7:00:00,7/9/2015 19:05,,,32.31433,-118.59503,AD,KW,G,7,CL,10,0,0,0,260,6,3,3,15,AD,1,240,225,1,,,0.5,5,210,300,120,110,160,ND,Dd,,,,On,,On,,1,2,"8, 4",Yes,AD,60D,33,39,KW,50D,10,27,
SE,CalCOFI1507OC,7/9/2015,12:05,7/9/2015 12:05,7:00:00,7/9/2015 19:05,,,32.31433,-118.59503,AD,KW,G,7,CL,10,0,0,0,260,6,3,3,15,AD,1,240,225,1,,,0.5,5,210,300,120,110,160,ND,Dd,,,,On,,On,,1,2,"8, 4",Yes,AD,60D,33,39,KW,50D,10,27,
SB,CalCOFI1507OC,7/9/2015,13:04,7/9/2015 13:04,7:00:00,7/9/2015 20:04,,,32.29114,-118.59430,AD,KW,G,7,CL,10,0,0,0,260,7,3,3,16,KW,1,70,80,1,,,,,,,320,300,400,ND,Dd,,,,On,,Off,7,2,8,5,Yes,,,,,KW,50D,29,39,
SE,CalCOFI1507OC,7/9/2015,13:04,7/9/2015 13:04,7:00:00,7/9/2015 20:04,,,32.29114,-118.59430,AD,KW,G,7,CL,10,0,0,0,260,7,3,3,16,KW,1,70,80,1,,,,,,,320,300,400,ND,Dd,,,,On,,Off,7,2,8,5,Yes,,,,,KW,50D,29,39,
SB,CalCOFI1507OC,7/9/2015,18:09,7/9/2015 18:09,7:00:00,7/10/2015 1:09,,,32.57201,-117.44407,AD,KW,F,7,PC,35,0,0,0,270,12,3,3,12,KW,2,240,280,3,,,,,,,1,1,1,0,Bm,,,,On,,On,1,,,,Yes,AD,60D,19,24,,,,,
SE,CalCOFI1507OC,7/9/2015,18:09,7/9/2015 18:09,7:00:00,7/10/2015 1:09,,,32.57201,-117.44407,AD,KW,F,7,PC,35,0,0,0,270,12,3,3,12,KW,2,240,280,3,,,,,,,1,1,1,0,Bm,,,,On,,On,1,,,,Yes,AD,60D,19,24,,,,,
SB,CalCOFI1507OC,7/9/2015,19:05,7/9/2015 19:05,7:00:00,7/10/2015 2:05,,,32.62061,-117.24172,AD,KW,F,7,PC,60,0,0,0,270,13,4,4,13,AD,1,240,180,0.4,,,,,,,70,60,90,ND,Dd,,,,On,,On,,8,2,,Yes,AD,60D,25,32,KW,50D,1,9,
