SB,CalCOFI0701JD,1/14/2007,11:45,1/14/2007 11:45,8:00:00,1/14/2007 19:45,,,31.80267,-119.68300,ABD,GSC,,,,,,,,,,,,11,ABD,,235,217,0.9,1776,,,,,,1,,,0,Pm,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0701JD,1/14/2007,11:48,1/14/2007 11:48,8:00:00,1/14/2007 19:48,,,31.79000,-119.70350,ABD,GSC,,,,,,,,,,,,12,GSC,,232,257,,300,,,,,,60,50,80,1,Dd,,,,On,,On,,2,5,,,,,,,,,,,DD WERE APPROACHING WHEN SIGHTED
SP,CalCOFI0701JD,1/14/2007,11:59,1/14/2007 11:59,8:00:00,1/14/2007 19:59,,,31.77250,-119.73183,ABD,GSC,,,,,,,,,,,,12,GSC,,237,7,,30,,,,,,0,,,,Dd,,,,On,,On,,,,,,,,,,,,,,
SB,CalCOFI0701JD,1/16/2007,7:28,1/16/2007 7:28,8:00:00,1/16/2007 15:28,,,30.41617,-123.99767,ABD,GSC,,,,,,,,,,,,14,ABD,,324,279,,20,,,,,,4,4,10,0,Dd,,,,On,,On,,9,5,,,,,,,,,,,LARGE PATCH OF WHITE IN DORSAL FIN
SB,CalCOFI0701JD,1/16/2007,12:42,1/16/2007 12:42,8:00:00,1/16/2007 20:42,,,30.58233,-123.66750,GSC,ABD,,,,,,,,,,,,15,GSC,,59,349,,50,,,,,,3,3,4,1,Dd,,,,On,,On,,5,,,,,,,,,,,,ONE YOUNG OF YEAR BOW RIDING THEN TRAVEL CLOSE TO ADULT
SB,CalCOFI0701JD,1/16/2007,12:56,1/16/2007 12:56,8:00:00,1/16/2007 20:56,,,30.60133,-123.63167,GSC,ABD,,,,,,,,,,,,16,ABD,,61,95,,200,,,,,,15,12,16,0,Dd,,,,On,,On,,1,5,,,,,,,,,,,
SB,CalCOFI0701JD,1/16/2007,13:10,1/16/2007 13:10,8:00:00,1/16/2007 21:10,,,30.61800,-123.59767,GSC,ABD,,,,,,,,,,,,17,GSC,,62,20,6,348,,,,,,4,,,1,Dd,,,,On,,On,,1,,,,,,,,,,,,"2 ADULTS 1 CALF 1 JUVENILE, APP BOW  THEN WENT DOWN PORT SIDE"
SB,CalCOFI0701JD,1/16/2007,13:17,1/16/2007 13:17,8:00:00,1/16/2007 21:17,,,30.62600,-123.58200,GSC,ABD,,,,,,,,,,,,18,ABD,,60,88,,300,,,,,,66,63,76,ND,Dd,,,,On,,On,,1,,,,ABD,D6,2,22,,,,,APP BOW WHITE PATCH IN DORSAL FIN SMALL SUB GROUPS CONTINUE TO APPROACH BOW
SP,CalCOFI0701JD,1/16/2007,13:32,1/16/2007 13:32,8:00:00,1/16/2007 21:32,,,30.64267,-123.54717,GSC,ABD,,,,,,,,,,,,18,ABD,,63,80,,10,,,,,,0,,,,Dd,,,,On,,On,,5,,,,,,,,,,,,
SB,CalCOFI0701JD,1/16/2007,13:36,1/16/2007 13:36,8:00:00,1/16/2007 21:36,,,30.64883,-123.53767,GSC,ABD,,,,,,,,,,,,19,ABD,,62,135,4,507,,,,,,119,99,129,0,Dd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0701JD,1/17/2007,8:35,1/17/2007 8:35,8:00:00,1/17/2007 16:35,,,32.03167,-120.74267,ABD,ABD,,,,,,,,,,,,20,ABD,,62,87,1,1642,,,,,,1,,,0,UNID_CETAC,,,,Off,,On,,0,,,,,,,,,,,,"ONE TALL BLOW FOLLOWED BY TWO SHORT BLOWS (WINDY), unid whale"
SB,CalCOFI0701JD,1/17/2007,9:20,1/17/2007 9:20,8:00:00,1/17/2007 17:20,,,32.06983,-120.60467,ABD,ABD,,,,,,,,,,,,21,ABD,,60,40,,20,,,,,,1,,,0,Dd,,,,Off,,On,,5,,,,,,,,,,,,90% OF DORSAL FIN WHITE
SB,CalCOFI0701JD,1/17/2007,9:30,1/17/2007 9:30,8:00:00,1/17/2007 17:30,,,32.10267,-120.60467,ABD,ABD,,,,,,,,,,,,22,ABD,,57,37,,20,,,,,,1,,,0,Dd,,,,Off,,On,,5,,,,,,,,,,,,90% OF DORSAL FIN WHITE MAYBE SAME AS Sighting #21
SB,CalCOFI0701JD,1/18/2007,7:05,1/18/2007 7:05,8:00:00,1/18/2007 15:05,,,33.43950,-117.73300,ABD,ABD,,,,,,,,,,,,23,ABD,,260,240,,20,,,,,,100,70,120,ND,Dsp,,,,Off,,Off,,4,,,,ABD,D6,51,55,,,,,QUICK SURFACES FEEDING
SB,CalCOFI0701JD,1/18/2007,7:10,1/18/2007 7:10,8:00:00,1/18/2007 15:10,,,33.43650,-117.75417,ABD,ABD,,,,,,,,,,,,24,ABD,,260,110,,40,,,,,,180,160,202,ND,Dsp,,,,Off,,Off,,9,4,,,,,,,,,,,
SB,CalCOFI0701JD,1/18/2007,7:23,1/18/2007 7:23,8:00:00,1/18/2007 15:23,,,33.43017,-117.79567,GSC,ABD,,,,,,,,,,,,25,ABD,,259,264,0.2,4385,,,,,,2,,,0,Er,,,,On,,On,,1,,,,,,,,,,,,SOUTH BOUND FLUKE UP DIVE
SB,CalCOFI0701JD,1/18/2007,11:06,1/18/2007 11:06,8:00:00,1/18/2007 19:06,,,33.38983,-117.96017,ABD,GSC,,,,,,,,,,,,26,ABD,,245,230,3,658,,,,,,81,70,101,1,Dd,,,,On,,On,,1,5,,,,,,,,,,,LOOSELY SPREAD GROUP
SB,CalCOFI0701JD,1/18/2007,11:07,1/18/2007 11:07,8:00:00,1/18/2007 19:07,,,33.38583,-117.96600,ABD,GSC,,,,,,,,,,,,27,GSC,,245,335,,50,,,,,,12,10,14,0,Gg,,,,On,,On,,1,,,,,,,,,,,,"TIGHT GROUP NEAR DELPHINUS DELPHIS, TRAVEL DOWN STARBOARD SIDE"
SP,CalCOFI0701JD,1/18/2007,11:14,1/18/2007 11:14,8:00:00,1/18/2007 19:14,,,33.37950,-117.98233,ABD,GSC,,,,,,,,,,,,26,UNK,,246,246,,20,,,,,,3,,,,Dd,,,,On,,On,,1,5,,,,,,,,,,,3 ANIMALS STILL ON BOW
SB,CalCOFI0701JD,1/18/2007,13:50,1/18/2007 13:50,8:00:00,1/18/2007 21:50,,,33.24600,-118.24267,ABD,GSC,,,,,,,,,,,,28,ABD,,149,113,0.8,1936,,,,,,30,20,40,ND,Tt,,,,Off,,On,,9,2/4?,,,,,,,,,,,"SPLASHING UNDER BIRDS, LEAPING CLEAR OF WATER, LARGE BODIES BEAKS AND VIS DOLPHIN SIZE BLOW "
SB,CalCOFI0701JD,1/18/2007,15:19,1/18/2007 15:19,8:00:00,1/18/2007 23:19,,,33.22817,-118.27833,ABD,GSC,,,,,,,,,,,,29,GSC,,254,274,,500,,,,,,5,4,6,0,Pd,,,,On,,On,,9,2,,,,,,,,,,,
SB,CalCOFI0701JD,1/19/2007,14:28,1/19/2007 14:28,8:00:00,1/19/2007 22:28,,,32.23400,-120.33383,ABD,GSC,UX,6,CL,0,,,,,,6,8,139,UNK,,238,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,OPPORTUNISTIC SIGHTINGS BY OBSERVERS
SB,CalCOFI0701JD,1/19/2007,14:28,1/19/2007 14:28,8:00:00,1/19/2007 22:28,,,32.23400,-120.33383,ABD,GSC,UX,6,CL,0,,,,,,6,8,140,UNK,,238,,,,,,,,,,,,,,,,,Off,,On,,,,,,,,,,,,,,OPPORTUNISTIC SIGHTINGS BY OBSERVERS
SB,CalCOFI0701JD,1/20/2007,14:10,1/20/2007 14:10,8:00:00,1/20/2007 22:10,,,31.21850,-122.39117,GSC,ABD,,,,,,,,,,,,30,GSC,,244,214,,300,,,,,,24,18,30,0,Dd,,,,Off,,On,,5,1,,,,,,,,,,,"WHITE IN DORSAL FIN  **changed May 1 2008 to ""off effort"" due to beaufort---ABD"
SB,CalCOFI0701JD,1/21/2007,11:45,1/21/2007 11:45,8:00:00,1/21/2007 19:45,,,31.37500,-123.72000,UNK,UNK,UX,5,CL,0,,,,,,7,9,31,UNK,,67,67,,250,,,,,,30,26,42,1,Dd,,,,Off,,On,,1,5,,,,,,,,,,,WHITE IN DORSAL FIN
SB,CalCOFI0701JD,1/22/2007,7:44,1/22/2007 7:44,8:00:00,1/22/2007 15:44,,,32.31067,-121.74150,GSC,ABD,,,,,,,,,,,,32,GSC,,65,15,,400,,,,,,66,60,76,0,Dd,,,,On,,On,,1,5,,,ABD,D6,91,96,,,,,"90% WHITE IN DORSAL FIN IN ABOUT 5 ANIMALS, OTHERWISE 0-20% WHITE IN DORSAL FIN  DOLPHINS STAY ON BOW DURING STATION"
SB,CalCOFI0701JD,1/23/2007,7:52,1/23/2007 7:52,8:00:00,1/23/2007 15:52,,,33.37933,-119.58117,GSC,ABD,,,,,,,,,,,,33,ABD,,64,68,0.5,2660,,,,,,30,28,34,0,Lo,,,,On,,On,,9,1,,,,,,,,,,,BIRDS PRESENT
SB,CalCOFI0701JD,1/23/2007,7:55,1/23/2007 7:55,8:00:00,1/23/2007 15:55,,,33.38267,-119.57300,GSC,ABD,,,,,,,,,,,,34,ABD,,64,66,1.8,1026,,,,,,1,,,0,Er,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0701JD,1/23/2007,8:01,1/23/2007 8:01,8:00:00,1/23/2007 16:01,,,33.39267,-119.54717,GSC,ABD,,,,,,,,,,,,35,ABD,,63,104,0.2,4385,,,,,,5,,,0,UD,,,,On,,On,,0,,,,,,,,,,,,
SB,CalCOFI0701JD,1/23/2007,8:02,1/23/2007 8:02,8:00:00,1/23/2007 16:02,,,33.39433,-119.54433,GSC,ABD,,,,,,,,,,,,36,ABD,,63,108,0.5,2660,,,,,,1,,,0,Er,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0701JD,1/23/2007,8:10,1/23/2007 8:10,8:00:00,1/23/2007 16:10,,,33.40350,-119.52617,GSC,ABD,,,,,,,,,,,,37,ABD,,60,120,,100,,,,,,50,42,58,0,Dd,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0701JD,1/23/2007,8:19,1/23/2007 8:19,8:00:00,1/23/2007 16:19,,,33.41550,-119.50000,GSC,ABD,,,,,,,,,,,,38,ABD,,61,73,4,507,,,,,,6,,,0,Dd,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0701JD,1/23/2007,8:26,1/23/2007 8:26,8:00:00,1/23/2007 16:26,,,33.42433,-119.48000,GSC,ABD,,,,,,,,,,,,39,GSC,,61,39,5,412,,,,,,10,9,15,0,Dd,,,,On,,On,,1,5,,,,,,,,,,,
SB,CalCOFI0701JD,1/23/2007,8:26,1/23/2007 8:26,8:00:00,1/23/2007 16:26,,,33.42433,-119.48000,GSC,ABD,,,,,,,,,,,,40,GSC,,61,24,0.9,1776,,,,,,6,3,12,ND,UD,,,,On,,On,,0,,,,,,,,,,,,
SB,CalCOFI0701JD,1/23/2007,8:49,1/23/2007 8:49,8:00:00,1/23/2007 16:49,,,33.45333,-119.41433,GSC,ABD,,,,,,,,,,,,41,ABD,,62,80,0.1,5784,,,,,,1,,,0,UNID_CETAC,,,,On,,On,,0,,,,,,,,,,,,"BLOWS SEEN, unid whale"
SB,CalCOFI0701JD,1/23/2007,9:00,1/23/2007 9:00,8:00:00,1/23/2007 17:00,,,33.46683,-119.38400,GSC,ABD,,,,,,,,,,,,42,ABD,,70,106,0.1,5784,,,,,,2,,,ND,UNID_CETAC,,,,On,,On,,0,,,,,,,,,,,,"ONE OF ANIMALS MAY BE #41, unid whale"
SB,CalCOFI0701JD,1/23/2007,9:00,1/23/2007 9:00,8:00:00,1/23/2007 17:00,,,33.46683,-119.38400,GSC,ABD,,,,,,,,,,,,43,GSC,,70,50,0.25,3940,,,,,,1,,,0,UNID_CETAC,,,,On,,On,,0,,,,,,,,,,,,Unid whale
SB,CalCOFI0701JD,1/23/2007,9:18,1/23/2007 9:18,8:00:00,1/23/2007 17:18,,,33.48517,-119.32700,GSC,ABD,,,,,,,,,,,,44,GSC,,59,37,1.2,1427,,,,,,3,,,0,Er,,,,Off,,On,,1,,,,,,,,,,,,OFF EFFORT BIRD OBSERVERS SIGHTING
SB,CalCOFI0701JD,1/23/2007,9:18,1/23/2007 9:18,8:00:00,1/23/2007 17:18,,,33.48517,-119.32700,GSC,ABD,,,,,,,,,,,,45,GSC,,59,339,0.2,4385,,,,,,2,,,0,UNID_CETAC,,,,Off,,On,,0,,,,,,,,,,,,Unid whale
SB,CalCOFI0701JD,1/23/2007,9:34,1/23/2007 9:34,8:00:00,1/23/2007 17:34,,,33.48733,-119.32400,GSC,ABD,,,,,,,,,,,,46,ABD,,20,33,0.7,2127,,,,,,1,,,0,Er,,,,Off,,On,,1,,,,,,,,,,,,
SB,CalCOFI0701JD,1/23/2007,9:43,1/23/2007 9:43,8:00:00,1/23/2007 17:43,,,33.48783,-119.32383,GSC,ABD,,,,,,,,,,,,47,ABD,,12,46,1,1642,,,,,,4,,,0,Er,,,,Off,,On,,1,,,,,,,,,,,,PROBABLY A RESIGHT OF EARLIER NOW ASSOCIATED
SB,CalCOFI0701JD,1/23/2007,13:03,1/23/2007 13:03,8:00:00,1/23/2007 21:03,,,33.57900,-119.14700,ABD,GSC,,,,,,,,,,,,48,ABD,,68,43,1.2,1427,,,,,,2,,,0,BP,,,,On,,On,,1,,,,ABD,D6,,,,,,,SLOW TRAVEL CLOSE TOGETHER
SB,CalCOFI0701JD,1/23/2007,13:12,1/23/2007 13:12,8:00:00,1/23/2007 21:12,,,33.58983,-119.11650,ABD,GSC,,,,,,,,,,,,49,GSC,,68,158,1.5,1193,,,,,,2,,,0,Er,,,,On,,On,,1,,,,,,,,,,,,ASSOCIATED WITH SIGHTING #50 FLUKE UP DIVE
SB,CalCOFI0701JD,1/23/2007,13:14,1/23/2007 13:14,8:00:00,1/23/2007 21:14,,,33.59283,-119.10817,ABD,GSC,,,,,,,,,,,,50,GSC,,65,155,1,1642,,,,,,3,,,ND,UD,,,,On,,On,,9,,,,,,,,,,,,QUICK SURFACE IN WITH WHALES OF SIT #49
SB,CalCOFI0701JD,1/23/2007,13:55,1/23/2007 13:55,8:00:00,1/23/2007 21:55,,,33.65100,-118.98433,ABD,ABD,,,,,,,,,,,,51,ABD,,60,142,1.5,1193,,,,,,3,3,4,0,Pd,,,,Off,,On,,9,,,,,,,,,,,,
SB,CalCOFI0701JD,1/23/2007,14:46,1/23/2007 14:46,8:00:00,1/23/2007 22:46,,,33.65900,-118.96750,ABD,ABD,,,,,,,,,,,,52,ABD,,39,179,,8091,,,,,,30,25,100,ND,UD,,,,Off,,On,,,,,,,,,,,,,,"DOLPHINS LEAPING FREE OF WATER BEAKS DISTINCT, DORSAL FIN , ALSO MAY BE A DALL'S IN GROUP SMALL BLOWS VISIBLE AS WITH LAG SIGHTING LEAPS OF 10 FEET  AERIAL ACTIVITY, BIG ANIMALS LIKE TURSIOPS"
SB,CalCOFI0701JD,1/23/2007,15:06,1/23/2007 15:06,8:00:00,1/23/2007 23:06,,,33.65883,-118.96333,ABD,ABD,,,,,,,,,,,,53,ABD,,42,182,,2510,,,,,,2,,,ND,UnSmCet,,,,Off,,On,,1,,,,,,,,,,,,"2 ANIMALS SLOW TRAVEL TOGETHER SP UNKNOWN, ROUND BACK? HEAD? SURFACED WITHOUT BLOWS"
SB,CalCOFI0701JD,1/23/2007,16:22,1/23/2007 16:22,8:00:00,1/24/2007 0:22,,,33.65383,-118.96400,ABD,ABD,,,,,,,,,,,,54,ABD,,228,210,,6934,,,,,,16,8,40,ND,UD,,,,Off,,On,,1,,,,,,,,,,,,DOLPHINS CLOSE TOGETHER VISIBLE BLOW IN SUNSET
SB,CalCOFI0701JD,1/23/2007,16:50,1/23/2007 16:50,8:00:00,1/24/2007 0:50,,,33.66633,-118.93567,GSC,ABD,,,,,,,,,,,,55,GSC,,61,326,0.3,3585,,,,,,1,,,0,Er,,,,On,,On,,0,,,,,,,,,,,,"SIGHTED BEHIND MIDSHIPS  **changed May 2008 to ""on Effort"" for database--ABD"
SB,CalCOFI0701JD,1/24/2007,8:30,1/24/2007 8:30,8:00:00,1/24/2007 16:30,,,34.21383,-119.41717,GSC,ABD,,,,,,,,,,,,56,GSC,,233,203,,4204,,,,,,2008,1008,2600,ND,Dsp,,,,Off,,On,,9,,,,,,,,,,,,"DOLPHINS UNDER BIRDS SPREADING FROM -5 TO -50, POSSIBLE PACIFIC WHITE SIDES IN IT"
SB,CalCOFI0701JD,1/24/2007,8:51,1/24/2007 8:51,8:00:00,1/24/2007 16:51,,,34.20917,-119.43500,GSC,ABD,,,,,,,,,,,,57,UNK,,234,234,,100,,,,,,35,20,40,0,Dd,,,,Off,,On,,1,5,,,,,,,,,,,
SB,CalCOFI0701JD,1/24/2007,8:56,1/24/2007 8:56,8:00:00,1/24/2007 16:56,,,34.20517,-119.44600,GSC,ABD,,,,,,,,,,,,58,ABD,,235,275,,200,,,,,,70,60,90,0,Dd,,,,On,,On,,1,5,,,,,,,,,,,"DISTINCT EYEPATCH VERY WHITE THORACIC PATCH , LOOKED LARGER THAN OFFSHORES, VISIBLE DARK EYE TO ANUS STRIPE"
SB,CalCOFI0701JD,1/24/2007,8:57,1/24/2007 8:57,8:00:00,1/24/2007 16:57,,,34.20400,-119.45033,GSC,ABD,,,,,,,,,,,,59,GSC,,235,145,1.5,1193,,,,,,70,,,ND,Dsp,,,,On,,On,,9,,,,,,,,,,,,
SB,CalCOFI0701JD,1/24/2007,8:57,1/24/2007 8:57,8:00:00,1/24/2007 16:57,,,34.20400,-119.45033,GSC,ABD,,,,,,,,,,,,60,GSC,,235,160,2,938,,,,,,100,,,ND,Dsp,,,,On,,On,,9,,,,,,,,,,,,GROUP ENVELOPE ABOUT 200M BY 50M
SB,CalCOFI0701JD,1/24/2007,8:57,1/24/2007 8:57,8:00:00,1/24/2007 16:57,,,34.20400,-119.45033,GSC,ABD,,,,,,,,,,,,61,GSC,,235,160,1,1642,,,,,,100,,,ND,Dsp,,,,On,,On,,9,,,,,,,,,,,,
SB,CalCOFI0701JD,1/24/2007,12:21,1/24/2007 12:21,8:00:00,1/24/2007 20:21,,,34.27483,-119.63617,ABD,GSC,,,,,,,,,,,,62,GSC,,320,345,,1000,,,,,,403,373,433,0,Dd,,,,On,,Off,,2,,,,,,,,,,,,GROUP ENVELOPE ABOUT 300M BY 50M
SB,CalCOFI0701JD,1/24/2007,14:42,1/24/2007 14:42,8:00:00,1/24/2007 22:42,,,34.34600,-119.90183,GSC,ABD,,,,,,,,,,,,63,GSC,,237,197,0.2,4385,,,,,,400,300,600,ND,UD,,,,On,,Off,,1,,,,,,,,,,,,LOTS OF SPLASHING STEADY TRAVEL OF TIGHT GROUP SW
SB,CalCOFI0701JD,1/24/2007,15:18,1/24/2007 15:18,8:00:00,1/24/2007 23:18,,,34.28700,-120.00517,GSC,ABD,,,,,,,,,,,,64,ABD,,235,45,,20,,,,,,11,,,0,Pd,,,,Off,,Off,,,5,,,,,,,,,,,WAKE RIDE WHILE WE PULL IN ARRAY
SB,CalCOFI0701JD,1/25/2007,8:50,1/25/2007 8:50,8:00:00,1/25/2007 16:50,,,33.46300,-121.00200,GSC,ABD,,,,,,,,,,,,65,ABD,,237,280,,100,,,,,,2,,,0,Pd,,,,On,,On,,1,,,,,,,,,,,,SINGLE SURFACE TOWARDS BOW
SB,CalCOFI0701JD,1/25/2007,15:22,1/25/2007 15:22,8:00:00,1/25/2007 23:22,,,33.08933,-121.75600,ABD,GSC,,,,,,,,,,,,66,GSC,,235,315,,100,,,,,,4,,,0,Pd,,,,On,,On,,2,5,,,,,,,,,,,
SB,CalCOFI0701JD,1/25/2007,15:31,1/25/2007 15:31,8:00:00,1/25/2007 23:31,,,33.07817,-121.78150,ABD,GSC,,,,,,,,,,,,67,GSC,,244,292,3,658,,,,,,9,8,10,ND,Pd,,,,On,,On,,2,,,,,,,,,,,,AUKLET WITH PORPOISE   2 DALLS SEEN AT 15:36 BOWRIDING BY BIRD OBSERVER
SB,CalCOFI0701JD,1/25/2007,15:58,1/25/2007 15:58,8:00:00,1/25/2007 23:58,,,33.03983,-121.86300,ABD,GSC,,,,,,,,,,,,68,GSC,,241,331,1.5,1193,,,,,,12,11,13,ND,Pd,,,,On,,On,,2,,,,,,,,,,,,
SB,CalCOFI0701JD,1/25/2007,16:58,1/25/2007 16:58,8:00:00,1/26/2007 0:58,,,32.95483,-122.03933,ABD,GSC,,,,,,,,,,,,69,GSC,,237,259,5,412,,,,,,2,,,0,Pd,,,,On,,On,,1,,,,,,,,,,,,
SB,CalCOFI0701JD,1/26/2007,7:40,1/26/2007 7:40,8:00:00,1/26/2007 15:40,,,32.18717,-123.56733,GSC,ABD,,,,,,,,,,,,70,ABD,,240,270,6,348,,,,,,217,196,237,3,Dd,,,,On,,On,,1,5,,,,,,,,,,,VARIABLE AMOUNTS OF WHITE IN DORSAL FIN FROM 80-10%  DOLPHINS STILL PRESENT AT 07:51H
SB,CalCOFI0701JD,1/26/2007,15:01,1/26/2007 15:01,8:00:00,1/26/2007 23:01,,,32.22633,-124.07567,ABD,GSC,,,,,,,,,,,,71,ABD,,12,350,,50,,,,,,66,58,80,2,Dd,,,,On,,Off,,1,5,,,ABD,D6,100,106,,,,,80% WHITE IN DORSAL FIN WHITE BEAKS
SP,CalCOFI0701JD,1/26/2007,15:14,1/26/2007 15:14,8:00:00,1/26/2007 23:14,,,32.25967,-124.06400,ABD,GSC,,,,,,,,,,,,71,UNK,,17,17,,20,,,,,,0,,,,Dd,,,,On,,Off,,,,,,,,,,,,,,ANIMALS STILL APPROACHING BOW AND RIDING WAKE
SB,CalCOFI0701JD,1/26/2007,15:40,1/26/2007 15:40,8:00:00,1/26/2007 23:40,,,32.32467,-124.04067,ABD,GSC,G,10,PC,50,,,,,,3,8,72,GSC,,12,52,,100,,,,,,12,10,14,0,Dd,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0701JD,1/26/2007,16:54,1/26/2007 16:54,8:00:00,1/27/2007 0:54,,,32.50900,-123.98967,ABD,GSC,,,,,,,,,,,,73,ABD,,10,325,,250,,,,,,145,135,150,4,Dd,,,,On,,Off,,1,5,,,,,,,,,,,"WIDELY DISPERSED GROUP, APPROACH BOW IN LITTLE CLUSTERS OF ANIMALS"
SP,CalCOFI0701JD,1/26/2007,17:04,1/26/2007 17:04,8:00:00,1/27/2007 1:04,,,32.53517,-123.98233,ABD,GSC,,,,,,,,,,,,73,UNK,,12,12,,20,,,,,,0,,,,Dd,,,,On,,Off,,1,5,,,,,,,,,,,
SP,CalCOFI0701JD,1/26/2007,17:13,1/26/2007 17:13,8:00:00,1/27/2007 1:13,,,32.55700,-123.98250,ABD,GSC,,,,,,,,,,,,73,UNK,,14,14,,20,,,,,,0,,,,Dd,,,,On,,Off,,,,,,,,,,,,,,
SB,CalCOFI0701JD,1/27/2007,13:30,1/27/2007 13:30,8:00:00,1/27/2007 21:30,,,33.73367,-122.01350,GSC,ABD,,,,,,,,,,,,74,ABD,,59,97,,30,,,,,,2,,,0,Pd,,,,On,,On,,1,5,,,,,,,,,,,REMAINED ON BOW FOR A FEW MINUTES
SB,CalCOFI0701JD,1/28/2007,7:54,1/28/2007 7:54,8:00:00,1/28/2007 15:54,,,34.51783,-120.61783,GSC,ABD,,,,,,,,,,,,75,ABD,,296,314,0.1,5784,,,,,,4,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,FLUKE UP DIVE
SP,CalCOFI0701JD,1/28/2007,8:03,1/28/2007 8:03,8:00:00,1/28/2007 16:03,,,34.53067,-120.64900,GSC,ABD,,,,,,,,,,,,75,ABD,,295,25,,700,,,,,,4,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,TRAVEL SOUTH
SB,CalCOFI0701JD,1/28/2007,8:04,1/28/2007 8:04,8:00:00,1/28/2007 16:04,,,34.53067,-120.64900,GSC,ABD,,,,,,,,,,,,76,ABD,,295,15,,400,,,,,,1,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,TRAVEL SOUTH
SB,CalCOFI0701JD,1/28/2007,8:11,1/28/2007 8:11,8:00:00,1/28/2007 16:11,,,34.54117,-120.67417,GSC,ABD,,,,,,,,,,,,77,ABD,,297,22,2,938,,,,,,1,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,
SB,CalCOFI0701JD,1/28/2007,8:24,1/28/2007 8:24,8:00:00,1/28/2007 16:24,,,34.57633,-120.69300,GSC,ABD,,,,,,,,,,,,78,GSC,,347,345,0.5,2660,,,,,,1,,,0,Er,,,,On,,Off,,1,,,,,,,,,,,,
