SP,CalCOFI1001NH,1/16/10 13:47,,1/16/2010 13:47,8:00:00,1/16/2010 21:47,,,30.69949,-123.42920,KW,JK,,,,,,,,,,,,12,JK,3,63.44782,,,,,,,,,970,880,1200,0,Dd,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI1001NH,1/16/10 16:15,,1/16/2010 16:15,8:00:00,1/17/2010 0:15,,,30.74752,-123.34610,KW,JK,,,,,,,,,,,,13,KW,2,247.209,180,1.00,,,,,,,700,600,1000,ND,Dd,,,,OFF,,ON,,,,,,,,,,,,,,spread ver wide over several miles around boat.1
SE,CalCOFI1001NH,1/16/10 16:15,,1/16/2010 16:15,8:00:00,1/17/2010 0:15,,,30.74752,-123.34610,KW,JK,,,,,,,,,,,,13,KW,2,247.209,180,1.00,,,,,,,700,600,1000,ND,Dd,,,,OFF,,ON,,,,,,,,,,,,,,spread ver wide over several miles around boat.1
SB,CalCOFI1001NH,1/16/10 16:37,,1/16/2010 16:37,8:00:00,1/17/2010 0:37,,,30.74419,-123.35600,KW,KW,,,,,,,,,,,,14,KW,3,256.613,180,0.60,,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,,,,,,,,,,,,,This looked like a fin whale.
SE,CalCOFI1001NH,1/16/10 16:37,,1/16/2010 16:37,8:00:00,1/17/2010 0:37,,,30.74419,-123.35600,KW,KW,,,,,,,,,,,,14,KW,3,256.613,180,0.60,,,,,,,1,1,1,0,ULW,,,,OFF,,ON,,,,,,,,,,,,,,This looked like a fin whale.
SP,CalCOFI1001NH,1/16/10 17:08,,1/16/2010 17:08,8:00:00,1/17/2010 1:08,,,30.77395,-123.30340,KW,JK,,,,,,,,,,,,13,JK,3,59.80312,126,,10,,,,,,10,5,20,0,Dd,,,,ON,,ON,,,,,,,,,,,,,,Same group that was with the boat when on station. Now an on effort sighting.
SP,CalCOFI1001NH,1/16/10 17:08,,1/16/2010 17:08,8:00:00,1/17/2010 1:08,,,30.77395,-123.30340,KW,JK,,,,,,,,,,,,13,JK,3,59.80312,126,,10,,,,,,10,5,20,0,Dd,,,,ON,,ON,,,,,,,,,,,,,,Same group that was with the boat when on station. Now an on effort sighting.
SB,CalCOFI1001NH,1/17/10 13:23,,1/17/2010 13:23,8:00:00,1/17/2010 21:23,,,31.70911,-121.39440,KW,KW,,,,,,,,,,,,15,KW,AC,61.76136,100,0.50,,,,,,,200,100,300,nd,UD,,,,OFF,,ON,,,,,,,,,,,,,,acoustic bearing match visual bearing
SE,CalCOFI1001NH,1/17/10 13:23,,1/17/2010 13:23,8:00:00,1/17/2010 21:23,,,31.70911,-121.39440,KW,KW,,,,,,,,,,,,15,KW,AC,61.76136,100,0.50,,,,,,,200,100,300,nd,UD,,,,OFF,,ON,,,,,,,,,,,,,,acoustic bearing match visual bearing
SB,CalCOFI1001NH,1/18/10 7:17,,1/18/2010 7:17,8:00:00,1/18/2010 15:17,,,32.49162,-119.74070,JK,KW,,,,,,,,,,,,16,JK,1,51.46069,43,1.00,,,,,,,3,2,3,nd,ULW,,,,ON,,ON,,,,,,,,,,,,,,Possibly Er or Mn
SE,CalCOFI1001NH,1/18/10 7:17,,1/18/2010 7:17,8:00:00,1/18/2010 15:17,,,32.49162,-119.74070,JK,KW,,,,,,,,,,,,16,JK,1,51.46069,43,1.00,,,,,,,3,2,3,nd,ULW,,,,ON,,ON,,,,,,,,,,,,,,Possibly Er or Mn
SB,CalCOFI1001NH,1/18/10 7:30,,1/18/2010 7:30,8:00:00,1/18/2010 15:30,,,32.51515,-119.70600,KW,KW,,,,,,,,,,,,17,KW,2,50.61414,162,,250,,,,,,4,3,5,1,Er,,,,OFF,,ON,,,,,,,,,,,,,,
SE,CalCOFI1001NH,1/18/10 7:30,,1/18/2010 7:30,8:00:00,1/18/2010 15:30,,,32.51515,-119.70600,KW,KW,,,,,,,,,,,,17,KW,2,50.61414,162,,250,,,,,,4,3,5,1,Er,,,,OFF,,ON,,,,,,,,,,,,,,
SB,CalCOFI1001NH,1/19/10 8:26,,1/19/2010 8:26,8:00:00,1/19/2010 16:26,,,33.46891,-117.79990,JK,KW,,,,,,,,,,,,18,JK,3,59.66034,70,3.00,,,,,,,93,80,120,ND,Dsp,,,,ON,,ON,,,,,,,,,,,,,,"no array in water.  gulls, pelicans and cormorants with grp.  tightly bunched"
SE,CalCOFI1001NH,1/19/10 8:26,,1/19/2010 8:26,8:00:00,1/19/2010 16:26,,,33.46891,-117.79990,JK,KW,,,,,,,,,,,,18,JK,3,59.66034,70,3.00,,,,,,,93,80,120,ND,Dsp,,,,ON,,ON,,,,,,,,,,,,,,"no array in water.  gulls, pelicans and cormorants with grp.  tightly bunched"
SB,CalCOFI1001NH,1/19/10 9:00,,1/19/2010 9:00,8:00:00,1/19/2010 17:00,,,33.48961,-117.76870,JK,KW,,,,,,,,,,,,19,KW,3,330.9263,20,4.00,,,,,,,9,7,16,0,Lo,,,,OFF,,ON,,,,,,,,,,,,,,off effort no buoys out too shallow.
SE,CalCOFI1001NH,1/19/10 9:00,,1/19/2010 9:00,8:00:00,1/19/2010 17:00,,,33.48961,-117.76870,JK,KW,,,,,,,,,,,,19,KW,3,330.9263,20,4.00,,,,,,,9,7,16,0,Lo,,,,OFF,,ON,,,,,,,,,,,,,,off effort no buoys out too shallow.
SB,CalCOFI1001NH,1/19/10 11:03,,1/19/2010 11:03,8:00:00,1/19/2010 19:03,,,33.54048,-117.87600,JK,KW,,,,,,,,,,,,20,KW,3,291.4288,250,3.50,,,,,,,38,30,55,0,Dc,,,,ON,,ON,,,,,,,,,,,,,,
SE,CalCOFI1001NH,1/19/10 11:03,,1/19/2010 11:03,8:00:00,1/19/2010 19:03,,,33.54048,-117.87600,JK,KW,,,,,,,,,,,,20,KW,3,291.4288,250,3.50,,,,,,,38,30,55,0,Dc,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI1001NH,1/20/10 7:14,,1/20/2010 7:14,8:00:00,1/20/2010 15:14,,,33.69598,-118.96960,KW,JK,,,,,,,,,,,,21,JK,1,242.4402,260,,30,,,,,,34,19,56,nd,Dc,,,,ON,,ON,,,,,,,,,,,,,,
SE,CalCOFI1001NH,1/20/10 7:14,,1/20/2010 7:14,8:00:00,1/20/2010 15:14,,,33.69598,-118.96960,KW,JK,,,,,,,,,,,,21,JK,1,242.4402,260,,30,,,,,,34,19,56,nd,Dc,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI1001NH,1/20/10 7:50,,1/20/2010 7:50,8:00:00,1/20/2010 15:50,,,33.65668,-119.05840,KW,JK,,,,,,,,,,,,22,JK,3,242.1911,263,5.00,,,,,,,8,5,17,nd,UD,,,,ON,,ON,,,,,,,,,,,,,,
SE,CalCOFI1001NH,1/20/10 7:50,,1/20/2010 7:50,8:00:00,1/20/2010 15:50,,,33.65668,-119.05840,KW,JK,,,,,,,,,,,,22,JK,3,242.1911,263,5.00,,,,,,,8,5,17,nd,UD,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI1001NH,1/20/10 8:00,,1/20/2010 8:00,8:00:00,1/20/2010 16:00,,,33.64275,-119.08180,KW,JK,,,,,,,,,,,,23,KW,3,230.1773,40,,300,,,,,,16,13,25,0,Dsp,,,,ON,,ON,,,,,,,,,,,,,,
SE,CalCOFI1001NH,1/20/10 8:00,,1/20/2010 8:00,8:00:00,1/20/2010 16:00,,,33.64275,-119.08180,KW,JK,,,,,,,,,,,,23,KW,3,230.1773,40,,300,,,,,,16,13,25,0,Dsp,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI1001NH,1/20/10 8:08,,1/20/2010 8:08,8:00:00,1/20/2010 16:08,,,33.63172,-119.09770,KW,JK,,,,,,,,,,,,24,KW,2,228.5517,50,,150,,,,,,150,1,1,0,ULW,,,,ON,,ON,,,,,,,,,,,,,,Josh said it was most likely a fin Whale
SE,CalCOFI1001NH,1/20/10 8:08,,1/20/2010 8:08,8:00:00,1/20/2010 16:08,,,33.63172,-119.09770,KW,JK,,,,,,,,,,,,24,KW,2,228.5517,50,,150,,,,,,150,1,1,0,ULW,,,,ON,,ON,,,,,,,,,,,,,,Josh said it was most likely a fin Whale
SB,CalCOFI1001NH,1/20/10 8:14,,1/20/2010 8:14,8:00:00,1/20/2010 16:14,,,33.62201,-119.11150,KW,JK,,,,,,,,,,,,25,UNK,3,229.7785,290,,200,,,,,,8,8,10,0,Gg,,,,OFF,,ON,,,,,,,,,,,,,,"Sighted by Dawn ,bird observer on SB aft observer."
SE,CalCOFI1001NH,1/20/10 8:14,,1/20/2010 8:14,8:00:00,1/20/2010 16:14,,,33.62201,-119.11150,KW,JK,,,,,,,,,,,,25,UNK,3,229.7785,290,,200,,,,,,8,8,10,0,Gg,,,,OFF,,ON,,,,,,,,,,,,,,"Sighted by Dawn ,bird observer on SB aft observer."
SB,CalCOFI1001NH,1/20/10 8:20,,1/20/2010 8:20,8:00:00,1/20/2010 16:20,,,33.61273,-119.12440,KW,JK,,,,,,,,,,,,26,KW,3,229.185,,,250,,,,,,54,48,68,0,Dc,,,,ON,,ON,,,,,,,,,,,,,,
SE,CalCOFI1001NH,1/20/10 8:20,,1/20/2010 8:20,8:00:00,1/20/2010 16:20,,,33.61273,-119.12440,KW,JK,,,,,,,,,,,,26,KW,3,229.185,,,250,,,,,,54,48,68,0,Dc,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI1001NH,1/21/10 12:40,,1/21/2010 12:40,8:00:00,1/21/2010 20:40,,,33.49576,-118.56490,KW,JK,,,,,,,,,,,,27,KW,3,284.0893,220,3.50,,,,,,,220,180,255,ND,Dsp,,,,OFF,,OFF,,,,,,,,,,,,,,dolphins observed from lower deck
SE,CalCOFI1001NH,1/21/10 12:40,,1/21/2010 12:40,8:00:00,1/21/2010 20:40,,,33.49576,-118.56490,KW,JK,,,,,,,,,,,,27,KW,3,284.0893,220,3.50,,,,,,,220,180,255,ND,Dsp,,,,OFF,,OFF,,,,,,,,,,,,,,dolphins observed from lower deck
SB,CalCOFI1001NH,1/21/10 13:15,,1/21/2010 13:15,8:00:00,1/21/2010 21:15,,,33.49576,-118.56490,KW,JK,,,,,,,,,,,,28,KW,3,284.0893,290,4.00,,,,,,,47,30,60,ND,Dsp,,,,OFF,,OFF,,,,,,,,,,,,,,dolphins obseved from lower deck
SE,CalCOFI1001NH,1/21/10 13:15,,1/21/2010 13:15,8:00:00,1/21/2010 21:15,,,33.49576,-118.56490,KW,JK,,,,,,,,,,,,28,KW,3,284.0893,290,4.00,,,,,,,47,30,60,ND,Dsp,,,,OFF,,OFF,,,,,,,,,,,,,,dolphins obseved from lower deck
SB,CalCOFI1001NH,1/21/10 14:30,,1/21/2010 14:30,8:00:00,1/21/2010 22:30,,,33.49576,-118.56490,KW,JK,,,,,,,,,,,,29,KW,3,284.0893,,,,,,,,,7,7,7,ND,Tt,,,,OFF,,OFF,,,,,,,,,,,,,,josh confirmed Tt numbering 7animals.
SE,CalCOFI1001NH,1/21/10 14:30,,1/21/2010 14:30,8:00:00,1/21/2010 22:30,,,33.49576,-118.56490,KW,JK,,,,,,,,,,,,29,KW,3,284.0893,,,,,,,,,7,7,7,ND,Tt,,,,OFF,,OFF,,,,,,,,,,,,,,josh confirmed Tt numbering 7animals.
SB,CalCOFI1001NH,1/22/10 8:08,,1/22/2010 8:08,8:00:00,1/22/2010 16:08,,,33.35384,-118.32110,KW,KW,,,,,,,,,,,,30,KW,1,273.4256,0,5.00,,,,,,,75,65,90,ND,Lo,,,,OFF,,OFF,,,,,,,,,,,,,,Lags 360 around ship.
SE,CalCOFI1001NH,1/22/10 8:08,,1/22/2010 8:08,8:00:00,1/22/2010 16:08,,,33.35384,-118.32110,KW,KW,,,,,,,,,,,,30,KW,1,273.4256,0,5.00,,,,,,,75,65,90,ND,Lo,,,,OFF,,OFF,,,,,,,,,,,,,,Lags 360 around ship.
SB,CalCOFI1001NH,1/23/10 9:23,,1/23/2010 9:23,8:00:00,1/23/2010 17:23,,,33.15324,-120.01750,KW,KW,,,,,,,,,,,,31,KW,1,252.1732,223,4.00,,,,,,,2,2,3,1,Bp,,,,OFF,,ON,,,,,,,,,,,,,,"off effort. Josh, Julie, & katherine observing. KW took  5 pictures to verify."
SE,CalCOFI1001NH,1/23/10 9:23,,1/23/2010 9:23,8:00:00,1/23/2010 17:23,,,33.15324,-120.01750,KW,KW,,,,,,,,,,,,31,KW,1,252.1732,223,4.00,,,,,,,2,2,3,1,Bp,,,,OFF,,ON,,,,,,,,,,,,,,"off effort. Josh, Julie, & katherine observing. KW took  5 pictures to verify."
SB,CalCOFI1001NH,1/23/10 12:05,,1/23/2010 12:05,8:00:00,1/23/2010 20:05,,,33.01765,-120.27010,JK,KW,,,,,,,,,,,,32,KW,1,233.4185,320,0.75,,,,,,,6,5,8,1,ULW,,,,ON,,ON,,,,,,,,,,,,,,looked like fin whales with dark backs and no flukes when they sounded.
SE,CalCOFI1001NH,1/23/10 12:05,,1/23/2010 12:05,8:00:00,1/23/2010 20:05,,,33.01765,-120.27010,JK,KW,,,,,,,,,,,,32,KW,1,233.4185,320,0.75,,,,,,,6,5,8,1,ULW,,,,ON,,ON,,,,,,,,,,,,,,looked like fin whales with dark backs and no flukes when they sounded.
SB,CalCOFI1001NH,1/23/10 12:12,,1/23/2010 12:12,8:00:00,1/23/2010 20:12,,,33.00719,-120.28700,JK,KW,,,,,,,,,,,,33,JK,1,233.9022,264,,,,,,,,1,1,2,ND,ULW,,,,ON,,ON,,,,,,,,,,,,,,looks like a balaenopterid
SE,CalCOFI1001NH,1/23/10 12:12,,1/23/2010 12:12,8:00:00,1/23/2010 20:12,,,33.00719,-120.28700,JK,KW,,,,,,,,,,,,33,JK,1,233.9022,264,,,,,,,,1,1,2,ND,ULW,,,,ON,,ON,,,,,,,,,,,,,,looks like a balaenopterid
SB,CalCOFI1001NH,1/23/10 16:51,,1/23/2010 16:51,8:00:00,1/24/2010 0:51,,,32.82316,-120.64600,KW,KW,,,,,,,,,,,,34,KW,2,243.3128,350,,250,,,,,,30,25,40,nd,Dsp,,,,OFF,,ON,,,,,,,,,,,,,,"breaching, seen in the area with fish"
SE,CalCOFI1001NH,1/23/10 16:51,,1/23/2010 16:51,8:00:00,1/24/2010 0:51,,,32.82316,-120.64600,KW,KW,,,,,,,,,,,,34,KW,2,243.3128,350,,250,,,,,,30,25,40,nd,Dsp,,,,OFF,,ON,,,,,,,,,,,,,,"breaching, seen in the area with fish"
SB,CalCOFI1001NH,1/24/10 12:39,,1/24/2010 12:39,8:00:00,1/24/2010 20:39,,,31.84833,-122.66950,JK,KW,,,,,,,,,,,,35,JK,1,238.34,228,0.20,,,,,,,12,10,16,1,Pm,,,,ON,,ON,,,,,,,,,,,,,,"small gr oups, Fluked up a few times"
SE,CalCOFI1001NH,1/24/10 12:39,,1/24/2010 12:39,8:00:00,1/24/2010 20:39,,,31.84833,-122.66950,JK,KW,,,,,,,,,,,,35,JK,1,238.34,228,0.20,,,,,,,12,10,16,1,Pm,,,,ON,,ON,,,,,,,,,,,,,,"small gr oups, Fluked up a few times"
SB,CalCOFI1001NH,1/26/10 8:23,,1/26/2010 8:23,8:00:00,1/26/2010 16:23,,,33.29842,-121.28010,KW,JK,,,,,,,,,,,,37,JK,2,0,87,,10,,,,,,6,3,15,nd,UD,,,,ON,,ON,,,,,,,,,,,,,,"small group of dolphins , not showing too much body. slight chance of dall's"
SE,CalCOFI1001NH,1/26/10 8:23,,1/26/2010 8:23,8:00:00,1/26/2010 16:23,,,33.29842,-121.28010,KW,JK,,,,,,,,,,,,37,JK,2,0,87,,10,,,,,,6,3,15,nd,UD,,,,ON,,ON,,,,,,,,,,,,,,"small group of dolphins , not showing too much body. slight chance of dall's"
SB,CalCOFI1001NH,1/26/10 15:07,,1/26/2010 15:07,8:00:00,1/26/2010 23:07,,,33.64714,-120.63520,KW,JK,,,,,,,,,,,,38,KW,1,70.2308,150,1.00,,,,,,,2,2,2,ND,ULW,,,,ON,,ON,,,,,,,,,,,,,,either Er or Mn
SE,CalCOFI1001NH,1/26/10 15:07,,1/26/2010 15:07,8:00:00,1/26/2010 23:07,,,33.64714,-120.63520,KW,JK,,,,,,,,,,,,38,KW,1,70.2308,150,1.00,,,,,,,2,2,2,ND,ULW,,,,ON,,ON,,,,,,,,,,,,,,either Er or Mn
SB,CalCOFI1001NH,1/27/10 9:52,,1/27/2010 9:52,8:00:00,1/27/2010 17:52,,,34.23383,-119.36670,JK,KW,,,,,,,,,,,,39,JK,3,275.8972,210,0.50,,,,,,,48,35,68,nd,Dsp,,,,ON,,ON,,,,,,,,,,,,,,birds associated with dolphins diving.
SE,CalCOFI1001NH,1/27/10 9:52,,1/27/2010 9:52,8:00:00,1/27/2010 17:52,,,34.23383,-119.36670,JK,KW,,,,,,,,,,,,39,JK,3,275.8972,210,0.50,,,,,,,48,35,68,nd,Dsp,,,,ON,,ON,,,,,,,,,,,,,,birds associated with dolphins diving.
SB,CalCOFI1001NH,1/27/10 11:01,,1/27/2010 11:01,8:00:00,1/27/2010 19:01,,,34.25828,-119.59670,JK,KW,,,,,,,,,,,,41,JK,2,290.4789,223,0.20,,,,,,,2090,1670,3100,nd,Dsp,,,,ON,,OFF,,,,,,,,,,,,,,"Possibly Gg in the mix.  diving pelicans, cormorants, gulls, greebes."
SE,CalCOFI1001NH,1/27/10 11:01,,1/27/2010 11:01,8:00:00,1/27/2010 19:01,,,34.25828,-119.59670,JK,KW,,,,,,,,,,,,41,JK,2,290.4789,223,0.20,,,,,,,2090,1670,3100,nd,Dsp,,,,ON,,OFF,,,,,,,,,,,,,,"Possibly Gg in the mix.  diving pelicans, cormorants, gulls, greebes."
SB,CalCOFI1001NH,1/27/10 11:25,,1/27/2010 11:25,8:00:00,1/27/2010 19:25,,,34.29842,-119.66540,JK,KW,,,,,,,,,,,,42,JK,2,305.3591,260,3.00,,,,,,,54,25,60,4,Dc,,,,ON,,OFF,,,,,,,,,,,,,,saw 2 grps seperated by about 400m split up
SE,CalCOFI1001NH,1/27/10 11:25,,1/27/2010 11:25,8:00:00,1/27/2010 19:25,,,34.29842,-119.66540,JK,KW,,,,,,,,,,,,42,JK,2,305.3591,260,3.00,,,,,,,54,25,60,4,Dc,,,,ON,,OFF,,,,,,,,,,,,,,saw 2 grps seperated by about 400m split up
SB,CalCOFI1001NH,1/27/10 11:37,,1/27/2010 11:37,8:00:00,1/27/2010 19:37,,,34.31828,-119.69880,JK,KW,,,,,,,,,,,,43,KW,3,305.8892,180,1.20,,,,,,,1,1,2,0,Mn,,,,ON,,OFF,,,,,,,,,,,,,,
SE,CalCOFI1001NH,1/27/10 11:37,,1/27/2010 11:37,8:00:00,1/27/2010 19:37,,,34.31828,-119.69880,JK,KW,,,,,,,,,,,,43,KW,3,305.8892,180,1.20,,,,,,,1,1,2,0,Mn,,,,ON,,OFF,,,,,,,,,,,,,,
SB,CalCOFI1001NH,1/27/10 11:53,,1/27/2010 11:53,8:00:00,1/27/2010 19:53,,,34.34430,-119.74280,JK,KW,,,,,,,,,,,,44,KW,3,305.8827,260,0.60,,,,,,,500,62,547,nd,Dsp,,,,ON,,OFF,,,,,,,,,,,,,,envelop =3 reticals and 70 degrees wide.
SE,CalCOFI1001NH,1/27/10 11:53,,1/27/2010 11:53,8:00:00,1/27/2010 19:53,,,34.34430,-119.74280,JK,KW,,,,,,,,,,,,44,KW,3,305.8827,260,0.60,,,,,,,500,62,547,nd,Dsp,,,,ON,,OFF,,,,,,,,,,,,,,envelop =3 reticals and 70 degrees wide.
SB,CalCOFI1001NH,1/27/10 13:46,,1/27/2010 13:46,8:00:00,1/27/2010 21:46,,,34.36605,-119.86110,JK,KW,,,,,,,,,,,,45,JK,2,236.6544,241,0.50,,,,,,,63,50,120,nd,UD,,,,ON,,OFF,,,,,,,,,,,,,,probably Dsp
SE,CalCOFI1001NH,1/27/10 13:46,,1/27/2010 13:46,8:00:00,1/27/2010 21:46,,,34.36605,-119.86110,JK,KW,,,,,,,,,,,,45,JK,2,236.6544,241,0.50,,,,,,,63,50,120,nd,UD,,,,ON,,OFF,,,,,,,,,,,,,,probably Dsp
SB,CalCOFI1001NH,1/27/10 13:48,,1/27/2010 13:48,8:00:00,1/27/2010 21:48,,,34.36308,-119.86660,JK,KW,,,,,,,,,,,,46,JK,2,236.8943,245,0.50,,,,,,,7,4,10,nd,Pd,,,,ON,,OFF,,,,,,,,,,,,,,
SE,CalCOFI1001NH,1/27/10 13:48,,1/27/2010 13:48,8:00:00,1/27/2010 21:48,,,34.36308,-119.86660,JK,KW,,,,,,,,,,,,46,JK,2,236.8943,245,0.50,,,,,,,7,4,10,nd,Pd,,,,ON,,OFF,,,,,,,,,,,,,,
